Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Latavius Murray,MIN,15,69,2,2,34,2.3,35,2.3,1,15.0
Mike Boone,MIN,4,4,0,,-8,-2.0,12,3.0,1,4.0
Kirk Cousins,MIN,2,-1,0,0,-1,-0.5,0,0.0,0,
Stefon Diggs,MIN,2,-7,0,0,-7,-3.5,0,0.0,0,
Roc Thomas,MIN,1,23,0,1,17,17.0,6,6.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Isaiah Crowell,NYJ,11,29,0,1,12,1.1,17,1.5,1,11.0
Sam Darnold,NYJ,6,18,1,4,-2,-0.3,20,3.3,2,3.0
Bilal Powell,NYJ,5,20,0,2,15,3.0,5,1.0,0,
Trenton Cannon,NYJ,2,4,0,1,2,1.0,2,1.0,0,
