Quarter,Time,Down,ToGo,Location,MIN,NYJ,Detail,EPB,EPA
1,9:02,3,21,MIN 14,7,0,Kirk Cousins sacked by Brandon Copeland for -13 yards,-2.550,-2.490
1,8:11,4,34,MIN 1,7,0,Matt Wile punts 63 yards out of bounds,-2.490,-1.330
1,8:03,1,10,NYJ 36,7,0,Isaiah Crowell up the middle for 3 yards (tackle by Ben Gedeon and Anthony Barr),1.330,1.200
1,7:20,2,7,NYJ 39,7,0,Sam Darnold pass incomplete deep right intended for Neal Sterling (defended by Stephen Weatherly),1.200,0.500
1,7:15,3,7,NYJ 39,7,0,Sam Darnold pass incomplete short left intended for Andre Roberts,0.500,-0.780
1,7:11,4,7,NYJ 39,7,0,"Lac Edwards punts 47 yards, returned by Marcus Sherels for no gain (tackle by Trenton Cannon)",-0.780,0.280
1,7:00,1,10,MIN 14,7,0,Kirk Cousins pass complete short right to Adam Thielen for 6 yards (tackle by Darryl Roberts),-0.280,0.150
1,6:32,2,4,MIN 20,7,0,Kirk Cousins pass complete short left to Kyle Rudolph for 16 yards (tackle by Doug Middleton),0.150,1.330
1,5:57,1,10,MIN 36,7,0,Kirk Cousins pass complete short right to Stefon Diggs for 4 yards (tackle by Darryl Roberts),1.330,1.330
1,5:27,2,6,MIN 40,7,0,Kirk Cousins pass incomplete deep middle intended for Stefon Diggs (defended by Darryl Roberts),1.330,0.630
1,5:20,3,6,MIN 40,7,0,Kirk Cousins pass complete short middle to Stefon Diggs for 5 yards (tackle by Darryl Roberts),0.630,-0.390
1,4:34,4,1,MIN 45,7,0,"Matt Wile punts 41 yards, fair catch by Andre Roberts at NYJ-14",-0.390,0.280
1,4:27,1,10,NYJ 14,7,0,Sam Darnold pass complete short right to Andre Roberts for 1 yard (tackle by David Parry),-0.280,-0.640
1,3:43,2,9,NYJ 15,7,0,Bilal Powell up the middle for 11 yards (tackle by Harrison Smith),-0.640,0.670
1,3:03,1,10,NYJ 26,7,0,Bilal Powell left guard for 2 yards (tackle by Jayron Kearse and Trae Waynes),0.670,0.400
1,2:23,2,8,NYJ 28,7,0,Sam Darnold pass complete deep left to Trenton Cannon for 35 yards (tackle by Harrison Smith),0.400,3.120
1,1:43,1,10,MIN 37,7,0,Sam Darnold pass complete short left to Robby Anderson for 25 yards (tackle by Xavier Rhodes),3.120,4.780
1,1:05,1,10,MIN 12,7,6,"Sam Darnold pass complete short middle to Chris Herndon for 12 yards, touchdown",4.780,7.000
1,1:01,,,MIN 15,7,7,Jason Myers kicks extra point good,0.000,0.000
1,1:01,,,NYJ 35,7,7,"Jason Myers kicks off 62 yards, returned by Holton Hill for no gain (tackle by Trenton Cannon)",0.000,1.140
1,0:55,1,10,MIN 33,7,7,Latavius Murray up the middle for 2 yards (tackle by Morris Claiborne),1.140,0.860
1,0:15,2,8,MIN 35,7,7,Latavius Murray up the middle for 5 yards (tackle by Brandon Copeland and Jamal Adams),0.860,0.830
Quarter,Time,Down,ToGo,Location,MIN,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,MIN 40,7,7,Kirk Cousins pass incomplete deep left intended for Stefon Diggs (defended by Darryl Roberts),0.830,-0.720
2,14:56,4,3,MIN 40,7,7,"Matt Wile punts 53 yards, muffed catch by Andre Roberts, recovered by Andre Roberts at NYJ-7, returned by Andre Roberts for no gain (tackle by Jayron Kearse)",-0.720,0.380
2,14:42,1,10,NYJ 7,7,7,Sam Darnold pass complete short right to Chris Herndon for 4 yards (tackle by Trae Waynes and Ben Gedeon),-0.380,-0.490
2,13:55,2,6,NYJ 11,7,7,Isaiah Crowell left tackle for 1 yard (tackle by Trae Waynes and Anthony Harris),-0.490,-0.840
2,13:15,3,5,NYJ 12,7,7,Sam Darnold pass incomplete short right intended for Robby Anderson,-0.840,-2.490
2,13:12,4,5,NYJ 12,7,7,"Lac Edwards aborted snap, recovered by Lac Edwards at NYJ--3 Lac Edwards punts 28 yards out of bounds. Penalty on Brandon Copeland: Ineligible Downfield Kick, 5 yards",-2.490,-3.250
2,13:03,1,10,NYJ 35,7,7,"Kirk Cousins pass incomplete short middle intended for Adam Thielen. Penalty on Morris Claiborne: Defensive Pass Interference, 3 yards (no play)",3.250,3.450
2,13:00,1,10,NYJ 32,7,7,Kirk Cousins pass complete short right to Latavius Murray for 7 yards (tackle by Avery Williamson),3.450,3.850
2,12:24,2,3,NYJ 25,7,7,Kirk Cousins pass complete short right to Adam Thielen for 6 yards (tackle by Darryl Roberts),3.850,4.310
2,11:44,1,10,NYJ 19,7,7,Latavius Murray left tackle for 1 yard (tackle by Darron Lee),4.310,3.880
2,11:07,2,9,NYJ 18,7,7,Kirk Cousins pass complete short left to Adam Thielen for 15 yards (tackle by Jamal Adams),3.880,6.510
2,10:26,1,3,NYJ 3,7,7,Kirk Cousins pass incomplete short left intended for Stefon Diggs (defended by Henry Anderson),6.510,5.530
2,10:24,2,3,NYJ 3,7,7,"Penalty on Stefon Diggs: False Start, 5 yards (no play)",5.530,4.570
2,10:24,2,8,NYJ 8,7,7,Kirk Cousins pass incomplete short middle intended for Adam Thielen,4.570,3.580
2,10:21,3,8,NYJ 8,7,7,Kirk Cousins pass incomplete short middle intended for Kyle Rudolph (defended by Doug Middleton),3.580,2.950
2,10:16,4,8,NYJ 8,10,7,Dan Bailey 26 yard field goal good,2.950,3.000
2,10:13,,,MIN 35,10,7,"Dan Bailey kicks off 58 yards, returned by Andre Roberts for no gain (tackle by Roc Thomas)",0.000,1.000
2,10:08,1,10,NYJ 31,10,7,Sam Darnold pass incomplete deep middle intended for Robby Anderson (defended by Harrison Smith),1.000,0.460
2,9:59,2,10,NYJ 31,10,7,Sam Darnold sacked by Danielle Hunter and Jaleel Johnson for -1 yards,0.460,-0.360
2,9:14,3,11,NYJ 30,10,7,Sam Darnold pass incomplete short middle intended for Andre Roberts (defended by Eric Kendricks),-0.360,-1.370
2,9:09,4,11,NYJ 30,10,7,"Lac Edwards punts 58 yards, returned by Marcus Sherels for 8 yards (tackle by Neville Hewitt)",-1.370,-0.280
2,8:57,1,10,MIN 20,10,7,Latavius Murray up the middle for -4 yards (tackle by Jamal Adams),0.280,-0.940
2,8:13,2,14,MIN 16,10,7,Kirk Cousins pass incomplete short left intended for Mike Boone,-0.940,-1.690
2,8:08,3,14,MIN 16,10,7,Kirk Cousins pass incomplete short right intended for Stefon Diggs,-1.690,-2.390
2,8:03,4,14,MIN 16,10,7,"Matt Wile punts 42 yards, fair catch by Andre Roberts at NYJ-42",-2.390,-1.730
2,7:56,1,10,NYJ 42,10,7,Isaiah Crowell right tackle for 3 yards (tackle by Xavier Rhodes and Tom Johnson),1.730,1.590
2,7:17,2,7,NYJ 45,10,7,"Sam Darnold aborted snap, recovered by Tom Johnson at NYJ-44 (tackle by Brandon Shell)",1.590,-2.650
2,7:06,1,10,NYJ 44,10,7,Kirk Cousins pass complete short right to Stefon Diggs for -1 yards (tackle by Darryl Roberts),2.650,1.980
2,6:28,2,11,NYJ 45,10,7,Kirk Cousins pass incomplete short right intended for Aldrick Robinson (defended by Leonard Williams),1.980,1.290
2,6:23,3,11,NYJ 45,10,7,Kirk Cousins pass complete short middle to Adam Thielen for 2 yards (tackle by Parry Nickerson),1.290,0.400
2,5:44,4,9,NYJ 43,10,7,"Matt Wile punts 27 yards, fair catch by Andre Roberts at NYJ-16",0.400,0.140
2,5:36,1,10,NYJ 16,10,7,Sam Darnold pass incomplete short right intended for Jermaine Kearse,-0.140,-0.660
2,5:32,2,10,NYJ 16,10,7,Bilal Powell up the middle for 2 yards (tackle by Anthony Barr),-0.660,-1.070
2,5:02,3,8,NYJ 18,10,7,Sam Darnold pass incomplete deep right intended for Robby Anderson,-1.070,-2.240
2,4:56,4,8,NYJ 18,10,7,"Lac Edwards punts 60 yards, returned by Marcus Sherels for 11 yards (tackle by Doug Middleton)",-2.240,-1.140
2,4:46,1,10,MIN 33,10,7,Latavius Murray left tackle for 2 yards (tackle by Steve McLendon and Nathan Shepherd),1.140,0.860
2,4:05,2,8,MIN 35,10,7,Kirk Cousins pass incomplete deep left intended for Kyle Rudolph,0.860,0.170
2,4:00,3,8,MIN 35,10,7,Kirk Cousins pass incomplete deep right,0.170,-1.040
2,3:51,4,8,MIN 35,10,7,"Matt Wile punts 53 yards, returned by Andre Roberts for 8 yards (tackle by Holton Hill)",-1.040,-0.280
2,3:40,1,10,NYJ 20,10,7,"Isaiah Crowell left tackle for no gain (tackle by Sheldon Richardson). Penalty on Spencer Long: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,3:15,1,20,NYJ 10,10,7,Sam Darnold pass complete short left to Eric Tomlinson for -5 yards (tackle by Stephen Weatherly),-0.760,-1.880
2,2:29,2,25,NYJ 5,10,7,Isaiah Crowell up the middle for 3 yards (tackle by David Parry),-1.880,-2.820
2,2:00,3,22,NYJ 8,10,7,Isaiah Crowell right end for -6 yards (tackle by Tom Johnson),-2.820,-2.490
2,1:54,,,,,,Timeout #1 by Minnesota Vikings,,
2,1:54,4,28,NYJ 2,10,7,"Lac Edwards punts 53 yards, returned by Marcus Sherels for 20 yards. Penalty on Trenton Cannon: Player Out of Bounds on Kick, 5 yards",-2.490,-3.580
2,1:41,1,10,NYJ 30,10,7,Kirk Cousins pass incomplete short left intended for Stefon Diggs (defended by Darron Lee),3.580,3.030
2,1:37,2,10,NYJ 30,10,7,Stefon Diggs right end for -1 yards (tackle by Terrence Brooks),3.030,2.210
2,1:32,3,11,NYJ 31,10,7,Kirk Cousins pass complete short middle to Stefon Diggs for 7 yards (tackle by Darryl Roberts),2.210,1.940
2,0:47,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:47,4,4,NYJ 24,10,7,Dan Bailey 42 yard field goal no good,1.940,-1.070
2,0:42,1,10,NYJ 32,10,7,Sam Darnold pass incomplete short right intended for Isaiah Crowell,1.070,0.530
2,0:36,2,10,NYJ 32,10,7,"Sam Darnold aborted snap, recovered by Sam Darnold at NYJ-25 and returned for -7 yards",0.530,-0.160
Quarter,Time,Down,ToGo,Location,MIN,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,10,7,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYJ 25,10,7,Isaiah Crowell right end for 10 yards (tackle by George Iloka),0.610,1.270
3,14:22,1,10,NYJ 35,10,7,Isaiah Crowell right guard for 3 yards (tackle by Jaleel Johnson and Sheldon Richardson),1.270,1.130
3,13:42,2,7,NYJ 38,10,7,Sam Darnold pass incomplete deep right intended for Chris Herndon (defended by Trae Waynes),1.130,0.430
3,13:36,3,7,NYJ 38,10,7,Sam Darnold pass incomplete short left intended for Robby Anderson,0.430,-0.850
3,13:31,4,7,NYJ 38,10,7,"Lac Edwards punts 31 yards, returned by Brandon Zylstra for 5 yards (tackle by Charone Peake and Neville Hewitt)",-0.850,-1.330
3,13:21,1,10,MIN 36,10,7,Latavius Murray up the middle for 2 yards (tackle by Jamal Adams),1.330,1.060
3,12:42,2,8,MIN 38,10,7,Kirk Cousins pass complete short right to Stefon Diggs for 10 yards (tackle by Parry Nickerson),1.060,2.130
3,11:58,1,10,MIN 48,10,7,"Kirk Cousins pass incomplete short right intended for Latavius Murray. Penalty on Mike Remmers: Offensive Holding, 10 yards (no play)",2.130,1.470
3,11:53,1,20,MIN 38,10,7,Mike Boone right end for 4 yards (tackle by Jordan Jenkins),1.470,0.770
3,11:13,2,16,MIN 42,10,7,Kirk Cousins pass complete short left to Adam Thielen for 8 yards (tackle by Darryl Roberts),0.770,1.160
3,10:32,3,8,MIN 50,10,7,Kirk Cousins pass complete short middle to Adam Thielen for 13 yards (tackle by Darryl Roberts),1.160,3.120
3,9:48,1,10,NYJ 37,10,7,Kirk Cousins pass complete short right to Laquon Treadwell for 3 yards (tackle by Parry Nickerson),3.120,2.980
3,9:04,2,7,NYJ 34,10,7,Kirk Cousins pass complete short right to Brandon Zylstra for 23 yards (tackle by Terrence Brooks),2.980,4.840
3,8:26,1,10,NYJ 11,10,7,Kirk Cousins pass incomplete short right intended for Kyle Rudolph (defended by Terrence Brooks). Penalty on Danny Isidora: Ineligible Downfield Pass (Declined),4.840,4.140
3,8:20,2,10,NYJ 11,16,7,"Latavius Murray right guard for 11 yards, touchdown",4.140,7.000
3,8:15,,,NYJ 15,17,7,Dan Bailey kicks extra point good,0.000,0.000
3,8:15,,,MIN 35,17,7,"Dan Bailey kicks off 64 yards, returned by Andre Roberts for no gain (tackle by George Iloka). Andre Roberts fumbles, ball out of bounds at NYJ-33 (forced by George Iloka)",0.000,1.140
3,8:08,1,10,NYJ 33,17,7,Sam Darnold pass deep left (defended by Xavier Rhodes) intended for Robby Anderson is intercepted by Harrison Smith at MIN-39 and returned for 52 yards,1.140,-5.140
3,7:55,1,9,NYJ 9,17,7,Latavius Murray up the middle for -1 yards (tackle by Jamal Adams and Morris Claiborne),5.140,4.190
3,7:17,2,10,NYJ 10,17,7,Kirk Cousins pass complete short right to Stefon Diggs for -1 yards (tackle by Darryl Roberts),4.190,3.120
3,6:35,3,11,NYJ 11,17,7,Kirk Cousins pass complete short right to Latavius Murray for 7 yards (tackle by Darryl Roberts and Jamal Adams),3.120,3.030
3,5:52,4,4,NYJ 4,20,7,Dan Bailey 22 yard field goal good,3.030,3.000
3,5:49,,,MIN 35,20,7,"Dan Bailey kicks off 64 yards, returned by Andre Roberts for no gain",0.000,2.520
3,5:40,1,10,MIN 46,20,7,Isaiah Crowell left guard for 3 yards (tackle by Eric Kendricks),2.520,2.380
3,5:01,2,7,MIN 43,20,7,Isaiah Crowell up the middle for 2 yards (tackle by Jaleel Johnson),2.380,1.950
3,4:19,3,5,MIN 41,20,7,Sam Darnold up the middle for 6 yards (tackle by Eric Kendricks),1.950,3.250
3,3:33,1,10,MIN 35,20,7,Sam Darnold pass incomplete short right intended for Isaiah Crowell,3.250,2.700
3,3:24,2,10,MIN 35,20,7,Trenton Cannon left end for -2 yards (tackle by Jayron Kearse),2.700,1.750
3,2:49,3,12,MIN 37,20,7,Sam Darnold pass incomplete short right intended for Eric Tomlinson,1.750,0.790
3,2:44,4,12,MIN 37,20,10,Jason Myers 55 yard field goal good,0.790,3.000
3,2:39,,,NYJ 35,20,10,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,2:39,1,10,MIN 25,20,10,Kirk Cousins pass complete short right to Stefon Diggs for 8 yards (tackle by Steve McLendon and Leonard Williams),0.610,1.140
3,1:55,2,2,MIN 33,20,10,"Kirk Cousins aborted snap, recovered by Stefon Diggs at MIN-26 (tackle by Parry Nickerson)",1.140,-0.490
3,1:11,3,9,MIN 26,20,10,Kirk Cousins pass incomplete deep left intended for Stefon Diggs,-0.490,-1.630
3,1:06,4,9,MIN 26,20,10,Matt Wile punts 66 yards downed by Kentrell Brothers,-1.630,0.380
3,0:53,1,10,NYJ 8,20,10,Isaiah Crowell left tackle for 7 yards (tackle by Danielle Hunter and Xavier Rhodes),-0.380,-0.210
3,0:14,2,3,NYJ 15,20,10,Sam Darnold sacked by Jayron Kearse and Danielle Hunter for -8 yards,-0.210,-1.540
Quarter,Time,Down,ToGo,Location,MIN,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,NYJ 7,20,10,Sam Darnold pass incomplete short middle intended for Chris Herndon,-1.540,-2.490
4,14:56,4,11,NYJ 7,20,10,"Lac Edwards punts 57 yards, returned by Marcus Sherels for 13 yards",-2.490,-2.190
4,14:46,1,10,MIN 49,20,10,"Latavius Murray up the middle for no gain (tackle by Jamal Adams). Penalty on Rashod Hill: Offensive Holding, 10 yards (no play)",2.190,1.530
4,14:46,1,20,MIN 39,20,10,Roc Thomas left end for 23 yards (tackle by Steve McLendon),1.530,3.050
4,13:46,1,10,NYJ 38,26,10,"Latavius Murray right guard for 38 yards, touchdown",3.050,7.000
4,13:38,,,NYJ 15,27,10,Dan Bailey kicks extra point good,0.000,0.000
4,13:38,,,MIN 35,27,10,"Dan Bailey kicks off 66 yards, returned by Andre Roberts for no gain (tackle by Anthony Harris)",0.000,1.660
4,13:30,1,10,NYJ 41,27,10,Sam Darnold pass complete short right to Isaiah Crowell for 21 yards (tackle by Stephen Weatherly),1.660,3.050
4,12:53,1,10,MIN 38,27,10,Sam Darnold pass complete short left to Deontay Burnett for 9 yards (tackle by Eric Kendricks),3.050,3.720
4,12:28,2,1,MIN 29,27,10,Isaiah Crowell up the middle for no gain (tackle by Eric Kendricks),3.720,3.010
4,11:59,3,1,MIN 29,27,10,Sam Darnold left guard for 1 yard (tackle by Harrison Smith),3.010,3.710
4,11:32,1,10,MIN 28,27,10,Sam Darnold pass incomplete short right intended for Chris Herndon (defended by Eric Kendricks),3.710,3.170
4,11:28,2,10,MIN 28,27,10,Sam Darnold right end for 10 yards (tackle by Harrison Smith),3.170,4.370
4,11:03,1,10,MIN 18,27,10,Sam Darnold pass incomplete short left intended for Neal Sterling,4.370,3.800
4,10:58,2,10,MIN 18,27,10,Sam Darnold pass complete deep left to Chris Herndon for 17 yards (tackle by Jayron Kearse),3.800,6.970
4,10:32,1,1,MIN 1,27,16,"Sam Darnold up the middle for 1 yard, touchdown",6.970,7.000
4,10:27,,,MIN 15,27,17,Jason Myers kicks extra point good,0.000,0.000
4,10:27,,,NYJ 35,27,17,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,10:27,1,10,MIN 25,27,17,Kirk Cousins pass complete short right to Stefon Diggs for 1 yard (tackle by Darron Lee),0.610,0.200
4,9:44,2,9,MIN 26,27,17,Mike Boone right end for -6 yards (tackle by Henry Anderson),0.200,-1.290
4,9:01,3,15,MIN 20,27,17,Kirk Cousins pass incomplete deep middle intended for Aldrick Robinson,-1.290,-2.030
4,8:55,4,15,MIN 20,27,17,Matt Wile punts 37 yards out of bounds,-2.030,-1.800
4,8:48,1,10,NYJ 43,27,17,Sam Darnold pass incomplete deep left intended for Robby Anderson,1.800,1.250
4,8:41,2,10,NYJ 43,27,17,Sam Darnold pass deep left intended for Andre Roberts is intercepted by Holton Hill at MIN-37 and returned for 2 yards,1.250,-1.530
4,8:33,1,10,MIN 39,27,17,Latavius Murray right tackle for -1 yards (tackle by Jamal Adams),1.530,0.850
4,7:51,2,11,MIN 38,27,17,Kirk Cousins pass complete short left to Laquon Treadwell for 5 yards (tackle by Morris Claiborne),0.850,0.830
4,7:06,3,6,MIN 43,27,17,Kirk Cousins pass complete deep right to Adam Thielen for 21 yards (tackle by Parry Nickerson),0.830,3.180
4,6:29,1,10,NYJ 36,27,17,Mike Boone up the middle for -3 yards (tackle by Avery Williamson),3.180,2.230
4,5:46,2,13,NYJ 39,27,17,Kirk Cousins pass incomplete short right intended for Stefon Diggs (defended by Leonard Williams),2.230,1.550
4,5:41,3,13,NYJ 39,27,17,Kirk Cousins pass complete short right to Adam Thielen for 5 yards (tackle by Jamal Adams and Parry Nickerson),1.550,1.060
4,5:23,4,8,NYJ 34,33,17,"Kirk Cousins pass complete deep left to Aldrick Robinson for 34 yards, touchdown",1.060,7.000
4,5:16,,,NYJ 15,34,17,Dan Bailey kicks extra point good,0.000,0.000
4,5:16,,,MIN 35,34,17,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
4,5:16,1,10,NYJ 25,34,17,Sam Darnold pass complete short left to Robby Anderson for 10 yards (tackle by Holton Hill),0.610,1.270
4,4:44,1,10,NYJ 35,34,17,Sam Darnold pass incomplete deep right intended for Andre Roberts (defended by Trae Waynes),1.270,0.720
4,4:38,2,10,NYJ 35,34,17,Sam Darnold pass short right intended for Charone Peake is intercepted by Trae Waynes at NYJ-46 and returned for 24 yards,0.720,-4.110
4,4:29,1,10,NYJ 22,34,17,"Latavius Murray left tackle for no gain (tackle by Steve McLendon). Penalty on Brian O'Neill: Offensive Holding, 10 yards (no play)",4.110,3.450
4,4:23,1,20,NYJ 32,34,17,Latavius Murray up the middle for 3 yards (tackle by Avery Williamson and Brandon Copeland),3.450,2.620
4,3:37,2,17,NYJ 29,34,17,Latavius Murray left guard for 2 yards (tackle by Brandon Copeland),2.620,2.210
4,3:31,,,,,,Timeout #1 by New York Jets,,
4,3:31,3,15,NYJ 27,34,17,Latavius Murray up the middle for 2 yards (tackle by Henry Anderson),2.210,1.800
4,3:26,,,,,,Timeout #2 by New York Jets,,
4,3:26,4,13,NYJ 25,37,17,Dan Bailey 43 yard field goal good,1.800,3.000
4,3:22,,,MIN 35,37,17,"Dan Bailey kicks off 59 yards, returned by Andre Roberts for no gain (tackle by Brandon Zylstra)",0.000,0.540
4,3:17,1,10,NYJ 24,37,17,Sam Darnold pass complete short right to Trenton Cannon for 7 yards (tackle by Sheldon Richardson),0.540,0.940
4,2:51,2,3,NYJ 31,37,17,Sam Darnold pass incomplete short right intended for Jordan Leggett,0.940,0.230
4,2:46,3,3,NYJ 31,37,17,"Sam Darnold pass incomplete short middle intended for Chris Herndon. Penalty on Sheldon Richardson: Roughing the Passer, 15 yards (no play)",0.230,1.990
4,2:42,1,10,NYJ 46,37,17,Sam Darnold pass incomplete short left intended for Deontay Burnett,1.990,1.450
4,2:38,2,10,NYJ 46,37,17,Sam Darnold pass complete short left to Robby Anderson for 9 yards (tackle by Holton Hill),1.450,1.950
4,2:12,3,1,MIN 45,37,17,Sam Darnold pass incomplete short right intended for Trenton Cannon,1.950,0.270
4,2:07,4,1,MIN 45,37,17,Trenton Cannon right end for 6 yards (tackle by Tom Johnson),0.270,2.980
4,2:00,1,10,MIN 39,37,17,Sam Darnold pass complete short left to Andre Roberts for 20 yards,2.980,4.310
4,1:53,1,10,MIN 19,37,17,Sam Darnold sacked by Jalyn Holmes for -5 yards,4.310,3.090
4,1:26,2,15,MIN 24,37,17,"Sam Darnold pass incomplete deep left intended for Robby Anderson (defended by Holton Hill). Penalty on Robby Anderson: Unsportsmanlike Conduct, 15 yards",3.090,0.430
4,1:20,3,30,MIN 39,37,17,Sam Darnold pass complete short left to Trenton Cannon for 16 yards (tackle by Ben Gedeon),0.430,1.930
4,0:51,4,14,MIN 23,37,17,Sam Darnold pass complete short middle to Trenton Cannon for 11 yards (tackle by Kentrell Brothers),1.930,0.350
4,0:42,1,10,MIN 12,37,17,Kirk Cousins kneels for -1 yards,-0.350,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
