Quarter,Time,Down,ToGo,Location,NYJ,TEN,Detail,EPB,EPA
1,0:00,1,25,NYJ 49,0,0,Chad Pennington pass complete short left to Jerricho Cotchery for 9 yards (tackle by Lamont Thompson),2.190,1.830
Quarter,Time,Down,ToGo,Location,NYJ,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,16,TEN 42,0,0,Chad Pennington pass complete short left to Laveranues Coles for 15 yards (tackle by Keith Bulluck),1.830,3.140
2,14:45,3,1,TEN 27,0,0,Chad Pennington pass complete deep left to Jerricho Cotchery for 19 yards (tackle by Adam Jones),3.140,5.370
2,14:21,1,8,TEN 8,0,0,"Penalty on Sean Ryan: False Start, 4 yards (no play)",5.370,4.640
2,13:57,1,12,TEN 12,0,0,"Chad Pennington pass incomplete short right intended for Chris Baker is intercepted by Reynaldo Hill at TEN-8 and returned for 34 yards. Penalty on Peter Sirmon: Defensive Pass Interfere, 6 yards (no play)",4.640,5.830
2,13:46,1,6,TEN 6,0,0,Kevan Barlow right tackle for 5 yards (tackle by Keith Bulluck and Chris Hope),5.830,5.910
2,13:21,,,,0,0,Timeout #1 by Tennessee Titans,0.000,5.910
2,13:20,2,1,TEN 1,6,0,"Kevan Barlow middle for 1 yard, touchdown",5.910,7.000
2,,,,TEN 2,7,0,Mike Nugent kicks extra point good,0.000,0.000
2,,,,NYJ 30,7,0,"Mike Nugent kicks off 64 yards, returned by Bobby Wade for 18 yards (tackle by Brad Kassell)",0.000,0.540
2,13:11,1,10,TEN 24,7,0,Chris Brown left tackle for 2 yards (tackle by Eric Barton and Victor Hobson),0.540,0.270
2,12:29,2,8,TEN 26,7,0,Kerry Collins pass incomplete short right intended for Bo Scaife,0.270,-0.430
2,12:27,3,8,TEN 26,7,0,Kerry Collins pass complete short right to David Givens for 14 yards (tackle by Andre Dyson and Jonathan Vilma),-0.430,1.600
2,11:54,1,10,TEN 40,7,0,Chris Brown right tackle for -2 yards (tackle by Dewayne Robertson and Victor Hobson),1.600,0.780
2,11:18,2,12,TEN 38,7,0,Kerry Collins pass incomplete short right intended for Chris Brown (defended by Bobby Hamilton). Penalty on Zach Piller: Ineligible Downfield Pas (Declined),0.780,0.100
2,11:13,3,12,TEN 38,7,0,Kerry Collins pass incomplete deep left intended for Drew Bennett,0.100,-0.850
2,11:08,4,12,TEN 38,7,0,"Craig Hentrich punts 51 yards, returned by Leon Washington for 7 yards (tackle by David Thornton). Penalty on Eric Smith: Illegal Block Above the , 9 yards",-0.850,0.380
2,10:55,1,10,NYJ 9,7,0,"Penalty on Brandon Moore: False Start, 4 yards (no play)",-0.380,-0.530
2,10:55,1,14,NYJ 5,7,0,Kevan Barlow right tackle for 2 yards (tackle by David Thornton and Albert Haynesworth),-0.530,-0.930
2,10:20,2,12,NYJ 7,7,0,Kevan Barlow middle for 2 yards (tackle by Randy Starks and Peter Sirmon),-0.930,-1.420
2,9:39,3,10,NYJ 9,7,0,Derrick Blaylock middle for 4 yards (tackle by Keith Bulluck and Kyle Vanden Bosch),-1.420,-2.490
2,9:39,4,6,NYJ 13,7,0,"Ben Graham punts 50 yards, muffed catch by Adam Jones, recovered by Adam Jones and returned for no gain",-2.490,-1.330
2,8:55,1,10,TEN 36,7,0,Travis Henry right tackle for 4 yards (tackle by Rashad Moore and Eric Barton),1.330,1.330
2,8:20,2,6,TEN 40,7,0,Travis Henry middle for 1 yard (tackle by Jonathan Vilma and Shaun Ellis),1.330,0.760
2,7:41,3,5,TEN 41,7,0,Vince Young pass complete short left to Drew Bennett for 9 yards (tackle by David Barrett),0.760,2.260
2,7:14,1,10,TEN 50,7,0,Vince Young pass complete short right to Drew Bennett for 11 yards (tackle by Eric Barton),2.260,2.980
2,6:52,1,10,NYJ 39,7,0,Vince Young pass complete short left to Bobby Wade for 7 yards (tackle by Derrick Strait and Justin Miller),2.980,3.390
2,6:16,2,3,NYJ 32,7,0,Travis Henry left tackle for 3 yards (tackle by Bryan Thomas and Jonathan Vilma),3.390,3.640
2,5:31,1,10,NYJ 29,7,0,Vince Young pass incomplete deep right intended for David Givens is intercepted by Andre Dyson at NYJ-6,3.640,0.380
2,5:26,1,10,NYJ 6,7,0,Chad Pennington pass incomplete short right intended for Laveranues Coles (defended by David Thornton),-0.380,-0.780
2,5:20,2,10,NYJ 6,7,0,Chad Pennington pass complete short left to Laveranues Coles for 11 yards (tackle by Adam Jones),-0.780,-0.060
2,5:07,1,10,NYJ 17,7,0,Derrick Blaylock right tackle for no gain (tackle by Kyle Vanden Bosch and Keith Bulluck),-0.060,-0.580
2,4:24,2,10,NYJ 17,7,0,Chad Pennington pass complete deep middle to Laveranues Coles for 25 yards (tackle by Lamont Thompson),-0.580,1.730
2,3:47,1,10,NYJ 42,7,0,Derrick Blaylock right guard for -1 yards (tackle by Albert Haynesworth),1.730,1.050
2,3:07,2,11,NYJ 41,7,0,Chad Pennington pass complete deep right to Justin McCareins for 27 yards (tackle by Chris Hope),1.050,3.450
2,2:19,1,10,TEN 32,7,0,Kevan Barlow right end for 3 yards (tackle by Chris Hope),3.450,3.310
2,2:00,2,7,TEN 29,7,0,Chad Pennington pass incomplete short right intended for Jerricho Cotchery (defended by Albert Haynesworth),3.310,2.610
2,1:58,3,7,TEN 29,7,0,"Chad Pennington pass complete short left to Sean Ryan for 10 yards (tackle by Keith Bulluck). Sean Ryan fumbles (forced by Keith Bulluck), recovered by Lamont Thompson at TEN-15 and returned for 14 yards (tackle by Sean Ryan)",2.610,-0.870
2,1:43,1,10,TEN 29,7,0,Kerry Collins sacked by Victor Hobson for -3 yards,0.870,-0.080
2,1:35,,,,7,0,Timeout #1 by New York Jets,0.000,-0.080
2,1:35,2,13,TEN 26,7,0,Kerry Collins pass incomplete short right intended for Drew Bennett is intercepted by Andre Dyson at TEN-36,-0.080,-3.180
2,1:30,1,10,TEN 36,7,0,Chad Pennington pass incomplete short right intended for Laveranues Coles (defended by Cortland Finnegan),3.180,2.640
2,1:27,2,10,TEN 36,7,0,Derrick Blaylock middle for 4 yards (tackle by Albert Haynesworth),2.640,2.480
2,0:47,3,6,TEN 32,7,0,Chad Pennington pass complete short left to Brad Smith for 13 yards (tackle by Chris Hope),2.480,4.310
2,0:39,,,,7,0,Timeout #2 by New York Jets,0.000,4.310
2,0:39,1,10,TEN 19,7,0,Chad Pennington pass incomplete short left intended for Justin McCareins (defended by Adam Jones),4.310,3.750
2,0:35,2,10,TEN 19,7,0,Chad Pennington pass incomplete deep right intended for Jerricho Cotchery,3.750,3.030
2,0:29,,,,7,0,Timeout #3 by New York Jets,0.000,3.030
2,0:29,3,10,TEN 19,7,0,Chad Pennington pass complete short right to Chris Baker for 11 yards (tackle by Cortland Finnegan),3.030,5.370
2,0:23,1,8,TEN 8,13,0,"Chad Pennington pass complete short right to Jerricho Cotchery for 8 yards, touchdown",5.370,7.000
2,,,,TEN 2,13,0,Mike Nugent kicks extra point no good,0.000,-1.000
2,,,,NYJ 30,13,0,"Mike Nugent kicks off 40 yards, returned by Bo Scaife for 15 yards (tackle by Brad Kassell)",0.000,1.930
2,0:12,1,10,TEN 45,13,0,Kerry Collins pass incomplete intended for Ben Troupe,1.930,1.380
2,0:00,2,10,TEN 45,13,0,Kerry Collins pass complete deep middle to Bobby Wade for 25 yards (tackle by Derrick Strait),1.380,3.580
Quarter,Time,Down,ToGo,Location,NYJ,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,13,0,"Mike Nugent kicks off 69 yards, returned by Bobby Wade for 30 yards (tackle by Erik Coleman)",0.000,1.000
3,14:54,1,10,TEN 31,13,0,Kerry Collins pass incomplete deep right intended for Ben Troupe is intercepted by Kerry Rhodes at TEN-47 and returned for 25 yards,1.000,-4.110
3,14:44,1,10,TEN 22,13,0,Chad Pennington pass complete short left to Jerricho Cotchery for 12 yards (tackle by Cortland Finnegan),4.110,4.910
3,14:17,1,10,TEN 10,13,0,Chad Pennington pass complete short right to Laveranues Coles for 6 yards (tackle by Reynaldo Hill),4.910,5.340
3,14:06,2,4,TEN 4,13,0,Derrick Blaylock middle for 1 yard (tackle by David Thornton and Cortland Finnegan),5.340,4.720
3,13:35,3,3,TEN 3,13,0,Kevan Barlow middle for 2 yards (tackle by Peter Sirmon),4.720,3.550
3,12:50,4,1,TEN 1,16,0,Mike Nugent 18 yard field goal good,3.550,3.000
3,,,,NYJ 30,16,0,"Mike Nugent kicks off 67 yards, returned by Bobby Wade for 27 yards (tackle by Rashad Washington)",0.000,0.940
3,12:39,1,10,TEN 30,16,0,Kerry Collins pass incomplete short right intended for Bo Scaife,0.940,0.390
3,12:35,2,10,TEN 30,16,0,Chris Brown left tackle for no gain,0.390,-0.300
3,11:53,3,10,TEN 30,16,0,Kerry Collins sacked by Bryan Thomas for -5 yards,-0.300,-1.700
3,11:27,4,15,TEN 25,16,0,"Craig Hentrich punts 37 yards, returned by Leon Washington for 4 yards (tackle by Colby Bockwoldt)",-1.700,-1.730
3,11:20,1,10,NYJ 42,16,0,Chad Pennington pass complete short right to Laveranues Coles for 10 yards (tackle by Reynaldo Hill),1.730,2.390
3,10:55,1,10,TEN 48,16,0,Derrick Blaylock middle for 2 yards (tackle by Kyle Vanden Bosch and Keith Bulluck),2.390,2.120
3,10:20,2,8,TEN 46,16,0,"Kevan Barlow left end for 7 yards (tackle by Keith Bulluck). Penalty on Keith Bulluck: Unnecessary Roughness, 15 yards",2.120,3.970
3,9:49,1,10,TEN 24,16,0,Chad Pennington pass incomplete short right intended for Jerricho Cotchery,3.970,3.430
3,9:44,2,10,TEN 24,16,0,Derrick Blaylock right tackle for 4 yards (tackle by Kyle Vanden Bosch and Reynaldo Hill),3.430,3.270
3,9:01,3,6,TEN 20,16,0,Chad Pennington pass complete short left to Derrick Blaylock for 4 yards (tackle by Adam Jones and David Thornton),3.270,2.500
3,9:01,4,2,TEN 16,16,0,Mike Nugent 34 yard field goal no good,2.500,-0.540
3,8:14,1,10,TEN 24,16,0,Chris Brown middle for 3 yards (tackle by Eric Barton and Victor Hobson),0.540,0.400
3,7:42,2,7,TEN 27,16,0,Kerry Collins pass complete short right to Drew Bennett for 11 yards (tackle by Andre Dyson),0.400,1.470
3,7:22,1,10,TEN 38,16,0,Chris Brown middle for 3 yards (tackle by Eric Barton and Justin Miller),1.470,1.330
3,6:49,2,7,TEN 41,16,0,Chris Brown right guard for 8 yards (tackle by Jonathan Vilma and Dewayne Robertson),1.330,2.190
3,6:13,1,10,TEN 49,16,0,Chris Brown middle for 3 yards (tackle by Bobby Hamilton and Jonathan Vilma),2.190,2.050
3,5:39,2,7,NYJ 48,16,0,Travis Henry right tackle for 5 yards (tackle by Jonathan Vilma and Victor Hobson),2.050,2.010
3,5:05,3,2,NYJ 43,16,0,Travis Henry right end for 3 yards (tackle by Andre Dyson),2.010,2.920
3,4:42,1,10,NYJ 40,16,0,Kerry Collins pass complete short middle to Drew Bennett for 16 yards (tackle by Justin Miller and Erik Coleman),2.920,3.970
3,4:04,1,10,NYJ 24,16,0,Travis Henry middle for 1 yard (tackle by Bryan Thomas and Jonathan Vilma),3.970,3.570
3,3:19,2,9,NYJ 23,16,0,"Kerry Collins pass incomplete deep middle intended for Drew Bennett. Penalty on Kerry Collins: Intentional Grounding, 13 yards",3.570,1.160
3,3:15,3,22,NYJ 36,16,0,"Penalty on Ben Troupe: False Start, 5 yards (no play)",1.160,0.500
3,3:15,3,27,NYJ 41,16,0,Kerry Collins pass incomplete intended for Drew Bennett (defended by Dave Ball),0.500,0.530
3,3:11,4,27,NYJ 41,16,0,"Craig Hentrich punts 41 yards, touchback",0.530,-0.280
3,3:04,1,10,NYJ 20,16,0,Kevan Barlow left end for 11 yards (tackle by Kyle Vanden Bosch),0.280,1.000
3,2:24,1,10,NYJ 31,16,0,Chad Pennington pass complete short right to Laveranues Coles for 7 yards (tackle by Reynaldo Hill),1.000,1.410
3,1:51,2,3,NYJ 38,16,0,Kevan Barlow middle for -1 yards (tackle by Kyle Vanden Bosch),1.410,0.560
3,1:14,3,4,NYJ 37,16,0,"Chad Pennington pass incomplete short right intended for Jerricho Cotchery. Penalty on Reynaldo Hill: Defensive Pass Interfere, 6 yards (no play)",0.560,1.800
3,1:10,1,10,NYJ 43,16,0,Chad Pennington pass complete deep left to Laveranues Coles for 41 yards,1.800,4.510
3,0:32,1,10,TEN 16,16,0,Brad Smith right end for 12 yards (tackle by David Thornton),4.510,6.280
Quarter,Time,Down,ToGo,Location,NYJ,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,4,TEN 4,16,0,Kevan Barlow right guard for 2 yards (tackle by Randy Starks and Kyle Vanden Bosch),6.280,5.720
4,14:33,2,2,TEN 2,16,0,Chad Pennington pass incomplete short right intended for Kevan Barlow,5.720,4.950
4,14:29,3,2,TEN 2,16,0,"Chad Pennington pass complete short right to Jerricho Cotchery for 2 yards. Penalty on D'Brickashaw Ferguson: Offensive Holding, 10 yards (no play)",4.950,3.100
4,14:20,3,12,TEN 12,16,0,Chad Pennington pass incomplete short middle intended for Jerricho Cotchery,3.100,2.630
4,14:15,4,12,TEN 12,16,0,Mike Nugent 30 yard field goal no good. Penalty on Chris Baker: Offensive Holding (Declined),2.630,-0.280
4,14:10,1,10,TEN 20,16,0,Kerry Collins pass complete short left to Bobby Wade for 16 yards (tackle by Derrick Strait and Kerry Rhodes),0.280,1.330
4,13:42,1,10,TEN 36,16,0,Chris Brown middle for 9 yards (tackle by Derrick Strait and Victor Hobson),1.330,2.010
4,13:20,2,1,TEN 45,16,0,Kerry Collins pass complete short left to Bobby Wade for 13 yards (tackle by Kerry Rhodes),2.010,2.790
4,12:54,1,10,NYJ 42,16,0,Chris Brown right guard for 7 yards (tackle by Dewayne Robertson and Jonathan Vilma),2.790,3.190
4,12:54,2,3,NYJ 35,16,0,Kerry Collins pass incomplete intended for Drew Bennett (defended by Shaun Ellis),3.190,2.480
4,12:21,3,3,NYJ 35,16,0,Kerry Collins pass incomplete deep left intended for Drew Bennett,2.480,0.990
4,12:17,4,3,NYJ 35,16,0,Kerry Collins pass complete deep left to Drew Bennett for 18 yards (tackle by David Barrett). Penalty on David Barrett: Defensive Pass Interfere (Declined),0.990,4.440
4,11:58,1,10,NYJ 17,16,0,"Kerry Collins pass complete to Ben Troupe for 7 yards (tackle by Kerry Rhodes). Penalty on Eric Barton: Defensive Holding, 5 yards (no play)",4.440,4.780
4,11:28,,,,16,0,Timeout #1 by Tennessee Titans,0.000,4.780
4,11:28,1,10,NYJ 12,16,0,"Kerry Collins pass complete short left to Drew Bennett for 9 yards (tackle by David Barrett). Drew Bennett fumbles (forced by David Barrett), recovered by Drew Bennett at NYJ-3",4.780,5.790
4,10:48,2,1,NYJ 3,16,6,"Travis Henry left tackle for 3 yards, touchdown",5.790,7.000
4,,,,,16,6,"Two Point Attempt: Vince Young pass incomplete intended for Bobby Wade, conversion fails. Penalty on Derrick Strait: Defensive Pass Interfere, 1 yards (no play)",1.000,1.000
4,,,,,16,8,Two Point Attempt: conversion succeeds,1.000,1.000
4,,,,TEN 30,16,8,"Rob Bironas kicks off 69 yards, returned by Justin Miller for 25 yards (tackle by Vincent Fuller)",0.000,0.670
4,10:39,1,10,NYJ 26,16,8,Derrick Blaylock middle for -1 yards (tackle by Randy Starks),0.670,-0.010
4,9:54,2,11,NYJ 25,16,8,Chad Pennington sacked by Kyle Vanden Bosch for -7 yards,-0.010,-1.800
4,9:19,3,18,NYJ 18,16,8,Chad Pennington middle for 8 yards (tackle by Keith Bulluck),-1.800,-1.630
4,8:42,4,10,NYJ 26,16,8,"Ben Graham punts 58 yards, returned by Adam Jones for 10 yards (tackle by Brad Kassell)",-1.630,-0.670
4,8:35,1,10,TEN 26,16,8,Kerry Collins pass complete short left to Bo Scaife for 12 yards (tackle by Jonathan Vilma and David Barrett),0.670,1.470
4,7:59,1,10,TEN 38,16,8,Chris Brown middle for 6 yards (tackle by Andre Dyson),1.470,1.730
4,7:59,2,4,TEN 44,16,8,Kerry Collins pass incomplete intended for Drew Bennett,1.730,1.020
4,7:39,3,4,TEN 44,16,8,Kerry Collins pass incomplete intended for Bobby Wade (defended by Shaun Ellis),1.020,-0.460
4,7:34,4,4,TEN 44,16,8,"Craig Hentrich punts 46 yards, fair catch by Jerricho Cotchery",-0.460,0.370
4,7:28,1,10,NYJ 11,16,8,Derrick Blaylock middle for no gain (tackle by Randy Starks and Travis LaBoy). Penalty on Anthony Clement: Offensive Holding (Declined),-0.370,-0.780
4,7:00,2,10,NYJ 11,16,8,Derrick Blaylock left end for no gain (tackle by Chris Hope),-0.780,-1.420
4,6:11,3,10,NYJ 11,16,8,"Chad Pennington sacked by Cortland Finnegan for -6 yards. Chad Pennington fumbles (forced by Cortland Finnegan), recovered by Randy Starks at NYJ-1",-1.420,-6.970
4,6:03,1,1,NYJ 1,16,14,"Travis Henry right end for 1 yard, touchdown",6.970,7.000
4,,,,,16,16,"Two Point Attempt: Kerry Collins pass complete to Drew Bennett, conversion succeeds",1.000,1.000
4,,,,TEN 30,16,16,"Rob Bironas kicks off 68 yards, returned by Justin Miller for 41 yards (tackle by Cortland Finnegan)",0.000,1.800
4,5:51,1,10,NYJ 43,16,16,Derrick Blaylock right end for 5 yards (tackle by Keith Bulluck and Albert Haynesworth),1.800,1.930
4,5:11,2,5,NYJ 48,16,16,Derrick Blaylock middle for 4 yards (tackle by Keith Bulluck),1.930,1.750
4,4:29,3,1,TEN 48,16,16,Brad Smith left end for 1 yard (tackle by Adam Jones),1.750,2.460
4,3:52,1,10,TEN 47,16,16,Derrick Blaylock left end for 3 yards (tackle by Albert Haynesworth),2.460,2.320
4,3:12,2,7,TEN 44,16,16,Chad Pennington pass complete deep right to Laveranues Coles for 38 yards (tackle by Chris Hope),2.320,5.830
4,2:18,1,6,TEN 6,16,16,Derrick Blaylock left guard for -1 yards (tackle by Peter Sirmon and Jesse Mahelona),5.830,4.760
4,2:15,,,,16,16,Timeout #2 by Tennessee Titans,0.000,4.760
4,2:15,2,7,TEN 7,16,16,"Penalty on Brandon Moore: False Start, 5 yards (no play)",4.760,3.860
4,2:15,2,12,TEN 12,22,16,"Chad Pennington pass complete short left to Chris Baker for 12 yards, touchdown",3.860,7.000
4,,,,TEN 2,23,16,Mike Nugent kicks extra point good,0.000,0.000
4,,,,NYJ 30,23,16,"Mike Nugent kicks off 72 yards, returned by Adam Jones for 28 yards (tackle by Derrick Strait)",0.000,0.670
4,2:04,1,10,TEN 26,23,16,Kerry Collins pass incomplete short middle intended for Chris Brown,0.670,0.130
4,2:00,2,10,TEN 26,23,16,Kerry Collins pass complete deep left to Drew Bennett for 24 yards (tackle by David Barrett),0.130,2.260
4,1:54,1,10,TEN 50,23,16,Kerry Collins pass incomplete short right intended for Bobby Wade,2.260,1.710
4,1:51,2,10,TEN 50,23,16,Kerry Collins pass incomplete short left intended for Brandon Jones,1.710,1.030
4,1:47,3,10,TEN 50,23,16,Kerry Collins pass complete short left to Ben Troupe for 23 yards (tackle by Eric Barton and Bryan Thomas),1.030,3.780
4,1:17,1,10,NYJ 27,23,16,Kerry Collins pass complete short left to Bobby Wade for 15 yards (tackle by David Barrett),3.780,4.780
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:11,1,10,NYJ 12,23,16,Kerry Collins pass complete short right to Travis Henry for 2 yards (tackle by Jonathan Vilma),4.780,4.450
4,0:48,2,8,NYJ 10,23,16,Kerry Collins pass complete short right to David Givens for 2 yards (tackle by Andre Dyson),4.450,3.930
4,0:43,,,,23,16,Timeout #3 by Tennessee Titans,0.000,3.930
4,0:43,3,6,NYJ 8,23,16,Kerry Collins pass incomplete short middle intended for Ben Troupe,3.930,2.960
4,0:39,,,,23,16,Timeout #1 by New York Jets,0.000,2.960
4,0:39,4,6,NYJ 8,23,16,Kerry Collins pass incomplete short left intended for Bo Scaife (defended by Justin Miller),2.960,0.380
4,0:35,1,10,NYJ 8,23,16,Chad Pennington kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
