#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:47,BAL 20,6,2:57,0,Fumble
2,1,7:17,BAL 20,3,1:52,4,Punt
3,1,1:41,BAL 25,3,1:22,10,Fumble
4,2,14:12,BAL 22,3,0:59,-2,Punt
5,2,11:14,BAL 18,3,2:51,-8,Punt
6,2,5:40,BAL 43,4,1:40,12,Interception
7,2,1:51,PIT 33,1,0:18,33,Touchdown
8,2,0:53,BAL 28,2,0:53,-14,End of Half
9,3,15:00,BAL 26,3,1:59,-2,Punt
10,3,10:46,BAL 8,6,2:43,18,Punt
11,3,4:54,BAL 26,3,2:14,6,Punt
12,3,0:35,BAL 12,3,0:51,-4,Punt
13,4,12:41,BAL 17,3,1:04,3,Punt
14,4,7:25,BAL 38,3,0:59,-3,Punt
15,4,1:48,BAL 20,5,1:03,12,Punt
