#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,PIT 31,5,3:13,14,Punt
2,1,8:50,BAL 20,3,1:33,20,Touchdown
3,1,5:25,PIT 15,3,1:58,8,Punt
4,1,3:27,BAL 28,3,1:46,28,Touchdown
5,1,0:19,BAL 36,3,1:07,36,Touchdown
6,2,13:13,PIT 43,3,1:59,-4,Punt
7,2,8:23,,6,2:43,50,Touchdown
8,2,4:00,BAL 44,5,2:09,44,Touchdown
9,2,1:33,PIT 45,3,0:40,8,Punt
10,3,13:01,PIT 29,3,2:15,6,Punt
11,3,8:03,PIT 44,7,3:09,52,Field Goal
12,3,2:40,PIT 35,3,2:05,-1,Punt
13,4,14:44,PIT 48,3,2:03,-1,Punt
14,4,11:37,PIT 36,6,4:12,19,Interception
15,4,6:26,PIT 10,6,4:38,16,Punt
16,4,0:45,BAL 38,2,0:45,0,End of Game
