Quarter,Time,Tm,Detail,BAL,PIT
1.0,7:17,Steelers,Heath Miller 17 yard pass from Ben Roethlisberger (Jeff Reed kick),0,7
,1:41,Steelers,Santonio Holmes 15 yard pass from Ben Roethlisberger (Jeff Reed kick),0,14
2.0,14:12,Steelers,Nate Washington 30 yard pass from Ben Roethlisberger (Jeff Reed kick),0,21
,5:40,Steelers,Santonio Holmes 35 yard pass from Ben Roethlisberger (Jeff Reed kick),0,28
,1:51,Steelers,Nate Washington 7 yard pass from Ben Roethlisberger (Jeff Reed kick),0,35
,1:33,Ravens,Willis McGahee 33 yard rush (Matt Stover kick),7,35
3.0,4:54,Steelers,Jeff Reed 22 yard field goal,7,38
