Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
1,8:47,2,2,NYG 29,7,0,Tiki Barber up the middle for 5 yards (tackle by Shaun Rogers),0.880,1.200
1,8:17,1,10,NYG 34,7,0,"Kurt Warner pass complete to Ike Hilliard for 13 yards (tackle by Keith Smith). Ike Hilliard fumbles (forced by Keith Smith), ball out of bounds at NYG-47",1.200,2.060
1,7:54,1,10,NYG 47,7,0,Tiki Barber left end for 6 yards (tackle by Alex Lewis),2.060,2.330
1,7:11,2,4,DET 47,7,0,Kurt Warner pass complete to Ike Hilliard for 8 yards (tackle by Earl Holmes),2.330,2.980
1,6:33,1,10,DET 39,7,0,Kurt Warner pass incomplete intended for Jeremy Shockey (defended by Brock Marion),2.980,2.440
1,6:14,2,10,DET 39,7,0,Kurt Warner pass complete to Mike Cloud for 3 yards (tackle by Teddy Lehman),2.440,2.150
1,5:31,3,7,DET 36,7,0,"Kurt Warner sacked by James Hall for 0 yards. Kurt Warner fumbles (forced by James Hall), recovered by Kalimba Edwards at DET-38 (tackle by Luke Petitgout)",2.150,-1.470
1,5:22,1,10,DET 38,7,0,Kevin Jones up the middle for 3 yards (tackle by Carlos Emmons and Keith Washington),1.470,1.330
1,4:47,2,7,DET 41,7,0,Joey Harrington pass complete to Tai Streets for 22 yards,1.330,3.120
1,4:26,1,10,NYG 37,7,0,Kevin Jones right end for -2 yards (tackle by Nick Greisen),3.120,2.300
1,3:41,2,12,NYG 39,7,0,Kevin Jones right guard for 4 yards (tackle by Will Allen and Gibril Wilson),2.300,2.150
1,3:01,3,8,NYG 35,7,0,Joey Harrington pass incomplete intended for Roy E. Williams,2.150,0.970
1,2:45,4,8,NYG 35,7,0,"Nick Harris punts 26 yards, fair catch by Mark Jones",0.970,0.380
1,2:38,1,10,NYG 9,7,0,Tiki Barber left end for 2 yards (tackle by James Davis),-0.380,-0.630
1,2:02,2,8,NYG 11,7,0,Kurt Warner pass complete to Amani Toomer for 29 yards (tackle by Dre' Bly),-0.630,1.600
1,1:16,1,10,NYG 40,7,0,Kurt Warner pass incomplete intended for Tiki Barber,1.600,1.050
1,1:07,2,10,NYG 40,7,0,Tiki Barber left tackle for -2 yards (tackle by Earl Holmes),1.050,0.100
1,0:32,3,12,NYG 38,7,6,"Kurt Warner pass complete to Tiki Barber for 62 yards, touchdown",0.100,7.000
1,,,,DET 2,7,7,Steve Christie kicks extra point good,0.000,0.000
1,,,,NYG 30,7,7,"Steve Christie kicks off 59 yards, returned by Eddie Drummond for 21 yards (tackle by Reggie Torbor)",0.000,1.070
1,0:10,1,10,DET 32,7,7,Joey Harrington pass complete to Roy E. Williams for 37 yards (tackle by Brent Alexander),1.070,3.510
Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 31,7,7,Joey Harrington sacked by Gibril Wilson for -3 yards,3.510,2.560
2,14:39,2,13,NYG 34,7,7,"Kevin Jones left end for 2 yards (tackle by Will Allen). Penalty on Tai Streets: Offensive Holding, 10 yards",2.560,1.480
2,14:28,2,21,NYG 42,7,7,"Penalty on Matt Joyce: False Start, 5 yards (no play)",1.480,0.810
2,14:05,2,26,NYG 47,7,7,Joey Harrington pass incomplete intended for Tai Streets,0.810,0.170
2,13:50,3,26,NYG 47,7,7,"Joey Harrington sacked by Osi Umenyiora for -11 yards. Joey Harrington fumbles (forced by Osi Umenyiora), recovered by Jeff Backus at DET-42. Penalty on Stockar McDougle: Offensive Holding (Declined)",0.170,-0.590
2,13:38,4,37,DET 42,7,7,Nick Harris punts 23 yards,-0.590,-1.270
2,13:29,1,10,NYG 35,7,7,Tiki Barber left guard for 7 yards (tackle by James Davis),1.270,1.670
2,13:00,2,3,NYG 42,7,7,Tiki Barber right end for 4 yards (tackle by Jared DeVries and Marcus Bell),1.670,1.990
2,12:20,1,10,NYG 46,7,7,Tiki Barber left tackle for -1 yards (tackle by Keith Smith),1.990,1.320
2,11:45,2,11,NYG 45,7,7,"Kurt Warner pass complete to Amani Toomer for 21 yards (tackle by Dre' Bly). Penalty on Dan Wilkinson: Roughing the Passer, 15 yards",1.320,4.310
2,11:13,1,10,DET 19,7,7,Ron Dayne right tackle for 1 yard (tackle by Shaun Rogers and Alex Lewis),4.310,3.880
2,10:37,2,9,DET 18,7,7,Tiki Barber left end for 1 yard (tackle by Teddy Lehman and Jared DeVries),3.880,3.260
2,9:59,3,8,DET 17,7,7,Kurt Warner pass complete to Jamaar Taylor for 7 yards (tackle by Chris Cash),3.260,2.910
2,9:39,4,1,DET 10,7,7,Ron Dayne right tackle for 1 yard (tackle by Chris Cash),2.910,5.140
2,9:20,1,9,DET 9,7,7,Tiki Barber left end for -2 yards (tackle by James Davis),5.140,4.020
2,8:30,2,11,DET 11,7,7,Kurt Warner pass complete to Jim Finn for 10 yards (tackle by Keith Smith),4.020,5.170
2,8:04,3,1,DET 1,7,7,Ron Dayne left guard for no gain (tackle by Dan Wilkinson),5.170,3.550
2,7:26,4,1,DET 1,7,10,Steve Christie 19 yard field goal good,3.550,3.000
2,,,,NYG 30,7,10,"Steve Christie kicks off 47 yards, returned by Shawn Bryson for 13 yards (tackle by Reggie Torbor)",0.000,1.330
2,7:02,1,10,DET 36,7,10,Kevin Jones left guard for 3 yards (tackle by Norman Hand and Carlos Emmons),1.330,1.200
2,6:27,2,7,DET 39,7,10,Joey Harrington pass complete to Roy E. Williams for 6 yards (tackle by Will Allen),1.200,1.290
2,5:49,3,1,DET 45,7,10,Kevin Jones right guard for no gain (tackle by Michael Strahan and William Joseph),1.290,-0.390
2,5:08,4,1,DET 45,7,10,"Nick Harris punts 49 yards, fair catch by Mark Jones",-0.390,0.380
2,4:54,1,10,NYG 6,7,10,Kurt Warner pass complete to Tiki Barber for 9 yards (tackle by Bracy Walker),-0.380,-0.070
2,4:32,2,1,NYG 15,7,10,Tiki Barber right end for 3 yards (tackle by Earl Holmes and Bracy Walker),-0.070,0.040
2,3:58,1,10,NYG 18,7,10,Kurt Warner pass complete to Jeremy Shockey for 6 yards (tackle by Teddy Lehman),0.040,0.410
2,3:24,2,4,NYG 24,7,10,Tiki Barber left guard for 8 yards (tackle by Brock Marion),0.410,1.070
2,2:49,1,10,NYG 32,7,10,"Mike Cloud left guard for 3 yards (tackle by James Hall). Penalty on James Hall: Tripping, 10 yards",1.070,1.930
2,2:27,1,10,NYG 45,7,10,Kurt Warner pass incomplete intended for Amani Toomer,1.930,1.380
2,2:19,2,10,NYG 45,7,10,"Kurt Warner pass incomplete. Penalty on Marcus Bell: Face Mask (15 Yards), 15 yards (no play)",1.380,2.920
2,2:15,1,10,DET 40,7,10,Kurt Warner pass complete to Tiki Barber for 9 yards (tackle by Jared DeVries),2.920,3.590
2,2:00,2,1,DET 31,7,10,Tiki Barber right guard for no gain (tackle by Cory Redding),3.590,2.870
2,1:38,3,1,DET 31,7,10,Kurt Warner pass complete to Visanthe Shiancoe for 5 yards (tackle by Earl Holmes),2.870,3.840
2,1:05,,,,7,10,Timeout #1 by New York Giants,0.000,3.840
2,1:05,1,10,DET 26,7,10,Kurt Warner pass complete to Jim Finn for 8 yards (tackle by Chris Cash),3.840,4.450
2,0:57,2,2,DET 18,7,10,Kurt Warner pass complete to Ike Hilliard for 7 yards (tackle by Chris Cash),4.450,4.840
2,0:52,1,10,DET 11,7,10,Kurt Warner pass incomplete intended for Amani Toomer is intercepted by Chris Cash,4.840,-0.280
2,0:39,1,10,DET 20,7,10,Shawn Bryson right end for 9 yards (tackle by Curtis DeLoatch),0.280,0.950
2,0:32,2,1,DET 29,7,10,Shawn Bryson right guard for 4 yards (tackle by Michael Strahan),0.950,1.140
2,0:08,1,10,DET 33,7,10,Shawn Bryson for 5 yards (tackle by Will Allen),1.140,1.270
Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,7,10,"Jason Hanson kicks off 69 yards, returned by Mike Cloud for 38 yards (tackle by Alex Lewis)",0.000,1.530
3,14:51,1,10,NYG 39,7,10,Tiki Barber right end for 6 yards (tackle by Teddy Lehman and Marcus Bell),1.530,1.800
3,14:10,2,4,NYG 45,7,10,Kurt Warner sacked by Marcus Bell for -7 yards. Penalty on Jason Whittle: Offensive Holding (Declined),1.800,0.170
3,13:43,3,11,NYG 38,7,10,"Kurt Warner pass complete to Ike Hilliard for 11 yards (tackle by Dre' Bly). Penalty on Luke Petitgout: Offensive Holding, 10 yards (no play)",0.170,-1.150
3,13:19,3,21,NYG 28,7,10,"Tiki Barber left tackle for no gain (tackle by Marcus Bell). Tiki Barber fumbles (forced by Marcus Bell), recovered by Tiki Barber at NYG-28",-1.150,-1.500
3,12:35,4,21,NYG 28,7,10,Jeff Feagles punts 40 yards,-1.500,-1.070
3,12:25,1,10,DET 32,7,10,Kevin Jones right guard for 22 yards (tackle by Will Allen),1.070,2.520
3,12:08,1,10,NYG 46,7,10,Joey Harrington pass complete to Roy E. Williams for 6 yards (tackle by Brent Alexander),2.520,2.790
3,11:32,2,4,NYG 40,7,10,Joey Harrington pass complete to Stephen Alexander for 8 yards (tackle by Brent Alexander),2.790,3.450
3,10:51,1,10,NYG 32,7,10,"Joey Harrington sacked by Nick Greisen for -8 yards. Penalty on Carlos Emmons: Illegal Use of Hands, 5 yards (no play)",3.450,3.780
3,10:39,1,10,NYG 27,7,10,"Joey Harrington pass incomplete intended for Tai Streets. Penalty on Will Allen: Illegal Contact, 5 yards (no play)",3.780,4.110
3,10:22,1,10,NYG 22,7,10,Kevin Jones right end for 20 yards (tackle by Kevin Lewis),4.110,6.740
3,9:42,1,2,NYG 2,13,10,"Kevin Jones right guard for 2 yards, touchdown",6.740,7.000
3,,,,NYG 2,14,10,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 30,14,10,"Jason Hanson kicks off 59 yards, returned by Mike Cloud for 19 yards (tackle by Casey Fitzsimmons)",0.000,0.940
3,9:29,1,10,NYG 30,14,10,Tiki Barber left tackle for no gain (tackle by James Davis),0.940,0.390
3,8:57,2,10,NYG 30,14,10,Kurt Warner pass complete to Jamaar Taylor for 9 yards,0.390,0.890
3,8:47,3,1,NYG 39,14,10,Tiki Barber up the middle for 3 yards (tackle by Earl Holmes and Shaun Rogers),0.890,1.730
3,8:06,1,10,NYG 42,14,10,"Kurt Warner sacked by Cory Redding for -5 yards. Kurt Warner fumbles (forced by Cory Redding), recovered by Chris Snee at NYG-37",1.730,0.510
3,7:21,2,15,NYG 37,14,10,Kurt Warner pass complete to Tiki Barber for 9 yards (tackle by Bracy Walker),0.510,1.030
3,6:37,3,6,NYG 46,14,10,Kurt Warner sacked by Shaun Rogers for 0 yards. Penalty on Ike Hilliard: Illegal Shift (Declined),1.030,-0.320
3,6:19,4,6,NYG 46,14,10,"Jeff Feagles punts 36 yards, returned by Eddie Drummond for -2 yards (tackle by Jack Brewer)",-0.320,0.140
3,6:07,1,10,DET 16,14,10,Joey Harrington pass complete to Stephen Alexander for 6 yards (tackle by Will Allen),-0.140,0.280
3,5:50,2,4,DET 22,14,10,Kevin Jones up the middle for 3 yards (tackle by Norman Hand),0.280,-0.200
3,4:43,3,1,DET 25,14,10,Joey Harrington pass complete to Stephen Trejo for 1 yard (tackle by Kevin Lewis),-0.200,0.670
,,,,,,,"NYG challenged the ruling, and the play was upheld.",,
3,4:43,1,10,DET 26,14,10,Joey Harrington pass complete to Stephen Alexander for 7 yards (tackle by Kevin Lewis),0.670,1.070
3,4:15,2,3,DET 33,14,10,Kevin Jones right guard for 6 yards (tackle by Gibril Wilson),1.070,1.530
3,3:23,,,,14,10,Timeout #1 by Detroit Lions,0.000,1.530
3,3:23,1,10,DET 39,14,10,Artose Pinner left tackle for 1 yard (tackle by Kevin Lewis and Keith Washington),1.530,1.120
3,2:43,2,9,DET 40,14,10,Joey Harrington pass complete to Artose Pinner for 6 yards (tackle by Will Allen),1.120,1.220
3,2:03,3,3,DET 46,14,10,Artose Pinner right guard for -1 yards (tackle by Osi Umenyiora and Gibril Wilson),1.220,-0.390
3,1:25,4,4,DET 45,14,10,"Nick Harris punts 47 yards, returned by Mark Jones for 9 yards (tackle by Keith Smith)",-0.390,0.060
3,1:08,1,10,NYG 17,14,10,Tiki Barber up the middle for 10 yards (tackle by Bracy Walker and Brock Marion),-0.060,0.740
3,0:33,1,10,NYG 27,14,10,Kurt Warner pass complete to Tiki Barber for 3 yards (tackle by Dre' Bly),0.740,0.600
Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,NYG 30,14,10,Kurt Warner pass incomplete intended for Amani Toomer,0.600,-0.100
4,14:54,3,7,NYG 30,14,10,"Kurt Warner sacked by James Hall for -11 yards. Penalty on Dre' Bly: Defensive Holding, 5 yards (no play)",-0.100,1.270
4,14:39,1,10,NYG 35,14,10,Tiki Barber right end for 2 yards (tackle by Wali Rainer),1.270,0.990
4,13:57,2,8,NYG 37,14,10,Kurt Warner pass complete to Visanthe Shiancoe for 9 yards (tackle by Dre' Bly),0.990,1.990
4,13:21,1,10,NYG 46,14,10,Tiki Barber left end for 11 yards (tackle by Chris Cash),1.990,2.720
4,12:38,1,10,DET 43,14,10,Kurt Warner pass complete to Jeremy Shockey for 19 yards (tackle by Bracy Walker),2.720,3.970
4,11:51,1,10,DET 24,14,10,Kurt Warner pass complete to Ike Hilliard for 6 yards (tackle by James Davis),3.970,4.290
4,11:13,2,4,DET 18,14,10,Tiki Barber left guard for 2 yards (tackle by Earl Holmes and Jared DeVries),4.290,3.950
4,10:40,3,2,DET 16,14,10,Tiki Barber right guard for 3 yards (tackle by James Davis and Wali Rainer),3.950,4.710
4,9:54,1,10,DET 13,14,10,Kurt Warner pass complete to Tiki Barber for 4 yards (tackle by James Davis),4.710,4.770
4,9:15,2,6,DET 9,14,10,Tiki Barber up the middle for 2 yards (tackle by James Hall and Teddy Lehman),4.770,4.330
4,8:31,3,4,DET 7,14,10,Kurt Warner pass incomplete intended for Jamaar Taylor,4.330,2.990
4,8:22,4,4,DET 7,14,13,Steve Christie 25 yard field goal good,2.990,3.000
4,,,,NYG 30,14,13,"Steve Christie kicks off 58 yards, returned by Eddie Drummond for 18 yards (tackle by Jack Brewer)",0.000,0.940
4,8:12,1,10,DET 30,14,13,Joey Harrington pass complete to Shawn Bryson for 13 yards (tackle by Gibril Wilson),0.940,1.800
4,7:44,1,10,DET 43,14,13,Artose Pinner right guard for 3 yards (tackle by Kevin Lewis and Carlos Emmons),1.800,1.660
4,7:03,2,7,DET 46,14,13,Joey Harrington pass incomplete intended for Roy E. Williams (defended by Will Allen),1.660,0.960
4,6:53,3,7,DET 46,14,13,Joey Harrington pass complete to Reggie Swinton for 20 yards (tackle by Curtis DeLoatch),0.960,3.310
4,6:11,1,10,NYG 34,14,13,Artose Pinner up the middle for 10 yards (tackle by Kevin Lewis and Carlos Emmons),3.310,3.970
4,5:31,1,10,NYG 24,14,13,Joey Harrington pass complete to Stephen Trejo for 18 yards (tackle by Gibril Wilson),3.970,5.830
4,4:39,1,6,NYG 6,14,13,"Penalty on Joey Harrington: Delay of Game, 5 yards (no play)",5.830,4.770
4,4:18,1,11,NYG 11,14,13,Joey Harrington pass complete to Stephen Alexander for 7 yards (tackle by Kevin Lewis),4.770,5.340
4,3:40,2,4,NYG 4,14,13,Artose Pinner right tackle for 2 yards (tackle by Nick Greisen and Brent Alexander),5.340,4.950
4,2:59,3,2,NYG 2,20,13,"Joey Harrington pass complete to Reggie Swinton for 2 yards, touchdown",4.950,7.000
4,,,,NYG 2,21,13,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,21,13,"Jason Hanson kicks off 69 yards, returned by Mike Cloud for 15 yards (tackle by Shawn Bryson)",0.000,-0.140
4,2:47,1,10,NYG 16,21,13,Kurt Warner pass complete to Tiki Barber for 6 yards (tackle by Teddy Lehman),-0.140,0.280
4,2:28,2,4,NYG 22,21,13,Kurt Warner pass incomplete intended for Tiki Barber (defended by Shaun Rogers),0.280,-0.570
4,2:22,3,4,NYG 22,21,13,Kurt Warner pass incomplete intended for Amani Toomer,-0.570,-1.900
4,2:16,4,4,NYG 22,21,13,Kurt Warner pass incomplete intended for Jeremy Shockey (defended by Alex Lewis),-1.900,-4.170
4,2:11,1,10,NYG 21,21,13,Artose Pinner right end for 7 yards (tackle by Will Allen and Brent Alexander),4.170,4.740
4,2:02,,,,21,13,Timeout #2 by New York Giants,0.000,4.740
4,2:02,2,3,NYG 14,21,13,Artose Pinner right guard for 3 yards (tackle by Brent Alexander),4.740,4.840
4,1:56,1,10,NYG 11,21,13,Artose Pinner up the middle for 3 yards (tackle by Nick Greisen and Kevin Lewis),4.840,4.700
4,1:51,,,,21,13,Timeout #3 by New York Giants,0.000,4.700
4,1:51,2,7,NYG 8,27,13,"Artose Pinner right end for 8 yards, touchdown",4.700,7.000
4,,,,NYG 2,28,13,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,28,13,Jason Hanson kicks off 69 yards,0.000,1.600
4,1:46,1,10,NYG 40,28,13,Kurt Warner sacked by Kalimba Edwards for -3 yards,1.600,0.650
4,1:24,2,13,NYG 37,28,13,Kurt Warner pass incomplete intended for Tiki Barber,0.650,-0.030
4,1:18,3,13,NYG 37,28,13,Kurt Warner pass incomplete (defended by Marcus Bell),-0.030,-0.910
4,1:14,4,13,NYG 37,28,13,"Kurt Warner sacked by Kalimba Edwards for -3 yards. Kurt Warner fumbles (forced by Kalimba Edwards), recovered by David Diehl at NYG-34",-0.910,-3.310
4,1:05,1,10,NYG 34,28,13,Joey Harrington kneels for -1 yards,3.310,2.640
4,0:33,2,11,NYG 35,28,13,Joey Harrington kneels for -1 yards,2.640,1.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
