Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Bears,3.0,-9.99,-6.46,-2.86,-8.72,-3.03,-7.69,3.33,4.11,16.75,-6.26,8.13,8.48,0.65,5.75
Packers,-3.0,3.03,7.69,-3.33,-4.11,9.99,6.46,2.86,8.72,-16.75,-8.13,6.26,-0.65,-8.48,-5.75
