Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
1,6:51,3,8,GNB 29,0,0,Aaron Rodgers pass incomplete short right intended for Greg Jennings,-0.230,-1.440
1,6:46,4,8,GNB 29,0,0,"Jeremy Kapinos punts 44 yards, returned by Devin Hester for 8 yards (tackle by Jermichael Finley)",-1.440,-1.270
1,6:35,1,10,CHI 35,0,0,Matt Forte left tackle for 2 yards (tackle by A.J. Hawk),1.270,0.990
1,5:59,2,8,CHI 37,0,0,"Penalty on Jason Davis: False Start, 5 yards (no play)",0.990,0.320
1,5:37,2,13,CHI 32,0,0,Matt Forte left guard for 3 yards (tackle by Brandon Chillar),0.320,0.040
1,5:00,3,10,CHI 35,0,0,Kyle Orton pass incomplete short right intended for Brandon Lloyd,0.040,-1.040
1,4:54,4,10,CHI 35,0,0,"Brad Maynard punts 65 yards, touchback",-1.040,-0.280
,,,,,,,"CHI challenged the touchback ruling, and the play was upheld.",,
1,4:41,1,10,GNB 20,0,0,Ryan Grant right end for -2 yards (tackle by Nick Roach),0.280,-0.630
1,4:13,2,12,GNB 18,0,0,Aaron Rodgers pass complete short right to Jordy Nelson for 15 yards (tackle by Charles Tillman),-0.630,1.140
1,3:36,1,10,GNB 33,0,0,Aaron Rodgers pass complete short middle to John Kuhn for 13 yards (tackle by Kevin Payne),1.140,1.990
1,2:59,1,10,GNB 46,0,0,Ryan Grant right guard for 2 yards (tackle by Marcus Harrison),1.990,1.720
1,2:16,2,8,GNB 48,0,0,Aaron Rodgers pass incomplete short middle intended for Donald Driver is intercepted by Alex Brown at GNB-46 and returned for -2 yards (tackle by Donald Driver),1.720,-2.390
1,2:11,1,10,GNB 48,0,0,Kyle Orton pass complete short right to Devin Hester for 9 yards (tackle by Charles Woodson),2.390,3.060
1,1:33,2,1,GNB 39,0,0,Matt Forte left guard for 2 yards (tackle by Brady Poppinga and Johnny Jolly),3.060,3.120
1,0:59,1,10,GNB 37,0,0,Matt Forte right guard for 3 yards (tackle by Johnny Jolly),3.120,2.980
1,0:21,2,7,GNB 34,0,0,Matt Forte left guard for no gain (tackle by Brandon Chillar),2.980,2.280
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,GNB 34,0,0,Kyle Orton sacked by Jason Hunter for 0 yards,2.280,1.060
2,14:12,4,7,GNB 34,0,0,Penalty on Brad Maynard: Delay of Game (Declined),1.060,1.060
2,14:03,4,7,GNB 34,0,0,Brad Maynard punts 25 yards,1.060,0.380
2,13:58,1,10,GNB 9,0,0,"Ryan Grant left tackle for 1 yard (tackle by Adewale Ogunleye and Brian Urlacher). Penalty on Tommie Harris: Defensive Offside, 5 yards (no play)",-0.380,0.000
2,13:34,1,5,GNB 14,0,0,Aaron Rodgers pass complete short left to Donald Driver for 9 yards (tackle by Corey Graham),0.000,0.480
2,12:58,1,10,GNB 23,0,0,Aaron Rodgers pass complete short middle to Donald Driver for 17 yards (tackle by Kevin Payne),0.480,1.600
2,12:22,1,10,GNB 40,0,0,Ryan Grant right tackle for -1 yards (tackle by Brian Urlacher),1.600,0.920
2,11:43,2,11,GNB 39,0,0,Aaron Rodgers pass complete short middle to Ryan Grant for 6 yards (tackle by Lance Briggs),0.920,1.030
2,10:59,3,5,GNB 45,0,0,Aaron Rodgers pass complete short left to Greg Jennings for 10 yards (tackle by Corey Graham),1.030,2.590
2,10:24,1,10,CHI 45,0,0,Aaron Rodgers pass complete short left to Greg Jennings for 8 yards,2.590,3.120
2,9:58,2,2,CHI 37,0,0,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,3.120,2.410
2,9:49,3,2,CHI 37,0,0,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson (defended by Corey Graham),2.410,0.790
2,9:43,4,2,CHI 37,0,0,Matt Flynn right end for 6 yards (tackle by Craig Steltz and Marcus Hamilton),0.790,3.510
2,9:06,1,10,CHI 31,0,0,Ryan Grant right end for 6 yards (tackle by Lance Briggs and Mike Brown),3.510,3.780
2,8:27,2,4,CHI 25,0,0,Ryan Grant left guard for 12 yards (tackle by Mike Brown),3.780,4.710
2,7:51,1,10,CHI 13,0,0,Ryan Grant left tackle for no gain (tackle by Kevin Payne and Brian Urlacher),4.710,4.050
2,7:10,2,10,CHI 13,0,0,Ryan Grant right tackle for 6 yards (tackle by Nick Roach),4.050,4.330
2,6:26,3,4,CHI 7,6,0,"Aaron Rodgers pass complete short right to Greg Jennings for 7 yards, touchdown",4.330,7.000
2,,,,CHI 2,7,0,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,7,0,"Mason Crosby kicks off 69 yards, returned by Danieal Manning for 70 yards (tackle by Jarrett Bush)",0.000,3.640
2,6:10,1,10,GNB 29,7,0,Kyle Orton pass complete deep left to Brandon Lloyd for 16 yards (tackle by Brady Poppinga),3.640,4.710
2,5:28,1,10,GNB 13,7,0,Matt Forte left guard for 2 yards (tackle by Mike Montgomery and Aaron Rouse),4.710,4.390
2,4:52,2,8,GNB 11,7,0,Kyle Orton sacked by Mike Montgomery for -2 yards,4.390,3.120
2,4:15,3,10,GNB 13,7,0,Kyle Orton pass incomplete short middle intended for Devin Hester,3.120,2.570
2,4:10,4,10,GNB 13,7,3,Robbie Gould 31 yard field goal good,2.570,3.000
2,,,,CHI 30,7,3,"Robbie Gould kicks off 45 yards, returned by Allen Barbre for 17 yards (tackle by Craig Steltz)",0.000,1.730
2,4:00,1,10,GNB 42,7,3,Aaron Rodgers pass incomplete deep middle intended for Donald Driver,1.730,1.190
2,3:52,2,10,GNB 42,7,3,Ryan Grant right guard for 3 yards (tackle by Mike Brown),1.190,0.890
2,3:13,3,7,GNB 45,7,3,Aaron Rodgers pass complete short middle to James Jones for 18 yards (tackle by Mike Brown),0.890,3.120
2,2:33,1,10,CHI 37,7,3,Ryan Grant left guard for 11 yards (tackle by Corey Graham),3.120,3.840
2,2:00,1,10,CHI 26,7,3,Aaron Rodgers pass complete short right to Tory Humphrey for 14 yards (tackle by Mike Brown),3.840,4.780
2,1:18,1,10,CHI 12,7,3,"Aaron Rodgers pass incomplete short right intended for Tory Humphrey. Penalty on Tony Moll: Ineligible Downfield Pass, 5 yards (no play)",4.780,4.320
2,1:13,1,15,CHI 17,13,3,"Aaron Rodgers pass complete short right to Ryan Grant for 17 yards, touchdown",4.320,7.000
2,,,,CHI 2,14,3,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,14,3,Mason Crosby kicks off 53 yards,0.000,1.600
2,1:04,1,10,CHI 40,14,3,Kyle Orton pass incomplete short right intended for Devin Hester,1.600,1.050
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
2,1:01,2,10,CHI 40,14,3,Kyle Orton pass incomplete short middle intended for Desmond Clark (defended by Nick Collins),1.050,0.370
2,0:56,3,10,CHI 40,14,3,Kyle Orton pass complete short right to Desmond Clark for 4 yards (tackle by Charles Woodson),0.370,-0.460
2,0:56,,,,14,3,Timeout #1 by Green Bay Packers,0.000,-0.460
2,0:44,4,6,CHI 44,14,3,Brad Maynard punts 39 yards,-0.460,0.060
2,0:31,1,10,GNB 17,14,3,Aaron Rodgers kneels for -1 yards,-0.060,-0.730
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,14,3,"Mason Crosby kicks off 53 yards, returned by Danieal Manning for 11 yards (tackle by Will Blackmon)",0.000,0.810
3,14:56,1,10,CHI 28,14,3,Kyle Orton pass complete short left to Desmond Clark for 4 yards (tackle by Brandon Chillar),0.810,0.800
3,14:21,2,6,CHI 32,14,3,Matt Forte right guard for 3 yards (tackle by Ryan Pickett and A.J. Hawk),0.800,0.500
3,13:44,3,3,CHI 35,14,3,Kyle Orton sacked by Ryan Pickett and Mike Montgomery for -4 yards,0.500,-1.310
3,13:13,4,7,CHI 31,14,3,"Brad Maynard punts 42 yards, muffed catch by Jarrett Bush, recovered by Jason Davis and returned for no gain",-1.310,3.780
3,13:03,1,10,GNB 27,14,3,Kyle Orton pass incomplete short middle intended for Desmond Clark,3.780,3.230
3,12:57,2,10,GNB 27,14,3,Kyle Orton pass complete short left to Desmond Clark for 21 yards (tackle by Aaron Rouse),3.230,5.830
3,12:30,1,6,GNB 6,14,3,Matt Forte left guard for 4 yards (tackle by Aaron Kampman),5.830,5.720
3,11:45,2,2,GNB 2,14,3,Matt Forte left guard for -1 yards (tackle by Brandon Chillar),5.720,4.720
3,11:03,3,3,GNB 3,14,9,"Kyle Orton pass complete short right to Greg Olsen for 3 yards, touchdown",4.720,7.000
3,,,,GNB 2,14,10,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,14,10,"Robbie Gould kicks off 70 yards, touchback",0.000,0.280
3,10:59,1,10,GNB 20,14,10,Ryan Grant right tackle for 6 yards (tackle by Kevin Payne),0.280,0.540
3,10:24,2,4,GNB 26,14,10,Ryan Grant left tackle for 3 yards (tackle by Alex Brown),0.540,0.230
3,9:41,3,1,GNB 29,14,10,Ryan Grant left tackle for 1 yard (tackle by Adewale Ogunleye),0.230,0.940
3,8:54,1,10,GNB 30,14,10,Aaron Rodgers pass incomplete short right intended for Greg Jennings,0.940,0.390
3,8:51,2,10,GNB 30,14,10,Aaron Rodgers pass complete short right to Ryan Grant for -3 yards (tackle by Lance Briggs),0.390,-0.690
3,8:03,,,,14,10,Timeout #1 by Green Bay Packers,0.000,-0.690
3,8:03,3,13,GNB 27,14,10,"Penalty on Tony Moll: False Start, 5 yards (no play)",-0.690,-1.350
3,8:03,3,18,GNB 22,14,10,Ryan Grant right guard for 2 yards (tackle by Adewale Ogunleye),-1.350,-1.770
3,7:31,4,16,GNB 24,14,10,"Jeremy Kapinos punts 44 yards, returned by Devin Hester for 11 yards (tackle by Desmond Bishop). Penalty on Jamar Williams: Illegal Block Above the Waist, 10 yards",-1.770,-0.940
3,7:19,1,10,CHI 30,14,10,Kyle Orton pass incomplete deep right intended for Devin Hester (defended by Al Harris),0.940,0.390
3,7:11,2,10,CHI 30,14,10,Adrian Peterson left end for 1 yard (tackle by Mike Montgomery),0.390,-0.160
3,6:27,3,9,CHI 31,14,10,Kyle Orton pass incomplete short middle intended for Devin Hester (defended by Alfred Malone),-0.160,-1.310
3,6:23,4,9,CHI 31,14,10,"Brad Maynard punts 44 yards, returned by Will Blackmon for no gain",-1.310,-0.610
3,6:12,1,10,GNB 25,14,10,Aaron Rodgers pass complete short right to Donald Driver for 6 yards (tackle by Charles Tillman),0.610,0.870
3,5:38,2,4,GNB 31,14,10,Ryan Grant right tackle for 2 yards (tackle by Adewale Ogunleye),0.870,0.430
3,4:55,3,2,GNB 33,14,10,Aaron Rodgers pass complete deep right to Jermichael Finley for 35 yards (tackle by Kevin Payne),0.430,3.450
3,4:29,1,10,CHI 32,14,10,Ryan Grant right guard for 4 yards (tackle by Craig Steltz),3.450,3.440
3,3:46,2,6,CHI 28,14,10,Aaron Rodgers pass incomplete deep right intended for Donald Driver,3.440,2.740
3,3:41,3,6,CHI 28,14,10,Aaron Rodgers pass incomplete short left intended for Donald Driver,2.740,1.610
3,3:36,4,6,CHI 28,14,10,Mason Crosby 46 yard field goal no good,1.610,-1.330
3,3:31,1,10,CHI 36,14,10,Adrian Peterson left guard for 1 yard (tackle by Brandon Chillar and Aaron Rouse),1.330,0.930
3,2:53,2,9,CHI 37,14,10,Kyle Orton pass complete short middle to Greg Olsen for 12 yards (tackle by Charles Woodson),0.930,2.190
3,2:10,1,10,CHI 49,14,10,Kyle Orton pass incomplete short middle intended for Adrian Peterson is intercepted by Charles Woodson at GNB-48 and returned for 22 yards (tackle by Kyle Orton),2.190,-3.580
3,1:57,1,10,CHI 30,14,10,Aaron Rodgers pass complete short left to Jordy Nelson for 12 yards (tackle by Corey Graham),3.580,4.370
3,1:18,1,10,CHI 18,14,10,Ryan Grant left guard for 3 yards (tackle by Craig Steltz),4.370,4.250
3,0:37,2,7,CHI 15,14,10,Ryan Grant left end for -1 yards (tackle by Lance Briggs),4.250,3.300
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,CHI 16,14,10,Aaron Rodgers pass complete short left to DeShawn Wynn for 7 yards (tackle by Corey Graham),3.300,2.980
4,14:26,4,1,CHI 9,14,10,DeShawn Wynn left guard for 4 yards (tackle by Tommie Harris),2.980,6.060
4,13:48,1,5,CHI 5,14,10,Aaron Rodgers pass incomplete short right intended for Tory Humphrey,6.060,5.150
4,13:42,2,5,CHI 5,14,10,Aaron Rodgers right guard for -5 yards (tackle by Tommie Harris),5.150,3.130
4,13:06,3,10,CHI 10,14,10,Aaron Rodgers pass incomplete short middle intended for Donald Driver (defended by Lance Briggs),3.130,2.760
4,13:02,4,10,CHI 10,17,10,Mason Crosby 28 yard field goal good,2.760,3.000
4,,,,GNB 30,17,10,"Mason Crosby kicks off 52 yards, returned by Danieal Manning for 12 yards (tackle by Desmond Bishop)",0.000,0.940
4,12:50,1,10,CHI 30,17,10,Matt Forte right guard for 4 yards (tackle by Brandon Chillar and Colin Cole),0.940,0.930
4,12:13,2,6,CHI 34,17,10,Kyle Orton pass incomplete deep right intended for Desmond Clark (defended by Nick Collins),0.930,0.230
4,12:07,3,6,CHI 34,17,10,Kyle Orton pass complete short right to Desmond Clark for 8 yards (tackle by Tramon Williams),0.230,1.730
4,11:28,1,10,CHI 42,17,10,Kyle Orton pass incomplete short right intended for Devin Hester,1.730,1.190
4,11:21,2,10,CHI 42,17,10,Kyle Orton pass complete short right to Matt Forte for 14 yards (tackle by Alfred Malone),1.190,2.650
4,10:37,1,10,GNB 44,17,10,Kyle Orton pass complete short left to Greg Olsen for 10 yards (tackle by Nick Collins),2.650,3.310
4,9:57,1,10,GNB 34,17,10,Kyle Orton pass incomplete short right intended for Desmond Clark,3.310,2.770
4,9:52,,,,17,10,Timeout #1 by Chicago Bears,0.000,2.770
4,9:52,2,10,GNB 34,17,10,Kyle Orton pass incomplete short right intended for Marty Booker,2.770,2.080
4,9:47,3,10,GNB 34,17,10,"Kyle Orton pass incomplete deep right intended for Devin Hester is intercepted by Nick Collins at GNB-11 and returned for 28 yards (tackle by Josh Beekman). Penalty on Mike Montgomery: Illegal Block Above the Waist, 10 yards",2.080,-0.870
4,9:36,1,10,GNB 29,17,10,Aaron Rodgers pass complete deep left to Donald Driver for 16 yards (tackle by Danieal Manning),0.870,1.930
4,8:54,1,10,GNB 45,17,10,Ryan Grant left end for 3 yards (tackle by Anthony Adams),1.930,1.790
4,8:14,2,7,GNB 48,17,10,Ryan Grant right end for -6 yards (tackle by Tommie Harris),1.790,0.300
4,7:31,3,13,GNB 42,17,10,Aaron Rodgers pass incomplete short middle intended for Donald Driver (defended by Israel Idonije),0.300,-0.590
4,7:26,4,13,GNB 42,17,10,"Jeremy Kapinos punts 33 yards, returned by Devin Hester for 24 yards (tackle by Will Blackmon)",-0.590,-2.190
4,7:14,1,10,CHI 49,17,10,Matt Forte left end for 28 yards (tackle by A.J. Hawk),2.190,4.040
4,6:42,1,10,GNB 23,17,10,Matt Forte right end for 8 yards (tackle by Nick Collins),4.040,4.750
4,6:12,2,2,GNB 15,17,10,Matt Forte right tackle for 2 yards (tackle by Aaron Kampman),4.750,4.710
4,5:38,1,10,GNB 13,17,10,Matt Forte left guard for 3 yards (tackle by Mike Montgomery and Ryan Pickett),4.710,4.580
4,5:06,2,7,GNB 10,17,10,Matt Forte right tackle for 3 yards (tackle by Mike Montgomery),4.580,4.330
4,4:24,3,4,GNB 7,17,10,Kyle Orton pass complete short right to Devin Hester for 3 yards (tackle by Brandon Chillar),4.330,3.040
4,3:41,,,,17,10,Timeout #2 by Chicago Bears,0.000,3.040
4,3:41,4,1,GNB 4,17,10,Matt Forte right guard for 1 yard (tackle by Ryan Pickett),3.040,6.510
4,3:16,1,3,GNB 3,17,16,"Matt Forte left guard for 3 yards, touchdown",6.510,7.000
4,,,,GNB 2,17,17,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,17,17,"Robbie Gould kicks off 52 yards, returned by Will Blackmon for 32 yards (tackle by Adrian Peterson). Penalty on Adrian Peterson: Unnecessary Roughness, 15 yards",0.000,3.250
4,3:05,1,10,CHI 35,17,17,Aaron Rodgers pass incomplete short left intended for Ruvell Martin,3.250,2.700
4,3:01,2,10,CHI 35,17,17,Aaron Rodgers pass complete short left to Greg Jennings for 2 yards (tackle by Corey Graham),2.700,2.280
4,2:20,3,8,CHI 33,17,17,Aaron Rodgers pass complete short left to James Jones for 9 yards (tackle by Corey Graham),2.280,3.970
4,2:00,1,10,CHI 24,17,17,Ryan Grant right end for 1 yard (tackle by Alex Brown),3.970,3.570
4,1:54,,,,17,17,Timeout #3 by Chicago Bears,0.000,3.570
4,1:54,2,9,CHI 23,17,17,Ryan Grant right tackle for 4 yards (tackle by Adewale Ogunleye),3.570,3.410
4,1:11,3,5,CHI 19,17,17,Ryan Grant left guard for -1 yards (tackle by Kevin Payne and Adewale Ogunleye),3.410,2.150
4,0:25,,,,17,17,Timeout #2 by Green Bay Packers,0.000,2.150
4,0:25,4,6,CHI 20,17,17,"Mason Crosby 38 yard field goal no good, blocked by Alex Brown",2.150,-0.480
4,0:18,1,10,CHI 23,17,17,Kyle Orton kneels for -1 yards,0.480,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
,,,,,,,"Bears won the coin toss, Bears to receive the overtime kickoff.",,
OT,,,,GNB 30,17,17,"Mason Crosby kicks off 61 yards, returned by Danieal Manning for 24 yards (tackle by Will Blackmon)",0.000,1.140
OT,14:56,1,10,CHI 33,17,17,"Kyle Orton pass complete short left to Greg Olsen for 17 yards (tackle by Aaron Rouse). Penalty on Aaron Rouse: Unnecessary Roughness, 15 yards",1.140,3.250
OT,14:41,1,10,GNB 35,17,17,Matt Forte right end for 4 yards (tackle by Ryan Pickett),3.250,3.240
OT,14:02,2,6,GNB 31,17,17,Matt Forte right guard for -3 yards (tackle by Aaron Rouse),3.240,2.150
OT,13:23,3,9,GNB 34,17,17,Kyle Orton pass complete short right to Matt Forte for 14 yards (tackle by A.J. Hawk),2.150,4.240
OT,12:57,1,10,GNB 20,17,17,Matt Forte left guard for -1 yards (tackle by Charles Woodson),4.240,3.560
OT,12:17,2,11,GNB 21,17,17,Matt Forte right guard for 1 yard (tackle by Brady Poppinga),3.560,3.010
OT,11:33,,,,17,17,Timeout #1 by Green Bay Packers,0.000,3.010
OT,11:33,3,10,GNB 20,17,20,Robbie Gould 38 yard field goal good,3.010,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
