Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Keelan Cole,JAX,7,5,47,1,3,19,3.8,28,5.6,3.4,1,5.0,1,14.3,0,129.2
DJ Chark,JAX,5,4,56,0,4,20,5.0,36,9.0,12.6,0,,0,0.0,0,113.3
Chris Conley,JAX,8,4,43,0,2,29,7.3,14,3.5,5.1,0,,0,0.0,0,66.1
Tyler Eifert,JAX,4,2,15,0,,13,6.5,2,1.0,7.5,0,,0,0.0,1,19.8
James Robinson,JAX,5,2,3,0,0,-3,-1.5,6,3.0,-1.6,0,,0,0.0,0,47.9
Dare Ogunbowale,JAX,2,1,5,0,1,-1,-1.0,6,6.0,2.5,0,,1,50.0,0,56.2
Terry Godwin,JAX,2,0,0,0,,0,,0,,14.5,0,,0,0.0,0,39.6
James O'Shaughnessy,JAX,1,0,0,0,,0,,0,,8.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Davante Adams,GNB,12,8,66,1,3,14,1.8,52,6.5,6.3,0,,0,0.0,0,108.3
Aaron Jones,GNB,6,5,49,0,2,-13,-2.6,62,12.4,-2.5,0,,1,16.7,0,100.7
Marquez Valdes-Scantling,GNB,6,4,149,1,4,68,17.0,81,20.3,15.8,1,4.0,0,0.0,1,109.7
Robert Tonyan,GNB,4,3,33,0,1,22,7.3,11,3.7,12.0,0,,0,0.0,0,99.0
Jamaal Williams,GNB,4,3,25,0,1,-1,-0.3,26,8.7,-0.8,0,,1,25.0,0,90.6
Tyler Ervin,GNB,1,1,3,0,,-2,-2.0,5,5.0,-2.0,0,,0,0.0,0,79.2
