Quarter,Time,Down,ToGo,Location,MIA,MIN,Detail,EPB,EPA
1,4:45,3,5,MIN 5,6,0,"Chad Henne pass complete short right to Brian Hartline for 5 yards, touchdown. Penalty on Kevin Williams: Roughing the Passer, 15 yards",4.260,7.000
1,,,,MIN 2,7,0,Dan Carpenter kicks extra point good,0.000,0.000
1,,,,MIA 45,7,0,"Dan Carpenter kicks off 55 yards, touchback",0.000,0.280
1,4:40,1,10,MIN 20,7,0,Adrian Peterson for 13 yards (tackle by Chris Clemons and Jason Allen),0.280,1.140
1,4:07,1,10,MIN 33,7,0,Adrian Peterson right tackle for -3 yards (tackle by Yeremiah Bell),1.140,0.190
1,3:27,2,13,MIN 30,7,0,Brett Favre pass complete short right to Percy Harvin for 8 yards (tackle by Vontae Davis),0.190,0.560
1,2:41,3,5,MIN 38,7,0,Brett Favre sacked by Randy Starks for -9 yards,0.560,-1.440
1,2:10,4,14,MIN 29,7,0,Chris Kluwe punts 38 yards,-1.440,-1.140
1,1:59,1,10,MIA 33,7,0,Chad Henne pass complete deep right to Brian Hartline for 19 yards (tackle by Husain Abdullah),1.140,2.390
1,1:23,1,10,MIN 48,7,0,Ricky Williams middle for 2 yards (tackle by Ray Edwards and Ben Leber),2.390,2.120
1,0:46,2,8,MIN 46,7,0,"Penalty on Fred Evans: Encroachment, 5 yards (no play)",2.120,2.790
1,0:29,2,3,MIN 41,7,0,Ricky Williams left guard for 2 yards (tackle by Madieu Williams),2.790,2.340
Quarter,Time,Down,ToGo,Location,MIA,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,MIN 39,7,0,Lousaka Polite middle for 3 yards (tackle by Kevin Williams),2.340,3.180
2,14:26,1,10,MIN 36,7,0,Chad Henne sacked by Kevin Williams for -8 yards,3.180,1.560
2,13:50,2,18,MIN 44,7,0,Ronnie Brown middle for -2 yards (tackle by Chad Greenway),1.560,0.630
2,13:11,3,20,MIN 46,7,0,Lousaka Polite middle for 4 yards (tackle by Chad Greenway and Kevin Williams),0.630,0.460
2,12:40,4,16,MIN 42,7,0,"Brandon Fields punts 29 yards, muffed catch by Bernard Berrian, recovered by Bernard Berrian and returned for no gain",0.460,0.280
2,12:31,1,10,MIN 14,7,0,Brett Favre pass complete short right to Visanthe Shiancoe for 4 yards (tackle by Yeremiah Bell),-0.280,-0.210
2,11:56,2,6,MIN 18,7,0,Adrian Peterson left tackle for 1 yard (tackle by Randy Starks),-0.210,-0.800
2,11:12,3,5,MIN 19,7,0,Brett Favre pass complete short left to Adrian Peterson for 7 yards (tackle by Jason Allen),-0.800,0.670
2,10:39,1,10,MIN 26,7,0,Adrian Peterson right guard for 2 yards (tackle by Quentin Moses and Karlos Dansby),0.670,0.400
2,9:57,2,8,MIN 28,7,0,Brett Favre pass complete short middle to Visanthe Shiancoe for 18 yards (tackle by Yeremiah Bell),0.400,1.990
2,9:12,1,10,MIN 46,7,0,Brett Favre pass complete deep middle to Visanthe Shiancoe for 33 yards (tackle by Yeremiah Bell). Penalty on Randy Starks: Defensive Offside (Declined),1.990,4.170
2,8:49,1,10,MIA 21,7,0,Adrian Peterson middle for 9 yards (tackle by Quentin Moses),4.170,5.160
2,8:07,2,1,MIA 12,7,0,Toby Gerhart left guard for 1 yard (tackle by Paul Soliai),5.160,4.840
2,7:18,1,10,MIA 11,7,0,Toby Gerhart left guard for 1 yard (tackle by Cameron Wake and Paul Soliai),4.840,4.320
2,7:02,2,9,MIA 10,7,0,"Penalty on Steve Hutchinson: False Start, 5 yards (no play)",4.320,3.560
2,6:35,2,14,MIA 15,7,0,Adrian Peterson left end for 2 yards (tackle by Jason Allen),3.560,3.080
2,5:49,3,12,MIA 13,7,0,Brett Favre pass incomplete short right intended for Percy Harvin is intercepted by Vontae Davis at MIA-1,3.080,0.380
,,,,,,,"MIN challenged the pass completion ruling, and the original play was overturned.",,
2,5:44,1,10,MIA 1,7,0,Ronnie Brown left tackle for 51 yards (tackle by Madieu Williams),-0.380,2.390
2,5:36,1,10,MIN 48,7,0,Ricky Williams right end for no gain (tackle by E.J. Henderson and Chad Greenway),2.390,1.850
2,5:00,2,10,MIN 48,7,0,Chad Henne pass incomplete short left intended for Lousaka Polite,1.850,1.160
2,4:56,3,10,MIN 48,7,0,Chad Henne sacked by Jared Allen for 0 yards,1.160,0.070
2,4:26,4,10,MIN 48,7,0,"Brandon Fields punts 40 yards, fair catch by Greg Camarillo",0.070,0.380
2,4:18,1,10,MIN 8,7,0,Adrian Peterson middle for 5 yards (tackle by Karlos Dansby and Kendall Langford),-0.380,-0.410
2,3:40,2,5,MIN 13,7,0,Adrian Peterson right guard for 6 yards (tackle by Ryan Baker and Tim Dobbins),-0.410,0.150
2,3:01,1,10,MIN 19,7,0,Brett Favre pass complete short left to Adrian Peterson for 3 yards (tackle by Chris Clemons),0.150,0.070
2,2:30,2,7,MIN 22,7,0,Brett Favre pass incomplete deep right intended for Percy Harvin,0.070,-0.680
2,2:23,3,7,MIN 22,7,0,Brett Favre pass complete short right to Visanthe Shiancoe for 9 yards (tackle by Sean Smith),-0.680,1.000
2,2:00,1,10,MIN 31,7,0,Brett Favre pass complete short middle to Adrian Peterson for 16 yards (tackle by Bobby Carpenter and Jason Allen),1.000,2.060
2,1:24,1,10,MIN 47,7,0,Brett Favre pass incomplete short middle intended for Adrian Peterson (defended by Tony McDaniel),2.060,1.520
2,1:20,2,10,MIN 47,7,0,Brett Favre pass complete short left to Greg Camarillo for 3 yards (tackle by Vontae Davis),1.520,1.220
2,1:00,3,7,,7,0,Brett Favre pass incomplete short right intended for Adrian Peterson,1.220,-0.060
2,0:54,4,7,,7,0,"Chris Kluwe punts 50 yards, touchback",-0.060,-0.280
2,0:45,1,10,MIA 20,7,0,Ricky Williams right tackle for 8 yards (tackle by Husain Abdullah),0.280,0.810
Quarter,Time,Down,ToGo,Location,MIA,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,7,0,"Ryan Longwell kicks off 68 yards, returned by Clifton Smith for 18 yards (tackle by Kenny Onatolu)",0.000,0.280
3,14:56,1,10,MIA 20,7,0,Chad Henne pass complete short middle to Ronnie Brown for 3 yards (tackle by E.J. Henderson),0.280,0.140
3,14:19,2,7,MIA 23,7,0,Ronnie Brown left tackle for 3 yards (tackle by Chad Greenway and E.J. Henderson),0.140,-0.160
3,13:35,3,4,MIA 26,7,0,Chad Henne pass complete short left to Brandon Marshall for 6 yards (tackle by Asher Allen),-0.160,1.070
3,12:57,1,10,MIA 32,7,0,"Chad Henne pass incomplete deep right intended for Brian Hartline. Penalty on Brandon Marshall: Offensive Pass Interfere (Offsetting), Penalty on Madieu Williams: Unnecessary Roughness (Offsetting) (no play)",1.070,1.070
3,12:49,1,10,MIA 32,7,0,Ronnie Brown right end for 7 yards (tackle by Antoine Winfield and Husain Abdullah),1.070,1.470
3,12:18,2,3,MIA 39,7,0,Ronnie Brown left guard for 5 yards (tackle by E.J. Henderson and Antoine Winfield),1.470,1.860
3,11:43,1,10,MIA 44,7,0,Ricky Williams middle for 8 yards (tackle by Madieu Williams and E.J. Henderson),1.860,2.400
3,11:03,2,2,MIN 48,7,0,Ricky Williams middle for no gain (tackle by Pat Williams),2.400,1.690
3,10:23,3,2,MIN 48,7,0,Ronnie Brown right end for 5 yards (tackle by Lito Sheppard),1.690,2.720
3,10:00,1,10,MIN 43,7,0,Chad Henne pass complete short right to Brandon Marshall for 6 yards (tackle by Madieu Williams),2.720,2.990
3,9:16,2,4,MIN 37,7,0,Ronnie Brown middle for -2 yards (tackle by Ray Edwards and Pat Williams),2.990,2.010
3,8:34,3,6,MIN 39,7,0,Chad Henne pass incomplete deep left intended for Brandon Marshall,2.010,0.660
3,8:29,4,6,MIN 39,7,0,Brandon Fields punts 34 yards,0.660,0.380
3,8:20,1,10,MIN 5,7,0,Adrian Peterson right tackle for 1 yard (tackle by Karlos Dansby and Koa Misi),-0.380,-0.710
3,7:38,2,9,MIN 6,7,0,Brett Favre pass complete short left to Visanthe Shiancoe for 3 yards (tackle by Vontae Davis),-0.710,-0.950
3,7:38,3,6,MIN 9,7,0,"Penalty on Greg Lewis: False Start, 4 yards (no play)",-0.950,-1.420
3,6:37,3,10,MIN 5,13,0,"Brett Favre sacked by Cameron Wake for -5 yards. Brett Favre fumbles (forced by Cameron Wake), recovered by Koa Misi at MIN-0, touchdown",-1.420,-7.000
3,,,,MIN 2,14,0,Dan Carpenter kicks extra point good,0.000,0.000
3,,,,MIA 30,14,0,"Dan Carpenter kicks off 66 yards, returned by Percy Harvin for 22 yards (tackle by Reshad Jones)",0.000,0.670
3,6:25,1,10,MIN 26,14,0,"Brett Favre pass incomplete deep left intended for Bernard Berrian is intercepted by Jason Allen at 50 and returned for -2 yards. Penalty on Benny Sapp: Defensive Offside (Offsetting), Penalty on Phil Loadholt: Offensive Holding (Offsetting) (no play)",0.670,0.670
3,6:19,1,10,MIN 26,14,0,Adrian Peterson right end for no gain (tackle by Yeremiah Bell and Kendall Langford),0.670,0.130
3,5:38,2,10,MIN 26,14,0,Brett Favre pass complete short middle to Visanthe Shiancoe for 19 yards (tackle by Yeremiah Bell),0.130,1.930
3,4:54,1,10,MIN 45,14,0,Brett Favre pass complete deep left to Bernard Berrian for 20 yards (tackle by Jason Allen),1.930,3.250
3,4:26,1,10,MIA 35,14,0,Brett Favre pass complete deep right to Jim Kleinsasser for 20 yards (tackle by Chris Clemons),3.250,4.580
3,3:44,1,10,MIA 15,14,0,Adrian Peterson left end for 2 yards (tackle by Tim Dobbins and Yeremiah Bell),4.580,4.280
3,3:01,2,8,MIA 13,14,0,Brett Favre pass incomplete short left intended for Bernard Berrian is intercepted by Jason Allen at MIA-2,4.280,0.380
3,2:56,1,10,MIA 2,14,0,"Ricky Williams middle for no gain (tackle by E.J. Henderson). Ricky Williams fumbles (forced by E.J. Henderson), recovered by Erin Henderson at MIA-4 and returned for 3 yards (tackle by Richie Incognito)",-0.380,-6.970
3,2:48,1,1,MIA 1,14,0,Brett Favre pass incomplete short left intended for Visanthe Shiancoe (defended by Karlos Dansby),6.970,5.910
3,2:43,2,1,MIA 1,14,6,"Adrian Peterson left guard for 1 yard, touchdown",5.910,7.000
3,,,,MIA 2,14,7,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,14,7,"Ryan Longwell kicks off 60 yards, returned by Clifton Smith for 19 yards (tackle by Heath Farwell)",0.000,0.870
3,2:33,1,10,MIA 29,14,7,Chad Henne pass complete short middle to Brandon Marshall for 13 yards (tackle by Antoine Winfield),0.870,1.730
3,1:54,1,10,MIA 42,14,7,"Ronnie Brown right end for 3 yards (tackle by Asher Allen). Penalty on John Jerry: Offensive Holding, 10 yards (no play)",1.730,1.070
3,1:29,1,20,MIA 32,14,7,Chad Henne pass incomplete short right intended for Anthony Fasano (defended by Ray Edwards),1.070,-0.160
3,1:25,2,20,MIA 32,14,7,Chad Henne middle for 1 yard (tackle by Jared Allen),-0.160,-0.690
3,0:41,,,,14,7,Timeout #1 by Miami Dolphins,0.000,-0.690
3,0:41,3,19,MIA 33,14,7,Chad Henne pass complete short left to Davone Bess for 12 yards (tackle by Chad Greenway),-0.690,-0.390
Quarter,Time,Down,ToGo,Location,MIA,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,7,MIA 45,14,7,"Brandon Fields punts 41 yards, returned by Greg Camarillo for 16 yards. Greg Camarillo fumbles, recovered by Greg Camarillo at MIN-32. Penalty on Brian Robison: Running Into the Kicker, 5 yards (no play)",-0.390,-0.060
4,14:48,4,2,,14,7,"Brandon Fields punts 39 yards, fair catch by Greg Camarillo",-0.060,0.370
4,14:41,1,10,MIN 11,14,7,Adrian Peterson middle for 3 yards (tackle by Tony McDaniel),-0.370,-0.530
4,14:08,2,7,MIN 14,14,7,Adrian Peterson left tackle for 23 yards (tackle by Cameron Wake),-0.530,1.400
4,13:23,1,10,MIN 37,14,7,"Toby Gerhart right tackle for 7 yards (tackle by Bobby Carpenter). Penalty on MIA: Defensive 12 On-field, 5 yards (no play)",1.400,2.130
4,12:59,1,5,MIN 42,14,7,Toby Gerhart middle for 6 yards (tackle by Karlos Dansby),2.130,2.130
4,12:28,1,10,MIN 48,14,7,Adrian Peterson right tackle for 12 yards (tackle by Chris Clemons and Jason Allen). Penalty on MIA: Defensive 12 On-field (Declined),2.130,2.920
4,12:11,1,10,MIA 40,14,7,Brett Favre pass complete short middle to Toby Gerhart for 5 yards (tackle by Karlos Dansby),2.920,3.050
4,11:42,2,5,MIA 35,14,7,Adrian Peterson left end for -1 yards (tackle by Kendall Langford),3.050,2.210
4,10:56,3,6,MIA 36,14,7,Brett Favre pass complete short left to Adrian Peterson for 5 yards (tackle by Yeremiah Bell),2.210,1.410
4,10:16,4,1,MIA 31,14,7,Naufahu Tahi middle for 1 yard (tackle by Tim Dobbins),1.410,3.580
4,9:43,1,10,MIA 30,14,7,Adrian Peterson middle for 18 yards (tackle by Quentin Moses),3.580,4.780
4,9:21,1,10,MIA 12,14,7,Adrian Peterson right tackle for 2 yards (tackle by Cameron Wake and Quentin Moses),4.780,4.450
4,8:49,2,8,MIA 10,14,7,Toby Gerhart right end for 2 yards (tackle by Tony McDaniel and Karlos Dansby),4.450,3.930
4,8:02,3,6,MIA 8,14,7,Brett Favre sacked by Kendall Langford for -3 yards,3.930,2.700
4,7:56,4,9,MIA 11,14,10,Ryan Longwell 28 yard field goal good,2.700,3.000
4,,,,MIN 30,14,10,"Ryan Longwell kicks off 73 yards, touchback",0.000,0.280
4,7:52,1,10,MIA 20,14,10,Ricky Williams right tackle for -3 yards (tackle by Chad Greenway),0.280,-0.790
4,7:14,2,13,MIA 17,14,10,Chad Henne pass complete short right to Brian Hartline for 4 yards (tackle by Antoine Winfield),-0.790,-0.820
4,6:28,,,,14,10,Timeout #2 by Miami Dolphins,0.000,-0.820
4,6:28,3,9,MIA 21,14,10,Chad Henne pass incomplete deep right intended for Brandon Marshall,-0.820,-1.960
4,6:21,4,9,MIA 21,14,10,Brandon Fields punts 59 yards (tackle by Tyrone Culver),-1.960,-1.200
4,6:10,1,10,MIN 34,14,10,Brett Favre pass incomplete deep middle intended for Bernard Berrian is intercepted by Jason Allen at MIA-8 and returned for 17 yards,1.200,-0.610
4,5:58,1,10,MIA 25,14,10,"Ronnie Brown right tackle for -1 yards (tackle by Pat Williams). Ronnie Brown fumbles (forced by Pat Williams), recovered by E.J. Henderson at MIA-24 (tackle by Lousaka Polite)",0.610,-3.970
4,5:46,1,10,MIA 24,14,10,Adrian Peterson right end for 8 yards (tackle by Vontae Davis),3.970,4.650
4,5:13,2,2,MIA 16,14,10,Adrian Peterson left guard for 6 yards (tackle by Yeremiah Bell),4.650,4.910
4,4:32,1,10,MIA 10,14,10,Adrian Peterson left tackle for 6 yards (tackle by Vontae Davis and Yeremiah Bell),4.910,5.340
4,3:45,2,4,MIA 4,14,10,Adrian Peterson right tackle for no gain (tackle by Quentin Moses and Karlos Dansby),5.340,4.490
4,3:08,3,4,MIA 4,14,10,Adrian Peterson middle for 3 yards,4.490,3.550
4,2:21,4,1,MIA 1,14,10,Adrian Peterson right tackle for no gain (tackle by Karlos Dansby),3.550,0.380
4,2:16,1,10,MIA 1,14,10,Lousaka Polite middle for 1 yard (tackle by Jared Allen),-0.380,-0.710
4,2:13,,,,14,10,Timeout #1 by Minnesota Vikings,0.000,-0.710
4,2:13,2,9,MIA 2,14,10,"Chad Henne sacked by Antoine Winfield for 0 yards. Penalty on Chad Greenway: Defensive Holding, 5 yards (no play)",-0.710,-0.380
4,2:06,1,10,MIA 7,14,10,Ronnie Brown left end for no gain (tackle by Erin Henderson),-0.380,-0.780
4,2:00,2,10,MIA 7,14,10,Ronnie Brown right end for 7 yards (tackle by Kevin Williams and Chad Greenway),-0.780,-0.600
4,1:54,,,,14,10,Timeout #2 by Minnesota Vikings,0.000,-0.600
4,1:54,3,3,MIA 14,14,10,Chad Henne pass incomplete short left intended for Brandon Marshall (defended by Kevin Williams),-0.600,-2.470
4,1:51,4,3,MIA 14,14,10,"Brandon Fields punts 41 yards, returned by Greg Camarillo for no gain",-2.470,-1.930
4,1:42,1,10,MIN 45,14,10,Brett Favre pass incomplete short right intended for Visanthe Shiancoe,1.930,1.380
4,1:38,2,10,MIN 45,14,10,Brett Favre pass incomplete short right intended for Greg Lewis (defended by Vontae Davis),1.380,0.700
4,1:31,3,10,MIN 45,14,10,Brett Favre pass complete short right to Greg Lewis for 14 yards (tackle by Benny Sapp),0.700,2.850
4,1:08,1,10,MIA 41,14,10,Brett Favre pass complete short middle to Adrian Peterson for 10 yards (tackle by Yeremiah Bell),2.850,3.510
4,1:08,1,10,MIA 31,14,10,Brett Favre pass complete short left to Bernard Berrian for 4 yards (tackle by Jason Allen),3.510,3.510
4,0:48,2,6,MIA 27,14,10,Brett Favre pass incomplete deep right intended for Greg Lewis,3.510,2.810
4,0:42,3,6,MIA 27,14,10,Brett Favre pass incomplete short left intended for Adrian Peterson,2.810,1.700
4,0:38,4,6,MIA 27,14,10,Brett Favre pass incomplete short middle intended for Visanthe Shiancoe,1.700,-0.810
4,0:33,1,10,MIA 28,14,10,Chad Henne kneels for -1 yards,0.810,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
