Quarter,Time,Down,ToGo,Location,STL,BUF,Detail,EPB,EPA
1,7:45,2,9,BUF 42,0,0,"Marc Bulger pass complete to Cam Cleeland for 5 yards (tackle by Takeo Spikes). Penalty on Brandon Manumaleuna: Illegal Formation, 5 yards (no play)",2.310,1.640
1,7:22,2,14,BUF 47,0,0,"Penalty on Isaac Bruce: False Start, 5 yards (no play)",1.640,0.960
1,7:04,2,19,STL 48,0,0,Marc Bulger pass complete to Torry Holt for 22 yards (tackle by Lawyer Milloy),0.960,3.580
1,6:24,1,10,BUF 30,0,0,Steven Jackson up the middle for 7 yards (tackle by Lawyer Milloy and London Fletcher),3.580,3.980
1,5:43,2,3,BUF 23,0,0,Steven Jackson left guard for 1 yard (tackle by Kevin Thomas and Aaron Schobel),3.980,3.400
1,5:01,3,2,BUF 22,0,0,Marc Bulger pass incomplete intended for Isaac Bruce,3.400,2.120
1,4:54,4,2,BUF 22,3,0,Jeff Wilkins 41 yard field goal good,2.120,3.000
1,,,,STL 30,3,0,"Jeff Wilkins kicks off 65 yards, returned by Terrence McGee for 35 yards (tackle by Jeff Wilkins)",0.000,1.600
1,4:42,1,10,BUF 40,3,0,Willis McGahee up the middle for 3 yards (tackle by Leonard Little and Rich Coady),1.600,1.460
1,4:03,2,7,BUF 43,3,0,Willis McGahee right tackle for -1 yards (tackle by Brian Howard),1.460,0.630
1,3:22,3,8,BUF 42,3,0,"Penalty on Eric Moulds: False Start, 5 yards (no play)",0.630,-0.030
1,3:08,3,13,BUF 37,3,0,"Drew Bledsoe pass incomplete intended for Lee Evans is intercepted by Travis Fisher at STL-37 and returned for 30 yards. Penalty on Eric Moulds: Unnecessary Roughness, 15 yards",-0.030,-4.370
1,2:55,1,10,BUF 18,9,0,"Marc Bulger pass complete to Isaac Bruce for 18 yards, touchdown. Penalty on Ryan Denney: Roughing the Passer, 15 yards, Penalty on Isaac Bruce: Unsportsmanlike Conduct, 15 yards",4.370,7.000
1,,,,BUF 2,10,0,Jeff Wilkins kicks extra point good,0.000,0.000
1,,,,STL 30,10,0,"Jeff Wilkins kicks off 64 yards, returned by Terrence McGee for 23 yards (tackle by Brandon Chillar)",0.000,0.870
1,2:41,1,10,BUF 29,10,0,Willis McGahee right tackle for 3 yards (tackle by Ryan Pickett),0.870,0.730
1,2:04,2,7,BUF 32,10,0,Drew Bledsoe pass complete to Willis McGahee for 9 yards (tackle by Brandon Chillar),0.730,1.660
1,1:29,1,10,BUF 41,10,0,"Eric Moulds left end for 12 yards (tackle by Jerametrius Butler). Penalty on Jerametrius Butler: Face Mask (15 Yards), 15 yards",1.660,3.450
1,1:07,1,10,STL 32,10,0,Willis McGahee left guard for 3 yards (tackle by Ryan Pickett),3.450,3.310
1,0:36,2,7,STL 29,10,0,"Drew Bledsoe pass incomplete intended for Lee Evans. Penalty on Kevin Garrett: Defensive Pass Interference, 9 yards (no play)",3.310,4.240
1,0:31,1,10,STL 20,10,0,Willis McGahee right guard for 3 yards (tackle by Ryan Pickett and Brandon Chillar),4.240,4.120
Quarter,Time,Down,ToGo,Location,STL,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,STL 17,10,0,Drew Bledsoe pass complete to Eric Moulds for 5 yards (tackle by Kevin Garrett),4.120,4.340
2,14:24,3,2,STL 12,10,0,"Willis McGahee right guard for 2 yards (tackle by Pisa Tinoisamoa and Brandon Chillar). Penalty on Damione Lewis: Defensive Holding, 5 yards",4.340,6.060
2,14:12,1,5,STL 5,10,0,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Leonard Little),6.060,5.150
2,14:02,2,5,STL 5,10,0,"Penalty on Drew Bledsoe: Delay of Game, 5 yards (no play)",5.150,4.190
2,14:02,2,10,STL 10,10,6,"Drew Bledsoe pass complete to Mark Campbell for 10 yards, touchdown",4.190,7.000
2,,,,STL 2,10,7,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,10,7,"Rian Lindell kicks off 62 yards, returned by Arlen Harris for 24 yards (tackle by Jason Peters)",0.000,1.070
2,13:49,1,10,STL 32,10,7,Marc Bulger pass incomplete intended for Isaac Bruce,1.070,0.530
2,13:42,,,,10,7,Timeout #2 by St. Louis Rams,0.000,0.530
2,13:42,2,10,STL 32,10,7,Marc Bulger pass complete to Marshall Faulk for 3 yards (tackle by Aaron Schobel),0.530,0.230
2,12:59,3,7,STL 35,10,7,Marc Bulger sacked by Lawyer Milloy for -10 yards,0.230,-1.700
2,12:40,4,17,STL 25,10,7,"Sean Landeta punts 26 yards, fair catch by Nate Clements",-1.700,-2.190
2,12:31,1,10,BUF 49,10,7,"Penalty on Daimon Shelton: False Start, 5 yards (no play)",2.190,1.860
2,12:31,1,15,BUF 44,10,7,Willis McGahee left tackle for 5 yards (tackle by Brian Howard and Trev Faulk),1.860,1.650
2,11:52,2,10,BUF 49,10,7,Drew Bledsoe pass complete to Lee Evans for 32 yards (tackle by Kevin Garrett),1.650,4.310
2,11:09,1,10,STL 19,10,13,"Drew Bledsoe pass complete to Mark Campbell for 19 yards, touchdown. Penalty on Rich Coady: Defensive Pass Interference (Declined)",4.310,7.000
2,,,,STL 2,10,14,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,10,14,"Rian Lindell kicks off 63 yards, returned by Arlen Harris for 15 yards (tackle by Ryan Neufeld)",0.000,0.410
2,10:56,1,10,STL 22,10,14,Steven Jackson right tackle for 2 yards (tackle by Terrence McGee),0.410,0.140
2,10:14,2,8,STL 24,10,14,Steven Jackson left tackle for 10 yards (tackle by London Fletcher and Nate Clements),0.140,1.200
2,9:24,,,,10,14,Timeout #1 by Buffalo Bills,0.000,1.200
2,9:24,1,10,STL 34,10,14,Steven Jackson left guard for 5 yards (tackle by Kevin Thomas and London Fletcher),1.200,1.330
2,8:44,2,5,STL 39,10,14,Steven Jackson left guard for -1 yards (tackle by Takeo Spikes and Sam Adams),1.330,0.500
2,8:04,3,6,STL 38,10,14,"Marc Bulger pass incomplete intended for Kevin Curtis. Penalty on Nate Clements: Defensive Holding, 5 yards (no play)",0.500,1.800
2,7:57,1,10,STL 43,10,14,Marc Bulger pass complete to Isaac Bruce for 26 yards (tackle by Lawyer Milloy),1.800,3.510
2,7:15,1,10,BUF 31,10,14,". Torry Holt fumbles (forced by Nate Clements), recovered by Torry Holt at BUF-24",3.510,3.910
2,6:27,,,,10,14,Timeout #3 by St. Louis Rams,0.000,3.910
2,6:27,2,3,BUF 24,10,14,"Marshall Faulk up the middle for 3 yards (tackle by Pat Williams and Jeff Posey). Penalty on Pat Williams: Defensive Offside, 5 yards (no play)",3.910,4.310
2,6:03,1,10,BUF 19,10,14,Marc Bulger pass incomplete intended for Marshall Faulk,4.310,3.750
2,5:58,2,10,BUF 19,10,14,Marshall Faulk up the middle for 6 yards (tackle by Takeo Spikes and London Fletcher),3.750,3.960
2,5:15,3,4,BUF 13,10,14,Marc Bulger pass complete to Kevin Curtis for 5 yards (tackle by Jabari Greer),3.960,5.370
2,4:32,1,8,BUF 8,10,14,Marshall Faulk right tackle for 1 yard (tackle by Takeo Spikes and Ryan Denney),5.370,4.760
2,3:49,2,7,BUF 7,10,14,Marc Bulger sacked by Terrence McGee for -4 yards,4.760,3.120
2,3:12,3,11,BUF 11,16,14,"Marc Bulger pass complete to Torry Holt for 11 yards, touchdown",3.120,7.000
2,,,,BUF 2,17,14,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,17,14,"Jeff Wilkins kicks off 52 yards, returned by Terrence McGee for 16 yards (tackle by Robert W. Thomas)",0.000,1.200
2,2:55,1,10,BUF 34,17,14,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Jerametrius Butler),1.200,0.660
2,2:48,2,10,BUF 34,17,14,Willis McGahee right guard for 1 yard (tackle by Adam Archuleta),0.660,0.100
2,2:30,,,,17,14,Timeout #2 by Buffalo Bills,0.000,0.100
2,2:30,3,9,BUF 35,17,14,"Drew Bledsoe pass complete to Joe Burns for 24 yards (tackle by Kevin Garrett). Penalty on Jonas Jennings: Illegal Use of Hands, 10 yards (no play)",0.100,-1.220
2,2:00,3,19,BUF 25,17,14,Drew Bledsoe pass complete to Sam Aiken for 54 yards (tackle by Rich Coady),-1.220,4.170
2,1:28,1,10,STL 21,17,14,Drew Bledsoe pass complete to Sam Aiken for 7 yards (tackle by Adam Archuleta),4.170,4.740
2,1:23,2,3,STL 14,17,14,Drew Bledsoe pass complete to Mark Campbell for 3 yards (tackle by Brandon Chillar),4.740,4.840
2,0:57,1,10,STL 11,17,14,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Kevin Garrett),4.840,4.140
2,0:51,2,10,STL 11,17,14,Drew Bledsoe pass complete to Eric Moulds for 8 yards (tackle by Adam Archuleta),4.140,4.890
2,0:42,,,,17,14,Timeout #3 by Buffalo Bills,0.000,4.890
2,0:42,3,2,STL 3,17,14,Drew Bledsoe pass incomplete intended for Eric Moulds,4.890,3.050
2,0:37,4,2,STL 3,17,17,Rian Lindell 21 yard field goal good,3.050,3.000
2,,,,BUF 30,17,17,"Rian Lindell kicks off 67 yards, returned by Arlen Harris for 24 yards (tackle by Mario Haggan)",0.000,0.740
2,0:27,1,10,STL 27,17,17,Marc Bulger pass complete to Shaun McDonald for 4 yards (tackle by Kevin Thomas),0.740,0.740
2,0:04,2,6,STL 31,17,17,Marc Bulger pass complete to Kevin Curtis for 22 yards,0.740,2.460
Quarter,Time,Down,ToGo,Location,STL,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 30,17,17,"Rian Lindell kicks off 60 yards, returned by Arlen Harris for 11 yards (tackle by Pierson Prioleau)",0.000,0.340
3,14:55,1,10,STL 21,17,17,Marshall Faulk up the middle for -2 yards (tackle by Sam Adams),0.340,-0.530
3,14:17,2,12,STL 19,17,17,Marc Bulger pass incomplete intended for Isaac Bruce,-0.530,-1.220
3,14:10,3,12,STL 19,17,17,Marc Bulger pass incomplete intended for Isaac Bruce,-1.220,-2.140
3,14:04,4,12,STL 19,17,17,"Sean Landeta punts 39 yards, returned by Jonathan Smith for 53 yards (tackle by Brandon Chillar)",-2.140,-6.060
3,13:48,1,5,STL 5,17,23,"Drew Bledsoe pass complete to Mark Campbell for 5 yards, touchdown",6.060,7.000
3,,,,STL 2,17,24,Rian Lindell kicks extra point good,0.000,0.000
3,,,,BUF 30,17,24,"Rian Lindell kicks off 60 yards, returned by Arlen Harris for 16 yards (tackle by Jason Peters)",0.000,0.670
3,13:38,1,10,STL 26,17,24,Steven Jackson left tackle for 5 yards (tackle by Nate Clements and Takeo Spikes),0.670,0.810
3,12:57,2,5,STL 31,17,24,Marshall Faulk up the middle for 4 yards (tackle by Chris Kelsay and Jeff Posey),0.810,0.630
3,12:16,,,,17,24,Timeout #1 by St. Louis Rams,0.000,0.630
3,12:16,3,1,STL 35,17,24,Marshall Faulk right guard for -3 yards (tackle by Sam Adams),0.630,-1.240
3,11:32,4,4,STL 32,17,30,"Sean Landeta punts 54 yards, returned by Nate Clements for 86 yards, touchdown",-1.240,-7.000
3,,,,STL 2,17,31,Rian Lindell kicks extra point good,0.000,0.000
3,,,,BUF 30,17,31,--,0.000,3.510
3,11:09,1,10,STL 31,17,31,Willis McGahee up the middle for 13 yards (tackle by Rich Coady and Adam Archuleta),3.510,4.370
3,10:38,1,10,STL 18,17,31,Willis McGahee right guard for 2 yards (tackle by Adam Archuleta and Tyoka Jackson),4.370,4.090
3,9:58,2,8,STL 16,17,31,"Drew Bledsoe pass incomplete intended for Eric Moulds. Penalty on Eric Moulds: Offensive Pass Interference, 10 yards (no play)",4.090,2.750
3,9:52,2,18,STL 26,17,31,"Willis McGahee left guard for -1 yards (tackle by Bryce Fisher). Penalty on Ross Tucker: Offensive Holding, 10 yards (no play)",2.750,1.400
3,9:32,2,28,STL 36,17,31,Travis Henry left tackle for 4 yards (tackle by Pisa Tinoisamoa),1.400,1.290
3,9:01,3,24,STL 32,17,31,Drew Bledsoe pass complete to Willis McGahee for 15 yards (tackle by Tod McBride),1.290,2.310
3,8:10,4,9,STL 17,17,34,Rian Lindell 35 yard field goal good,2.310,3.000
3,,,,BUF 30,17,34,"Rian Lindell kicks off 45 yards, returned by Joey Goodspeed for 9 yards (tackle by Ryan Neufeld)",0.000,1.200
3,7:57,1,10,STL 34,17,34,Marshall Faulk left guard for 2 yards (tackle by Pat Williams and Aaron Schobel),1.200,0.930
3,7:24,2,8,STL 36,17,34,Marc Bulger sacked by Lawyer Milloy for -8 yards,0.930,-0.820
3,6:49,3,16,STL 28,17,34,Marc Bulger pass incomplete is intercepted by Takeo Spikes at STL-27,-0.820,-3.780
3,6:39,1,10,STL 27,17,34,Willis McGahee left guard for -1 yards (tackle by Bryce Fisher),3.780,3.100
3,5:59,2,11,STL 28,17,34,Drew Bledsoe pass incomplete intended for Eric Moulds,3.100,2.410
3,5:52,3,11,STL 28,17,34,"Drew Bledsoe for no gain. Drew Bledsoe fumbles, recovered by Drew Bledsoe at STL-36",2.410,0.880
3,5:35,4,19,STL 36,17,34,Penalty on Brian Moorman: Delay of Game (Declined),0.880,0.880
3,5:26,4,19,STL 36,17,34,Brian Moorman punts 28 yards,0.880,-0.280
3,5:15,1,10,STL 20,17,34,"Penalty on Blaine Saipaia: False Start, 5 yards (no play)",0.280,-0.310
3,5:15,1,15,STL 15,17,34,Marc Bulger pass complete to Marshall Faulk for no gain,-0.310,-1.070
3,4:33,2,15,STL 15,17,34,Marshall Faulk left guard for 3 yards (tackle by London Fletcher and Aaron Schobel),-1.070,-1.330
3,3:53,3,12,STL 18,17,34,Marc Bulger pass incomplete intended for Isaac Bruce (defended by Nate Clements),-1.330,-2.240
3,3:45,4,12,STL 18,17,34,"Sean Landeta punts 40 yards, returned by Jonathan Smith for 9 yards (tackle by Bryce Fisher)",-2.240,-2.320
3,3:33,1,10,STL 49,17,34,"Willis McGahee left tackle for 41 yards. Penalty on Lee Evans: Offensive Holding, 10 yards",2.320,4.370
3,3:21,1,10,STL 18,17,34,"Willis McGahee left end for 3 yards (tackle by Brandon Chillar). Penalty on Jason Peters: Offensive Holding, 10 yards",4.370,3.910
3,2:54,1,17,STL 25,17,34,Drew Bledsoe pass incomplete intended for Eric Moulds,3.910,2.880
3,2:50,2,17,STL 25,17,34,Travis Henry left tackle for 5 yards (tackle by Trev Faulk),2.880,2.870
3,2:14,3,12,STL 20,17,34,Drew Bledsoe pass complete to Travis Henry for 5 yards (tackle by Tyoka Jackson),2.870,2.440
3,1:30,4,7,STL 15,17,37,Rian Lindell 33 yard field goal good,2.440,3.000
3,,,,BUF 30,17,37,"Rian Lindell kicks off 57 yards, returned by Arlen Harris for 19 yards (tackle by Ryan Neufeld)",0.000,1.070
3,1:18,1,10,STL 32,17,37,Marc Bulger pass complete to Torry Holt for 9 yards (tackle by Kevin Thomas),1.070,1.740
3,0:51,2,1,STL 41,17,37,"Penalty on Orlando Pace: False Start, 5 yards (no play)",1.740,1.070
3,0:36,2,6,STL 36,17,37,Marc Bulger pass complete to Shaun McDonald for 5 yards,1.070,1.030
3,0:04,3,1,STL 41,17,37,Marc Bulger pass complete to Torry Holt for 5 yards (tackle by Nate Clements),1.030,1.990
Quarter,Time,Down,ToGo,Location,STL,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 46,17,37,Marc Bulger pass complete to Shaun McDonald for 7 yards (tackle by Kevin Thomas),1.990,2.400
4,14:27,2,3,BUF 47,17,37,Marc Bulger pass incomplete intended for Torry Holt,2.400,1.690
4,14:27,3,3,BUF 47,17,37,Marc Bulger pass incomplete intended for Marshall Faulk (defended by Takeo Spikes),1.690,0.130
4,14:19,4,3,BUF 47,17,37,Marc Bulger pass complete to Shaun McDonald for 33 yards (tackle by Terrence McGee),0.130,4.650
4,13:26,1,10,BUF 14,17,37,Marc Bulger pass incomplete intended for Isaac Bruce,4.650,4.000
4,13:20,2,10,BUF 14,17,37,Marc Bulger pass complete to Torry Holt for 12 yards (tackle by Nate Clements),4.000,6.740
4,12:35,1,2,BUF 2,17,37,Marshall Faulk left tackle for -1 yards (tackle by Aaron Schobel),6.740,5.530
4,11:57,2,3,BUF 3,17,37,Marc Bulger pass incomplete is intercepted by Sam Adams at BUF-7,5.530,0.380
4,11:48,1,10,BUF 7,17,37,Willis McGahee right guard for 2 yards (tackle by Ryan Pickett),-0.380,-0.630
4,11:13,2,8,BUF 9,17,37,Drew Bledsoe pass incomplete intended for Eric Moulds,-0.630,-1.190
4,11:08,3,8,BUF 9,17,37,Drew Bledsoe pass incomplete intended for Willis McGahee,-1.190,-2.490
4,11:03,4,8,BUF 9,17,37,"Brian Moorman punts 51 yards, returned by Shaun McDonald for 13 yards (tackle by Mario Haggan). Penalty on Brandon Chillar: Offensive Holding, 10 yards",-2.490,-1.730
4,10:50,1,10,STL 42,17,37,Marc Bulger pass complete to Steven Jackson for 3 yards (tackle by Kevin Thomas),1.730,1.590
4,10:27,2,7,STL 45,17,37,Marc Bulger pass incomplete intended for Shaun McDonald,1.590,0.890
4,10:23,3,7,STL 45,17,37,Marc Bulger pass complete to Torry Holt for 9 yards (tackle by Terrence McGee),0.890,2.520
4,9:52,1,10,BUF 46,17,37,Marc Bulger pass incomplete intended for Isaac Bruce,2.520,1.980
4,9:46,2,10,BUF 46,17,37,Marc Bulger pass incomplete intended for Shaun McDonald (defended by Takeo Spikes),1.980,1.290
4,9:40,3,10,BUF 46,17,37,"Marc Bulger pass incomplete intended for Torry Holt. Penalty on Nate Clements: Defensive Holding, 5 yards (no play)",1.290,2.850
4,9:34,1,10,BUF 41,17,37,Marc Bulger pass complete to Kevin Curtis for 9 yards (tackle by Kevin Thomas),2.850,3.520
4,9:20,2,1,BUF 32,17,37,Marc Bulger sacked by Lawyer Milloy for -4 yards,3.520,2.280
4,8:57,,,,17,37,Timeout #1 by Buffalo Bills,0.000,2.280
4,8:57,3,5,BUF 36,17,37,Marshall Faulk right guard for -5 yards (tackle by Aaron Schobel),2.280,0.530
4,8:39,,,,17,37,Timeout #2 by St. Louis Rams,0.000,0.530
4,8:39,4,10,BUF 41,17,37,Marc Bulger pass complete to Torry Holt for 15 yards (tackle by Terrence McGee),0.530,3.840
4,8:12,1,10,BUF 26,17,37,Marc Bulger pass incomplete intended for Kevin Curtis,3.840,3.300
4,8:07,2,10,BUF 26,17,37,Marc Bulger pass complete to Isaac Bruce for 14 yards (tackle by Rashad Baker),3.300,4.780
4,7:40,1,10,BUF 12,17,37,Marc Bulger pass complete to Shaun McDonald for 8 yards (tackle by Terrence McGee),4.780,5.600
4,7:12,2,2,BUF 4,17,37,Marc Bulger pass incomplete intended for Shaun McDonald,5.600,4.840
4,7:09,3,2,BUF 4,17,37,Marshall Faulk up the middle for no gain (tackle by Pierson Prioleau),4.840,3.040
4,6:26,4,2,BUF 4,17,37,"Penalty on Orlando Pace: False Start, 5 yards (no play)",3.040,2.830
4,6:05,4,7,BUF 9,17,37,"Marc Bulger pass incomplete intended for Kevin Curtis (defended by Jabari Greer). Penalty on Jabari Greer: Defensive Pass Interference, 8 yards (no play)",2.830,6.970
4,5:58,1,1,BUF 1,17,37,Marshall Faulk left guard for -2 yards (tackle by Takeo Spikes),6.970,5.530
4,5:17,2,3,BUF 3,17,37,Marc Bulger pass incomplete intended for Isaac Bruce is intercepted by Terrence McGee,5.530,-0.280
4,5:10,1,10,BUF 20,17,37,Willis McGahee right guard for 11 yards (tackle by Rich Coady),0.280,1.000
4,4:26,1,10,BUF 31,17,37,Willis McGahee right guard for 2 yards (tackle by Adam Archuleta),1.000,0.730
4,3:43,2,8,BUF 33,17,37,Willis McGahee left tackle for -8 yards (tackle by Brandon Chillar),0.730,-1.020
4,2:58,3,16,BUF 25,17,37,Willis McGahee left end for 6 yards (tackle by Rich Coady),-1.020,-1.310
4,2:52,4,10,BUF 31,17,37,"Penalty on Brian Moorman: Delay of Game, 5 yards (no play)",-1.310,-1.630
4,2:52,4,15,BUF 26,17,37,Brian Moorman punts 45 yards,-1.630,-0.870
4,2:44,1,10,STL 29,17,37,Marc Bulger pass incomplete intended for Torry Holt (defended by Terrence McGee),0.870,0.330
4,2:39,2,10,STL 29,17,37,Marc Bulger sacked by Ryan Denney for -13 yards,0.330,-2.510
4,2:09,3,23,STL 16,17,37,Marc Bulger pass complete to Kevin Curtis for 6 yards (tackle by Jabari Greer),-2.510,-1.900
4,2:00,4,17,STL 22,17,37,Marc Bulger sacked by Jabari Greer for -13 yards,-1.900,-5.140
4,1:49,1,9,STL 9,17,37,Willis McGahee up the middle for 5 yards (tackle by Rich Coady),5.140,5.340
4,1:02,2,4,STL 4,17,37,Drew Bledsoe kneels for -1 yards,5.340,4.260
4,0:28,3,5,STL 5,17,37,Drew Bledsoe kneels for -1 yards,4.260,2.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
