Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Antonio Gibson,WAS,12,31,0,1,15,1.3,16,1.3,1,12.0
Taylor Heinicke,WAS,8,21,1,1,21,2.6,0,0.0,0,
J.D. McKissic,WAS,3,23,0,1,14,4.7,9,3.0,0,
Dyami Brown,WAS,1,-4,0,,-4,-4.0,0,0.0,0,
Cam Sims,WAS,1,7,0,0,5,5.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Zack Moss,BUF,13,60,0,4,40,3.1,20,1.5,1,13.0
Devin Singletary,BUF,11,26,0,1,13,1.2,13,1.2,0,
Josh Allen,BUF,4,9,1,1,5,1.3,4,1.0,1,4.0
Mitchell Trubisky,BUF,4,19,0,1,19,4.8,0,0.0,0,
Isaiah McKenzie,BUF,1,8,0,1,6,6.0,2,2.0,0,
