Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Lions won the coin toss, Lions to receive the opening kickoff.",,
1,15:00,,,MIN 30,0,0,"Ryan Longwell kicks off 60 yards, returned by Eddie Drummond for 22 yards (tackle by Jason Glenn)",0.000,1.070
1,14:55,1,10,DET 32,0,0,Kevin Jones middle for -1 yards (tackle by Kenechi Udeze and Darrion Scott),1.070,0.390
1,14:12,2,11,DET 31,0,0,Jon Kitna pass complete short middle to Cory Schlesinger for 6 yards (tackle by Kevin Williams and Ben Leber),0.390,0.500
1,13:29,3,5,DET 37,0,0,Jon Kitna pass complete short left to Roy Williams for 7 yards (tackle by Fred Smoot),0.500,1.860
1,13:01,1,10,DET 44,0,0,Kevin Jones middle for -1 yards (tackle by Kevin Williams and Darrion Scott),1.860,1.180
1,12:21,2,11,DET 43,0,0,Kevin Jones right end for 5 yards (tackle by Antoine Winfield),1.180,1.160
1,11:47,3,6,DET 48,0,0,Jon Kitna sacked by Kevin Williams for -1 yards,1.160,-0.260
1,11:20,4,7,DET 47,0,0,"Nick Harris punts 53 yards, touchback",-0.260,-0.280
1,11:11,1,10,MIN 20,0,0,"Penalty on Shaun Rogers: Encroachment, 5 yards (no play)",0.280,1.010
1,11:11,1,5,MIN 25,0,0,Brad Johnson pass complete short middle to Jermaine Wiggins for 9 yards (tackle by Boss Bailey),1.010,1.200
1,10:26,1,10,MIN 34,0,0,Chester Taylor middle for 3 yards (tackle by Shaun Rogers and Cory Redding),1.200,1.060
1,9:55,2,7,MIN 37,0,0,Chester Taylor left tackle for 5 yards (tackle by Boss Bailey and Ernie Sims),1.060,1.030
1,9:12,3,2,MIN 42,0,0,Brad Johnson pass complete short middle to Marcus Robinson for 12 yards (tackle by Jamar Fletcher),1.030,2.520
1,8:30,1,10,DET 46,0,0,Brad Johnson pass complete short right to Chester Taylor for 7 yards (tackle by Marcus Bell),2.520,2.920
