Quarter,Time,Down,ToGo,Location,KAN,LVR,Detail,EPB,EPA
1,4:06,1,3,LVR 3,6,7,"Patrick Mahomes pass complete short left to Tyreek Hill for 3 yards, touchdown",6.510,7.000
1,4:01,,,LVR 15,7,7,Harrison Butker kicks extra point good,0.000,0.000
1,4:01,,,KAN 35,7,7,"Harrison Butker kicks off 25 yards, out of bounds",0.000,1.600
1,4:01,1,10,LVR 40,7,7,Josh Jacobs right guard for 2 yards (tackle by Chris Jones and Damien Wilson),1.600,1.320
1,3:17,2,8,LVR 42,7,7,Derek Carr pass complete short middle to Hunter Renfrow for 16 yards (tackle by Daniel Sorensen),1.320,2.790
1,2:37,1,10,KAN 42,7,7,Derek Carr right end for 2 yards (tackle by Willie Gay),2.790,2.510
1,2:04,2,8,KAN 40,7,7,Josh Jacobs left guard for 5 yards (tackle by Willie Gay),2.510,2.480
1,1:22,3,3,KAN 35,7,7,Derek Carr pass complete short right to Darren Waller for 7 yards (tackle by Willie Gay),2.480,3.710
1,0:38,1,10,KAN 28,7,7,Derek Carr pass complete short right to Alec Ingold for 11 yards (tackle by Damien Wilson),3.710,4.440
1,0:01,1,10,KAN 17,7,13,"Derek Carr pass complete deep left to Nelson Agholor for 17 yards, touchdown",4.440,7.000
1,0:00,,,KAN 15,7,14,Daniel Carlson kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,KAN,LVR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,,,LVR 35,7,14,"Daniel Carlson kicks off 67 yards, returned by Byron Pringle for 29 yards (tackle by Javin White)",0.000,0.740
2,14:54,1,10,KAN 27,7,14,Patrick Mahomes pass incomplete short left intended for Clyde Edwards-Helaire,0.740,0.200
2,14:50,2,10,KAN 27,7,14,Clyde Edwards-Helaire right tackle for 10 yards (tackle by Nicholas Morrow),0.200,1.400
2,14:13,1,10,KAN 37,7,14,Patrick Mahomes pass complete deep middle to Demarcus Robinson for 17 yards (tackle by Nicholas Morrow),1.400,2.520
2,13:31,1,10,LVR 46,7,14,"Penalty on Maliek Collins: Neutral Zone Infraction, 5 yards (no play)",2.520,3.250
2,13:14,1,5,LVR 41,7,14,Clyde Edwards-Helaire left tackle for 4 yards (tackle by Nevin Lawson and Nick Kwiatkoski),3.250,3.190
2,12:32,2,1,LVR 37,7,14,Patrick Mahomes pass complete deep left to Travis Kelce for 21 yards (tackle by Damon Arnette),3.190,4.510
2,11:47,1,10,LVR 16,7,14,"Patrick Mahomes pass incomplete deep left intended for Demarcus Robinson. Penalty on Eric Fisher: Illegal Use of Hands, 10 yards (no play)",4.510,3.840
2,11:42,1,20,LVR 26,7,14,"Patrick Mahomes pass incomplete short middle intended for Byron Pringle (defended by David Irving). Penalty on Arden Key: Defensive Offside, 5 yards (no play)",3.840,4.170
2,11:38,1,15,LVR 21,7,14,"Patrick Mahomes pass incomplete deep left intended for Travis Kelce. Penalty on Damon Arnette: Defensive Pass Interference, 18 yards (no play)",4.170,6.510
2,11:31,1,3,LVR 3,7,14,Patrick Mahomes pass incomplete short left intended for Tyreek Hill,6.510,5.530
2,11:27,2,3,LVR 3,13,14,"Clyde Edwards-Helaire right guard for 3 yards, touchdown",5.530,7.000
2,11:16,,,LVR 15,14,14,Harrison Butker kicks extra point good,0.000,0.000
2,11:16,,,KAN 35,14,14,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,11:16,1,10,LVR 25,14,14,Derek Carr pass complete short right to Zay Jones for 18 yards (tackle by Anthony Hitchens),0.610,1.800
2,10:34,1,10,LVR 43,14,14,Devontae Booker right guard for 6 yards (tackle by Charvarius Ward and Tanoh Kpassagnon),1.800,2.060
2,9:55,2,4,LVR 49,14,14,Devontae Booker right tackle for 5 yards (tackle by Willie Gay),2.060,2.520
2,9:16,1,10,KAN 46,14,14,Derek Carr pass complete short left to Derek Carrier for 14 yards (tackle by Bashaud Breeland),2.520,3.450
2,8:41,1,10,KAN 32,14,14,Devontae Booker right guard for 3 yards (tackle by Tanoh Kpassagnon),3.450,3.310
2,8:19,2,7,KAN 29,14,14,Derek Carr pass complete short left to Darren Waller for 11 yards (tackle by Tyrann Mathieu),3.310,4.370
2,7:39,1,10,KAN 18,14,14,Devontae Booker right guard for no gain (tackle by Chris Jones),4.370,3.800
2,6:53,2,10,KAN 18,14,14,Derek Carr pass complete short middle to Nelson Agholor for 11 yards (tackle by Bashaud Breeland),3.800,5.600
2,6:16,1,7,KAN 7,14,14,Devontae Booker left guard for 2 yards (tackle by Michael Danna),5.600,5.150
2,5:33,2,5,KAN 5,14,14,Derek Carr pass complete short middle to Nelson Agholor for 4 yards (tackle by Michael Danna and Bashaud Breeland),5.150,5.170
2,4:46,3,1,KAN 1,14,14,"Derek Carr pass incomplete short right intended for Bryan Edwards (defended by Charvarius Ward) Penalty on LVR: Unsportsmanlike Conduct, 15 yards",5.170,2.380
2,4:41,4,16,KAN 16,14,17,Daniel Carlson 35 yard field goal good,2.380,3.000
2,4:36,,,LVR 35,14,17,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
2,4:36,1,10,KAN 25,14,17,Le'Veon Bell right guard for 5 yards (tackle by Nicholas Morrow),0.610,0.740
2,4:03,2,5,KAN 30,14,17,"Patrick Mahomes pass complete short left to Demarcus Robinson for no gain (tackle by Damon Arnette). Penalty on Demarcus Robinson: Face Mask (15 Yards), 15 yards (no play)",0.740,-1.430
2,3:33,2,20,KAN 15,14,17,"Penalty on Byron Pringle: False Start, 5 yards (no play)",-1.430,-1.880
2,3:13,2,25,KAN 10,14,17,Le'Veon Bell left end for 11 yards (tackle by Johnathan Abram),-1.880,-1.150
2,2:26,3,14,KAN 21,14,17,Patrick Mahomes pass incomplete deep right intended for Demarcus Robinson (defended by Isaiah Johnson),-1.150,-1.960
2,2:19,4,14,KAN 21,14,17,"Tommy Townsend punts 55 yards, returned by Hunter Renfrow for 8 yards (tackle by James Winchester)",-1.960,-1.070
2,2:07,1,10,LVR 32,14,17,Derek Carr pass complete short middle to Bryan Edwards for 1 yard (tackle by Charvarius Ward),1.070,0.660
2,2:00,2,9,LVR 33,14,17,Derek Carr pass complete short left to Darren Waller for 18 yards (tackle by Tyrann Mathieu),0.660,2.320
2,1:51,1,10,KAN 49,14,17,Derek Carr right end for 5 yards (tackle by Rashad Fenton),2.320,2.460
2,1:44,2,5,KAN 44,14,17,Derek Carr pass incomplete short left intended for Nelson Agholor,2.460,1.750
2,1:38,3,5,KAN 44,14,17,Derek Carr pass incomplete short right,1.750,0.330
2,1:31,4,5,KAN 44,14,17,"AJ Cole punts 31 yards, fair catch by Demarcus Robinson at KC-13",0.330,0.320
2,1:24,1,10,KAN 13,14,17,Patrick Mahomes pass complete short left to Darrel Williams for 11 yards (tackle by Erik Harris),-0.320,0.540
2,1:19,1,10,KAN 24,14,17,Patrick Mahomes pass complete short left to Darrel Williams for 8 yards (tackle by Nick Kwiatkoski),0.540,1.080
2,1:13,2,2,KAN 32,14,17,Patrick Mahomes pass complete short left to Byron Pringle for 3 yards (tackle by Nevin Lawson),1.080,1.270
2,1:09,1,10,KAN 35,14,17,Patrick Mahomes pass complete short middle to Travis Kelce for 19 yards (tackle by Johnathan Abram),1.270,2.520
2,1:03,1,10,LVR 46,14,17,Patrick Mahomes pass incomplete deep left,2.520,1.980
2,0:58,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:58,2,10,LVR 46,14,17,Patrick Mahomes pass incomplete short right intended for Tyreek Hill (defended by Trayvon Mullen),1.980,1.290
2,0:52,3,10,LVR 46,14,17,"Patrick Mahomes right end for 11 yards (tackle by David Irving). Penalty on Damon Arnette: Defensive Holding, 5 yards",1.290,3.580
2,0:43,1,10,LVR 30,14,17,"Patrick Mahomes pass incomplete short left intended for Tyreek Hill (defended by Nevin Lawson). Penalty on Isaiah Johnson: Defensive Holding, 5 yards. Penalty on Nevin Lawson: Defensive Holding, 5 yards (no play)",3.580,3.910
2,0:38,1,10,LVR 25,14,17,Patrick Mahomes pass complete short middle to Travis Kelce for 11 yards (tackle by Johnathan Abram),3.910,4.650
2,0:30,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:30,1,10,LVR 14,14,17,Patrick Mahomes pass short right intended for Demarcus Robinson is intercepted by Trayvon Mullen at LV-3 and returned for no gain,4.650,0.380
2,0:26,1,10,LVR 3,14,17,Derek Carr kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,KAN,LVR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LVR 35,14,17,"Daniel Carlson kicks off 68 yards, returned by Byron Pringle for 17 yards (tackle by Nevin Lawson and Johnathan Abram). Penalty on Anthony Sherman: Illegal Double-Team Block, 7 yards",0.000,-0.380
3,14:53,1,10,KAN 7,14,17,Clyde Edwards-Helaire left tackle for 3 yards (tackle by Carl Nassib),-0.380,-0.560
3,14:18,2,7,KAN 10,14,17,Patrick Mahomes pass complete short right to Demarcus Robinson for 6 yards (tackle by Nick Kwiatkoski),-0.560,-0.370
3,13:43,3,1,KAN 16,14,17,Patrick Mahomes pass complete short left to Demarcus Robinson for 3 yards (tackle by Nick Kwiatkoski),-0.370,0.150
3,13:27,1,10,KAN 19,14,17,Patrick Mahomes pass complete short right to Tyreek Hill for 9 yards (tackle by Trayvon Mullen),0.150,0.880
3,13:03,2,1,KAN 28,14,17,Clyde Edwards-Helaire right guard for 2 yards (tackle by Nicholas Morrow),0.880,0.940
3,12:29,1,10,KAN 30,14,17,Clyde Edwards-Helaire right end for 9 yards (tackle by Nick Kwiatkoski and Trayvon Mullen),0.940,1.610
3,11:52,2,1,KAN 39,14,17,Clyde Edwards-Helaire right guard for 2 yards (tackle by Kendal Vickers),1.610,1.660
3,11:18,1,10,KAN 41,14,17,Patrick Mahomes pass complete short right to Travis Kelce for 8 yards (tackle by Jeff Heath),1.660,2.200
3,10:33,2,2,KAN 49,14,17,Le'Veon Bell right guard for 3 yards (tackle by Nicholas Morrow and David Irving),2.200,2.390
3,9:53,1,10,LVR 48,14,17,Patrick Mahomes pass complete short left to Le'Veon Bell for 11 yards (tackle by Nick Kwiatkoski),2.390,3.120
3,9:12,1,10,LVR 37,14,17,Le'Veon Bell left end for no gain (tackle by Maxx Crosby and Johnathan Abram),3.120,2.570
3,8:32,2,10,LVR 37,14,17,Patrick Mahomes pass complete short left to Travis Kelce for 12 yards (tackle by Isaiah Johnson),2.570,3.910
3,7:45,1,10,LVR 25,14,17,Le'Veon Bell left end for -2 yards (tackle by Arden Key),3.910,3.090
3,7:08,2,12,LVR 27,14,17,Patrick Mahomes pass complete short right to Tyreek Hill for 13 yards (tackle by Johnathan Abram),3.090,4.650
3,6:34,1,10,LVR 14,14,17,Patrick Mahomes pass incomplete short middle intended for Travis Kelce,4.650,4.000
3,6:29,2,10,LVR 14,20,17,"Clyde Edwards-Helaire right tackle for 14 yards, touchdown",4.000,7.000
3,6:23,,,LVR 15,21,17,Harrison Butker kicks extra point good,0.000,0.000
3,6:23,,,KAN 35,21,17,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,6:23,1,10,LVR 25,21,17,Josh Jacobs left guard for 2 yards (tackle by Damien Wilson),0.610,0.330
3,5:55,2,8,LVR 27,21,17,Josh Jacobs right guard for 2 yards (tackle by Chris Jones),0.330,-0.100
3,5:13,3,6,LVR 29,21,17,Derek Carr pass complete short right to Darren Waller for 16 yards (tackle by Charvarius Ward),-0.100,1.930
3,4:32,1,10,LVR 45,21,17,Derek Carr pass complete short left to Nelson Agholor for 7 yards (tackle by L'Jarius Sneed),1.930,2.330
3,3:52,2,3,KAN 48,21,17,Derek Carr pass complete short middle to Josh Jacobs for 9 yards (tackle by L'Jarius Sneed and Anthony Hitchens),2.330,2.980
3,3:10,1,10,KAN 39,21,17,Josh Jacobs right tackle for 11 yards (tackle by Anthony Hitchens),2.980,3.710
3,2:27,1,10,KAN 28,21,17,Josh Jacobs right tackle for 1 yard (tackle by Willie Gay and Mike Pennel),3.710,3.300
3,1:40,2,9,KAN 27,21,17,Derek Carr pass complete short right to Devontae Booker for 3 yards (tackle by Michael Danna),3.300,3.010
3,0:53,3,6,KAN 24,21,17,Derek Carr pass complete short middle to Hunter Renfrow for 21 yards (tackle by Tyrann Mathieu),3.010,6.510
3,0:10,1,3,KAN 3,21,17,Josh Jacobs left tackle for no gain (tackle by Tyrann Mathieu and Daniel Sorensen),6.510,5.530
Quarter,Time,Down,ToGo,Location,KAN,LVR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,KAN 3,21,23,"Derek Carr pass complete short left to Darren Waller for 3 yards, touchdown",5.530,7.000
4,14:54,,,KAN 15,21,24,Daniel Carlson kicks extra point good,0.000,0.000
4,14:54,,,LVR 35,21,24,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,14:54,1,10,KAN 25,21,24,Clyde Edwards-Helaire right guard for -4 yards (tackle by Maxx Crosby),0.610,-0.480
4,14:16,2,14,KAN 21,21,24,Patrick Mahomes pass complete short middle to Demarcus Robinson for 3 yards (tackle by Damon Arnette),-0.480,-0.760
4,13:35,3,11,KAN 24,21,24,"Penalty on Travis Kelce: False Start, 5 yards (no play)",-0.760,-1.510
4,13:34,3,16,KAN 19,21,24,Patrick Mahomes pass incomplete deep right intended for Byron Pringle (defended by Nicholas Morrow),-1.510,-2.140
4,13:25,4,16,KAN 19,21,24,"Tommy Townsend punts 52 yards, returned by Hunter Renfrow for 3 yards (tackle by Dorian O'Daniel)",-2.140,-1.070
4,13:14,1,10,LVR 32,21,24,Josh Jacobs right tackle for 4 yards (tackle by Frank Clark and Anthony Hitchens),1.070,1.070
4,12:36,2,6,LVR 36,21,24,Josh Jacobs left guard for 2 yards (tackle by Derrick Nnadi),1.070,0.630
4,11:52,3,4,LVR 38,21,24,Derek Carr pass incomplete deep right intended for Nelson Agholor,0.630,-0.850
4,11:46,4,4,LVR 38,21,24,"AJ Cole punts 42 yards, returned by Demarcus Robinson for no gain (tackle by Derek Carrier). Penalty on L'Jarius Sneed: Offensive Holding, 9 yards",-0.850,0.380
4,11:33,1,10,KAN 9,21,24,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill (defended by Damon Arnette),-0.380,-0.780
4,11:28,2,10,KAN 9,21,24,Patrick Mahomes pass complete short left to Nick Keizer for 5 yards,-0.780,-0.840
4,10:59,3,5,KAN 14,21,24,"Patrick Mahomes pass complete short right to Tyreek Hill for 15 yards (tackle by Trayvon Mullen). Penalty on Johnathan Abram: Unnecessary Roughness, 15 yards",-0.840,1.860
4,10:36,1,10,KAN 44,21,24,Tyreek Hill left tackle for -5 yards (tackle by Kendal Vickers),1.860,0.640
4,9:54,2,15,KAN 39,21,24,Patrick Mahomes pass complete short right to Demarcus Robinson for 6 yards (tackle by Trayvon Mullen),0.640,0.760
4,9:12,3,9,KAN 45,21,24,Patrick Mahomes left end for 7 yards (tackle by Chris Smith),0.760,0.070
4,8:36,,,,,,Timeout #1 by Kansas City Chiefs,,
4,8:36,4,2,LVR 48,21,24,Patrick Mahomes pass complete short middle to Demarcus Robinson for 9 yards (tackle by Erik Harris),0.070,2.980
4,8:04,1,10,LVR 39,21,24,Le'Veon Bell right guard for 2 yards (tackle by Nicholas Morrow),2.980,2.710
4,7:33,2,8,LVR 37,21,24,Patrick Mahomes pass complete deep right to Travis Kelce for 19 yards,2.710,4.370
4,7:07,,,,,,Timeout #2 by Las Vegas Raiders,,
4,7:07,1,10,LVR 18,21,24,Patrick Mahomes pass complete short left to Tyreek Hill for 9 yards (tackle by Nevin Lawson),4.370,5.420
4,6:23,2,1,LVR 9,21,24,Tyreek Hill left end for 3 yards (tackle by Nicholas Morrow),5.420,5.830
4,6:00,1,6,LVR 6,27,24,"Le'Veon Bell left end for 6 yards, touchdown",5.830,7.000
4,5:54,,,LVR 15,28,24,Harrison Butker kicks extra point good,0.000,0.000
4,5:54,,,KAN 35,28,24,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,5:54,1,10,LVR 25,28,24,Josh Jacobs right guard for 5 yards (tackle by Chris Jones),0.610,0.740
4,5:18,2,5,LVR 30,28,24,Derek Carr pass incomplete deep left intended for Alec Ingold,0.740,0.040
4,5:10,3,5,LVR 30,28,24,Derek Carr pass complete short middle to Nelson Agholor for 20 yards (tackle by Juan Thornhill). Penalty on Bashaud Breeland: Defensive Pass Interference (Declined),0.040,2.260
4,4:42,1,10,LVR 50,28,24,Henry Ruggs left end for 12 yards (tackle by L'Jarius Sneed and Bashaud Breeland),2.260,3.050
4,4:03,1,10,KAN 38,28,24,Derek Carr pass complete short right to Henry Ruggs for 5 yards (tackle by Charvarius Ward),3.050,3.180
4,3:14,2,5,KAN 33,28,24,Josh Jacobs left tackle for 4 yards (tackle by Damien Wilson and Bashaud Breeland),3.180,3.010
4,2:29,3,1,KAN 29,28,24,"Derek Carr aborted snap, recovered by Gabe Jackson at KC-32. Penalty on Chris Jones: Defensive Offside, 6 yards (no play)",3.010,4.040
4,2:24,1,10,KAN 23,28,24,Derek Carr pass incomplete short right intended for Alec Ingold,4.040,3.500
4,2:21,2,10,KAN 23,28,24,Derek Carr pass incomplete short left,3.500,2.810
4,2:16,3,10,KAN 23,28,24,"Derek Carr pass incomplete deep middle intended for Nelson Agholor (defended by Bashaud Breeland). Penalty on Bashaud Breeland: Defensive Pass Interference, 22 yards (no play)",2.810,6.970
4,2:10,1,1,KAN 1,28,24,Josh Jacobs right guard for no gain (tackle by Damien Wilson). Penalty on Tyrann Mathieu: Unsportsmanlike Conduct. Penalty on Chris Jones: Defensive Offside,6.970,6.970
4,2:05,1,1,KAN 1,28,24,"Penalty on Jason Witten: False Start, 4 yards (no play)",6.970,6.060
4,2:05,1,5,KAN 5,28,24,Josh Jacobs right guard for -3 yards (tackle by Anthony Hitchens),6.060,4.570
4,2:00,2,8,KAN 8,28,24,Derek Carr pass complete short right to Darren Waller for 7 yards (tackle by Anthony Hitchens),4.570,5.170
4,1:53,,,,,,Timeout #2 by Kansas City Chiefs,,
4,1:53,3,1,KAN 1,28,30,"Derek Carr pass complete short right to Jason Witten for 1 yard, touchdown",5.170,7.000
4,1:43,,,KAN 15,28,31,Daniel Carlson kicks extra point good,0.000,0.000
4,1:43,,,LVR 35,28,31,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,1:43,1,10,KAN 25,28,31,Patrick Mahomes pass complete short middle to Tyreek Hill for 10 yards (tackle by Nick Kwiatkoski),0.610,1.270
4,1:26,1,10,KAN 35,28,31,Patrick Mahomes pass incomplete short right,1.270,0.720
4,1:20,2,10,KAN 35,28,31,Patrick Mahomes pass complete short left to Tyreek Hill for 9 yards (tackle by Damon Arnette),0.720,1.220
4,1:14,3,1,KAN 44,28,31,Patrick Mahomes pass complete short middle to Mecole Hardman for 16 yards (tackle by Nevin Lawson),1.220,2.920
4,0:56,1,10,LVR 40,28,31,Patrick Mahomes pass complete short middle to Travis Kelce for 15 yards (tackle by Johnathan Abram),2.920,3.910
4,0:40,1,10,LVR 25,28,31,Patrick Mahomes pass complete short left to Darrel Williams for 3 yards (tackle by Johnathan Abram),3.910,3.770
4,0:34,,,,,,Timeout #3 by Kansas City Chiefs,,
4,0:34,2,7,LVR 22,34,31,"Patrick Mahomes pass complete deep middle to Travis Kelce for 22 yards, touchdown",3.770,7.000
4,0:28,,,LVR 15,35,31,Harrison Butker kicks extra point good,0.000,0.000
4,0:28,,,KAN 35,35,31,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,0:28,1,10,LVR 25,35,31,Derek Carr pass deep left intended for Nelson Agholor is intercepted by Daniel Sorensen at KC-43 and returned for 13 yards,0.610,-2.650
4,0:19,1,10,LVR 44,35,31,Patrick Mahomes kneels for -1 yards,2.650,1.980
4,0:17,,,,,,Timeout #3 by Las Vegas Raiders,,
4,0:17,2,11,LVR 45,35,31,Patrick Mahomes kneels for -1 yards,1.980,1.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
