Quarter,Time,Down,ToGo,Location,JAX,BAL,Detail,EPB,EPA
2,7:44,,,BAL 35,0,19,"Justin Tucker kicks off 55 yards, returned by Nathan Cottrell for 19 yards (tackle by Jordan Richards)",0.000,0.870
2,7:38,1,10,JAX 29,0,19,Gardner Minshew pass complete short left to Tyler Eifert for 12 yards (tackle by Matt Judon),0.870,1.660
2,7:05,1,10,JAX 41,0,19,James Robinson up the middle for -1 yards (tackle by Brandon Williams),1.660,0.990
2,6:29,2,11,JAX 40,0,19,Gardner Minshew pass complete short right to DJ Chark for 10 yards (tackle by Marlon Humphrey),0.990,1.620
2,5:57,3,1,JAX 50,0,19,James Robinson left guard for 2 yards (tackle by Patrick Queen and Brandon Williams),1.620,2.390
2,5:16,1,10,BAL 48,0,19,Gardner Minshew pass complete short middle to Laviska Shenault for 2 yards (tackle by Marlon Humphrey),2.390,2.120
2,4:30,2,8,BAL 46,0,19,Gardner Minshew pass complete short left to James Robinson for 3 yards (tackle by Yannick Ngakoue),2.120,1.820
2,3:57,3,5,BAL 43,0,19,James Robinson up the middle for no gain (tackle by Patrick Queen),1.820,0.400
2,3:23,4,5,BAL 43,0,19,Gardner Minshew pass incomplete deep right intended for Chris Conley,0.400,-1.800
2,3:16,1,10,BAL 43,0,19,Gus Edwards right end for 7 yards (tackle by Jarrod Wilson),1.800,2.200
2,2:45,2,3,BAL 50,0,19,Gus Edwards right tackle for 6 yards (tackle by Jarrod Wilson),2.200,2.650
2,2:00,1,10,JAX 44,0,19,J.K. Dobbins left end for 3 yards (tackle by Greg Mabin),2.650,2.520
2,1:54,2,7,JAX 41,0,19,"Lamar Jackson for -128 yards. Lamar Jackson fumbles, recovered by Lamar Jackson at JAC-46 Lamar Jackson pass complete short right to J.K. Dobbins for 17 yards (tackle by Joe Schobert)",2.520,3.970
2,1:46,1,10,JAX 24,0,19,Lamar Jackson pass complete short right to Marquise Brown for 11 yards (tackle by Andrew Wingard),3.970,4.710
2,1:39,1,10,JAX 13,0,19,J.K. Dobbins right tackle for no gain (tackle by Andrew Wingard and Chris Claybrooks),4.710,4.050
2,1:35,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:35,2,10,JAX 13,0,19,Lamar Jackson pass complete short left to Gus Edwards for 2 yards (tackle by Joe Schobert),4.050,3.450
2,1:29,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,1:29,3,8,JAX 11,0,25,"Lamar Jackson pass complete short left to Dez Bryant for 11 yards, touchdown",3.450,7.000
2,1:20,,,JAX 15,0,26,Justin Tucker kicks extra point good,0.000,0.000
2,1:20,,,BAL 35,0,26,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,1:20,1,10,JAX 25,0,26,Gardner Minshew pass complete short middle to DJ Chark for 12 yards (tackle by Anthony Averett),0.610,1.400
2,0:55,1,10,JAX 37,0,26,Gardner Minshew sacked by Yannick Ngakoue for -8 yards,1.400,-0.220
2,0:47,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:47,2,18,JAX 29,0,26,Gardner Minshew sacked by Derek Wolfe for -5 yards,-0.220,-1.550
2,0:41,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:41,3,23,JAX 24,0,26,James Robinson left guard for 2 yards (tackle by Derek Wolfe),-1.550,-1.630
2,0:35,,,,,,Timeout #3 by Baltimore Ravens,,
2,0:35,4,21,JAX 26,0,26,"Aldrick Rosas punts 44 yards, returned by James Proche for 20 yards (tackle by Doug Middleton)",-1.630,-2.260
2,0:26,1,10,BAL 50,0,26,Lamar Jackson pass complete short left to Marquise Brown for 6 yards (tackle by Joe Schobert),2.260,2.520
2,0:08,2,4,JAX 44,0,26,"Lamar Jackson pass incomplete short left intended for Marquise Brown. Penalty on Greg Mabin: Defensive Holding, 5 yards (no play)",2.520,2.980
2,0:03,1,10,JAX 39,0,26,Justin Tucker 57 yard field goal no good,2.980,1.990
Quarter,Time,Down,ToGo,Location,JAX,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,0,26,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,JAX 25,0,26,Gardner Minshew pass complete short middle to Tyler Eifert for 11 yards (tackle by DeShon Elliott and Anthony Averett),0.610,1.330
3,14:21,1,10,JAX 36,0,26,James Robinson right end for no gain (tackle by Justin Madubuike),1.330,0.790
3,13:39,2,10,JAX 36,0,26,Gardner Minshew pass complete short right to Laviska Shenault for 21 yards (tackle by Chuck Clark),0.790,2.720
3,13:05,1,10,BAL 43,0,26,James Robinson right end for 1 yard (tackle by L.J. Fort),2.720,2.310
3,12:27,2,9,BAL 42,0,26,James Robinson right end for 2 yards (tackle by Tyus Bowser and DeShon Elliott),2.310,1.880
3,11:49,3,7,BAL 40,0,26,"Penalty on Dare Ogunbowale: False Start, 5 yards (no play)",1.880,1.220
3,11:33,3,12,BAL 45,0,26,Gardner Minshew pass complete short right to Laviska Shenault for 8 yards (tackle by Marlon Humphrey and Tyus Bowser),1.220,0.790
3,10:47,4,4,BAL 37,0,26,Gardner Minshew pass complete short left to Keelan Cole for 14 yards (tackle by Tramon Williams),0.790,4.040
3,10:09,1,10,BAL 23,0,26,Gardner Minshew pass incomplete short right,4.040,3.500
3,10:06,2,10,BAL 23,0,26,Gardner Minshew pass complete short right to James O'Shaughnessy for 6 yards (tackle by Brandon Williams),3.500,3.660
3,9:15,3,4,BAL 17,6,26,"Gardner Minshew pass complete short right to James Robinson for 17 yards, touchdown",3.660,7.000
3,9:09,,,BAL 15,7,26,Aldrick Rosas kicks extra point good,0.000,0.000
3,9:09,,,JAX 35,7,26,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
3,9:09,1,10,BAL 25,7,26,Lamar Jackson pass incomplete short right intended for Patrick Ricard,0.610,0.060
3,9:05,2,10,BAL 25,7,26,Lamar Jackson right end for 3 yards (tackle by Josh Jones),0.060,-0.230
3,8:24,3,7,BAL 28,7,26,Lamar Jackson pass complete short middle to Mark Andrews for 6 yards (tackle by Myles Jack),-0.230,-1.110
3,8:08,4,1,BAL 34,7,26,Lamar Jackson up the middle for 2 yards (tackle by Adam Gotsis),-1.110,1.330
3,7:28,1,10,BAL 36,7,26,Lamar Jackson right tackle for 4 yards (tackle by Joe Schobert and Doug Costin),1.330,1.330
3,6:47,2,6,BAL 40,7,26,J.K. Dobbins right tackle for 3 yards (tackle by Myles Jack and Tre Herndon),1.330,1.030
3,6:07,3,3,BAL 43,7,26,Lamar Jackson right tackle for 18 yards (tackle by Jarrod Wilson),1.030,2.980
3,5:30,1,10,JAX 39,7,26,Lamar Jackson pass incomplete short left intended for Dez Bryant (defended by Adam Gotsis),2.980,2.440
3,5:27,2,10,JAX 39,7,26,Lamar Jackson pass complete deep middle to Gus Edwards for 34 yards (tackle by Jarrod Wilson),2.440,6.060
3,4:40,1,5,JAX 5,7,32,"Lamar Jackson left end for 5 yards, touchdown",6.060,7.000
3,4:35,,,JAX 15,7,33,Justin Tucker kicks extra point good,0.000,0.000
3,4:35,,,BAL 35,7,33,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,4:35,1,10,JAX 25,7,33,James Robinson right end for 2 yards (tackle by Tyus Bowser and Justin Ellis),0.610,0.330
3,3:59,2,8,JAX 27,7,33,Gardner Minshew pass complete deep right to DJ Chark for 22 yards (tackle by Marlon Humphrey). Penalty on Marlon Humphrey: Defensive Pass Interference (Declined),0.330,2.190
3,3:41,1,10,JAX 49,7,33,James Robinson left guard for 11 yards (tackle by Malik Harrison),2.190,2.920
3,2:59,1,10,BAL 40,7,33,Gardner Minshew pass complete short left to Laviska Shenault for 2 yards (tackle by Anthony Averett),2.920,2.640
3,2:15,2,8,BAL 38,7,33,Gardner Minshew pass complete deep middle to Tyler Eifert for 28 yards (tackle by Marlon Humphrey),2.640,4.910
3,1:32,1,10,BAL 10,7,33,James Robinson left guard for 2 yards (tackle by Chuck Clark),4.910,4.570
3,0:54,2,8,BAL 8,7,33,"Penalty on Cam Robinson: False Start, 5 yards (no play)",4.570,3.720
3,0:46,2,13,BAL 13,7,33,Gardner Minshew pass incomplete short middle intended for Laviska Shenault,3.720,3.060
3,0:42,3,13,BAL 13,7,33,"Gardner Minshew sacked by Yannick Ngakoue for -1 yards. Gardner Minshew fumbles (forced by Yannick Ngakoue), recovered by Derek Wolfe at BAL-14 (tackle by Tyler Shatley)",3.060,0.280
3,0:36,1,10,BAL 14,7,33,Gus Edwards right tackle for 4 yards (tackle by Jarrod Wilson and Joe Schobert),-0.280,-0.210
Quarter,Time,Down,ToGo,Location,JAX,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,BAL 18,7,33,Lamar Jackson pass complete short middle to Marquise Brown for -1 yards (tackle by Joe Giles-Harris),-0.210,-1.040
4,14:24,3,7,BAL 17,7,33,"Lamar Jackson sacked by Dawuane Smoot for no gain. Lamar Jackson fumbles (forced by Dawuane Smoot), recovered by Tyre Phillips at BAL-8 and returned for 13 yards (tackle by Jarrod Wilson)",-1.040,0.940
4,13:45,1,10,BAL 30,7,33,Lamar Jackson pass complete deep left to Marquise Brown for 44 yards,0.940,3.840
4,13:15,1,10,JAX 26,7,33,J.K. Dobbins right guard for no gain (tackle by Dawuane Smoot),3.840,3.300
4,12:37,2,10,JAX 26,7,33,Lamar Jackson pass complete short middle to Mark Andrews for 12 yards (tackle by Josh Jones),3.300,4.650
4,11:54,1,10,JAX 14,7,33,J.K. Dobbins right guard for 7 yards (tackle by Jarrod Wilson),4.650,5.280
4,11:12,2,3,JAX 7,7,33,J.K. Dobbins right tackle for 2 yards (tackle by Myles Jack and Adam Gotsis),5.280,4.960
4,10:33,3,1,JAX 5,7,33,Gus Edwards right guard for 2 yards (tackle by Caraun Reid),4.960,6.510
4,9:50,1,3,JAX 3,7,39,"Lamar Jackson pass complete short middle to Mark Andrews for 3 yards, touchdown",6.510,7.000
4,9:46,,,JAX 15,7,40,Justin Tucker kicks extra point good,0.000,0.000
4,9:46,,,BAL 35,7,40,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,9:46,1,10,JAX 25,7,40,James Robinson right end for -1 yards (tackle by Justin Madubuike and Pernell McPhee),0.610,-0.070
4,9:18,2,11,JAX 24,7,40,Gardner Minshew pass incomplete short middle intended for Tyler Eifert,-0.070,-0.760
4,9:14,3,11,JAX 24,7,40,"Gardner Minshew pass complete short middle to Laviska Shenault for 24 yards (tackle by DeShon Elliott and Marlon Humphrey). Penalty on Laviska Shenault: Offensive Pass Interference, 10 yards (no play)",-0.760,-2.550
4,8:44,3,21,JAX 14,7,40,Gardner Minshew pass complete short left to Laviska Shenault for 10 yards (tackle by Tyus Bowser),-2.550,-1.770
4,8:10,4,11,JAX 24,7,40,"Aldrick Rosas for -128 yards. Aldrick Rosas fumbles, recovered by Aldrick Rosas at JAC-2 Aldrick Rosas punts 32 yards, returned by James Proche for 3 yards (tackle by Doug Middleton). Penalty on Andrew Wingard: Ineligible Downfield Kick, 5 yards",-1.770,-2.390
4,7:59,1,10,JAX 48,7,40,Tyler Huntley pass complete short middle to Patrick Ricard for -1 yards (tackle by Joe Schobert),2.390,1.710
4,7:18,2,11,JAX 49,7,40,Gus Edwards right guard for 6 yards (tackle by Joe Schobert and Taven Bryan),1.710,1.820
4,6:32,3,5,JAX 43,7,40,Tyler Huntley right end for 19 yards (tackle by Jarrod Wilson),1.820,3.970
4,5:52,1,10,JAX 24,7,40,J.K. Dobbins up the middle for 1 yard (tackle by Joe Schobert),3.970,3.570
4,5:10,2,9,JAX 23,7,40,"Penalty on Eric Tomlinson: False Start, 5 yards (no play)",3.570,2.890
4,5:09,2,14,JAX 28,7,40,Tyler Huntley pass incomplete deep left intended for Miles Boykin,2.890,2.210
4,5:04,3,14,JAX 28,7,40,"Patrick Mekari aborted snap, recovered by Tyler Huntley at JAC-41 (tackle by Andrew Wingard). Penalty on Patrick Mekari: Illegal Blindside Block, 15 yards",2.210,0.370
4,4:50,3,28,JAX 42,7,40,Tyler Huntley pass complete short middle to Justice Hill for 8 yards (tackle by Tre Herndon),0.370,1.060
4,4:02,,,,,,Timeout #1 by Baltimore Ravens,,
4,4:02,4,20,JAX 34,7,40,Tyler Huntley pass incomplete deep middle intended for Eric Tomlinson,1.060,-1.200
4,3:56,1,10,JAX 34,7,40,Gardner Minshew pass complete short right to Keelan Cole for 8 yards (tackle by Jaylon Ferguson),1.200,1.740
4,3:20,2,2,JAX 42,7,40,"Gardner Minshew pass short right is intercepted by L.J. Fort at JAC-44 and returned for 44 yards. Penalty on Jaylon Ferguson: Roughing the Passer, 15 yards (no play)",1.740,2.720
4,3:09,1,10,BAL 43,7,40,Dare Ogunbowale right guard for 17 yards (tackle by DeShon Elliott and Chuck Clark),2.720,3.840
4,2:26,1,10,BAL 26,7,40,Gardner Minshew pass complete short middle to DJ Chark for 9 yards (tackle by Marlon Humphrey),3.840,4.640
4,2:00,2,1,BAL 17,7,40,Gardner Minshew pass incomplete deep left intended for DJ Chark (defended by Tramon Williams),4.640,3.950
4,1:55,3,1,BAL 17,7,40,Gardner Minshew pass complete short left to Devine Ozigbo for 4 yards (tackle by DeShon Elliott),3.950,4.710
4,1:49,1,10,BAL 13,13,40,"Gardner Minshew pass complete short right to Chris Conley for 13 yards, touchdown. Penalty on Marlon Humphrey: Defensive Pass Interference (Declined)",4.710,7.000
4,1:44,,,BAL 15,14,40,"Aldrick Rosas kicks extra point good. Penalty on Brandon Williams: Illegal Formation, 5 yards",0.000,0.000
4,1:44,,,JAX 40,14,40,"Aldrick Rosas kicks off 60 yards, touchback.",0.000,0.610
4,1:44,1,10,BAL 25,14,40,Gus Edwards right tackle for 5 yards (tackle by Myles Jack),0.610,0.740
4,0:59,2,5,BAL 30,14,40,Tyler Huntley kneels for -1 yards,0.740,-0.100
4,0:27,3,6,BAL 29,14,40,Tyler Huntley kneels for -1 yards,-0.100,-1.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
