Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Panthers won the coin toss and deferred, Buccaneers to receive the opening kickoff.",,
1,15:00,,,CAR 35,0,0,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,TAM 25,0,0,Jameis Winston pass complete short left to Peyton Barber for 1 yard (tackle by Kurt Coleman),0.610,0.200
1,14:18,2,9,TAM 26,0,0,Peyton Barber right tackle for 4 yards (tackle by Shaq Thompson and Star Lotulelei),0.200,0.040
1,13:39,3,5,TAM 30,0,0,Jameis Winston pass complete short left to Mike Evans for 17 yards (tackle by James Bradberry),0.040,2.060
1,13:07,1,10,TAM 47,0,0,Peyton Barber right end for -5 yards (tackle by Luke Kuechly and Colin Jones),2.060,0.840
1,12:19,2,15,TAM 42,0,0,"Jameis Winston sacked by Wes Horton for -5 yards. Jameis Winston fumbles (forced by Wes Horton), recovered by Bryan Cox at TAM-48 and returned for 15 yards",0.840,-3.380
1,12:08,1,10,TAM 33,0,0,Christian McCaffrey right guard for 4 yards (tackle by Lavonte David),3.380,3.380
1,11:41,2,6,TAM 29,0,0,Cam Newton pass complete short middle to Devin Funchess for 5 yards (tackle by Chris Conte),3.380,3.340
1,11:04,3,1,TAM 24,0,0,Cam Newton middle for 1 yard (tackle by Chris Baker),3.340,4.040
1,10:25,1,10,TAM 23,0,0,"Christian McCaffrey left end for -2 yards (tackle by Chris Conte). Penalty on Chris Conte: Face Mask (15 Yards), 12 yards (no play)",4.040,4.840
1,10:06,1,10,TAM 11,0,0,Cam Newton middle for no gain (tackle by Chris Baker and Lavonte David),4.840,4.140
1,9:30,2,10,TAM 11,0,0,Cam Newton pass complete short left to Devin Funchess for 3 yards (tackle by Chris Baker and Clinton McDonald),4.140,3.760
1,8:59,3,7,TAM 8,0,0,Cam Newton middle for 1 yard (tackle by Chris Conte),3.760,2.980
1,8:17,4,6,TAM 7,0,3,Graham Gano 25 yard field goal good,2.980,3.000
1,8:13,,,CAR 35,0,3,Graham Gano kicks off 54 yards (tackle by Jairus Byrd),0.000,-0.540
1,8:07,1,10,TAM 24,0,3,Peyton Barber left guard for 1 yard (tackle by Julius Peppers and Mike Adams),0.540,0.130
1,7:30,2,9,TAM 25,0,3,Jacquizz Rodgers right tackle for 2 yards (tackle by Shaq Thompson and Kawann Short),0.130,-0.300
1,6:51,3,7,TAM 27,0,3,Jameis Winston pass complete short left to Adam Humphries for 9 yards (tackle by Mike Adams),-0.300,1.330
1,6:15,1,10,TAM 36,0,3,Peyton Barber left guard for 4 yards (tackle by Kurt Coleman and Luke Kuechly),1.330,1.330
1,5:39,2,6,TAM 40,0,3,Peyton Barber left tackle for 34 yards (tackle by Kurt Coleman),1.330,3.840
1,4:57,1,10,CAR 26,0,3,Jameis Winston pass complete short right to Adam Humphries for 6 yards (tackle by James Bradberry),3.840,4.110
1,4:43,2,4,CAR 20,0,3,Peyton Barber middle for 4 yards (tackle by Kyle Love),4.110,4.510
1,3:58,1,10,CAR 16,0,3,Peyton Barber left tackle for no gain (tackle by Vernon Butler),4.510,3.900
1,3:19,2,10,CAR 16,0,3,Jameis Winston pass complete short left to Mike Evans for 3 yards (tackle by Captain Munnerlyn and James Bradberry),3.900,3.540
1,2:33,3,7,CAR 13,0,3,Jameis Winston pass incomplete short left intended for Mike Evans. Penalty on Mike Evans: Offensive Pass Interference (Declined),3.540,2.570
1,2:27,4,7,CAR 13,3,3,Patrick Murray 31 yard field goal good,2.570,3.000
1,2:24,,,TAM 35,3,3,"Patrick Murray kicks off 68 yards, returned by Damiere Byrd for 23 yards (tackle by Freddie Martino)",0.000,-0.280
1,2:19,1,10,CAR 20,3,3,Christian McCaffrey right guard for 3 yards (tackle by Lavonte David),0.280,0.140
1,1:50,2,7,CAR 23,3,3,Cam Newton pass complete short middle to Devin Funchess for 3 yards (tackle by Chris Conte),0.140,-0.160
1,1:10,3,4,CAR 26,3,3,Cam Newton sacked by Gerald McCoy for -12 yards,-0.160,-2.470
1,0:38,4,16,CAR 14,3,3,"Michael Palardy punts 41 yards, fair catch by Adam Humphries",-2.470,-1.930
1,0:30,1,10,TAM 45,3,3,"Jameis Winston pass incomplete short left intended for Chris Godwin. Penalty on James Bradberry: Defensive Holding, 5 yards (no play)",1.930,2.260
1,0:21,1,10,,3,3,Jameis Winston pass complete short middle to Chris Godwin for 15 yards (tackle by Kurt Coleman and Daryl Worley),2.260,3.250
Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CAR 35,3,3,Jameis Winston pass complete short left to Mike Evans for 13 yards (tackle by Kurt Coleman),3.250,4.110
2,14:21,1,10,CAR 22,3,3,Doug Martin middle for 4 yards (tackle by Julius Peppers and Mike Adams),4.110,4.130
2,13:41,2,6,CAR 18,3,3,"Jameis Winston for no gain. Jameis Winston fumbles, recovered by Julius Peppers at CAR-19 (tackle by Jacquizz Rodgers)",4.130,-0.150
2,13:36,1,10,CAR 19,3,3,Cam Newton right end for 4 yards (tackle by Clinton McDonald and Kendell Beckwith),0.150,0.210
2,12:53,2,6,CAR 23,3,3,Jonathan Stewart middle for 2 yards (tackle by Kendell Beckwith and Kwon Alexander),0.210,-0.290
2,12:17,3,4,CAR 25,3,3,"Cam Newton pass incomplete short left intended for Greg Olsen. Penalty on T.J. Ward: Defensive Pass Interference, 4 yards (no play)",-0.290,0.870
2,12:12,1,10,CAR 29,3,3,Cam Newton pass complete short left to Greg Olsen for 11 yards (tackle by T.J. Ward),0.870,1.600
2,11:43,1,10,CAR 40,3,3,Cam Newton right end for 4 yards (tackle by Kwon Alexander),1.600,1.590
2,11:43,2,6,CAR 44,3,3,"Penalty on Ryan Russell: Neutral Zone Infraction, 5 yards (no play)",1.590,2.270
2,11:04,2,1,CAR 49,3,3,Cam Newton left end for 5 yards (tackle by Kwon Alexander),2.270,2.520
2,10:30,1,10,TAM 46,3,3,Cam Newton pass complete short right to Damiere Byrd for 31 yards (tackle by Chris Conte),2.520,4.580
2,9:58,1,10,TAM 15,3,3,Cam Newton right end for 4 yards (tackle by Kwon Alexander),4.580,4.640
2,9:16,2,6,TAM 11,3,3,Cam Newton middle for 1 yard (tackle by Lavonte David and Kwon Alexander),4.640,4.000
2,8:47,3,5,TAM 10,3,3,Derek Anderson pass incomplete short right intended for Damiere Byrd,4.000,2.810
2,8:42,4,5,TAM 10,3,6,Graham Gano 28 yard field goal good,2.810,3.000
2,8:38,,,CAR 35,3,6,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,8:38,1,10,TAM 25,3,6,Doug Martin left end for no gain (tackle by Mario Addison),0.610,0.060
2,7:57,2,10,TAM 25,3,6,Jameis Winston sacked by Mario Addison and Star Lotulelei for -6 yards,0.060,-1.510
2,7:09,3,16,TAM 19,3,6,Jameis Winston pass complete short right to Cameron Brate for 4 yards (tackle by Kevon Seymour),-1.510,-1.830
2,6:51,4,12,TAM 23,3,6,"Bryan Anger punts 50 yards, returned by Kaelin Clay for 3 yards (tackle by Devante Bond)",-1.830,-0.940
2,6:40,1,10,CAR 30,3,6,Christian McCaffrey right end for 6 yards (tackle by Lavonte David and Sealver Siliga),0.940,1.200
2,6:01,2,4,CAR 36,3,6,Jonathan Stewart middle for 2 yards (tackle by Gerald McCoy and Lavonte David),1.200,0.760
2,5:30,3,2,CAR 38,3,6,Cam Newton pass incomplete short middle intended for Christian McCaffrey,0.760,-0.850
2,5:24,4,2,CAR 38,3,6,"Michael Palardy punts 46 yards, fair catch by Adam Humphries",-0.850,0.140
2,5:16,1,10,TAM 16,3,6,Jameis Winston middle for 3 yards (tackle by Shaq Thompson),-0.140,-0.180
2,4:40,2,7,TAM 19,3,6,Jameis Winston pass complete short right to Chris Godwin for 70 yards (tackle by Luke Kuechly),-0.180,4.840
2,3:47,1,10,CAR 11,3,6,Jameis Winston pass incomplete short left intended for Mike Evans,4.840,4.140
2,3:42,2,10,CAR 11,3,6,Peyton Barber right guard for 1 yard (tackle by Kurt Coleman),4.140,3.300
2,3:07,3,9,CAR 10,3,6,Jameis Winston sacked by Wes Horton and Kawann Short for -13 yards,3.300,0.000
2,3:02,,,,,,Timeout #1 by Carolina Panthers,0.000,-1.930
2,3:02,4,22,CAR 23,6,6,Patrick Murray 41 yard field goal good,1.930,3.000
2,2:58,,,TAM 35,6,12,"Patrick Murray kicks off 68 yards, returned by Damiere Byrd for 103 yards, touchdown",0.000,-7.000
2,2:43,,,TAM 15,6,12,"Graham Gano kicks extra point no good, blocked by William Gholston",0.000,-1.000
2,2:43,,,CAR 35,6,12,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,2:43,1,10,TAM 25,6,12,Jameis Winston pass incomplete short right intended for Cameron Brate,0.610,0.060
2,2:37,2,10,TAM 25,6,12,Jameis Winston for 3 yards (tackle by James Bradberry),0.060,0.000
2,2:03,,,,,,Timeout #1 by Tampa Bay Buccaneers,0.000,0.230
2,2:03,3,7,TAM 28,6,12,Jameis Winston pass complete deep left to Mike Evans for 16 yards (tackle by James Bradberry),-0.230,1.860
2,1:57,1,10,TAM 44,6,12,"Jameis Winston sacked by Vernon Butler for -5 yards. Penalty on Vernon Butler: Face Mask (15 Yards), 15 yards (no play)",1.860,2.850
2,1:52,1,10,CAR 41,6,12,Charles Sims for no gain (tackle by Daryl Worley),2.850,2.310
2,1:47,2,10,CAR 41,6,12,Jameis Winston pass complete deep left to Adam Humphries for 36 yards (tackle by Kurt Coleman),2.310,6.060
2,1:01,1,5,CAR 5,6,12,Peyton Barber left guard for 1 yard (tackle by Luke Kuechly and Mike Adams),6.060,5.340
2,0:18,2,4,CAR 4,6,12,Peyton Barber left end for -2 yards (tackle by Luke Kuechly and Shaq Thompson),5.340,0.000
2,0:13,,,,,,Timeout #2 by Tampa Bay Buccaneers,0.000,-4.040
2,0:13,3,6,CAR 6,6,12,"Jameis Winston pass incomplete short middle intended for Cameron Brate. Penalty on Mike Adams: Defensive Holding, 3 yards (no play)",4.040,0.000
2,0:09,,,,,,Timeout #2 by Carolina Panthers,0.000,-6.510
2,0:09,1,3,CAR 3,6,12,Jameis Winston pass incomplete short right intended for Chris Godwin,6.510,5.530
2,0:05,2,3,CAR 3,9,12,Patrick Murray 21 yard field goal good,5.530,3.000
2,0:02,,,TAM 35,9,12,Patrick Murray kicks off 32 yards,0.000,1.270
Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,9,12,"Patrick Murray kicks off 66 yards, returned by Damiere Byrd for 20 yards (tackle by Riley Bullough)",0.000,-0.150
3,14:55,1,10,CAR 19,9,12,Cam Newton pass complete short left to Greg Olsen for 11 yards (tackle by Kendell Beckwith),0.150,0.940
3,14:38,1,10,CAR 30,9,12,Jonathan Stewart right guard for 1 yard (tackle by Kendell Beckwith and T.J. Ward),0.940,0.530
3,14:02,2,9,CAR 31,9,12,Cam Newton pass complete short right to Jonathan Stewart for -1 yards (tackle by Brent Grimes),0.530,-0.300
3,14:02,3,10,CAR 30,9,12,"Penalty on Kendell Beckwith: Neutral Zone Infraction, 5 yards (no play)",-0.300,0.370
