#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:59,DEN 40,7,3:55,27,Field Goal
2,1,4:17,DEN 27,5,2:44,27,Punt
3,2,14:45,CIN 46,8,3:51,46,Touchdown
4,2,9:21,CIN 39,1,0:11,0,Interception
5,2,3:13,DEN 34,5,2:00,66,Touchdown
6,2,1:07,CIN 29,7,0:56,20,Field Goal
7,3,15:00,DEN 30,6,3:50,20,Punt
8,3,8:42,DEN 28,7,4:18,26,Interception
9,3,1:24,DEN 39,4,1:34,-15,Punt
10,4,14:24,DEN 36,3,1:40,5,Punt
11,4,9:10,DEN 34,2,0:46,2,Interception
12,4,8:16,,8,4:00,29,Field Goal
13,4,3:04,DEN 15,6,2:33,10,Punt
