Quarter,Time,Down,ToGo,Location,DEN,CIN,Detail,EPB,EPA
2,9:21,1,10,CIN 39,10,0,Jake Plummer pass incomplete intended for Shannon Sharpe is intercepted by Brian Simmons at CIN-34 and returned for 13 yards (tackle by Mike Anderson),2.980,-2.060
2,9:10,1,10,CIN 47,10,0,Corey Dillon left end for 1 yard (tackle by John Mobley and Ian Gold),2.060,1.650
2,8:32,2,9,CIN 48,10,0,Jon Kitna pass incomplete (defended by Darius Holland),1.650,0.960
2,8:27,3,9,CIN 48,10,0,"Jon Kitna pass complete to Corey Dillon for 16 yards (tackle by Lenny Walls). Penalty on CIN: Illegal Shift, 5 yards (no play)",0.960,0.300
2,8:00,3,14,CIN 43,10,0,Jon Kitna pass complete to Chad Ochocinco for 22 yards (tackle by Deltha O'Neal),0.300,3.250
2,7:30,1,10,DEN 35,10,0,Peter Warrick left end for 14 yards (tackle by Al Wilson),3.250,4.170
2,6:46,1,10,DEN 21,10,0,Corey Dillon right end for no gain (tackle by Ian Gold),4.170,3.630
2,6:16,2,10,DEN 21,10,0,Jon Kitna pass complete to Peter Warrick for 15 yards (tackle by Sam Brandon),3.630,5.830
2,5:34,1,6,DEN 6,10,0,Jon Kitna pass complete to Peter Warrick for 3 yards (tackle by Ian Gold),5.830,5.530
2,4:58,2,3,DEN 3,10,0,Corey Dillon right tackle for no gain (tackle by Bertrand Berry),5.530,4.720
2,4:18,3,3,DEN 3,10,0,"Jon Kitna for no gain (tackle by Reggie Hayward). Jon Kitna fumbles (forced by Reggie Hayward), recovered by Matt Schobel at DEN-3",4.720,3.040
2,3:39,4,3,DEN 3,10,0,"Shayne Graham 21 yard field goal good. Penalty on Eric Steinbach: False Start, 5 yards (no play)",3.040,2.950
2,3:17,4,8,DEN 8,10,3,Shayne Graham 26 yard field goal good,2.950,3.000
2,,,,CIN 30,10,3,"Shayne Graham kicks off 70 yards, returned by Chris Cole for 34 yards (tackle by Chris Edmonds)",0.000,1.200
2,3:08,1,10,DEN 34,10,3,Jake Plummer pass complete to Shannon Sharpe for 23 yards (tackle by Marquand Manuel),1.200,2.720
2,2:26,1,10,CIN 43,10,3,Jake Plummer for 1 yard (tackle by Duane Clemons),2.720,2.310
2,2:00,2,9,CIN 42,10,3,Jake Plummer pass complete to Rod Smith for 11 yards (tackle by Carl Powell),2.310,3.510
2,1:25,1,10,CIN 31,10,3,Clinton Portis left end for 23 yards (tackle by Mark Roman),3.510,5.370
2,1:18,1,8,CIN 8,16,3,"Clinton Portis up the middle for 8 yards, touchdown",5.370,7.000
2,,,,CIN 2,17,3,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,17,3,"Micah Knorr kicks off 63 yards, returned by Brandon Bennett for 18 yards (tackle by Kelly Herndon). Brandon Bennett fumbles (forced by Kelly Herndon), recovered by Jashon Sykes at CIN-29 (tackle by Brandon Bennett)",0.000,-3.640
2,1:07,1,10,CIN 29,17,3,Rod Smith right end for 7 yards (tackle by Dwayne Levels),3.640,4.050
2,0:54,,,,17,3,Timeout #2 by Denver Broncos,0.000,4.050
2,0:54,2,3,CIN 22,17,3,Jake Plummer up the middle for 2 yards (tackle by Artrell Hawkins),4.050,3.600
2,0:44,,,,17,3,Timeout #3 by Denver Broncos,0.000,3.600
2,0:44,3,1,CIN 20,17,3,Clinton Portis left end for 5 yards (tackle by Tory James),3.600,4.580
2,0:26,1,10,CIN 15,17,3,Jake Plummer spiked the ball,4.580,3.950
2,0:25,2,10,CIN 15,17,3,Jake Plummer pass incomplete intended for Rod Smith,3.950,3.100
2,0:19,3,10,CIN 15,17,3,Jake Plummer pass complete to Rod Smith for 6 yards (tackle by Tory James),3.100,2.900
2,0:15,4,4,CIN 9,20,3,Jason Elam 27 yard field goal good,2.900,3.000
2,,,,DEN 30,20,3,"Micah Knorr kicks off 67 yards, returned by Brandon Bennett for 19 yards (tackle by Nick Ferguson)",0.000,0.410
2,0:05,1,10,CIN 22,20,3,Jon Kitna kneels for -1 yards,0.410,-0.270
Quarter,Time,Down,ToGo,Location,DEN,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,20,3,"Shayne Graham kicks off 70 yards, returned by Chris Cole for 30 yards (tackle by Kevin Kaesviharn)",0.000,0.940
3,14:50,1,10,DEN 30,20,3,Clinton Portis up the middle for 1 yard (tackle by Oliver Gibson and Justin Smith),0.940,0.530
3,14:10,2,9,DEN 31,20,3,Jake Plummer pass complete to Clinton Portis for 8 yards (tackle by Marquand Manuel),0.530,0.890
3,13:28,3,1,DEN 39,20,3,Jake Plummer up the middle for 4 yards (tackle by Carl Powell),0.890,1.800
3,12:48,1,10,DEN 43,20,3,Jake Plummer pass incomplete intended for Dwayne Carswell,1.800,1.250
3,12:42,2,10,DEN 43,20,3,Jake Plummer pass incomplete intended for Rod Smith (defended by Jeff Burris),1.250,0.560
,,,,,,,"CIN challenged the ruling, and the original play was overturned.",,
3,12:02,3,10,DEN 43,20,3,Jake Plummer pass complete to Clinton Portis for 7 yards (tackle by Justin Smith),0.560,-0.060
3,11:22,4,3,CIN 50,20,3,Micah Knorr punts 43 yards,-0.060,0.380
3,11:10,1,10,CIN 7,20,3,Jon Kitna pass incomplete intended for Peter Warrick,-0.380,-0.780
3,11:05,2,10,CIN 7,20,3,Corey Dillon left guard for 3 yards (tackle by Al Wilson),-0.780,-1.070
3,10:25,3,7,CIN 10,26,3,"Jon Kitna pass incomplete intended for Corey Dillon is intercepted by Ian Gold at CIN-12 and returned for 12 yards, touchdown",-1.070,-7.000
3,,,,CIN 2,27,3,Jason Elam kicks extra point good,0.000,0.000
3,,,,DEN 30,27,3,"Micah Knorr kicks off 63 yards, returned by Brandon Bennett for 20 yards (tackle by Donnie Spragan)",0.000,0.740
3,10:12,1,10,CIN 27,27,3,Jon Kitna pass incomplete intended for Tony Stewart,0.740,0.200
3,10:08,2,10,CIN 27,27,3,Corey Dillon left guard for 7 yards (tackle by Mario Fatafehi),0.200,0.430
3,9:28,3,3,CIN 34,27,3,Jon Kitna sacked by Bertrand Berry for -7 yards,0.430,-1.570
3,8:54,4,10,CIN 27,27,3,"Nick Harris punts 51 yards, returned by Deltha O'Neal for 6 yards (tackle by Kevin Kaesviharn)",-1.570,-0.810
3,8:42,1,10,DEN 28,27,3,Clinton Portis right end for 1 yard (tackle by Jeff Burris and Kevin Hardy),0.810,0.400
3,8:02,2,9,DEN 29,27,3,Clinton Portis right guard for no gain (tackle by Adrian Ross),0.400,-0.300
3,7:25,3,9,DEN 29,27,3,Jake Plummer pass complete to Rod Smith for 12 yards (tackle by Mark Roman),-0.300,1.660
3,6:42,1,10,DEN 41,27,3,Clinton Portis right guard for 1 yard (tackle by Glen Steele and Justin Smith),1.660,1.260
3,5:59,2,9,DEN 42,27,3,Clinton Portis right guard for 2 yards (tackle by Adrian Ross and Rogers Beckett),1.260,0.830
3,5:18,3,7,DEN 44,27,3,Jake Plummer pass complete to Dwayne Carswell for 10 yards (tackle by Kevin Kaesviharn),0.830,2.520
3,4:38,1,10,CIN 46,27,3,Jake Plummer pass incomplete intended for Ashley Lelie is intercepted by Tory James at CIN-3 and returned for 24 yards (tackle by Reuben Droughns),2.520,-0.740
3,4:24,1,10,CIN 27,27,3,"Corey Dillon right end for 4 yards (tackle by Ian Gold). Penalty on DEN: Face Mask (15 Yards), 15 yards",0.740,1.990
3,4:07,1,10,CIN 46,27,3,Jon Kitna pass complete to Jeremi Johnson for 6 yards (tackle by John Mobley),1.990,2.260
3,3:32,2,4,DEN 48,27,3,Jon Kitna pass complete to Corey Dillon for 5 yards (tackle by Kenoy Kennedy),2.260,2.720
3,2:56,1,10,DEN 43,27,3,Corey Dillon for -4 yards (tackle by Ian Gold),2.720,1.640
3,2:17,2,14,DEN 47,27,3,Jon Kitna pass incomplete intended for Corey Dillon,1.640,0.960
3,2:11,3,14,DEN 47,27,3,Jon Kitna pass complete to Brandon Bennett for 10 yards (tackle by Ian Gold),0.960,0.790
3,1:30,4,4,DEN 37,27,3,Brandon Bennett left tackle for -1 yards (tackle by Reggie Hayward),0.790,-1.530
3,1:24,1,10,DEN 39,27,3,"Ashley Lelie right end for no gain (tackle by Kevin Kaesviharn). Penalty on Shannon Sharpe: Offensive Holding, 10 yards",1.530,0.870
3,0:56,1,20,DEN 29,27,3,Clinton Portis left end for 6 yards (tackle by Duane Clemons),0.870,0.450
3,0:15,2,14,DEN 35,27,3,"Jake Plummer pass incomplete. Penalty on Jake Plummer: Intentional Grounding, 10 yards",0.450,-1.550
3,0:11,3,24,DEN 25,27,3,Mike Anderson right end for -1 yards (tackle by John Thornton and Adrian Ross),-1.550,-1.770
Quarter,Time,Down,ToGo,Location,DEN,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,25,DEN 24,27,3,"Micah Knorr punts 41 yards, returned by Peter Warrick for -3 yards (tackle by Mike Anderson)",-1.770,-1.070
4,14:50,1,10,CIN 32,27,3,Jon Kitna pass incomplete intended for Reggie Kelly (defended by Reggie Hayward),1.070,0.530
4,14:45,2,10,CIN 32,27,3,Jon Kitna pass incomplete intended for Chad Ochocinco (defended by Lenny Walls),0.530,-0.160
4,14:39,3,10,CIN 32,27,3,Jon Kitna pass incomplete intended for Chad Ochocinco,-0.160,-1.240
4,14:32,4,10,CIN 32,27,3,Nick Harris punts 32 yards,-1.240,-1.330
4,14:24,1,10,DEN 36,27,3,Rod Smith right end for 4 yards (tackle by Oliver Gibson),1.330,1.330
4,13:43,2,6,DEN 40,27,3,Clinton Portis right tackle for 1 yard (tackle by Oliver Gibson),1.330,0.760
4,13:02,3,5,DEN 41,27,3,Jake Plummer pass incomplete intended for Ashley Lelie,0.760,-0.650
4,12:58,4,5,DEN 41,27,3,"Micah Knorr punts 55 yards, returned by Peter Warrick for 6 yards (tackle by Kenoy Kennedy)",-0.650,0.380
4,12:44,1,10,CIN 10,27,3,Jon Kitna pass complete to Matt Schobel for 40 yards (tackle by Lenny Walls),-0.380,2.260
4,12:09,1,10,CIN 50,27,3,Jon Kitna sacked by Reggie Hayward for -6 yards,2.260,0.900
4,11:40,2,16,CIN 44,27,3,Jon Kitna pass complete to Kelley Washington for 9 yards (tackle by Lenny Walls),0.900,1.420
4,11:08,3,7,DEN 47,27,3,Jon Kitna pass complete to Peter Warrick for 8 yards (tackle by Kelly Herndon),1.420,2.980
4,10:37,1,10,DEN 39,27,3,Brandon Bennett left guard for 1 yard (tackle by Ian Gold),2.980,2.580
4,10:01,2,9,DEN 38,27,3,Jon Kitna pass incomplete intended for Chad Ochocinco (defended by Sam Brandon),2.580,1.880
4,9:56,3,9,DEN 38,27,3,Jon Kitna pass complete to Chad Ochocinco for 4 yards (tackle by Deltha O'Neal),1.880,1.070
4,9:16,4,5,DEN 34,27,3,Jon Kitna pass incomplete intended for Kelley Washington,1.070,-1.200
4,9:10,1,10,DEN 34,27,3,Clinton Portis left tackle for 2 yards (tackle by Tony Williams),1.200,0.930
4,8:31,2,8,DEN 36,27,3,Jake Plummer pass incomplete intended for Shannon Sharpe is intercepted by Mark Roman at DEN-45 and returned for 1 yard (tackle by Clinton Portis),0.930,-2.650
4,8:24,1,10,DEN 44,27,3,"Jon Kitna sacked by Trevor Pryce for -7 yards. Jon Kitna fumbles (forced by Trevor Pryce), recovered by Reggie Hayward at tm_-50 (tackle by Levi Jones)",2.650,-2.260
,,,,,,,"CIN challenged the ruling, and the play was upheld.",,
4,8:16,1,10,CIN 50,27,3,Clinton Portis right end for 3 yards (tackle by Rogers Beckett),2.260,2.120
4,7:37,2,7,CIN 47,27,3,Clinton Portis left guard for 8 yards (tackle by Rogers Beckett),2.120,2.980
4,6:57,1,10,CIN 39,27,3,Clinton Portis right end for 5 yards (tackle by Adrian Ross and Dwayne Levels),2.980,3.120
4,6:15,2,5,CIN 34,27,3,Mike Anderson right end for 6 yards (tackle by Duane Clemons). Penalty on Tony Williams: Defensive Offside (Declined),3.120,3.710
4,5:49,1,10,CIN 28,27,3,Mike Anderson right tackle for 1 yard (tackle by Rogers Beckett),3.710,3.300
4,5:07,2,9,CIN 27,27,3,Jake Plummer pass incomplete intended for Shannon Sharpe,3.300,2.610
4,5:02,3,9,CIN 27,27,3,Jake Plummer pass complete to Rod Smith for 6 yards (tackle by Jeff Burris),2.610,2.160
4,4:21,4,3,CIN 21,30,3,Jason Elam 39 yard field goal good,2.160,3.000
4,,,,DEN 30,30,3,"Micah Knorr kicks off 69 yards, returned by Brandon Bennett for 24 yards (tackle by Nick Ferguson)",0.000,0.610
4,4:10,1,10,CIN 25,30,3,Jon Kitna pass complete to Peter Warrick for 5 yards (tackle by Kelly Herndon),0.610,0.740
4,3:50,2,5,CIN 30,30,3,Jon Kitna pass complete to Kelley Washington for 9 yards (tackle by Kenoy Kennedy),0.740,1.530
4,3:32,1,10,CIN 39,30,3,Jon Kitna pass complete to Matt Schobel for 20 yards (tackle by Sam Brandon),1.530,2.850
4,3:10,1,10,DEN 41,30,9,"Jon Kitna pass complete to Chad Ochocinco for 41 yards, touchdown",2.850,7.000
,,,,,,,"DEN challenged the ruling, and the play was upheld.",,
4,,,,DEN 2,30,10,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,30,10,"Shayne Graham kicks off 66 yards, returned by Deltha O'Neal for 11 yards (tackle by Kevin Kaesviharn)",0.000,-0.220
4,2:59,1,10,DEN 15,30,10,Mike Anderson for 4 yards (tackle by Oliver Gibson),-0.220,-0.110
4,2:51,,,,30,10,Timeout #2 by Cincinnati Bengals,0.000,-0.110
4,2:51,2,6,DEN 19,30,10,Mike Anderson left end for no gain (tackle by Mark Roman),-0.110,-0.880
4,2:43,,,,30,10,Timeout #3 by Cincinnati Bengals,0.000,-0.880
4,2:43,3,6,DEN 19,30,10,Steve Beuerlein for 7 yards (tackle by Duane Clemons),-0.880,0.670
4,2:35,1,10,DEN 26,30,10,Mike Anderson right tackle for 2 yards (tackle by Oliver Gibson),0.670,0.400
4,2:00,2,8,DEN 28,30,10,Mike Anderson right guard for 3 yards (tackle by Kevin Hardy),0.400,0.100
4,1:17,3,5,DEN 31,30,10,Steve Beuerlein sacked by Duane Clemons for -6 yards,0.100,-1.700
4,0:41,4,11,DEN 25,30,10,Micah Knorr punts 50 yards,-1.700,-0.610
4,0:31,1,10,CIN 25,30,10,Jon Kitna pass incomplete intended for Kelley Washington (defended by Kelly Herndon),0.610,0.060
4,0:25,2,10,CIN 25,30,10,Jon Kitna pass complete to Chad Ochocinco for 11 yards (tackle by Kelly Herndon),0.060,1.330
4,0:20,1,10,CIN 36,30,10,Jon Kitna pass incomplete intended for Peter Warrick (defended by Al Wilson),1.330,0.790
4,0:08,2,10,CIN 36,30,10,Jon Kitna pass complete to Matt Schobel for 31 yards (tackle by Jimmy Spencer),0.790,3.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
