Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Amon-Ra St. Brown,DET,7,5,56,1,4,42,8.4,14,2.8,8.9,3,1.7,0,0.0,1,94.9
Jahmyr Gibbs,DET,5,4,11,0,1,8,2.0,3,0.8,0.2,0,,1,20.0,0,79.2
Sam LaPorta,DET,5,4,56,0,2,24,6.0,32,8.0,7.0,1,4.0,1,20.0,0,113.3
Josh Reynolds,DET,6,3,69,0,3,51,17.0,18,6.0,13.7,0,,0,0.0,0,91.7
David Montgomery,DET,2,2,20,0,1,-7,-3.5,27,13.5,-3.5,1,2.0,0,0.0,0,108.3
Kalif Raymond,DET,1,1,-2,0,0,-4,-4.0,2,2.0,-4.0,0,,0,0.0,0,79.2
Marvin Jones,DET,1,0,0,0,,0,,0,,8.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Romeo Doubs,GNB,13,9,95,0,4,81,9.0,14,1.6,10.5,0,,0,0.0,1,58.2
Josiah Deguara,GNB,4,4,34,0,1,19,4.8,15,3.8,4.8,0,,0,0.0,0,102.1
Jayden Reed,GNB,5,3,55,0,1,51,17.0,4,1.3,18.0,0,,0,0.0,0,97.9
Tucker Kraft,GNB,2,2,5,0,,-1,-0.5,6,3.0,-0.5,0,,0,0.0,0,79.2
Christian Watson,GNB,4,2,25,1,2,20,10.0,5,2.5,10.3,0,,0,0.0,1,69.8
Aaron Jones,GNB,2,1,-4,0,,-4,-4.0,0,0.0,-1.0,1,1.0,0,0.0,0,56.2
Luke Musgrave,GNB,1,1,1,0,,-4,-4.0,5,5.0,-4.0,0,,0,0.0,0,79.2
Samori Toure,GNB,1,1,35,0,1,35,35.0,0,0.0,35.0,0,,0,0.0,0,118.7
Dontayvion Wicks,GNB,1,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6
AJ Dillon,GNB,1,0,0,0,0,0,,0,,6.0,0,,0,0.0,0,39.6
