0,1
Game Info,Game Info
Won Toss,Packers (deferred)
Roof,outdoors
Surface,grass
Duration,3:04
Attendance,78052
Weather,"64 degrees, relative humidity 75%, wind 8 mph"
Vegas Line,Detroit Lions -2.5
Over/Under,45.0 (over)
