Quarter,Time,Down,ToGo,Location,MIN,NWE,Detail,EPB,EPA
1,6:17,3,3,NWE 27,0,0,Tom Brady pass incomplete short left intended for Aaron Hernandez,-0.030,-1.570
1,6:14,4,3,NWE 27,0,0,"Penalty on Sergio Brown: False Start, 5 yards (no play)",-1.570,-1.900
1,6:14,4,8,NWE 22,0,0,Zoltan Mesko punts 54 yards,-1.900,-0.540
1,6:06,1,10,MIN 24,0,0,Adrian Peterson right tackle for 1 yard (tackle by Brandon Deaderick),0.540,0.130
1,5:34,2,9,MIN 25,0,0,Brett Favre pass complete short right to Percy Harvin for 21 yards (tackle by Brandon Meriweather),0.130,1.990
1,5:03,1,10,MIN 46,0,0,Adrian Peterson left guard for 4 yards (tackle by James Sanders),1.990,1.990
1,4:27,2,6,,0,0,Adrian Peterson right guard for 8 yards (tackle by Mike Wright and Jerod Mayo),1.990,2.790
1,3:52,1,10,NWE 42,0,0,Adrian Peterson middle for 5 yards (tackle by Brandon Spikes),2.790,2.920
1,3:18,2,5,NWE 37,0,0,Toby Gerhart right guard for no gain (tackle by Vince Wilfork and Jerod Mayo),2.920,2.210
1,2:40,3,5,NWE 37,0,0,Brett Favre pass complete short middle to Bernard Berrian for 9 yards (tackle by Devin McCourty),2.210,3.710
1,2:07,1,10,NWE 28,0,0,Adrian Peterson middle for 9 yards (tackle by Jermaine Cunningham),3.710,4.420
1,1:38,2,1,NWE 19,0,0,Adrian Peterson right tackle for 7 yards (tackle by Jerod Mayo and Tully Banta-Cain),4.420,4.780
1,1:05,1,10,NWE 12,0,0,Adrian Peterson left guard for -1 yards (tackle by Brandon Spikes),4.780,3.940
1,0:29,2,11,NWE 13,0,0,"Brett Favre pass incomplete short right intended for Greg Lewis (defended by Brandon Meriweather). Penalty on Gary Guyton: Roughing the Passer, 7 yards (no play)",3.940,5.830
1,0:21,1,6,NWE 6,0,0,Adrian Peterson right guard for 5 yards (tackle by James Sanders and Brandon Meriweather),5.830,5.910
Quarter,Time,Down,ToGo,Location,MIN,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,NWE 1,6,0,"Adrian Peterson left guard for 1 yard, touchdown",5.910,7.000
,,,,,,,"NWE challenged the runner broke the plane ruling, and the play was upheld.",,
2,,,,NWE 2,7,0,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,7,0,"Ryan Longwell kicks off 60 yards, returned by Brandon Tate for 15 yards (tackle by Heath Farwell)",0.000,0.610
2,14:51,1,10,NWE 25,7,0,BenJarvus Green-Ellis right tackle for no gain (tackle by Ray Edwards),0.610,0.060
2,14:23,2,10,NWE 25,7,0,Tom Brady pass complete short middle to BenJarvus Green-Ellis for 11 yards (tackle by Asher Allen and Chad Greenway),0.060,1.330
2,13:45,1,10,NWE 36,7,0,BenJarvus Green-Ellis right end for no gain (tackle by Fred Evans),1.330,0.790
2,13:02,2,10,NWE 36,7,0,Tom Brady pass complete short right to Deion Branch for 21 yards,0.790,2.720
2,12:31,1,10,MIN 43,7,0,Tom Brady pass complete deep middle to Brandon Tate for 32 yards (tackle by Husain Abdullah),2.720,4.840
,,,,,,,"MIN challenged the pass completion ruling, and the play was upheld.",,
2,11:45,1,10,MIN 11,7,0,BenJarvus Green-Ellis middle for 3 yards (tackle by E.J. Henderson),4.840,4.700
2,11:13,2,7,MIN 8,7,0,Tom Brady pass complete short right to Wes Welker for 5 yards (tackle by Antoine Winfield and Husain Abdullah),4.700,4.890
2,10:28,,,,7,0,Timeout #3 by New England Patriots,0.000,4.890
2,10:28,3,2,MIN 3,7,6,"Danny Woodhead middle for 3 yards, touchdown",4.890,7.000
2,,,,MIN 2,7,7,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,7,7,Stephen Gostkowski kicks off 65 yards,0.000,1.600
2,10:25,1,10,MIN 40,7,7,Toby Gerhart left guard for no gain (tackle by Brandon Deaderick and Ron Brace),1.600,1.050
2,9:48,2,10,MIN 40,7,7,Brett Favre pass complete short left to Percy Harvin for 15 yards (tackle by Brandon Meriweather),1.050,2.590
2,9:12,1,10,NWE 45,7,7,"Toby Gerhart left tackle for 2 yards (tackle by Brandon Spikes and Vince Wilfork). Penalty on Visanthe Shiancoe: Illegal Formation, 5 yards (no play)",2.590,2.260
2,8:45,1,15,,7,7,"Brett Favre pass incomplete short right intended for Jim Kleinsasser. Penalty on Brett Favre: Intentional Grounding, 10 yards",2.260,0.020
2,8:40,2,25,MIN 40,7,7,Brett Favre pass complete short right to Toby Gerhart for 13 yards (tackle by Devin McCourty and Jerod Mayo),0.020,1.090
2,7:57,3,12,NWE 47,7,7,Brett Favre pass complete short left to Bernard Berrian for 6 yards (tackle by Devin McCourty),1.090,0.530
2,7:18,4,6,NWE 41,7,7,"Chris Kluwe punts 33 yards, fair catch by Wes Welker",0.530,0.380
2,7:11,1,10,NWE 8,7,7,Tom Brady pass incomplete deep left intended for Deion Branch,-0.380,-0.780
2,7:04,2,10,NWE 8,7,7,Danny Woodhead middle for 2 yards (tackle by Chad Greenway and Jared Allen),-0.780,-1.190
2,6:37,3,8,NWE 10,7,7,Tom Brady pass incomplete short middle intended for Rob Gronkowski,-1.190,-2.490
2,6:32,4,8,NWE 10,7,7,"Zoltan Mesko punts 55 yards, returned by Greg Camarillo for 7 yards (tackle by Sammy Morris)",-2.490,-1.730
2,6:21,1,10,MIN 42,7,7,Brett Favre pass complete deep left to Percy Harvin for 19 yards (tackle by Brandon Meriweather),1.730,2.980
2,5:37,1,10,NWE 39,7,7,Adrian Peterson right guard for 3 yards (tackle by Ron Brace),2.980,2.850
2,4:57,2,7,NWE 36,7,7,Brett Favre pass complete short middle to Percy Harvin for 9 yards (tackle by Tully Banta-Cain and Brandon Meriweather),2.850,3.780
2,4:09,1,10,NWE 27,7,7,Brett Favre pass complete short right to Visanthe Shiancoe for 9 yards (tackle by Brandon Spikes),3.780,4.530
2,3:26,2,1,NWE 18,7,7,Adrian Peterson middle for 8 yards (tackle by Tully Banta-Cain and Jerod Mayo),4.530,4.910
2,2:46,1,10,NWE 10,7,7,Adrian Peterson left end for -1 yards (tackle by Vince Wilfork and Brandon Spikes),4.910,4.020
2,2:01,2,11,NWE 11,7,7,Brett Favre pass incomplete short middle intended for Randy Moss,4.020,3.120
2,1:55,3,11,NWE 11,7,7,Brett Favre pass complete short middle to Toby Gerhart for 10 yards (tackle by Jonathan Wilhite and Jerod Mayo),3.120,3.550
2,1:07,,,,7,7,Timeout #2 by Minnesota Vikings,0.000,3.550
2,1:07,4,1,NWE 1,7,7,Adrian Peterson right guard for -2 yards (tackle by Jermaine Cunningham and Brandon Spikes),3.550,0.380
2,1:02,1,10,NWE 3,7,7,Tom Brady kneels for -1 yards,-0.380,-0.850
2,0:18,2,11,NWE 2,7,7,Tom Brady kneels for -1 yards,-0.850,-1.650
Quarter,Time,Down,ToGo,Location,MIN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,7,7,"Stephen Gostkowski kicks off 55 yards, returned by Percy Harvin for 12 yards (tackle by Danny Woodhead)",0.000,0.740
3,14:54,1,10,MIN 27,7,7,Adrian Peterson left end for 5 yards (tackle by Jerod Mayo),0.740,0.870
3,14:10,2,5,MIN 32,7,7,Brett Favre pass complete short left to Greg Lewis for 4 yards (tackle by Devin McCourty),0.870,0.700
3,13:36,3,1,MIN 36,7,7,Adrian Peterson middle for 1 yard (tackle by Gerard Warren and Ron Brace),0.700,1.400
3,12:53,1,10,MIN 37,7,7,Brett Favre pass complete short middle to Visanthe Shiancoe for 17 yards (tackle by James Sanders),1.400,2.520
3,12:14,1,10,NWE 46,7,7,Brett Favre pass incomplete short middle intended for Visanthe Shiancoe,2.520,1.980
3,12:10,2,10,NWE 46,7,7,Brett Favre pass complete short left to Randy Moss for 8 yards (tackle by Kyle Arrington),1.980,2.350
3,11:31,3,2,NWE 38,7,7,Brett Favre pass complete deep right to Adrian Peterson for 25 yards (tackle by Brandon Meriweather),2.350,4.710
3,11:06,1,10,NWE 13,7,7,Adrian Peterson left guard for -2 yards (tackle by Tully Banta-Cain),4.710,3.760
3,10:26,2,12,NWE 15,7,7,Brett Favre pass complete short middle to Adrian Peterson for 10 yards (tackle by Jerod Mayo),3.760,4.780
3,9:41,3,2,NWE 5,7,7,Brett Favre pass incomplete short middle intended for Bernard Berrian,4.780,3.030
3,9:37,4,2,NWE 5,10,7,Ryan Longwell 24 yard field goal good,3.030,3.000
3,,,,MIN 30,10,7,"Ryan Longwell kicks off 65 yards, returned by Brandon Tate for 15 yards (tackle by Heath Farwell)",0.000,0.280
3,9:26,1,10,NWE 20,10,7,Tom Brady pass complete short left to Rob Gronkowski for 5 yards (tackle by Madieu Williams),0.280,0.410
3,8:56,2,5,NWE 25,10,7,BenJarvus Green-Ellis middle for 10 yards (tackle by Madieu Williams),0.410,1.270
3,8:18,1,10,NWE 35,10,7,Tom Brady pass incomplete short middle intended for BenJarvus Green-Ellis,1.270,0.720
3,8:14,2,10,NWE 35,10,13,"Tom Brady pass complete deep left to Brandon Tate for 65 yards, touchdown",0.720,7.000
3,,,,MIN 2,10,14,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,10,14,"Stephen Gostkowski kicks off 48 yards, returned by Percy Harvin for 19 yards (tackle by Kyle Arrington)",0.000,1.660
3,7:55,1,10,MIN 41,10,14,Brett Favre pass incomplete deep right intended for Percy Harvin (defended by Devin McCourty),1.660,1.120
3,7:47,2,10,MIN 41,10,14,Adrian Peterson middle for 4 yards (tackle by Brandon Spikes and Myron Pryor),1.120,0.960
3,7:10,3,6,MIN 45,10,14,"Penalty on Phil Loadholt: False Start, 5 yards (no play)",0.960,0.300
3,6:58,3,11,MIN 40,10,14,Brett Favre pass complete short right to Percy Harvin for 10 yards (tackle by James Sanders and Jonathan Wilhite),0.300,-0.060
3,6:17,4,1,,10,14,"Chris Kluwe punts 41 yards, fair catch by Wes Welker",-0.060,0.380
3,6:08,1,10,NWE 9,10,14,Tom Brady pass incomplete short left intended for Brandon Tate,-0.380,-0.780
3,6:00,2,10,NWE 9,10,14,Danny Woodhead left tackle for 4 yards (tackle by Husain Abdullah),-0.780,-0.950
3,5:23,3,6,NWE 13,10,14,Tom Brady pass incomplete deep left intended for Deion Branch,-0.950,-2.490
3,5:17,4,6,NWE 13,10,14,Zoltan Mesko punts 37 yards,-2.490,-2.260
3,5:04,1,10,,10,14,Adrian Peterson left tackle for 9 yards (tackle by Kyle Arrington),2.260,2.930
3,4:25,2,1,NWE 41,10,14,Brett Favre pass incomplete short right intended for Percy Harvin is intercepted by Devin McCourty at NWE-26 and returned for 37 yards,2.930,-3.120
3,4:13,1,10,MIN 37,10,14,BenJarvus Green-Ellis left guard for 11 yards (tackle by E.J. Henderson and Husain Abdullah),3.120,3.840
3,3:44,1,10,MIN 26,10,14,BenJarvus Green-Ellis left tackle for 3 yards (tackle by Kevin Williams),3.840,3.700
3,3:12,2,7,MIN 23,10,14,Tom Brady pass complete short left to Danny Woodhead for 10 yards (tackle by Chad Greenway),3.700,4.710
3,2:30,1,10,MIN 13,10,20,"BenJarvus Green-Ellis left tackle for 13 yards, touchdown",4.710,7.000
3,,,,MIN 2,10,21,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,10,21,"Stephen Gostkowski kicks off 41 yards, fair catch by Jim Kleinsasser",0.000,0.870
3,2:25,1,10,MIN 29,10,21,Adrian Peterson right guard for 2 yards (tackle by Ron Brace),0.870,0.600
3,1:49,2,8,MIN 31,10,21,Adrian Peterson right end for 5 yards (tackle by Tully Banta-Cain and Vince Wilfork),0.600,0.560
3,1:05,3,3,MIN 36,10,21,Brett Favre pass complete short left to Visanthe Shiancoe for 1 yard (tackle by Rob Ninkovich),0.560,-0.910
3,0:18,4,2,MIN 37,10,21,"Chris Kluwe punts 57 yards, returned by Julian Edelman for 4 yards (tackle by Jamarca Sanford)",-0.910,0.380
3,0:09,1,10,NWE 10,10,21,Tom Brady pass complete short middle to Danny Woodhead for 6 yards (tackle by Chad Greenway and Kevin Williams),-0.380,-0.230
Quarter,Time,Down,ToGo,Location,MIN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,NWE 16,10,21,BenJarvus Green-Ellis middle for 6 yards (tackle by E.J. Henderson),-0.230,0.410
4,14:32,1,10,NWE 22,10,21,Tom Brady pass incomplete short left intended for Rob Gronkowski,0.410,-0.130
4,14:27,2,10,NWE 22,10,21,Danny Woodhead left guard for 5 yards (tackle by Husain Abdullah),-0.130,-0.160
4,13:49,3,5,NWE 27,10,21,Tom Brady pass complete short left to Aaron Hernandez for 27 yards (tackle by Antoine Winfield),-0.160,2.520
4,13:08,1,10,MIN 46,10,21,BenJarvus Green-Ellis left guard for 3 yards (tackle by E.J. Henderson and Chad Greenway),2.520,2.380
4,12:33,2,7,MIN 43,10,21,Danny Woodhead left guard for -3 yards (tackle by Jared Allen),2.380,1.290
4,11:51,3,10,MIN 46,10,21,Tom Brady pass complete short left to Aaron Hernandez for 6 yards (tackle by Chad Greenway),1.290,0.590
4,11:10,4,4,MIN 40,10,21,"Zoltan Mesko punts 40 yards, touchback",0.590,-0.280
4,11:00,1,10,MIN 20,10,21,Brett Favre pass complete deep right to Percy Harvin for 30 yards (tackle by James Sanders),0.280,2.260
4,10:16,1,10,,10,21,Brett Favre pass incomplete short right intended for Bernard Berrian,2.260,1.710
4,10:10,,,,10,21,Timeout #1 by New England Patriots,0.000,1.710
4,10:10,2,10,,10,21,Brett Favre pass incomplete short right intended for Adrian Peterson,1.710,1.030
4,10:06,3,10,,10,21,Brett Favre pass complete short right to Toby Gerhart for 20 yards (tackle by Tully Banta-Cain),1.030,3.580
4,9:22,1,10,NWE 30,10,21,Brett Favre pass complete short middle to Adrian Peterson for 7 yards (tackle by Kyle Arrington and Jerod Mayo),3.580,3.980
4,8:35,2,3,NWE 23,10,21,"Brett Favre pass incomplete. Penalty on Brett Favre: Intentional Grounding, 10 yards",3.980,1.950
4,8:31,3,13,NWE 33,10,21,"Brett Favre pass incomplete deep left intended for Randy Moss. Penalty on Brandon Meriweather: Defensive Pass Interfere, 24 yards (no play)",1.950,5.140
4,8:25,1,9,NWE 9,10,21,Brett Favre pass incomplete short middle intended for Greg Lewis (defended by Devin McCourty),5.140,4.380
4,8:21,2,9,NWE 9,10,21,Brett Favre pass complete short right to Adrian Peterson for 6 yards (tackle by Jerod Mayo),4.380,4.720
4,7:35,3,3,NWE 3,10,21,"Brett Favre pass incomplete short left intended for Randy Moss. Penalty on Jonathan Wilhite: Illegal Contact, 2 yards (no play)",4.720,6.970
4,7:31,1,1,NWE 1,16,21,"Tarvaris Jackson pass complete short right to Naufahu Tahi for 1 yard, touchdown",6.970,7.000
4,,,,,18,21,"Two Point Attempt: Tarvaris Jackson pass complete to Percy Harvin, conversion succeeds",1.000,1.000
4,,,,MIN 30,18,21,"Ryan Longwell kicks off 60 yards, returned by Brandon Tate for 10 yards (tackle by Jamarca Sanford)",0.000,0.280
4,7:22,1,10,NWE 20,18,21,BenJarvus Green-Ellis middle for 14 yards (tackle by Chris Cook),0.280,1.200
4,6:43,1,10,NWE 34,18,21,BenJarvus Green-Ellis right guard for 9 yards (tackle by Jared Allen),1.200,1.870
4,5:57,2,1,NWE 43,18,21,"Penalty on Sebastian Vollmer: False Start, 4 yards (no play)",1.870,1.330
4,5:35,2,5,NWE 39,18,21,Tom Brady pass incomplete short middle intended for Wes Welker,1.330,0.630
4,5:30,3,5,NWE 39,18,21,Tom Brady pass complete short middle to Wes Welker for 7 yards (tackle by Chad Greenway and E.J. Henderson),0.630,1.990
4,4:51,1,10,NWE 46,18,21,BenJarvus Green-Ellis left guard for -2 yards (tackle by Ben Leber),1.990,1.180
4,4:06,2,12,NWE 44,18,21,Tom Brady pass incomplete short right intended for Wes Welker,1.180,0.500
4,4:02,3,12,NWE 44,18,21,Tom Brady pass complete short left to Danny Woodhead for 16 yards (tackle by Brian Robison),0.500,2.920
4,3:45,,,,18,21,Timeout #1 by Minnesota Vikings,0.000,2.920
4,3:45,1,10,MIN 40,18,21,BenJarvus Green-Ellis middle for 5 yards (tackle by Pat Williams and Chad Greenway),2.920,3.050
4,3:34,,,,18,21,Timeout #2 by Minnesota Vikings,0.000,3.050
4,3:34,2,5,MIN 35,18,21,BenJarvus Green-Ellis middle for 8 yards (tackle by Madieu Williams and Ben Leber),3.050,3.780
4,3:25,,,,18,21,Timeout #3 by Minnesota Vikings,0.000,3.780
4,3:25,1,10,MIN 27,18,21,BenJarvus Green-Ellis left end for 26 yards (tackle by Madieu Williams),3.780,6.970
4,3:18,1,1,MIN 1,18,21,Tom Brady middle for -1 yards (tackle by Pat Williams),6.970,5.720
4,2:35,2,2,MIN 2,18,21,Tom Brady middle for no gain (tackle by Jared Allen),5.720,4.950
4,2:00,3,2,MIN 2,18,27,"BenJarvus Green-Ellis right guard for 2 yards, touchdown",4.950,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,,,,MIN 2,18,28,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,18,28,"Stephen Gostkowski kicks off 71 yards, touchback",0.000,0.280
4,1:56,1,10,MIN 20,18,28,Tarvaris Jackson sacked by Mike Wright for -10 yards,0.280,-1.510
4,1:30,2,20,MIN 10,18,28,Tarvaris Jackson left tackle for 33 yards (tackle by Brandon Meriweather),-1.510,1.800
4,0:59,1,10,MIN 43,18,28,Tarvaris Jackson pass complete short middle to Visanthe Shiancoe for 11 yards (tackle by Sergio Brown),1.800,2.520
4,0:41,1,10,NWE 46,18,28,"Penalty on Visanthe Shiancoe: False Start, 5 yards (no play)",2.520,2.190
4,0:22,1,15,MIN 49,18,28,Tarvaris Jackson pass incomplete short middle intended for Jim Kleinsasser,2.190,1.300
4,0:18,2,15,MIN 49,18,28,Tarvaris Jackson pass complete short left to Toby Gerhart for 1 yard,1.300,0.760
4,0:13,3,14,,18,28,Tarvaris Jackson pass incomplete short right intended for Greg Lewis,0.760,-0.060
4,0:08,4,14,,18,28,Tarvaris Jackson pass complete short middle to Toby Gerhart for 23 yards (tackle by Kyle Arrington and Jerod Mayo),-0.060,0.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
