Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Danny Amendola,DET,10,7,77,0,5,25,3.6,52,7.4,4.6,0,,1,10.0,0,92.5
T.J. Hockenson,DET,8,5,39,1,2,27,5.4,12,2.4,7.5,0,,0,0.0,3,74.5
Marvin Hall,DET,5,3,28,0,1,25,8.3,3,1.0,15.8,0,,1,20.0,0,75.4
Kerryon Johnson,DET,3,3,36,0,3,11,3.7,25,8.3,3.7,0,,0,0.0,0,116.7
Marvin Jones,DET,4,3,43,1,3,22,7.3,21,7.0,7.8,2,1.5,1,25.0,0,149.0
Adrian Peterson,DET,5,3,14,0,1,-1,-0.3,15,5.0,0.8,0,,0,0.0,0,64.6
D'Andre Swift,DET,5,3,33,0,1,11,3.7,22,7.3,4.8,0,,1,20.0,0,79.6
Quintez Cephus,DET,2,2,31,0,2,17,8.5,14,7.0,8.5,0,,0,0.0,0,118.7
Jason Cabinda,DET,1,1,4,0,1,2,2.0,2,2.0,2.0,0,,0,0.0,0,83.3
Jesse James,DET,1,1,0,0,,-1,-1.0,1,1.0,-1.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Justin Jefferson,MIN,4,3,64,0,2,46,15.3,18,6.0,22.0,0,,0,0.0,0,116.7
Kyle Rudolph,MIN,4,3,40,0,2,23,7.7,17,5.7,6.3,0,,0,0.0,0,106.2
Dalvin Cook,MIN,2,2,46,0,2,6,3.0,40,20.0,3.0,1,2.0,0,0.0,0,118.7
Irv Smith Jr.,MIN,4,2,10,2,2,8,4.0,2,1.0,4.3,0,,0,0.0,0,95.8
Adam Thielen,MIN,5,2,38,0,2,26,13.0,12,6.0,16.8,1,2.0,1,20.0,0,67.1
Ameer Abdullah,MIN,1,1,22,1,1,-3,-3.0,25,25.0,-3.0,0,,0,0.0,0,158.3
