Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
1,9:56,2,4,DET 26,0,7,Matthew Stafford pass complete short left to Nate Burleson for 10 yards (tackle by Tim Jennings),0.540,1.330
1,9:16,1,10,DET 36,0,7,Matthew Stafford pass incomplete short left intended for Brandon Pettigrew (defended by Julius Peppers),1.330,0.790
1,9:10,2,10,DET 36,0,7,Maurice Morris right guard for 2 yards (tackle by Lance Briggs),0.790,0.370
1,8:29,3,8,DET 38,0,7,"Matthew Stafford pass complete short right to Nate Burleson for 20 yards (tackle by Tim Jennings). Nate Burleson fumbles (forced by Tim Jennings), recovered by Tim Jennings at CHI-38 (tackle by Nate Burleson)",0.370,-1.470
,,,,,,,"DET challenged the loose ball recovery ruling, and the play was upheld.",,
1,8:18,1,10,CHI 38,0,7,Marion Barber right guard for -3 yards (tackle by Justin Durant),1.470,0.520
1,7:32,2,13,CHI 35,0,7,Jay Cutler pass complete short right to Earl Bennett for 15 yards (tackle by Stephen Tulloch),0.520,2.260
1,6:53,1,10,,0,7,Matt Forte pass incomplete short right intended for Kellen Davis,2.260,1.710
1,6:48,2,10,,0,7,"Matt Forte right guard for 5 yards (tackle by Chris Houston). Penalty on Cliff Avril: Face Mask (15 Yards), 15 yards",1.710,3.580
1,6:22,1,10,DET 30,0,7,Jay Cutler pass complete short left to Earl Bennett for 4 yards (tackle by Aaron Berry),3.580,3.570
1,5:36,2,6,DET 26,0,7,Matt Forte left end for 1 yard (tackle by DeAndre Levy),3.570,3.010
1,4:53,3,5,DET 25,0,7,Jay Cutler pass incomplete short left intended for Kellen Davis (defended by Ndamukong Suh),3.010,1.850
1,4:47,4,5,DET 25,0,10,Robbie Gould 43 yard field goal good,1.850,3.000
1,4:47,,,CHI 35,0,10,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
1,4:42,1,10,DET 20,0,10,Matthew Stafford pass complete short left to Calvin Johnson for 6 yards (tackle by Charles Tillman),0.280,0.540
1,4:10,2,4,DET 26,0,10,Stefan Logan left guard for 5 yards (tackle by Brian Urlacher),0.540,1.000
1,3:36,1,10,DET 31,0,10,Matthew Stafford pass incomplete short right intended for Maurice Stovall,1.000,0.460
1,3:33,2,10,DET 31,0,10,Maurice Morris left tackle for 1 yard (tackle by Charles Tillman),0.460,-0.100
1,2:55,3,9,DET 32,0,10,Matthew Stafford pass incomplete short right intended for Titus Young,-0.100,-1.240
1,2:50,4,9,DET 32,0,10,"Robert Malone punts 49 yards, returned by Devin Hester for 29 yards (tackle by Robert Malone)",-1.240,-2.130
1,2:35,1,10,CHI 48,0,10,Matt Forte right guard for -3 yards (tackle by Stephen Tulloch),2.130,1.180
1,1:56,2,13,CHI 45,0,10,Jay Cutler pass incomplete short left intended for Matt Forte,1.180,0.500
1,1:53,3,13,CHI 45,0,10,Jay Cutler pass complete deep middle to Earl Bennett for 17 yards (tackle by Aaron Berry),0.500,3.050
1,1:10,1,10,DET 38,0,10,Jay Cutler pass complete deep middle to Johnny Knox for 18 yards (tackle by Eric Wright),3.050,4.240
1,0:51,1,10,DET 20,0,10,Matt Forte left end for -5 yards (tackle by DeAndre Levy),4.240,3.020
1,0:14,2,15,DET 25,0,10,Jay Cutler pass complete short right to Earl Bennett for 8 yards (tackle by Eric Wright),3.020,3.360
,,,,,,,"CHI challenged the incomplete pass ruling, and the original play was overturned.",,
Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,DET 17,0,10,Jay Cutler pass incomplete deep right intended for Roy E. Williams,3.360,2.310
2,14:56,4,7,DET 17,0,13,Robbie Gould 35 yard field goal good,2.310,3.000
2,14:56,,,CHI 35,0,13,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
2,14:51,1,10,DET 20,0,13,Matthew Stafford pass incomplete short left intended for Will Heller,0.280,-0.270
2,14:46,2,10,DET 20,0,13,Matthew Stafford pass incomplete short right intended for Maurice Morris,-0.270,-0.960
2,14:41,3,10,DET 20,0,13,Matthew Stafford pass incomplete short right intended for Calvin Johnson,-0.960,-2.030
2,14:37,4,10,DET 20,0,19,"Robert Malone punts 60 yards, muffed catch by Devin Hester, recovered by Devin Hester and returned for 82 yards, touchdown",-2.030,-7.000
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",,
2,14:15,,,DET 2,0,20,Robbie Gould kicks extra point good,0.000,0.000
2,14:15,,,CHI 35,0,20,"Robbie Gould kicks off 64 yards, returned by Stefan Logan for 29 yards (tackle by Brian Iwuh)",0.000,0.940
2,14:07,1,10,DET 30,0,20,Maurice Morris right end for no gain (tackle by Israel Idonije),0.940,0.390
2,13:27,2,10,DET 30,0,20,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Charles Tillman),0.390,-0.300
2,13:22,3,10,DET 30,0,20,Matthew Stafford pass incomplete,-0.300,-1.370
2,13:13,4,10,DET 30,0,20,"Robert Malone punts 55 yards, returned by Devin Hester for 35 yards (tackle by John Wendling). Penalty on Zackary Bowman: Offensive Holding, 10 yards",-1.370,0.140
2,12:55,1,10,CHI 16,0,20,"Jay Cutler for no gain. Jay Cutler fumbles, recovered by Amari Spievey at CHI-19 (tackle by J'Marcus Webb)",-0.140,-4.310
2,12:50,1,10,CHI 19,0,20,Maurice Morris right guard for 9 yards (tackle by Chris Conte),4.310,5.360
2,12:15,2,1,CHI 10,0,20,Matthew Stafford pass incomplete short middle intended for Will Heller (defended by Nick Roach),5.360,4.690
2,12:11,3,1,CHI 10,0,20,Matthew Stafford pass incomplete short left intended for Calvin Johnson,4.690,2.910
2,12:06,4,1,CHI 10,3,20,Jason Hanson 29 yard field goal good,2.910,3.000
2,12:06,,,DET 35,3,20,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
2,12:01,1,10,CHI 20,3,20,Matt Forte right tackle for 8 yards (tackle by Stephen Tulloch),0.280,0.810
2,11:25,2,2,CHI 28,3,20,Matt Forte right guard for 1 yard (tackle by Nick Fairley),0.810,0.230
2,10:46,3,1,CHI 29,3,20,Matt Forte left end for -3 yards (tackle by DeAndre Levy),0.230,-1.630
2,10:06,4,4,CHI 26,3,20,"Adam Podlesh punts 44 yards, returned by Stefan Logan for -3 yards (tackle by Craig Steltz)",-1.630,-0.740
2,9:55,1,10,DET 27,3,20,Matthew Stafford pass complete short right to Nate Burleson for 3 yards (tackle by D.J. Moore and Major Wright),0.740,0.600
2,9:15,2,7,DET 30,3,20,Matthew Stafford pass incomplete short right intended for Titus Young,0.600,-0.100
2,9:12,3,7,DET 30,3,20,Matthew Stafford pass complete short left to Calvin Johnson for 6 yards (tackle by Charles Tillman),-0.100,-0.980
2,8:28,4,1,DET 36,3,20,"Robert Malone punts 41 yards, out of bounds",-0.980,-0.480
2,8:21,1,10,CHI 23,3,20,Matt Forte right guard for 2 yards (tackle by Lawrence Jackson),0.480,0.200
2,7:44,2,8,CHI 25,3,20,Jay Cutler sacked by Lawrence Jackson for -6 yards,0.200,-1.360
2,7:06,3,14,CHI 19,3,20,Jay Cutler right end for 10 yards (tackle by Ndamukong Suh). Penalty on Chris Spencer: Offensive Holding (Declined),-1.360,-1.440
2,6:56,4,4,CHI 29,3,20,"Adam Podlesh punts 36 yards, fair catch by Stefan Logan",-1.440,-1.270
2,6:48,1,10,DET 35,3,20,Matthew Stafford pass complete short right to Nate Burleson for 5 yards (tackle by Charles Tillman),1.270,1.400
2,6:13,2,5,DET 40,3,20,Maurice Morris right tackle for 13 yards (tackle by Nick Roach),1.400,2.460
2,5:41,1,10,CHI 47,3,20,Maurice Morris left tackle for 1 yard (tackle by Brian Urlacher),2.460,2.050
2,5:00,2,9,CHI 46,3,20,Matthew Stafford pass complete short middle to Nate Burleson for 4 yards (tackle by Brandon Meriweather),2.050,1.880
2,4:20,3,5,CHI 42,3,20,Matthew Stafford pass complete short left to Titus Young for 11 yards (tackle by Brandon Meriweather),1.880,3.510
2,3:49,3,5,CHI 42,3,20,Timeout #1 by Chicago Bears,1.880,3.510
2,3:49,1,10,CHI 31,3,20,Matthew Stafford pass complete short right to Titus Young for 9 yards (tackle by Tim Jennings),3.510,4.180
2,3:21,2,1,CHI 22,3,20,Matthew Stafford pass complete short right to Titus Young for 4 yards (tackle by Tim Jennings),4.180,4.370
2,2:45,1,10,CHI 18,3,20,Matthew Stafford sacked by Henry Melton for -5 yards,4.370,3.150
2,2:09,2,15,CHI 23,3,20,Matthew Stafford pass incomplete deep right intended for Calvin Johnson (defended by Charles Tillman),3.150,2.480
2,2:03,3,15,CHI 23,3,20,Matthew Stafford pass complete short right to Brandon Pettigrew for 17 yards (tackle by Brandon Meriweather),2.480,5.830
2,1:57,1,6,CHI 6,3,20,Matthew Stafford pass incomplete short middle intended for Calvin Johnson,5.830,4.950
2,1:53,2,6,CHI 6,3,20,Matthew Stafford pass incomplete short right intended for Calvin Johnson,4.950,4.040
2,1:49,3,6,CHI 6,3,20,Matthew Stafford sacked by Julius Peppers for -11 yards,4.040,2.310
2,1:28,3,6,CHI 6,3,20,Timeout #2 by Chicago Bears,4.040,2.310
2,1:28,4,17,CHI 17,6,20,Jason Hanson 35 yard field goal good,2.310,3.000
2,1:28,,,DET 35,6,20,"Jason Hanson kicks off 60 yards, returned by Johnny Knox for 15 yards (tackle by Aaron Berry)",0.000,0.280
2,1:19,1,10,CHI 20,6,20,Jay Cutler pass incomplete short middle intended for Matt Forte,0.280,-0.270
2,1:10,2,10,CHI 20,6,20,Jay Cutler pass incomplete short middle intended for Matt Forte,-0.270,-0.960
2,1:04,3,10,CHI 20,6,20,Jay Cutler pass complete deep middle to Sam Hurd for 21 yards (tackle by Louis Delmas),-0.960,1.660
2,0:39,1,10,CHI 41,6,20,Jay Cutler pass complete short left to Earl Bennett for 7 yards (tackle by Aaron Berry),1.660,2.070
2,0:34,2,3,CHI 48,6,20,Jay Cutler pass complete deep middle to Earl Bennett for 30 yards (tackle by Amari Spievey),2.070,4.110
2,0:27,2,3,CHI 48,6,20,Timeout #3 by Chicago Bears,2.070,4.110
2,0:27,1,10,DET 22,6,20,Jay Cutler sacked by Cliff Avril for -10 yards. Jay Cutler fumbles (forced by Cliff Avril),4.110,2.210
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
2,0:18,2,20,DET 32,6,20,Jay Cutler right end for 7 yards (tackle by Ndamukong Suh),2.210,2.480
2,0:11,2,20,DET 32,6,20,Timeout #2 by Detroit Lions,2.210,2.480
2,0:11,3,13,DET 25,6,20,Robbie Gould 43 yard field goal no good,2.480,-1.140
2,0:06,1,10,DET 33,6,20,Matthew Stafford kneels for -1 yards,1.140,0.460
Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,6,20,"Jason Hanson kicks off 42 yards, returned by Matt Spaeth for 7 yards (tackle by Stefan Logan)",0.000,0.940
3,14:55,1,10,CHI 30,6,20,Matt Forte right tackle for no gain (tackle by Corey Williams),0.940,0.390
3,14:15,2,10,CHI 30,6,20,Jay Cutler pass incomplete short left intended for Roy E. Williams (defended by Eric Wright),0.390,-0.300
3,14:11,3,10,CHI 30,6,20,Jay Cutler pass incomplete short left intended for Kellen Davis,-0.300,-1.370
3,14:07,4,10,CHI 30,6,20,"Adam Podlesh punts 70 yards, touchback",-1.370,-0.280
3,13:58,1,10,DET 20,6,20,Maurice Morris right guard for 2 yards (tackle by Israel Idonije),0.280,0.000
3,13:24,2,8,DET 22,6,26,"Matthew Stafford pass incomplete short left intended for Tony Scheffler is intercepted by Major Wright at DET-24 and returned for 24 yards, touchdown",0.000,-7.000
3,13:16,,,DET 2,6,27,Robbie Gould kicks extra point good,0.000,0.000
3,13:16,,,CHI 35,6,27,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
3,13:16,1,10,DET 20,6,27,Matthew Stafford pass complete short left to Nate Burleson for 14 yards (tackle by Tim Jennings),0.280,1.200
3,12:56,1,10,DET 34,6,27,Maurice Morris left guard for 2 yards (tackle by Henry Melton),1.200,0.930
3,12:18,2,8,DET 36,6,27,Matthew Stafford pass complete short right to Maurice Morris for 6 yards (tackle by Brian Urlacher),0.930,1.030
3,11:35,3,2,DET 42,6,33,"Matthew Stafford pass incomplete short left intended for Calvin Johnson is intercepted by Charles Tillman at DET-44 and returned for 44 yards, touchdown",1.030,-7.000
3,11:24,,,DET 2,6,34,Robbie Gould kicks extra point good,0.000,0.000
3,11:24,,,CHI 35,6,34,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
3,11:24,1,10,DET 20,6,34,Maurice Morris right tackle for 8 yards (tackle by Amobi Okoye),0.280,0.810
3,10:51,2,2,DET 28,6,34,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew,0.810,0.100
3,10:47,3,2,DET 28,6,34,Matthew Stafford pass complete short right to Brandon Pettigrew for 7 yards (tackle by Lance Briggs),0.100,1.270
3,10:21,1,10,DET 35,6,34,Keiland Williams right tackle for 1 yard (tackle by Lance Briggs),1.270,0.860
3,9:46,2,9,DET 36,6,34,Matthew Stafford pass complete short middle to Brandon Pettigrew for 5 yards (tackle by Brian Urlacher),0.860,0.830
3,9:03,3,4,DET 41,6,34,Matthew Stafford pass incomplete short middle intended for Tony Scheffler,0.830,-0.650
3,8:58,4,4,DET 41,6,34,"Robert Malone punts 38 yards, out of bounds",-0.650,-0.340
3,8:51,1,10,CHI 21,6,34,Jay Cutler pass incomplete deep left intended for Matt Forte,0.340,-0.200
3,8:45,2,10,CHI 21,6,34,Matt Forte left tackle for 40 yards (tackle by Amari Spievey),-0.200,2.980
3,8:00,1,10,DET 39,6,34,Marion Barber left guard for 5 yards (tackle by Willie Young),2.980,3.120
3,7:16,2,5,DET 34,6,34,Marion Barber left end for 2 yards (tackle by Lawrence Jackson),3.120,2.680
3,6:29,3,3,DET 32,6,34,Jay Cutler pass incomplete deep right intended for Johnny Knox (defended by Louis Delmas),2.680,1.290
3,6:23,4,3,DET 32,6,37,Robbie Gould 50 yard field goal good,1.290,3.000
3,6:23,,,CHI 35,6,37,"Robbie Gould kicks off 51 yards, returned by Stefan Logan for 15 yards (tackle by Brian Iwuh)",0.000,0.870
3,6:08,1,10,DET 29,6,37,Matthew Stafford pass complete short middle to Brandon Pettigrew for 5 yards (tackle by Brian Urlacher),0.870,1.000
3,5:39,2,5,DET 34,6,37,Kevin Smith right guard for 3 yards (tackle by Lance Briggs),1.000,0.700
3,5:12,3,2,DET 37,6,37,Matthew Stafford pass complete deep right to Calvin Johnson for 40 yards (tackle by Charles Tillman),0.700,4.040
3,4:51,1,10,CHI 23,6,37,Matthew Stafford pass incomplete short right intended for Calvin Johnson,4.040,3.500
3,4:45,2,10,CHI 23,6,37,Matthew Stafford pass complete short right to Titus Young for 12 yards (tackle by D.J. Moore),3.500,4.840
3,4:15,1,10,CHI 11,6,37,Matthew Stafford pass incomplete short right intended for Calvin Johnson,4.840,4.140
3,4:11,2,10,CHI 11,6,37,Matthew Stafford pass incomplete short right intended for Calvin Johnson,4.140,3.130
3,4:08,3,10,CHI 11,6,37,Matthew Stafford pass incomplete short middle intended for Tony Scheffler (defended by Major Wright),3.130,2.700
3,4:03,4,10,CHI 11,6,37,Matthew Stafford pass incomplete short middle intended for Calvin Johnson (defended by Brian Urlacher),2.700,0.370
3,3:57,1,10,CHI 11,6,37,Marion Barber left end for -3 yards (tackle by Louis Delmas),-0.370,-1.000
3,3:13,2,13,CHI 8,6,37,"Jay Cutler pass incomplete short middle intended for Marion Barber. Penalty on Nick Fairley: Roughing the Passer, 15 yards (no play)",-1.000,0.480
3,3:08,1,10,CHI 23,6,37,Marion Barber right guard for 3 yards (tackle by Lawrence Jackson),0.480,0.340
3,2:24,2,7,CHI 26,6,37,Marion Barber left guard for 1 yard (tackle by Justin Durant),0.340,-0.230
3,1:36,3,6,CHI 27,6,37,Jay Cutler right end for 1 yard (tackle by Justin Durant),-0.230,-1.500
3,0:56,4,5,CHI 28,6,37,"Adam Podlesh punts 57 yards, muffed catch by Stefan Logan, recovered by Stefan Logan and returned for 7 yards (tackle by Sam Hurd)",-1.500,-0.410
3,0:42,1,10,DET 22,6,37,Kevin Smith left tackle for 14 yards (tackle by Amobi Okoye),0.410,1.330
3,0:12,1,10,DET 36,6,37,Matthew Stafford pass complete short right to Nate Burleson for 9 yards (tackle by Tim Jennings),1.330,2.010
Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,DET 45,6,37,"Matthew Stafford pass complete short right to Calvin Johnson for 4 yards (tackle by Lance Briggs). Penalty on Lance Briggs: Unnecessary Roughness, 15 yards",2.010,3.180
4,14:55,1,10,CHI 36,6,37,Matthew Stafford pass complete short middle to Titus Young for 14 yards (tackle by Tim Jennings),3.180,4.110
4,14:29,1,10,CHI 22,6,37,Matthew Stafford pass complete short middle to Brandon Pettigrew for 4 yards (tackle by Brian Urlacher and Lance Briggs),4.110,4.130
4,14:02,2,6,CHI 18,6,37,Kevin Smith left tackle for 1 yard (tackle by Brian Urlacher),4.130,3.560
4,13:32,3,5,CHI 17,6,37,"Matthew Stafford pass incomplete short right intended for Rashied Davis is intercepted by Tim Jennings at CHI-15 and returned for 1 yard (tackle by Rashied Davis). Penalty on D.J. Moore: Disqualification, 8 yards",3.560,0.380
,,,,,,,"DET challenged the runner was down by contact ruling, and the original play was overturned.",,
4,13:29,1,10,CHI 8,6,37,Matt Forte right guard for no gain (tackle by Ndamukong Suh),-0.380,-0.780
4,12:42,2,10,CHI 8,6,37,Matt Forte right end for no gain (tackle by Justin Durant),-0.780,-1.420
4,11:55,3,10,CHI 8,6,37,Matt Forte right guard for 1 yard (tackle by Justin Durant),-1.420,-2.490
4,11:17,4,9,CHI 9,6,37,"Adam Podlesh punts 60 yards, out of bounds. Penalty on Zackary Bowman: Unsportsmanlike Conduct, 4 yards (no play)",-2.490,-2.490
4,11:07,4,13,CHI 5,6,37,"Adam Podlesh punts 40 yards, returned by Stefan Logan for -2 yards (tackle by Zackary Bowman)",-2.490,-2.460
4,10:59,1,10,CHI 47,6,37,Matthew Stafford pass complete short left to Titus Young for 6 yards (tackle by Tim Jennings),2.460,2.720
4,10:29,2,4,CHI 41,6,37,Matthew Stafford pass complete short left to Kevin Smith for 6 yards (tackle by Lance Briggs and Tim Jennings),2.720,3.250
4,10:00,1,10,CHI 35,6,37,Matthew Stafford pass complete short left to Kevin Smith for 4 yards (tackle by Lance Briggs),3.250,3.240
4,9:30,2,6,CHI 31,6,37,Matthew Stafford pass complete deep right to Nate Burleson for 18 yards (tackle by Brian Urlacher),3.240,4.710
4,9:02,1,10,CHI 13,6,37,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew,4.710,4.050
4,8:55,2,10,CHI 13,6,37,Matthew Stafford pass incomplete short middle intended for Nate Burleson,4.050,3.120
4,8:51,3,10,CHI 13,6,37,Matthew Stafford pass incomplete deep left intended for Calvin Johnson is intercepted by Corey Graham at CHI--5. Penalty on Jeff Backus: Offensive Holding (Declined),3.120,-0.280
4,8:44,1,10,CHI 20,6,37,Matt Forte right end for 1 yard (tackle by Justin Durant),0.280,-0.130
4,8:01,2,9,CHI 21,6,37,Matt Forte right end for 2 yards (tackle by Stephen Tulloch),-0.130,-0.560
4,7:15,3,7,CHI 23,6,37,Jay Cutler pass incomplete short right intended for Matt Spaeth,-0.560,-1.830
4,7:11,4,7,CHI 23,6,37,Adam Podlesh punts 33 yards,-1.830,-1.860
4,7:00,1,10,DET 44,6,37,Matthew Stafford pass complete short middle to Tony Scheffler for 17 yards (tackle by Major Wright),1.860,2.980
4,6:37,1,10,CHI 39,6,37,Kevin Smith right guard for 1 yard (tackle by Nick Roach),2.980,2.580
4,6:13,2,9,CHI 38,6,37,Matthew Stafford pass complete short left to Tony Scheffler for 10 yards (tackle by Nick Roach),2.580,3.710
4,5:52,1,10,CHI 28,6,37,Matthew Stafford pass complete short middle to Titus Young for 18 yards (tackle by Lance Briggs),3.710,4.910
4,5:20,1,10,CHI 10,6,37,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew,4.910,4.190
4,5:16,2,10,CHI 10,6,37,Matthew Stafford pass incomplete short left intended for Tony Scheffler,4.190,3.130
4,5:12,3,10,CHI 10,6,37,Matthew Stafford pass incomplete short middle intended for Tony Scheffler (defended by Nick Roach). Penalty on Dominic Raiola: Chop Block (Declined),3.130,2.760
4,5:07,4,10,CHI 10,12,37,"Matthew Stafford pass complete short left to Tony Scheffler for 10 yards, touchdown",2.760,7.000
4,5:07,,,CHI 2,13,37,Jason Hanson kicks extra point good,0.000,0.000
4,5:07,,,DET 35,13,37,"Jason Hanson kicks onside 13 yards, recovered by Johnny Knox",0.000,-2.390
4,4:59,1,10,DET 48,13,37,Marion Barber left tackle for 8 yards (tackle by Stephen Tulloch),2.390,2.930
4,4:12,2,2,DET 40,13,37,Marion Barber right tackle for 1 yard (tackle by Stephen Tulloch),2.930,2.340
4,3:28,3,1,DET 39,13,37,Marion Barber left tackle for 1 yard (tackle by DeAndre Levy),2.340,3.050
4,2:37,1,10,DET 38,13,37,Marion Barber left guard for 2 yards (tackle by Sammie Lee Hill),3.050,2.780
4,2:00,2,8,DET 36,13,37,Marion Barber right end for -1 yards (tackle by DeAndre Levy),2.780,1.950
4,1:16,3,9,DET 37,13,37,Marion Barber left end for 3 yards (tackle by Sammie Lee Hill),1.950,1.070
4,0:29,4,6,DET 34,13,37,Marion Barber left tackle for 8 yards (tackle by Bobby Carpenter),1.070,2.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
