Quarter,Time,Down,ToGo,Location,NWE,BUF,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Bills to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,BUF 20,0,0,Fred Jackson up the middle for 11 yards (tackle by Jerod Mayo and Rob Ninkovich),0.280,1.000
1,14:21,1,10,BUF 31,0,0,Ryan Fitzpatrick pass complete short left to T.J. Graham for 10 yards (tackle by Steve Gregory),1.000,1.660
1,13:56,1,10,BUF 41,0,0,Fred Jackson left end for no gain (tackle by Rob Ninkovich and Jerod Mayo),1.660,1.120
1,13:15,2,10,BUF 41,0,0,Ryan Fitzpatrick for 7 yards,1.120,1.360
1,12:38,3,3,BUF 48,0,0,Ryan Fitzpatrick pass complete short middle to Scott Chandler for 6 yards (tackle by Jerod Mayo and Patrick Chung),1.360,2.520
1,11:58,1,10,NWE 46,0,0,Fred Jackson right guard for 5 yards (tackle by Chandler Jones and Jerod Mayo),2.520,2.650
1,11:18,2,5,NWE 41,0,0,Fred Jackson up the middle for 3 yards (tackle by Jerod Mayo and Chandler Jones),2.650,2.350
1,10:37,3,2,NWE 38,0,0,Fred Jackson left guard for -3 yards (tackle by Chandler Jones),2.350,0.530
1,10:04,4,5,NWE 41,0,0,"Shawn Powell punts 31 yards, fair catch by Wes Welker",0.530,0.380
1,9:56,1,10,NWE 10,0,0,Tom Brady pass complete short right to Daniel Fells for 18 yards (tackle by Jairus Byrd),-0.380,0.810
1,9:33,1,10,NWE 28,0,0,Tom Brady pass complete short left to Shane Vereen for 5 yards (tackle by Justin Rogers and Jairus Byrd),0.810,0.940
1,8:57,2,5,NWE 33,0,0,Tom Brady pass complete deep right to Rob Gronkowski for 41 yards (tackle by Justin Rogers),0.940,3.840
1,8:16,1,10,BUF 26,0,0,Tom Brady pass complete short left to Rob Gronkowski for 7 yards (tackle by Bryan Scott and Stephon Gilmore),3.840,4.270
1,7:43,2,3,BUF 19,0,0,Stevan Ridley up the middle for 4 yards (tackle by Mario Williams),4.270,4.580
1,7:16,1,10,BUF 15,0,0,Tom Brady pass complete short left to Wes Welker for 9 yards (tackle by Nick Barnett),4.580,5.600
1,6:52,2,1,BUF 6,6,0,"Stevan Ridley left tackle for 6 yards, touchdown",5.600,7.000
1,6:52,,,BUF 2,7,0,Stephen Gostkowski kicks extra point good,0.000,0.000
1,6:49,,,NWE 35,7,0,"Stephen Gostkowski kicks off 65 yards, out of bounds",0.000,0.280
1,6:49,1,10,BUF 20,7,0,Ryan Fitzpatrick pass complete short right to T.J. Graham for 8 yards (tackle by Devin McCourty),0.280,0.810
1,6:24,2,2,BUF 28,7,0,C.J. Spiller right tackle for -4 yards (tackle by Dont'a Hightower),0.810,-0.430
1,5:49,3,6,BUF 24,7,0,Ryan Fitzpatrick pass complete short left to Steve Johnson for 16 yards (tackle by Patrick Chung),-0.430,1.600
1,5:22,1,10,BUF 40,7,0,Ryan Fitzpatrick pass complete short middle to C.J. Spiller for 3 yards (tackle by Rob Ninkovich),1.600,1.460
1,4:42,2,7,BUF 43,7,0,Ryan Fitzpatrick sacked by Dont'a Hightower for 0 yards,1.460,0.760
1,4:13,3,7,BUF 43,7,0,Ryan Fitzpatrick pass incomplete short middle intended for Steve Johnson is intercepted by Jerod Mayo at BUF-49,0.760,-2.320
1,4:06,1,10,BUF 49,7,0,Tom Brady pass incomplete short right intended for Rob Gronkowski (defended by Marcell Dareus),2.320,1.780
