Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Ryan Wendell,C,77,100%,0,0%,13,36%
Sebastian Vollmer,T,77,100%,0,0%,10,28%
Donald Thomas,G,77,100%,0,0%,10,28%
Nate Solder,T,77,100%,0,0%,10,28%
Dan Connolly,C,77,100%,0,0%,10,28%
Tom Brady,QB,77,100%,0,0%,0,0%
Brandon Lloyd,WR,76,99%,0,0%,0,0%
Wes Welker,WR,74,96%,0,0%,6,17%
Rob Gronkowski,TE,68,88%,0,0%,11,31%
Daniel Fells,TE,45,58%,0,0%,4,11%
Deion Branch,WR,36,47%,0,0%,1,3%
Stevan Ridley,RB,34,44%,0,0%,0,0%
Brandon Bolden,RB,26,34%,0,0%,14,39%
Danny Woodhead,RB,10,13%,0,0%,2,6%
Shane Vereen,RB,8,10%,0,0%,2,6%
Michael Hoomanawanui,TE,7,9%,0,0%,2,6%
Nick McDonald,C,1,1%,0,0%,10,28%
Devin McCourty,CB,0,0%,69,100%,18,50%
Kyle Arrington,CB,0,0%,65,94%,14,39%
Patrick Chung,SS,0,0%,65,94%,13,36%
Jerod Mayo,LB,0,0%,65,94%,9,25%
Chandler Jones,DE,0,0%,64,93%,4,11%
Sterling Moore,CB,0,0%,56,81%,6,17%
Brandon Spikes,LB,0,0%,54,78%,1,3%
Vince Wilfork,DT,0,0%,52,75%,5,14%
Steve Gregory,SS,0,0%,49,71%,0,0%
Rob Ninkovich,DE,0,0%,48,70%,13,36%
Kyle Love,DT,0,0%,39,57%,5,14%
Tavon Wilson,SS,0,0%,34,49%,21,58%
Jermaine Cunningham,DE,0,0%,29,42%,0,0%
Trevor Scott,DE,0,0%,16,23%,16,44%
Terrell McClain,DT,0,0%,11,16%,0,0%
Dont'a Hightower,LB,0,0%,9,13%,1,3%
Tracy White,LB,0,0%,8,12%,21,58%
Ron Brace,NT,0,0%,5,7%,5,14%
Ras-I Dowling,CB,0,0%,5,7%,4,11%
Jake Bequette,DE,0,0%,5,7%,0,0%
Niko Koutouvides,LB,0,0%,4,6%,25,69%
Marquice Cole,CB,0,0%,4,6%,16,44%
Nate Ebner,SS,0,0%,3,4%,18,50%
Matthew Slater,WR,0,0%,0,0%,20,56%
Stephen Gostkowski,K,0,0%,0,0%,19,53%
Zoltan Mesko,P,0,0%,0,0%,13,36%
Danny Aiken,LS,0,0%,0,0%,13,36%
Marcus Cannon,T,0,0%,0,0%,10,28%
