#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,SDG 29,6,2:44,24,Punt
2,1,11:03,IND 42,5,1:50,42,Touchdown
3,1,6:16,SDG 19,8,4:20,64,Field Goal
4,1,0:15,SDG 40,3,1:11,8,Punt
5,2,8:33,SDG 7,18,8:18,91,Field Goal
6,3,13:49,SDG 30,10,4:19,40,Field Goal
7,3,6:41,SDG 29,4,2:07,11,Interception
8,3,3:42,SDG 15,3,2:15,-11,Fumble
9,3,0:40,SDG 22,4,1:45,24,Punt
10,4,10:09,SDG 8,7,3:28,61,Field Goal
11,4,6:36,IND 29,2,0:42,5,Interception
12,4,2:28,SDG 20,2,0:19,80,Touchdown
13,4,1:35,SDG 13,3,1:14,9,Punt
