Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Duane Brown,T,69,100%,0,0%,4,11%
Chris Clark,T,69,100%,0,0%,4,11%
Xavier Su'a-Filo,G,69,100%,0,0%,3,8%
Greg Mancz,C,69,100%,0,0%,0,0%
DeAndre Hopkins,WR,69,100%,0,0%,0,0%
Brock Osweiler,QB,69,100%,0,0%,0,0%
Will Fuller,WR,68,99%,0,0%,6,17%
Oday Aboushi,G,63,91%,0,0%,0,0%
C.J. Fiedorowicz,TE,57,83%,0,0%,0,0%
Lamar Miller,RB,39,57%,0,0%,0,0%
Ryan Griffin,TE,38,55%,0,0%,4,11%
Keith Mumphery,WR,37,54%,0,0%,5,14%
Jonathan Grimes,RB,13,19%,0,0%,26,72%
Akeem Hunt,RB,10,14%,0,0%,23,64%
Jay Prosch,FB,6,9%,0,0%,24,67%
Jeff Allen,G,6,9%,0,0%,1,3%
Stephen Anderson,TE,4,6%,0,0%,21,58%
Alfred Blue,RB,4,6%,0,0%,11,31%
Whitney Mercilus,LB,0,0%,69,100%,8,22%
A.J. Bouye,CB,0,0%,69,100%,5,14%
Brian Cushing,LB,0,0%,69,100%,0,0%
Jadeveon Clowney,LB,0,0%,68,99%,8,22%
Andre Hal,FS,0,0%,67,97%,0,0%
Kareem Jackson,CB,0,0%,61,88%,0,0%
Benardrick McKinney,LB,0,0%,57,83%,6,17%
Corey Moore,FS,0,0%,53,77%,19,53%
Johnathan Joseph,CB,0,0%,49,71%,0,0%
D.J. Reader,NT,0,0%,45,65%,8,22%
Vince Wilfork,NT,0,0%,44,64%,6,17%
Christian Covington,DE,0,0%,35,51%,12,33%
Joel Heath,DE,0,0%,27,39%,1,3%
Antonio Smith,DE,0,0%,16,23%,1,3%
Akeem Dent,LB,0,0%,15,22%,30,83%
Eddie Pleasant,SS,0,0%,11,16%,11,31%
Brian Peters,LB,0,0%,3,4%,26,72%
Robert Nelson,CB,0,0%,1,1%,16,44%
Don Jones,FS,0,0%,0,0%,32,89%
Brennan Scarlett,LB,0,0%,0,0%,19,53%
Shane Lechler,P,0,0%,0,0%,12,33%
Jon Weeks,LS,0,0%,0,0%,12,33%
Denzel Rice,CB,0,0%,0,0%,11,31%
Nick Novak,K,0,0%,0,0%,9,25%
Kendall Lamm,T,0,0%,0,0%,4,11%
Tyler Ervin,RB,0,0%,0,0%,4,11%
Tony Bergstrom,C,0,0%,0,0%,4,11%
