Player,Pos
Philip Rivers,QB
Melvin Gordon,RB
Travis Benjamin,WR
Tyrell Williams,WR
Dontrelle Inman,WR
Antonio Gates,TE
King Dunlap,LT
Orlando Franklin,LG
Matt Slauson,C
D.J. Fluker,RG
Joe Barksdale,RT
Joey Bosa,DE
Corey Liuget,DT
Damion Square,DT
Brandon Mebane,NT
Melvin Ingram,OLB
Kyle Emanuel,ILB
Korey Toomer,ILB
Brandon Flowers,LCB
Casey Hayward,RCB
Adrian Phillips,SS
Dwight Lowery,FS
