Quarter,Time,Down,ToGo,Location,STL,DAL,Detail,EPB,EPA
2,9:24,1,10,DAL 23,3,7,Aveion Cason right end for 4 yards (tackle by Bradie James),4.040,4.050
2,8:44,2,6,DAL 19,3,7,Jamie Martin pass incomplete intended for Madison Hedgecock (defended by Scott Fujita),4.050,3.340
2,8:39,3,6,DAL 19,3,7,Jamie Martin pass complete to Kevin Curtis for 9 yards (tackle by Terence Newman),3.340,4.910
2,7:58,1,10,DAL 10,3,7,Jamie Martin pass incomplete intended for Isaac Bruce,4.910,4.190
2,7:53,2,10,DAL 10,3,7,Arlen Harris right tackle for 1 yard (tackle by La'Roi Glover),4.190,3.360
2,7:09,3,9,DAL 9,3,7,Jamie Martin pass incomplete intended for Marshall Faulk,3.360,2.830
2,7:04,4,9,DAL 9,3,7,Jeff Wilkins 27 yard field goal no good,2.830,-0.280
2,7:00,1,10,DAL 20,3,7,Julius Jones right end for 2 yards (tackle by Pisa Tinoisamoa),0.280,0.000
2,6:22,2,8,DAL 22,3,7,Julius Jones right tackle for -1 yards (tackle by Trev Faulk),0.000,-0.820
2,5:39,3,9,DAL 21,3,7,Drew Bledsoe pass incomplete intended for Terry Glenn,-0.820,-1.960
2,5:32,4,9,DAL 21,3,7,"Mat McBriar punts 65 yards, returned by Mike Furrey for 3 yards (tackle by Quinton Caver). Penalty on Quinton Caver: Ineligible Downfield Kic, 5 yards (no play)",-1.960,-2.390
2,5:21,4,14,DAL 16,3,7,"Mat McBriar punts 45 yards, returned by Mike Furrey for 7 yards (tackle by Ryan Fowler)",-2.390,-1.990
2,5:11,1,10,STL 46,3,7,Jamie Martin pass complete to Kevin Curtis for 10 yards (tackle by Keith Davis),1.990,2.650
2,4:41,1,10,DAL 44,3,7,Jamie Martin pass incomplete intended for Marshall Faulk,2.650,2.110
2,4:36,2,10,DAL 44,3,7,Jamie Martin pass incomplete intended for Isaac Bruce,2.110,1.420
2,4:29,3,10,DAL 44,3,7,Jamie Martin pass complete to Shaun McDonald for 12 yards,1.420,3.450
2,4:01,1,10,DAL 32,3,7,Arlen Harris up the middle for -2 yards (tackle by Ryan Fowler),3.450,2.630
2,3:20,2,12,DAL 34,3,7,Jamie Martin pass complete to Torry Holt for 6 yards (tackle by Aaron Glenn),2.630,2.740
2,2:37,3,6,DAL 28,3,7,"Penalty on Claude Terrell: False Start, 5 yards (no play)",2.740,2.080
2,2:26,3,11,DAL 33,3,7,"Jamie Martin pass complete to Arlen Harris for 17 yards (tackle by Roy Williams and Nate Jones). Penalty on DeMarcus Ware: Roughing the Passer, 8 yards",2.080,5.370
2,2:00,1,8,DAL 8,9,7,"Aveion Cason right end for 8 yards, touchdown",5.370,7.000
2,,,,DAL 2,10,7,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,10,7,"Jeff Wilkins kicks off 59 yards, returned by Tyson Thompson for 44 yards (tackle by O.J. Atogwe)",0.000,2.590
2,1:45,1,10,STL 45,10,7,Drew Bledsoe pass complete to Julius Jones for -6 yards (tackle by Pisa Tinoisamoa),2.590,1.230
2,1:13,2,16,DAL 49,10,7,Drew Bledsoe pass complete to Patrick Crayton for 22 yards (tackle by DeJuan Groce),1.230,3.640
2,1:00,,,,10,7,Timeout #1 by Dallas Cowboys,0.000,3.640
2,1:00,1,10,STL 29,10,7,Julius Jones up the middle for -1 yards (tackle by O.J. Atogwe),3.640,2.970
2,0:34,2,11,STL 30,10,7,Drew Bledsoe pass complete to Jason Witten for 16 yards (tackle by O.J. Atogwe),2.970,4.650
2,0:27,,,,10,7,Timeout #2 by Dallas Cowboys,0.000,4.650
2,0:27,1,10,STL 14,10,7,Drew Bledsoe pass incomplete,4.650,4.000
2,0:22,2,10,STL 14,10,7,Drew Bledsoe pass complete to Patrick Crayton for 7 yards (tackle by Corey Ivy),4.000,4.500
2,0:17,3,3,STL 7,10,7,Julius Jones up the middle for 3 yards (tackle by Corey Ivy),4.500,6.280
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:14,,,,10,7,Timeout #3 by Dallas Cowboys,0.000,6.280
2,0:14,1,4,STL 4,10,7,Drew Bledsoe pass incomplete intended for Jason Witten (defended by Leonard Little),6.280,5.340
2,0:10,2,4,STL 4,10,7,Drew Bledsoe pass incomplete intended for Terry Glenn,5.340,4.490
2,0:06,3,4,STL 4,10,10,Shaun Suisham 22 yard field goal good,4.490,3.000
2,,,,DAL 30,10,10,Shaun Suisham kicks onside 15 yards,0.000,2.590
2,0:02,1,10,DAL 45,10,10,Jamie Martin pass incomplete intended for Isaac Bruce (defended by Keyshawn Johnson),2.590,2.040
Quarter,Time,Down,ToGo,Location,STL,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,10,10,"Shaun Suisham kicks off 67 yards, returned by Aveion Cason for 29 yards (tackle by Anthony Henry)",0.000,1.070
3,14:55,1,10,STL 32,10,10,Marshall Faulk left end for -2 yards (tackle by DeMarcus Ware),1.070,0.260
3,14:17,2,12,STL 30,10,10,Marshall Faulk left guard for 1 yard (tackle by Jason Ferguson),0.260,-0.290
3,13:37,3,11,STL 31,10,10,Jamie Martin pass complete to Shaun McDonald for 2 yards (tackle by Jacques Reeves),-0.290,-1.180
3,13:00,4,9,STL 33,10,10,"Bryan Barker punts 45 yards, returned by Terence Newman for 3 yards (tackle by Pisa Tinoisamoa). Penalty on Nate Jones: Illegal Block Above the , 10 yards",-1.180,0.220
3,12:49,1,10,DAL 15,10,10,Julius Jones left end for 3 yards (tackle by Brandon Chillar),-0.220,-0.280
3,12:12,2,7,DAL 18,10,10,Drew Bledsoe pass incomplete intended for Terry Glenn,-0.280,-1.000
3,12:07,3,7,DAL 18,10,10,"Drew Bledsoe pass complete to Keyshawn Johnson for 12 yards (tackle by DeJuan Groce). Keyshawn Johnson fumbles (forced by DeJuan Groce), recovered by O.J. Atogwe at DAL-34 (tackle by Jason Witten)",-1.000,-3.310
3,11:52,1,10,DAL 34,10,10,Marshall Faulk up the middle for 2 yards (tackle by Ryan Fowler),3.310,3.040
3,11:13,2,8,DAL 32,10,10,Jamie Martin pass incomplete intended for Brandon Manumaleuna,3.040,2.350
3,11:07,3,8,DAL 32,10,10,"Jamie Martin pass incomplete intended for Isaac Bruce (defended by Jacques Reeves). Penalty on Terence Newman: Defensive Holding, 5 yards (no play)",2.350,3.780
3,11:00,1,10,DAL 27,10,10,Marshall Faulk up the middle for 7 yards (tackle by Chris Canty and Scott Fujita),3.780,4.180
3,10:28,2,3,DAL 20,10,10,Marshall Faulk right end for -5 yards (tackle by Ryan Fowler),4.180,2.810
3,9:49,3,8,DAL 25,10,10,"Jamie Martin pass incomplete. Penalty on Jamie Martin: Intentional Grounding, 10 yards",2.810,0.970
3,9:43,4,18,DAL 35,10,10,Jeff Wilkins 53 yard field goal no good,0.970,-1.800
3,9:38,1,10,DAL 43,10,10,Julius Jones up the middle for -1 yards (tackle by Leonard Little),1.800,1.120
3,9:01,2,11,DAL 42,10,10,Drew Bledsoe pass complete to Julius Jones for -5 yards (tackle by Pisa Tinoisamoa),1.120,-0.230
3,8:19,3,16,DAL 37,10,10,Drew Bledsoe pass complete to Patrick Crayton for 16 yards (tackle by Corey Ivy),-0.230,2.460
3,7:51,1,10,STL 47,10,10,"Penalty on Andre Gurode: False Start, 5 yards (no play)",2.460,2.130
3,7:27,1,15,DAL 48,10,10,"Marion Barber up the middle for 9 yards (tackle by Jeremy Calahan). Penalty on Keyshawn Johnson: Offensive Holding, 10 yards",2.130,2.060
3,6:58,1,16,DAL 47,10,10,Marion Barber up the middle for 6 yards (tackle by Brandon Chillar),2.060,1.910
3,6:20,2,10,STL 47,10,10,Drew Bledsoe pass incomplete intended for Jason Witten,1.910,1.220
3,6:16,3,10,STL 47,10,10,Drew Bledsoe sacked by Anthony Hargrove for -7 yards,1.220,-0.320
3,5:54,4,17,DAL 46,10,10,"Mat McBriar punts 37 yards, returned by Mike Furrey for 13 yards (tackle by Terrance Copper)",-0.320,-0.940
3,5:45,1,10,STL 30,10,10,Jamie Martin pass complete to Isaac Bruce for 8 yards (tackle by Aaron Glenn),0.940,1.470
3,5:25,2,2,STL 38,10,10,Arlen Harris right end for -2 yards (tackle by Keith Davis),1.470,0.500
3,4:46,3,4,STL 36,10,10,"Jamie Martin pass incomplete intended for Torry Holt. Penalty on Aaron Glenn: Illegal Contact, 5 yards, Penalty on Nate Jones: Illegal Contact (Declined) (no play)",0.500,1.660
3,4:39,1,10,STL 41,10,10,Jamie Martin pass complete to Madison Hedgecock for 4 yards (tackle by Scott Fujita),1.660,1.660
3,4:10,2,6,STL 45,10,10,Aveion Cason right end for -1 yards (tackle by Jason Ferguson and Bradie James),1.660,0.830
3,3:26,3,7,STL 44,10,10,"Penalty on Alex Barron: False Start, 5 yards (no play)",0.830,0.170
3,3:08,3,12,STL 39,10,10,Jamie Martin pass complete to Torry Holt for 3 yards (tackle by Terence Newman),0.170,-0.590
3,2:33,4,9,STL 42,10,10,"Bryan Barker punts 43 yards, returned by Terence Newman for 5 yards (tackle by Madison Hedgecock)",-0.590,-0.280
3,2:22,1,10,DAL 20,10,10,Drew Bledsoe pass complete to Marion Barber for 8 yards (tackle by Brandon Chillar),0.280,0.810
3,1:45,2,2,DAL 28,10,10,"Marion Barber right tackle for 1 yard (tackle by Damione Lewis). Penalty on Ryan Pickett: Defensive Holding, 5 yards",0.810,1.200
3,1:07,1,10,DAL 34,10,10,Terence Newman right end for 4 yards (tackle by Trev Faulk),1.200,1.200
3,0:35,2,6,DAL 38,10,10,Marion Barber right tackle for 2 yards (tackle by Brandon Chillar),1.200,0.760
Quarter,Time,Down,ToGo,Location,STL,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,DAL 40,10,10,Drew Bledsoe pass complete to Keyshawn Johnson for 10 yards,0.760,2.260
4,14:29,1,10,STL 50,10,10,Marion Barber right end for -1 yards (tackle by Adam Archuleta),2.260,1.580
4,13:46,2,11,DAL 49,10,10,Drew Bledsoe pass incomplete intended for Jason Witten,1.580,0.890
4,13:39,3,11,DAL 49,10,10,"Drew Bledsoe sacked by Leonard Little and Pisa Tinoisamoa for -6 yards. Drew Bledsoe fumbles (forced by Leonard Little), recovered by Anthony Hargrove at DAL-40. Penalty on Rob Petitti: Offensive Holding (Declined)",0.890,-2.920
4,13:31,1,10,DAL 40,10,10,Jamie Martin pass incomplete intended for Arlen Harris,2.920,2.370
4,13:25,2,10,DAL 40,10,10,Jamie Martin pass complete to Brandon Manumaleuna for 29 yards (tackle by Willie Pile),2.370,4.840
4,12:42,1,10,DAL 11,10,10,Arlen Harris left end for 10 yards (tackle by Keith Davis),4.840,6.970
4,12:00,,,,10,10,Timeout #1 by St. Louis Rams,0.000,6.970
4,12:00,1,1,DAL 1,16,10,"Arlen Harris left tackle for 1 yard, touchdown",6.970,7.000
4,,,,DAL 2,17,10,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,17,10,"Jeff Wilkins kicks off 65 yards, returned by Tyson Thompson for 27 yards (tackle by Jeremy Loyd)",0.000,1.070
4,11:50,1,10,DAL 32,17,10,Julius Jones right tackle for 28 yards (tackle by Adam Archuleta and Ronald Bartell),1.070,2.920
4,11:05,1,10,STL 40,17,10,Julius Jones left end for -5 yards (tackle by Anthony Hargrove),2.920,1.700
4,10:25,2,15,STL 45,17,10,Drew Bledsoe pass incomplete intended for Patrick Crayton,1.700,1.030
4,10:20,3,15,STL 45,17,10,Drew Bledsoe pass complete to Terry Glenn for 16 yards,1.030,3.640
4,9:52,1,10,STL 29,17,10,Drew Bledsoe pass incomplete intended for Terry Glenn,3.640,3.100
4,9:45,2,10,STL 29,17,10,Drew Bledsoe pass incomplete intended for Keyshawn Johnson,3.100,2.410
4,9:40,3,10,STL 29,17,10,Drew Bledsoe pass incomplete intended for Terry Glenn,2.410,1.500
4,9:33,4,10,STL 29,17,10,Shaun Suisham 47 yard field goal no good,1.500,-1.400
4,9:28,1,10,STL 37,17,10,Arlen Harris left guard for 3 yards (tackle by Chris Canty),1.400,1.260
4,8:50,2,7,STL 40,17,10,Jamie Martin sacked by Marcus Spears for -6 yards,1.260,-0.230
4,8:17,3,13,STL 34,17,10,Aveion Cason up the middle for 12 yards (tackle by Keith Davis),-0.230,-0.320
4,7:29,4,1,STL 46,17,10,Bryan Barker punts 33 yards,-0.320,-0.340
4,7:20,1,10,DAL 21,17,10,Drew Bledsoe pass complete to Keyshawn Johnson for 34 yards (tackle by DeJuan Groce),0.340,2.590
4,6:34,1,10,STL 45,17,10,Drew Bledsoe pass incomplete intended for Keyshawn Johnson,2.590,2.040
4,6:27,2,10,STL 45,17,10,Drew Bledsoe pass incomplete intended for Terrance Copper,2.040,1.360
4,6:20,,,,17,10,Timeout #1 by Dallas Cowboys,0.000,1.360
4,6:20,3,10,STL 45,17,10,Drew Bledsoe pass incomplete intended for Keyshawn Johnson,1.360,0.270
,,,,,,,"DAL challenged the ruling, and the play was upheld.",,
4,6:13,4,10,STL 45,17,10,Mat McBriar punts 30 yards,0.270,0.220
4,6:00,1,10,STL 15,17,10,Aveion Cason left end for 2 yards (tackle by Jason Ferguson),-0.220,-0.440
4,5:14,2,8,STL 17,17,10,Aveion Cason right end for 5 yards (tackle by Scott Fujita),-0.440,-0.510
4,4:32,3,3,STL 22,17,10,Aveion Cason right end for 13 yards (tackle by Willie Pile),-0.510,1.270
4,4:26,1,10,STL 35,17,10,Arlen Harris left tackle for 3 yards (tackle by Jason Ferguson),1.270,1.130
4,3:47,2,7,STL 38,17,10,Torry Holt left end for 2 yards (tackle by Ryan Fowler),1.130,0.700
4,2:57,,,,17,10,Timeout #2 by St. Louis Rams,0.000,0.700
4,2:57,3,5,STL 40,17,10,Jamie Martin pass incomplete intended for Torry Holt,0.700,-0.720
4,2:54,4,5,STL 40,17,10,"Bryan Barker punts 35 yards, muffed catch by Terence Newman, recovered by Terence Newman and returned for 5 yards (tackle by Anthony Hargrove)",-0.720,-0.940
4,2:41,1,10,DAL 30,17,10,"Drew Bledsoe pass incomplete intended for Keyshawn Johnson (defended by Ronald Bartell). Penalty on Ronald Bartell: Defensive Holding, 5 yards (no play)",0.940,1.270
4,2:36,1,10,DAL 35,17,10,Drew Bledsoe pass complete to Jason Witten for 4 yards (tackle by Adam Archuleta),1.270,1.260
4,2:27,2,6,DAL 39,17,10,"Drew Bledsoe pass complete to Terry Glenn for 10 yards (tackle by DeJuan Groce). Penalty on Terry Glenn: Offensive Pass Interfere, 10 yards (no play)",1.260,-0.090
4,2:21,2,16,DAL 29,17,10,Drew Bledsoe pass incomplete intended for Jason Witten is intercepted by O.J. Atogwe at DAL-45 and returned for 42 yards,-0.090,-6.510
4,2:07,1,3,DAL 3,17,10,Arlen Harris right tackle for no gain (tackle by Ryan Fowler),6.510,5.530
4,2:00,2,3,DAL 3,17,10,Arlen Harris left end for 2 yards (tackle by DeMarcus Ware),5.530,5.170
4,1:15,3,1,DAL 1,17,10,Arlen Harris left guard for -1 yards (tackle by Greg Ellis),5.170,3.250
4,1:08,,,,17,10,Timeout #3 by Dallas Cowboys,0.000,3.250
4,1:08,4,2,DAL 2,20,10,Jeff Wilkins 20 yard field goal good,3.250,3.000
4,,,,STL 30,20,10,"Jeff Wilkins kicks off 65 yards, returned by Tyson Thompson for 19 yards (tackle by Drew Wahlroos)",0.000,0.540
4,1:00,1,10,DAL 24,20,10,Drew Bledsoe pass incomplete intended for Marion Barber,0.540,0.000
4,0:55,2,10,DAL 24,20,10,Drew Bledsoe pass complete to Keyshawn Johnson for 22 yards,0.000,1.990
4,0:49,1,10,DAL 46,20,10,Drew Bledsoe pass complete to Marion Barber for 9 yards,1.990,2.670
4,0:41,2,1,STL 45,20,10,Drew Bledsoe sacked by Leonard Little for -4 yards,2.670,1.420
4,0:21,3,5,STL 49,20,10,Drew Bledsoe pass incomplete intended for Patrick Crayton is intercepted by Corey Ivy at STL-35 and returned for 19 yards,1.420,-2.520
4,0:11,1,10,DAL 46,20,10,Jamie Martin kneels for -1 yards,2.520,1.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
