Quarter,Time,Down,ToGo,Location,WAS,GNB,Detail,EPB,EPA
1,7:28,1,10,WAS 34,0,3,Alfred Morris right end for 6 yards (tackle by A.J. Hawk),1.200,1.470
1,6:55,2,4,WAS 40,0,3,Alfred Morris left tackle for no gain (tackle by Johnny Jolly and Brad Jones),1.470,0.760
1,6:17,3,4,WAS 40,0,3,Robert Griffin pass incomplete deep middle intended for Josh Morgan,0.760,-0.720
1,6:13,4,4,WAS 40,0,3,"Saverio Rocca punts 25 yards, out of bounds",-0.720,-1.270
1,6:06,1,10,GNB 35,0,3,Aaron Rodgers sacked by Brian Orakpo for -12 yards,1.270,-0.900
1,5:29,2,22,GNB 23,0,3,Aaron Rodgers pass complete short left to James Starks for 6 yards (tackle by Bacarri Rambo),-0.900,-0.760
1,5:29,3,16,GNB 29,0,3,"Penalty on Don Barclay: False Start, 5 yards (no play)",-0.760,-1.420
1,4:50,3,21,GNB 24,0,3,Aaron Rodgers pass complete short middle to James Jones for 14 yards (tackle by Brandon Meriweather and London Fletcher),-1.420,-0.850
1,4:14,4,7,GNB 38,0,3,"Tim Masthay punts 51 yards, returned by Chris Thompson for 3 yards (tackle by Davon House). Penalty on E.J. Biggers: Illegal Block Above the Waist, 7 yards",-0.850,0.380
1,4:03,1,10,WAS 7,0,3,Alfred Morris right end for 3 yards (tackle by Brad Jones and A.J. Hawk),-0.380,-0.560
1,3:27,2,7,WAS 10,0,3,Robert Griffin pass incomplete short middle intended for Josh Morgan (defended by Ryan Pickett),-0.560,-1.070
1,3:22,3,7,WAS 10,0,3,Robert Griffin pass incomplete short left intended for Pierre Garcon,-1.070,-2.490
1,3:17,4,7,WAS 10,0,3,"Saverio Rocca punts 43 yards, returned by Jeremy Ross for 11 yards (tackle by Jerome Murphy)",-2.490,-2.790
1,3:08,1,10,WAS 42,0,3,Aaron Rodgers pass complete short left to Jermichael Finley for 7 yards (tackle by Perry Riley),2.790,3.190
1,2:43,2,3,WAS 35,0,3,Aaron Rodgers pass incomplete short right intended for Andrew Quarless,3.190,2.480
1,2:39,3,3,WAS 35,0,3,Aaron Rodgers pass incomplete short right intended for James Starks,2.480,0.990
1,2:34,4,3,WAS 35,0,9,"Aaron Rodgers pass complete short middle to Randall Cobb for 35 yards, touchdown",0.990,7.000
1,2:34,,,WAS 2,0,10,Mason Crosby kicks extra point good,0.000,0.000
1,2:34,,,GNB 35,0,10,"Tim Masthay kicks off 74 yards, touchback",0.000,-0.280
1,2:27,1,10,WAS 20,0,10,Robert Griffin pass complete short left to Pierre Garcon for 44 yards (tackle by Sam Shields),0.280,3.180
1,1:45,1,10,GNB 36,0,10,Alfred Morris right end for -1 yards (tackle by Clay Matthews and Mike Daniels),3.180,2.500
1,1:06,2,11,GNB 37,0,10,Robert Griffin up the middle for 2 yards (tackle by Clay Matthews and B.J. Raji),2.500,2.080
1,0:12,3,9,GNB 35,0,10,Robert Griffin pass complete short right to Roy Helu for 2 yards (tackle by M.D. Jennings),2.080,1.150
Quarter,Time,Down,ToGo,Location,WAS,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,7,GNB 33,0,10,"Saverio Rocca punts 23 yards, fair catch by Randall Cobb. Penalty on Nick Sundberg: Unnecessary Roughness, 15 yards, Penalty on Nick Sundberg: Defensive Holding (Declined)",1.150,-0.610
2,14:53,1,10,GNB 25,0,10,Aaron Rodgers pass complete short left to James Starks for 6 yards (tackle by Brian Orakpo),0.610,0.870
2,14:30,2,4,GNB 31,0,10,James Starks left end for 20 yards (tackle by Brandon Meriweather),0.870,2.320
2,14:09,1,10,WAS 49,0,10,Aaron Rodgers pass complete deep middle to James Jones for 27 yards (tackle by David Amerson and Bacarri Rambo),2.320,4.110
2,13:30,1,10,WAS 22,0,10,Aaron Rodgers pass complete short middle to James Starks for 9 yards (tackle by Phillip Merling),4.110,5.060
2,13:08,2,1,WAS 13,0,10,James Starks left tackle for 3 yards (tackle by Ryan Kerrigan),5.060,4.910
2,12:28,1,10,WAS 10,0,10,"Aaron Rodgers pass complete short left to Jordy Nelson for 10 yards. Penalty on David Bakhtiari: Offensive Holding, 10 yards (no play)",4.910,4.240
2,12:22,1,20,WAS 20,0,10,Aaron Rodgers pass complete short right to Jermichael Finley for 6 yards (tackle by DeAngelo Hall and Reed Doughty),4.240,3.580
2,11:49,2,14,WAS 14,0,10,Aaron Rodgers pass incomplete short left intended for Randall Cobb,3.580,3.000
2,11:44,3,14,WAS 14,0,16,"Aaron Rodgers pass complete short middle to Jordy Nelson for 14 yards, touchdown",3.000,7.000
2,11:44,,,WAS 2,0,17,Mason Crosby kicks extra point good,0.000,0.000
2,11:44,,,GNB 35,0,17,"Tim Masthay kicks off 65 yards, touchback",0.000,-0.280
2,11:40,1,10,WAS 20,0,17,Robert Griffin pass complete short middle to Josh Morgan for 18 yards (tackle by Jerron McMillian and Sam Shields),0.280,1.470
2,11:03,1,10,WAS 38,0,17,Alfred Morris up the middle for 4 yards (tackle by A.J. Hawk and Johnny Jolly),1.470,1.460
2,10:27,2,6,WAS 42,0,17,Robert Griffin pass incomplete short middle intended for Santana Moss (defended by Sam Shields),1.460,0.760
2,10:20,3,6,WAS 42,0,17,Robert Griffin pass incomplete right intended for Pierre Garcon (defended by Nick Perry),0.760,-0.590
2,10:15,4,6,WAS 42,0,17,Saverio Rocca punts 48 yards,-0.590,0.380
2,10:04,1,10,GNB 10,0,17,James Starks right end for 14 yards (tackle by Perry Riley),-0.380,0.540
2,9:31,1,10,GNB 24,0,17,Aaron Rodgers pass complete deep left to James Jones for 57 yards (tackle by David Amerson),0.540,4.310
2,8:43,1,10,WAS 19,0,17,James Starks right tackle for 9 yards (tackle by Reed Doughty),4.310,5.360
2,8:17,2,1,WAS 10,0,17,James Starks right end for 3 yards (tackle by DeAngelo Hall and Reed Doughty),5.360,5.600
2,7:51,1,7,WAS 7,0,17,Aaron Rodgers pass complete short left to Randall Cobb for 4 yards (tackle by Josh Wilson),5.600,5.530
2,7:13,2,3,WAS 3,0,23,"Aaron Rodgers pass complete short right to Jermichael Finley for 3 yards, touchdown",5.530,7.000
2,7:13,,,WAS 2,0,24,Mason Crosby kicks extra point good,0.000,0.000
2,7:13,,,GNB 35,0,24,"Tim Masthay kicks off 62 yards, returned by Chris Thompson for 11 yards (tackle by Sam Barrington). Penalty on Logan Paulsen: Illegal Block Above the Waist, 7 yards",0.000,0.380
2,7:01,1,10,WAS 7,0,24,Alfred Morris left end for 9 yards (tackle by Jerron McMillian),-0.380,-0.020
2,6:26,2,1,WAS 16,0,24,Alfred Morris left tackle for 32 yards (tackle by M.D. Jennings and Sam Shields),-0.020,2.130
2,5:46,1,10,WAS 48,0,24,Alfred Morris left tackle for no gain (tackle by B.J. Raji and A.J. Hawk),2.130,1.580
2,5:05,2,10,WAS 48,0,24,Robert Griffin pass complete deep middle to Pierre Garcon for 18 yards (tackle by Chris Banjo),1.580,3.310
2,4:24,1,10,GNB 34,0,24,Robert Griffin sacked by Davon House for -6 yards,3.310,1.960
2,3:46,2,16,GNB 40,0,24,Robert Griffin pass complete short middle to Jordan Reed for 11 yards (tackle by Brad Jones),1.960,2.740
2,3:08,3,5,GNB 29,0,24,Robert Griffin pass incomplete short left intended for Pierre Garcon,2.740,1.540
2,3:03,4,5,GNB 29,0,24,Robert Griffin pass incomplete short middle intended for Josh Morgan is intercepted by Mike Neal at GNB-21 and returned for 5 yards (tackle by Chris Chester),1.540,-0.670
2,2:56,1,10,GNB 26,0,24,Aaron Rodgers pass complete short right to James Jones for 5 yards (tackle by DeAngelo Hall and Reed Doughty),0.670,0.810
2,2:25,2,5,GNB 31,0,24,Aaron Rodgers pass complete short right to Andrew Quarless for 7 yards (tackle by DeAngelo Hall),0.810,1.470
2,2:00,1,10,GNB 38,0,24,James Starks up the middle for 2 yards (tackle by Josh Wilson),1.470,1.190
2,1:34,2,8,GNB 40,0,24,Aaron Rodgers pass complete short middle to James Starks for 15 yards (tackle by Reed Doughty),1.190,2.590
2,1:07,1,10,WAS 45,0,24,Aaron Rodgers pass complete short middle to Randall Cobb for 10 yards (tackle by Ryan Kerrigan),2.590,2.590
2,0:55,1,10,WAS 45,0,24,Timeout #1 by Green Bay Packers,2.590,3.250
2,0:55,1,10,WAS 35,0,24,Aaron Rodgers pass incomplete deep left intended for James Jones,3.250,2.700
2,0:50,2,10,WAS 35,0,24,Aaron Rodgers pass complete short left to James Jones for 20 yards (tackle by David Amerson),2.700,4.580
2,0:20,1,10,WAS 15,0,24,Aaron Rodgers pass complete short right to Randall Cobb for 5 yards (tackle by Reed Doughty),4.580,4.580
2,0:15,1,10,WAS 15,0,24,Timeout #2 by Green Bay Packers,4.580,4.840
2,0:15,2,5,WAS 10,0,24,Aaron Rodgers pass complete short right to James Jones for 9 yards (tackle by DeAngelo Hall). James Jones fumbles (forced by DeAngelo Hall),4.840,-0.280
2,0:09,1,10,WAS 20,0,24,Robert Griffin kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,WAS,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,0,24,"Tim Masthay kicks off no gain, returned by Chris Thompson for 28 yards (tackle by Jarrett Boykin). Penalty on Rob Francois: Unnecessary Roughness, 15 yards",0.000,1.400
3,14:55,1,10,WAS 37,0,24,Robert Griffin pass complete short left to Fred Davis for 3 yards (tackle by Sam Shields),1.400,1.260
3,14:16,2,7,WAS 40,0,24,Alfred Morris right end for 5 yards (tackle by Nick Perry),1.260,1.220
3,13:36,3,2,WAS 45,0,24,Robert Griffin pass incomplete short left intended for Santana Moss (defended by Sam Shields),1.220,-0.390
3,13:32,4,2,WAS 45,0,24,"Saverio Rocca punts 45 yards, fair catch by Randall Cobb. Penalty on Niles Paul: Unnecessary Roughness, 15 yards",-0.390,-0.610
3,13:24,1,10,GNB 25,0,24,James Starks for no gain (tackle by Perry Riley),0.610,0.060
3,12:48,2,10,GNB 25,0,24,Aaron Rodgers pass incomplete short left intended for Andrew Quarless,0.060,-0.620
3,12:45,3,10,GNB 25,0,24,Aaron Rodgers sacked by Josh Wilson for -12 yards,-0.620,-2.490
3,12:36,4,22,GNB 13,0,24,"Tim Masthay punts 47 yards, returned by Chris Thompson for 6 yards (tackle by Jamari Lattimore)",-2.490,-1.990
3,12:25,1,10,WAS 46,0,24,"Robert Griffin pass incomplete deep right intended for Pierre Garcon (defended by A.J. Hawk). Penalty on Will Montgomery: Illegal Peelback, 15 yards (no play)",1.990,1.000
3,12:20,1,25,WAS 31,0,24,Robert Griffin pass complete short middle to Leonard Hankerson for 15 yards (tackle by Tramon Williams),1.000,1.450
3,11:41,2,10,WAS 46,0,24,Robert Griffin pass complete deep middle to Pierre Garcon for 18 yards (tackle by Sam Shields),1.450,3.180
3,11:03,1,10,GNB 36,0,24,Alfred Morris left end for 4 yards (tackle by Nick Perry),3.180,3.180
3,10:21,2,6,GNB 32,0,24,Robert Griffin pass incomplete short right intended for Fred Davis,3.180,2.480
3,10:17,3,6,GNB 32,0,24,Robert Griffin pass incomplete short left intended for Pierre Garcon,2.480,1.250
3,10:13,4,6,GNB 32,0,24,John Potter 50 yard field goal no good,1.250,-1.600
3,10:09,1,10,GNB 40,0,24,Aaron Rodgers pass complete short left to Jermichael Finley for 27 yards (tackle by Reed Doughty and Kedric Golston),1.600,3.380
3,9:32,1,10,WAS 33,0,24,James Starks left tackle for 9 yards (tackle by Ryan Kerrigan),3.380,4.050
3,8:53,2,1,WAS 24,0,24,James Starks right guard for 9 yards (tackle by Reed Doughty),4.050,4.580
3,8:20,1,10,WAS 15,0,30,"Aaron Rodgers pass complete short right to Jordy Nelson for 15 yards, touchdown",4.580,7.000
3,8:20,,,WAS 2,0,31,Mason Crosby kicks extra point good,0.000,0.000
3,8:20,,,GNB 35,0,31,"Tim Masthay kicks off 68 yards, returned by Chris Thompson for 20 yards (tackle by Davon House)",0.000,0.060
3,8:08,1,10,WAS 17,0,31,Alfred Morris left end for 32 yards (tackle by Mike Neal),-0.060,2.190
3,7:26,1,10,WAS 49,0,31,Alfred Morris right end for 7 yards (tackle by M.D. Jennings),2.190,2.590
3,6:46,2,3,GNB 44,0,31,Robert Griffin pass complete short middle to Pierre Garcon for 14 yards (tackle by Chris Banjo),2.590,3.580
3,6:08,1,10,GNB 30,0,31,Robert Griffin pass complete short right to Logan Paulsen for 7 yards (tackle by Nick Perry),3.580,3.580
3,5:42,1,10,GNB 30,0,31,Timeout #1 by Green Bay Packers,3.580,3.980
3,5:42,2,3,GNB 23,0,31,Robert Griffin pass complete short left to Pierre Garcon for 13 yards (tackle by Brad Jones),3.980,4.910
3,4:59,1,10,GNB 10,0,31,Robert Griffin for 4 yards (tackle by Tramon Williams),4.910,4.950
3,4:23,2,6,GNB 6,0,31,Robert Griffin pass incomplete short right intended for Logan Paulsen (defended by Tramon Williams),4.950,4.040
3,4:18,3,6,GNB 6,6,31,"Robert Griffin pass complete short left to Pierre Garcon for 6 yards, touchdown",4.040,7.000
,,,,,,,"WAS challenged the runner broke the plane ruling, and the original play was overturned.",,
3,4:18,,,GNB 2,7,31,John Potter kicks extra point good,0.000,0.000
3,4:18,,,WAS 35,7,31,"John Potter kicks off 74 yards, touchback",0.000,-0.280
3,4:15,1,10,GNB 20,7,31,James Starks right end for 11 yards (tackle by Bacarri Rambo),0.280,1.000
3,3:35,1,10,GNB 31,7,31,Aaron Rodgers pass incomplete,1.000,0.460
3,3:32,2,10,GNB 31,7,31,Aaron Rodgers pass complete deep left to Jordy Nelson for 37 yards (tackle by David Amerson). Penalty on David Amerson: Defensive Pass Interference (Declined),0.460,3.450
3,2:48,1,10,WAS 32,7,37,"James Starks left tackle for 32 yards, touchdown",3.450,7.000
3,2:48,,,WAS 2,7,38,Mason Crosby kicks extra point good,0.000,0.000
3,2:48,,,GNB 35,7,38,"Tim Masthay kicks off 65 yards, touchback",0.000,-0.280
3,2:41,1,10,WAS 20,7,38,Robert Griffin pass complete short middle to Logan Paulsen for 6 yards (tackle by A.J. Hawk),0.280,0.540
3,2:13,2,4,WAS 26,7,38,Alfred Morris right end for 6 yards (tackle by Mike Neal and Tramon Williams),0.540,1.070
3,1:38,1,10,WAS 32,7,38,Robert Griffin pass complete short right to Alfred Morris for -4 yards (tackle by Johnny Jolly),1.070,-0.010
3,0:55,2,14,WAS 28,7,38,"Robert Griffin left end for 8 yards (tackle by Tramon Williams). Penalty on Will Montgomery: Face Mask (15 Yards), 14 yards (no play)",-0.010,-2.050
3,0:20,2,28,WAS 14,7,38,Robert Griffin pass complete short left to Alfred Morris for 17 yards (tackle by Sam Shields),-2.050,-0.290
Quarter,Time,Down,ToGo,Location,WAS,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,WAS 31,7,38,Robert Griffin pass complete deep right to Pierre Garcon for 25 yards (tackle by Sam Shields),-0.290,2.650
4,14:16,1,10,GNB 44,7,38,Robert Griffin pass incomplete deep left intended for Pierre Garcon,2.650,2.110
4,14:11,2,10,GNB 44,7,38,Robert Griffin pass complete short middle to Aldrick Robinson for 13 yards (tackle by Davon House),2.110,3.510
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
4,13:37,1,10,GNB 31,7,38,Robert Griffin pass complete deep middle to Josh Morgan for 21 yards (tackle by M.D. Jennings and Sam Shields),3.510,4.910
4,12:55,1,10,GNB 10,7,38,Robert Griffin right guard for -4 yards (tackle by Mike Daniels),4.910,3.580
4,12:17,2,14,GNB 14,7,38,Robert Griffin pass complete short middle to Pierre Garcon for 5 yards (tackle by Datone Jones),3.580,3.360
4,11:50,3,9,GNB 9,7,38,Robert Griffin pass complete short middle to Leonard Hankerson for 6 yards (tackle by Jerron McMillian and Tramon Williams),3.360,3.040
4,11:08,4,3,GNB 3,13,38,"Robert Griffin pass complete short middle to Jordan Reed for 3 yards, touchdown. Penalty on Chris Banjo: Defensive Holding (Declined)",3.040,7.000
4,11:08,,,GNB 2,14,38,John Potter kicks extra point good,0.000,0.000
4,11:08,,,WAS 35,14,38,"John Potter kicks off 62 yards, returned by Jeremy Ross for 14 yards (tackle by Nick Barnett)",0.000,0.060
4,10:55,1,10,GNB 17,14,38,James Starks up the middle for 2 yards (tackle by Reed Doughty),-0.060,-0.250
4,10:12,2,8,GNB 19,14,38,James Starks left tackle for 3 yards (tackle by Stephen Bowen),-0.250,-0.250
4,9:25,2,8,GNB 19,14,38,Timeout #2 by Green Bay Packers,-0.250,-0.620
4,9:25,3,5,GNB 22,14,38,Aaron Rodgers pass incomplete short left intended for Jermichael Finley,-0.620,-1.900
4,9:21,4,5,GNB 22,14,38,"Tim Masthay punts 23 yards, out of bounds",-1.900,-2.590
4,9:14,1,10,GNB 45,14,38,Robert Griffin pass incomplete short middle intended for Josh Morgan (defended by Sam Shields),2.590,2.040
4,9:08,2,10,GNB 45,14,38,Robert Griffin pass complete short left to Santana Moss for 19 yards (tackle by Tramon Williams),2.040,3.840
4,8:36,1,10,GNB 26,14,38,Robert Griffin pass complete short middle to Santana Moss for 13 yards (tackle by Jerron McMillian),3.840,4.710
4,8:03,1,10,GNB 13,14,38,Robert Griffin pass complete short right to Jordan Reed for 4 yards (tackle by Jerron McMillian),4.710,4.770
4,7:42,2,6,GNB 9,14,38,Robert Griffin pass incomplete short right intended for Aldrick Robinson,4.770,3.880
4,7:40,3,6,GNB 9,20,38,"Robert Griffin pass complete short right to Santana Moss for 9 yards, touchdown",3.880,7.000
,,,,,,,"WAS challenged the incomplete pass ruling, and the original play was overturned.",,
4,7:40,,,,20,38,"Two Point Attempt: Robert Griffin pass incomplete intended for Jordan Reed, conversion fails",0.000,-1.000
4,7:40,,,WAS 35,20,38,"John Potter kicks off 62 yards, returned by Randall Cobb for 10 yards (tackle by Bryan Kehl)",0.000,0.320
4,7:31,1,10,GNB 13,20,38,James Starks left end for 1 yard (tackle by Kedric Golston),-0.320,-0.320
4,7:25,1,10,GNB 13,20,38,Timeout #1 by Washington Redskins,-0.320,-0.680
4,7:25,2,9,GNB 14,20,38,James Starks left end for no gain (tackle by Brian Orakpo),-0.680,-0.680
4,7:21,2,9,GNB 14,20,38,Timeout #2 by Washington Redskins,-0.680,-1.300
4,7:21,3,9,GNB 14,20,38,Aaron Rodgers pass complete short left to James Jones for 12 yards (tackle by David Amerson),-1.300,0.670
4,6:40,1,10,GNB 26,20,38,Aaron Rodgers pass complete short left to Jermichael Finley for 8 yards (tackle by London Fletcher),0.670,0.670
4,6:33,1,10,GNB 26,20,38,Timeout #3 by Washington Redskins,0.670,1.210
4,6:33,2,2,GNB 34,20,38,Aaron Rodgers pass complete short middle to Randall Cobb for 18 yards (tackle by Bacarri Rambo),1.210,2.390
4,5:51,1,10,WAS 48,20,38,Aaron Rodgers pass complete short middle to Randall Cobb for 14 yards (tackle by Bacarri Rambo),2.390,3.310
4,5:04,1,10,WAS 34,20,38,James Starks right end for -3 yards (tackle by Brian Orakpo),3.310,2.370
4,4:18,2,13,WAS 37,20,38,Aaron Rodgers pass complete short right to James Jones for 14 yards (tackle by DeAngelo Hall),2.370,4.040
4,3:33,1,10,WAS 23,20,38,James Starks left end for no gain (tackle by Darryl Tapp),4.040,3.500
4,2:47,2,10,WAS 23,20,38,James Starks up the middle for 13 yards (tackle by Bacarri Rambo),3.500,4.910
4,2:00,1,10,WAS 10,20,38,Aaron Rodgers kneels for -1 yards,4.910,4.020
4,1:17,2,11,WAS 11,20,38,Aaron Rodgers kneels for -1 yards,4.020,3.100
4,0:37,3,12,WAS 12,20,38,Aaron Rodgers kneels for -1 yards,3.100,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
