Quarter,Time,Tm,Detail,CLE,BAL
1.0,8:49,Ravens,Todd Heap 3 yard pass from Anthony Wright (Matt Stover kick),0,7
,3:08,Ravens,Matt Stover 39 yard field goal,0,10
2.0,12:38,Ravens,Matt Stover 27 yard field goal,0,13
,0:00,Ravens,Matt Stover 38 yard field goal,0,16
3.0,7:37,Browns,Phil Dawson 24 yard field goal,3,16
