Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss, Titans to receive the opening kickoff.",,
1,15:00,,,IND 30,0,0,"Adam Vinatieri kicks off 65 yards, returned by Chris J. Henry for 16 yards (tackle by Melvin Bullitt)",0.000,0.340
1,14:56,1,10,TEN 21,0,0,LenDale White up the middle for 13 yards (tackle by Bob Sanders and Gary Brackett),0.340,1.200
1,14:20,1,10,TEN 34,0,0,LenDale White up the middle for 15 yards (tackle by Bob Sanders),1.200,2.190
1,13:43,1,10,TEN 49,0,0,LenDale White up the middle for 4 yards (tackle by Josh Thomas and Kelvin Hayden),2.190,2.190
1,13:08,2,6,IND 47,0,0,LenDale White up the middle for 3 yards (tackle by Jeff Charleston),2.190,1.880
1,12:29,3,3,IND 44,0,0,Vince Young pass complete short right to Bo Scaife for 7 yards (tackle by Bob Sanders),1.880,3.120
1,11:50,1,10,IND 37,0,0,Vince Young pass complete short left to Roydell Williams for 8 yards (tackle by Marlin Jackson),3.120,3.650
1,11:16,2,2,IND 29,0,0,Chris Brown left tackle for 4 yards (tackle by Ramon Guzman),3.650,3.910
1,10:40,1,10,IND 25,0,0,LenDale White up the middle for 1 yard (tackle by Dan Klecko and Gary Brackett),3.910,3.500
1,10:04,2,9,IND 24,0,0,Vince Young pass complete short left to Biren Ealy for 6 yards (tackle by Marlin Jackson),3.500,3.660
1,9:26,3,3,IND 18,0,0,Vince Young pass complete short right to Justin Gage for 10 yards (tackle by Tyjuan Hagler),3.660,5.370
1,8:46,1,8,IND 8,6,0,"Chris Brown right tackle for 8 yards, touchdown",5.370,7.000
1,,,,IND 2,7,0,Rob Bironas kicks extra point good,0.000,0.000
1,,,,TEN 30,7,0,"Rob Bironas kicks off 70 yards, returned by T.J. Rushing for 22 yards (tackle by Chidi Iwuoma)",0.000,0.410
1,8:34,1,10,IND 22,7,0,Peyton Manning pass complete short right to Joseph Addai for 8 yards (tackle by Cortland Finnegan),0.410,0.950
1,8:03,2,2,IND 30,7,0,Peyton Manning pass complete short right to Reggie Wayne for 4 yards (tackle by David Thornton),0.950,1.200
1,7:34,1,10,IND 34,7,0,Peyton Manning pass incomplete short middle intended for Bryan Fletcher (defended by David Thornton),1.200,0.660
1,7:30,2,10,IND 34,7,0,Peyton Manning pass complete short right to Reggie Wayne for 6 yards (tackle by Nick Harper),0.660,0.760
1,7:08,3,4,IND 40,7,0,Peyton Manning pass complete short middle to Reggie Wayne for 18 yards (tackle by Cortland Finnegan),0.760,2.790
1,7:08,1,10,TEN 42,7,0,Peyton Manning pass complete short middle to Reggie Wayne for 4 yards (tackle by David Thornton),2.790,2.780
1,6:08,2,6,TEN 38,7,0,Peyton Manning pass complete short left to Dallas Clark for 5 yards (tackle by Michael Griffin),2.780,2.740
1,5:32,3,1,TEN 33,7,0,Peyton Manning pass complete short left to Devin Aromashodu for 7 yards (tackle by Cortland Finnegan),2.740,3.840
1,4:54,1,10,TEN 26,7,0,"Peyton Manning pass complete short right to Reggie Wayne for 6 yards (tackle by Michael Griffin). Reggie Wayne fumbles (forced by Michael Griffin), recovered by David Thornton at TEN-20 (tackle by Reggie Wayne)",3.840,-0.280
1,4:46,1,10,TEN 20,7,0,LenDale White left tackle for 4 yards (tackle by Josh Thomas and Jeff Charleston),0.280,0.270
1,4:12,2,6,TEN 24,7,0,Chris Brown right tackle for 7 yards (tackle by Jeff Charleston and Matt Giordano),0.270,1.000
1,3:35,1,10,TEN 31,7,0,Chris Brown left tackle for -3 yards (tackle by Freddie Keiaho and Jeff Charleston),1.000,0.060
1,2:53,2,13,TEN 28,7,0,Vince Young right end for 2 yards (tackle by Gary Brackett),0.060,-0.360
1,2:07,3,11,TEN 30,7,0,Vince Young for 9 yards (tackle by Marlin Jackson and Keyunta Dawson),-0.360,-0.780
1,1:30,4,2,TEN 39,7,0,"Craig Hentrich punts 53 yards, returned by T.J. Rushing for 9 yards (tackle by Chidi Iwuoma)",-0.780,0.060
1,1:20,1,10,IND 17,7,0,Joseph Addai left tackle for 14 yards (tackle by Calvin Lowry),-0.060,1.000
1,0:39,1,10,IND 31,7,0,Joseph Addai up the middle for 4 yards (tackle by Keith Bulluck),1.000,1.000
1,0:05,2,6,IND 35,7,0,Peyton Manning pass complete short right to Bryan Fletcher for 5 yards (tackle by Nick Harper),1.000,0.960
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,IND 40,7,0,Joseph Addai left tackle for 8 yards (tackle by Tony Brown and Keith Bulluck),0.960,2.130
2,14:24,1,10,IND 48,7,0,Peyton Manning pass complete short right to Reggie Wayne for 9 yards (tackle by David Thornton),2.130,2.800
2,13:54,2,1,TEN 43,7,0,Peyton Manning pass complete short right to Reggie Wayne for 8 yards (tackle by Nick Harper),2.800,3.250
2,13:16,1,10,TEN 35,7,0,Peyton Manning pass complete short left to Reggie Wayne for 5 yards (tackle by Stephen Tulloch),3.250,3.380
2,12:32,2,5,TEN 30,7,0,Peyton Manning pass complete short middle to Reggie Wayne for 7 yards (tackle by Cortland Finnegan),3.380,4.040
2,12:00,1,10,TEN 23,7,0,Peyton Manning pass complete short right to Reggie Wayne for 3 yards (tackle by David Thornton),4.040,3.900
2,11:30,2,7,TEN 20,7,0,Joseph Addai up the middle for 1 yard (tackle by Stephen Tulloch and Travis LaBoy),3.900,3.340
2,10:48,3,6,TEN 19,7,0,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Travis LaBoy),3.340,2.210
2,10:44,4,6,TEN 19,7,3,Adam Vinatieri 37 yard field goal good,2.210,3.000
2,,,,IND 30,7,3,"Adam Vinatieri kicks off 66 yards, returned by Chris J. Henry for 17 yards (tackle by Clint Session)",0.000,0.340
2,10:35,1,10,TEN 21,7,3,Vince Young pass complete short middle to Ben Hartsock for 21 yards (tackle by Matt Giordano),0.340,1.730
2,10:06,1,10,TEN 42,7,3,Chris Brown up the middle for 3 yards (tackle by Jeff Charleston and Gary Brackett),1.730,1.590
2,9:37,2,7,TEN 45,7,3,Chris Brown up the middle for 1 yard (tackle by Bob Sanders and Tyjuan Hagler),1.590,1.030
2,8:58,3,6,TEN 46,7,3,Vince Young pass complete short middle to Justin Gage for 20 yards (tackle by Marlin Jackson),1.030,3.310
2,8:11,1,10,IND 34,7,3,"Vince Young pass incomplete deep left intended for Biren Ealy. Penalty on Marlin Jackson: Defensive Pass Interference, 25 yards (no play)",3.310,5.140
2,8:05,1,9,IND 9,7,3,"Chris Brown up the middle for 2 yards (tackle by Edward Johnson). Chris Brown fumbles (forced by Edward Johnson), recovered by Darrell Reid at IND-7 (tackle by Chris Brown)",5.140,0.380
2,7:58,1,10,IND 7,7,3,"Kenton Keith up the middle for 10 yards (tackle by Michael Griffin). Penalty on Devin Aromashodu: Illegal Block Above the Waist, 9 yards",-0.380,-0.340
2,7:32,1,9,IND 8,7,3,Jim Sorgi pass incomplete short right intended for Reggie Wayne (defended by Michael Griffin),-0.340,-0.710
2,7:27,2,9,IND 8,7,3,Jim Sorgi pass complete short right to Luke Lawton for 6 yards (tackle by Nick Harper),-0.710,-0.600
2,6:45,3,3,IND 14,7,3,Jim Sorgi pass complete short right to Reggie Wayne for 5 yards (tackle by David Thornton),-0.600,0.150
2,6:00,1,10,IND 19,7,3,Jim Sorgi pass complete short middle to Reggie Wayne for 12 yards (tackle by Reynaldo Hill),0.150,1.000
2,5:18,1,10,IND 31,7,3,Kenton Keith up the middle for 1 yard (tackle by David Thornton and Tony Brown),1.000,0.600
2,4:38,2,9,IND 32,7,3,Jim Sorgi pass incomplete short middle intended for Devin Aromashodu (defended by Bryce Fisher),0.600,-0.100
2,4:32,3,9,IND 32,7,3,Jim Sorgi pass complete short left to Craphonso Thorpe for 1 yard (tackle by Vincent Fuller),-0.100,-1.180
2,3:55,4,8,IND 33,7,3,"Hunter Smith punts 60 yards, returned by Chris Davis for 19 yards (tackle by Darrell Reid). Penalty on Cortland Finnegan: Offensive Holding, 7 yards",-1.180,0.380
2,3:42,1,10,TEN 8,7,3,LenDale White up the middle for no gain (tackle by Gary Brackett),-0.380,-0.780
2,3:02,2,10,TEN 8,7,3,Vince Young pass incomplete short middle intended for Bo Scaife,-0.780,-1.420
2,2:58,,,,7,3,Timeout #1 by Tennessee Titans,0.000,-1.420
2,2:58,3,10,TEN 8,7,3,Vince Young pass incomplete short middle intended for Bo Scaife,-1.420,-2.490
2,2:50,4,10,TEN 8,7,3,"Craig Hentrich punts 60 yards, returned by T.J. Rushing for 27 yards (tackle by Colin Allred). Penalty on Brannon Condren: Illegal Block Above the Waist, 10 yards",-2.490,-1.000
2,2:40,1,10,IND 31,7,3,Jim Sorgi pass incomplete deep right intended for Bryan Fletcher (defended by Calvin Lowry),1.000,0.460
2,2:34,2,10,IND 31,7,3,Jim Sorgi pass incomplete short left intended for Clifton Dawson. Penalty on Dylan Gandy: Ineligible Downfield Pass (Declined),0.460,-0.230
2,2:29,3,10,IND 31,7,3,Jim Sorgi pass incomplete short middle intended for Clifton Dawson,-0.230,-1.310
