Quarter,Time,Down,ToGo,Location,BAL,HOU,Detail,EPB,EPA
2,10:59,4,9,HOU 44,7,0,"Sam Koch punts 39 yards, fair catch by Jacoby Jones. Penalty on Edgar Jones: Offensive Holding, 10 yards",0.330,0.220
2,10:52,1,10,HOU 15,7,0,Sage Rosenfels pass complete short left to Ahman Green for 2 yards (tackle by Bart Scott),-0.220,-0.440
2,10:18,2,8,HOU 17,7,0,Sage Rosenfels pass complete short left to Joel Dreessen for 9 yards (tackle by Jim Leonhard),-0.440,0.670
,,,,,,,"BAL challenged the first down ruling, and the play was upheld.",,
2,9:52,1,10,HOU 26,7,0,Ahman Green left tackle for 10 yards (tackle by Jim Leonhard and Ray Lewis),0.670,1.330
2,9:09,1,10,HOU 36,7,0,"Steve Slaton right guard for 1 yard (tackle by Brandon McKinney). Penalty on Justin Bannan: Defensive Holding, 5 yards",1.330,1.730
2,8:42,1,10,HOU 42,7,0,"Sage Rosenfels pass complete short middle to Steve Slaton for 17 yards. Penalty on Owen Daniels: Offensive Holding, 10 yards",1.730,2.750
2,8:42,1,3,HOU 49,7,0,Sage Rosenfels pass complete deep middle to Jacoby Jones for 45 yards (tackle by Fabian Washington),2.750,5.830
2,8:42,1,6,BAL 6,7,0,Steve Slaton up the middle for 1 yard (tackle by Ray Lewis),5.830,5.150
2,7:05,2,5,BAL 5,7,0,Sage Rosenfels pass incomplete short right intended for Owen Daniels,5.150,4.260
2,7:00,3,5,BAL 5,7,0,Sage Rosenfels pass incomplete short right intended for Kevin Walter,4.260,3.010
2,6:52,4,5,BAL 5,7,3,Kris Brown 23 yard field goal good,3.010,3.000
2,,,,HOU 30,7,3,"Kris Brown kicks off 74 yards, touchback",0.000,0.280
2,6:47,1,10,BAL 20,7,3,Joe Flacco pass complete short right to Mark Clayton for 9 yards (tackle by Fred Bennett),0.280,0.950
2,6:25,2,1,BAL 29,7,3,"Le'Ron McClain up the middle for 4 yards (tackle by DeMeco Ryans and Anthony Weaver). Penalty on Anthony Weaver: Defensive Holding, 5 yards",0.950,1.470
2,5:58,1,10,BAL 38,7,3,Joe Flacco sacked by Kevin Bentley for -15 yards,1.470,-1.100
2,5:26,2,25,BAL 23,7,3,Joe Flacco pass complete short right to Le'Ron McClain for 6 yards (tackle by DeMeco Ryans),-1.100,-0.960
2,4:43,3,19,BAL 29,7,3,Joe Flacco pass complete short left to Mark Clayton for 14 yards,-0.960,-0.520
2,4:11,4,5,BAL 43,7,3,"Sam Koch punts 52 yards. Penalty on Joel Dreessen: Offensive Holding, 2 yards",-0.520,0.380
2,4:01,1,10,HOU 3,9,3,"Penalty on Duane Brown: Offensive Holding, 3 yards (no play)",-0.380,-2.000
2,,,,HOU 20,9,3,"Matt Turk kicks off 70 yards, returned by Yamon Figurs for 19 yards (tackle by Xavier Adibi). Penalty on Matt Turk: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,,,,HOU 15,9,3,"Matt Turk kicks off 62 yards, returned by Yamon Figurs for 19 yards (tackle by Dominique Barber)",0.000,1.730
2,3:39,1,10,BAL 42,9,3,"Penalty on Chris Chester: Offensive Holding, 10 yards (no play)",1.730,1.070
2,3:06,1,20,BAL 32,9,3,Joe Flacco pass complete short left to Willis McGahee for 9 yards (tackle by DelJuan Robinson),1.070,1.050
2,2:25,2,11,BAL 41,9,3,Joe Flacco pass complete short left to Todd Heap for 20 yards (tackle by Jacques Reeves),1.050,2.980
2,2:00,1,10,HOU 39,9,3,Joe Flacco pass incomplete short left intended for Troy Smith,2.980,2.440
2,1:51,2,10,HOU 39,9,3,Ray Rice up the middle for 3 yards (tackle by Eugene Wilson and Frank Okam),2.440,2.150
2,1:12,3,7,HOU 36,9,3,Joe Flacco pass incomplete deep right intended for Yamon Figurs (defended by DelJuan Robinson),2.150,0.880
2,1:06,4,7,HOU 36,12,3,Steven Hauschka 54 yard field goal good,0.880,3.000
2,,,,BAL 30,12,3,"Steven Hauschka kicks off 72 yards, returned by Ryan Moats for 20 yards (tackle by Nick Greisen)",0.000,0.040
2,0:56,1,10,HOU 18,12,3,Sage Rosenfels pass complete deep right to David Anderson for 22 yards (tackle by Jim Leonhard),0.040,1.600
2,0:30,1,10,HOU 40,12,3,Sage Rosenfels pass incomplete short right intended for David Anderson,1.600,1.050
2,0:25,2,10,HOU 40,12,3,Sage Rosenfels for 15 yards (tackle by Fabian Washington),1.050,2.590
2,0:18,1,10,BAL 45,12,3,Sage Rosenfels pass complete short right to Andre Johnson for 6 yards (tackle by Ray Lewis),2.590,2.850
2,0:13,,,,12,3,Timeout #1 by Houston Texans,0.000,2.850
2,0:13,2,4,BAL 39,12,3,Sage Rosenfels pass complete short middle to David Anderson for 6 yards (tackle by Corey Ivy),2.850,3.380
2,0:08,,,,12,3,Timeout #2 by Houston Texans,0.000,3.380
2,0:08,1,10,BAL 33,12,3,Steve Slaton up the middle for 3 yards (tackle by Jarret Johnson),3.380,3.240
2,0:03,,,,12,3,Timeout #3 by Houston Texans,0.000,3.240
2,0:03,2,7,BAL 30,12,6,Kris Brown 48 yard field goal good,3.240,3.000
Quarter,Time,Down,ToGo,Location,BAL,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,12,6,"Kris Brown kicks off 72 yards, returned by Yamon Figurs for 27 yards (tackle by Dominique Barber)",0.000,0.610
3,14:55,1,10,BAL 25,12,6,Joe Flacco pass complete short right to Derrick Mason for 9 yards (tackle by Fred Bennett),0.610,1.280
3,14:36,2,1,BAL 34,12,6,Le'Ron McClain up the middle for 2 yards (tackle by Anthony Weaver),1.280,1.330
3,13:59,1,10,BAL 36,12,6,Willis McGahee left end for 6 yards (tackle by Jacques Reeves),1.330,1.600
3,13:40,2,4,BAL 42,12,6,Willis McGahee up the middle for 5 yards (tackle by Nick Ferguson),1.600,2.060
3,13:02,1,10,BAL 47,12,6,Joe Flacco pass complete short right to Derrick Mason for 11 yards (tackle by Fred Bennett),2.060,2.790
3,12:32,1,10,HOU 42,12,6,Willis McGahee left guard for 6 yards (tackle by DelJuan Robinson),2.790,3.050
3,12:32,2,4,HOU 36,12,6,Willis McGahee left tackle for 6 yards (tackle by DeMeco Ryans and Morlon Greenwood),3.050,3.580
3,11:21,1,10,HOU 30,12,6,Ray Rice up the middle for 8 yards (tackle by Tim Bulman and Eugene Wilson),3.580,4.110
3,11:21,2,2,HOU 22,12,6,Ray Rice up the middle for -1 yards (tackle by Kevin Bentley),4.110,3.270
3,10:03,,,,12,6,Timeout #1 by Baltimore Ravens,0.000,3.270
3,10:03,3,3,HOU 23,12,6,"Joe Flacco pass incomplete deep left intended for Todd Heap. Penalty on Morlon Greenwood: Defensive Pass Interference, 22 yards (no play)",3.270,6.970
3,9:55,1,1,HOU 1,12,6,Willis McGahee up the middle for no gain (tackle by Earl Cochran),6.970,5.910
3,9:21,2,1,HOU 1,18,6,"Willis McGahee left tackle for 1 yard, touchdown",5.910,7.000
3,,,,HOU 2,19,6,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,19,6,"Steven Hauschka kicks off 67 yards, returned by Ryan Moats for 23 yards (tackle by Corey Ivy)",0.000,0.670
3,9:09,1,10,HOU 26,19,6,Sage Rosenfels pass complete short right to Vonta Leach for 9 yards (tackle by Bart Scott),0.670,1.350
3,8:42,2,1,HOU 35,19,6,Ahman Green up the middle for 2 yards (tackle by Haloti Ngata and Ray Lewis),1.350,1.400
3,8:05,1,10,HOU 37,19,6,Sage Rosenfels pass complete short left to Andre Johnson for 5 yards (tackle by Ray Lewis),1.400,1.530
3,7:23,2,5,HOU 42,19,6,Sage Rosenfels pass complete deep right to Andre Johnson for 19 yards (tackle by Ed Reed),1.530,2.980
3,6:35,1,10,BAL 39,19,6,Sage Rosenfels pass incomplete short middle intended for Owen Daniels is intercepted by Ray Lewis at BAL-30 and returned for 29 yards (tackle by Steve Slaton),2.980,-2.850
3,6:23,1,10,HOU 41,19,6,Willis McGahee up the middle for 6 yards (tackle by Frank Okam and Kevin Bentley),2.850,3.120
3,5:51,2,4,HOU 35,19,6,Willis McGahee left tackle for 2 yards (tackle by Kevin Bentley),3.120,2.680
3,5:21,3,2,HOU 33,19,6,Troy Smith up the middle for 8 yards (tackle by DelJuan Robinson),2.680,3.910
3,4:48,1,10,HOU 25,19,6,"Le'Ron McClain up the middle for -5 yards (tackle by Travis Johnson). Le'Ron McClain fumbles (forced by Travis Johnson), recovered by Joe Flacco at HOU-30",3.910,2.690
3,4:48,2,15,HOU 30,19,6,Ray Rice up the middle for -2 yards (tackle by Xavier Adibi and Mario Williams),2.690,1.750
3,4:48,3,17,HOU 32,19,6,Joe Flacco pass incomplete short right intended for Yamon Figurs,1.750,1.240
3,3:12,4,17,HOU 32,19,6,Matt Stover 50 yard field goal no good,1.240,-1.600
3,3:10,1,10,HOU 40,19,12,"Sage Rosenfels pass complete deep middle to Kevin Walter for 60 yards, touchdown",1.600,7.000
3,,,,BAL 2,19,13,Kris Brown kicks extra point good,0.000,0.000
3,,,,HOU 30,19,13,"Kris Brown kicks off 68 yards, returned by Yamon Figurs for 20 yards (tackle by Antwaun Molden)",0.000,0.410
3,2:54,1,10,BAL 22,19,13,"Joe Flacco pass incomplete short right intended for Le'Ron McClain. Penalty on Anthony Weaver: Defensive Holding, 5 yards (no play)",0.410,0.740
3,2:49,1,10,BAL 27,19,13,Joe Flacco for 8 yards (tackle by Kevin Bentley),0.740,1.280
3,2:25,2,2,BAL 35,19,13,Willis McGahee right end for 4 yards (tackle by Morlon Greenwood),1.280,1.530
3,1:48,1,10,BAL 39,19,13,"Joe Flacco pass incomplete deep right intended for Derrick Mason. Penalty on Fred Bennett: Illegal Contact, 5 yards (no play)",1.530,1.860
3,1:40,1,10,BAL 44,19,13,Willis McGahee left end for 9 yards (tackle by Mario Williams and Morlon Greenwood),1.860,2.530
3,1:04,2,1,HOU 47,19,13,Willis McGahee right end for 9 yards (tackle by Mario Williams),2.530,3.050
3,0:30,1,10,HOU 38,19,13,Joe Flacco pass incomplete deep left intended for Mark Clayton (defended by Eugene Wilson),3.050,2.510
3,0:22,2,10,HOU 38,19,13,Joe Flacco pass complete short right to Derrick Mason for 21 yards,2.510,4.440
Quarter,Time,Down,ToGo,Location,BAL,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 17,19,13,Willis McGahee right end for 2 yards (tackle by Nick Ferguson),4.440,4.150
4,14:19,2,8,HOU 15,19,13,Joe Flacco pass incomplete short right intended for Mark Clayton,4.150,3.340
4,14:13,3,8,HOU 15,19,13,"Joe Flacco pass incomplete short right intended for Mark Clayton. Penalty on Eugene Wilson: Defensive Pass Interference, 14 yards (no play)",3.340,6.970
4,14:09,1,1,HOU 1,25,13,"Joe Flacco pass complete short left to Todd Heap for 1 yard, touchdown",6.970,7.000
4,,,,,27,13,"Two Point Attempt: Joe Flacco pass complete to Derrick Mason, conversion succeeds",1.000,1.000
4,,,,BAL 30,27,13,"Steven Hauschka kicks off 73 yards, returned by Ryan Moats for 18 yards (tackle by Terrance Copper)",0.000,-0.220
4,13:57,1,10,HOU 15,27,13,Sage Rosenfels pass incomplete short middle intended for Ahman Green,-0.220,-0.710
4,13:52,2,10,HOU 15,27,13,Sage Rosenfels sacked by Trevor Pryce for -5 yards,-0.710,-2.010
4,13:14,3,15,HOU 10,27,13,Sage Rosenfels pass incomplete short middle intended for Owen Daniels (defended by Haloti Ngata),-2.010,-2.490
4,13:06,4,15,HOU 10,27,13,"Matt Turk punts 49 yards, returned by Yamon Figurs for 3 yards (tackle by Antwaun Molden)",-2.490,-1.860
4,12:54,1,10,BAL 44,27,13,Willis McGahee right end for 11 yards (tackle by DeMeco Ryans and Eugene Wilson),1.860,2.590
4,12:10,1,10,HOU 45,27,13,Willis McGahee up the middle for 2 yards (tackle by DeMeco Ryans),2.590,2.310
4,11:30,2,8,HOU 43,27,13,Willis McGahee left tackle for -2 yards (tackle by DelJuan Robinson and Xavier Adibi),2.310,1.360
4,10:44,,,,27,13,Timeout #2 by Baltimore Ravens,0.000,1.360
4,10:44,3,10,HOU 45,27,13,Joe Flacco pass complete short right to Ray Rice for no gain,1.360,0.270
4,10:10,4,10,HOU 45,27,13,"Sam Koch punts 35 yards, fair catch by Jacoby Jones",0.270,0.380
4,10:03,1,10,HOU 10,27,13,Sage Rosenfels pass complete short left to Ahman Green for 2 yards (tackle by Frank Walker),-0.380,-0.630
4,9:35,2,8,HOU 12,27,13,Sage Rosenfels pass incomplete deep right intended for Kevin Walter (defended by Fabian Washington),-0.630,-1.190
4,9:27,3,8,HOU 12,27,13,Sage Rosenfels pass complete short middle to Andre Johnson for 8 yards (tackle by Frank Walker),-1.190,0.280
4,8:44,1,10,HOU 20,27,13,Sage Rosenfels pass complete short right to Andre Johnson for 5 yards (tackle by Fabian Washington),0.280,0.410
4,8:06,2,5,HOU 25,27,13,Sage Rosenfels pass incomplete short middle intended for Andre Johnson is intercepted by Ray Lewis at HOU-33 and returned for 14 yards (tackle by Ahman Green),0.410,-4.310
4,7:57,1,10,HOU 19,27,13,Willis McGahee up the middle for 3 yards (tackle by Mario Williams),4.310,4.180
4,7:15,2,7,HOU 16,27,13,Willis McGahee left guard for 2 yards (tackle by Travis Johnson and Xavier Adibi),4.180,3.760
4,7:15,3,5,HOU 14,33,13,"Troy Smith pass complete short right to Todd Heap for 14 yards, touchdown",3.760,7.000
4,,,,HOU 2,34,13,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,34,13,"Steven Hauschka kicks off 72 yards, returned by Ryan Moats for 15 yards (tackle by Brendon Ayanbadejo)",0.000,-0.320
4,6:23,1,10,HOU 13,34,13,Sage Rosenfels pass incomplete short left intended for Andre Johnson is intercepted by Samari Rolle at HOU-20 and returned for 3 yards (tackle by Andre Johnson),-0.320,-4.440
4,6:17,1,10,HOU 17,34,13,Willis McGahee up the middle for 12 yards (tackle by Nick Ferguson),4.440,6.060
4,5:30,1,5,HOU 5,34,13,Willis McGahee up the middle for 1 yard (tackle by DelJuan Robinson and Nick Ferguson),6.060,5.340
4,4:42,2,4,HOU 4,40,13,"Willis McGahee left guard for 4 yards, touchdown",5.340,7.000
4,,,,HOU 2,41,13,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,41,13,"Steven Hauschka kicks off 77 yards, touchback",0.000,0.280
4,4:37,1,10,HOU 20,41,13,Ryan Moats left end for 12 yards (tackle by Samari Rolle),0.280,1.070
4,4:04,1,10,HOU 32,41,13,Ryan Moats up the middle for 9 yards (tackle by Nick Greisen and Corey Ivy),1.070,1.740
4,3:33,2,1,HOU 41,41,13,Ryan Moats right end for 2 yards (tackle by Fabian Washington and Jim Leonhard),1.740,1.800
4,2:55,1,10,HOU 43,41,13,Sage Rosenfels pass incomplete short middle intended for Ryan Moats (defended by Justin Bannan),1.800,1.250
4,2:48,2,10,HOU 43,41,13,Ryan Moats up the middle for 5 yards (tackle by Evan Oglesby),1.250,1.220
4,2:12,3,5,HOU 48,41,13,Sage Rosenfels pass complete short right to David Anderson for 5 yards,1.220,2.460
4,2:00,1,10,BAL 47,41,13,Sage Rosenfels pass complete short right to Andre Johnson for 3 yards (tackle by Nick Greisen),2.460,2.320
4,1:34,2,7,BAL 44,41,13,Sage Rosenfels pass complete short right to Kevin Walter for 8 yards (tackle by Evan Oglesby),2.320,3.180
4,1:16,,,,41,13,Timeout #1 by Houston Texans,0.000,3.180
4,1:16,1,10,BAL 36,41,13,Sage Rosenfels pass complete short right to Kevin Walter for 9 yards (tackle by Evan Oglesby),3.180,3.850
4,0:55,2,1,BAL 27,41,13,Sage Rosenfels sacked by Jameel McClain and Edgar Jones for -9 yards,3.850,1.950
4,0:49,,,,41,13,Timeout #2 by Houston Texans,0.000,1.950
4,0:49,3,10,BAL 36,41,13,Ryan Moats up the middle for 3 yards (tackle by Nick Greisen and Brendon Ayanbadejo),1.950,1.150
4,0:44,,,,41,13,Timeout #3 by Houston Texans,0.000,1.150
4,0:44,4,7,BAL 33,41,13,Sage Rosenfels pass incomplete deep left intended for Jacoby Jones,1.150,-1.140
4,0:36,1,10,BAL 33,41,13,Troy Smith kneels for -2 yards,1.140,0.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
