Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
1,4:07,3,2,NYJ 4,7,13,Kareem Hunt left guard for -2 yards (tackle by Quinnen Williams),4.840,3.000
1,3:29,4,4,NYJ 6,7,13,Joe Flacco pass incomplete short middle intended for Cedric Tillman,3.000,0.380
1,3:23,1,10,NYJ 6,7,13,Breece Hall right tackle for 8 yards (tackle by Ronnie Hickman and Sione Takitaki),-0.380,-0.170
1,2:46,2,2,NYJ 14,7,13,Trevor Siemian scrambles right guard for 5 yards (tackle by Sione Takitaki),-0.170,0.150
1,2:12,1,10,NYJ 19,7,19,"Trevor Siemian pass short right intended for Garrett Wilson is intercepted by Ronnie Hickman at NYJ-30 and returned for 30 yards, touchdown",0.150,-7.000
1,2:01,,,NYJ 15,7,20,Riley Patterson kicks extra point good,0.000,0.000
1,2:01,,,CLE 35,7,20,"Riley Patterson kicks off 61 yards, returned by Xavier Gipson for 34 yards (tackle by Tony Fields and Mike Ford)",0.000,1.470
1,1:54,1,10,NYJ 38,7,20,"Penalty on Dalvin Tomlinson: Encroachment, 5 yards (accepted) (no play)",1.470,2.200
1,1:54,1,5,NYJ 43,7,20,Trevor Siemian pass complete short right to Xavier Gipson for no gain (tackle by Denzel Ward) (no play),2.200,1.470
1,1:37,1,10,NYJ 38,7,20,Garrett Wilson left end for -1 yards (tackle by Jeremiah Owusu-Koramoah),1.470,0.790
1,0:59,2,11,NYJ 37,7,20,Trevor Siemian pass incomplete short middle intended for Kenny Yeboah (defended by Sione Takitaki),0.790,0.100
1,0:55,3,11,NYJ 37,7,20,"Penalty on NYJ: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",0.100,-0.560
1,0:55,3,16,NYJ 32,7,20,Trevor Siemian pass complete short right to Breece Hall for 11 yards (tackle by Ronnie Hickman and Juan Thornhill),-0.560,-0.520
1,0:10,4,5,NYJ 43,7,20,"Thomas Morstead punts 57 yards, touchback.",-0.520,-0.280
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 20,7,20,Jerome Ford right tackle for 4 yards (tackle by Micheal Clemons),0.280,0.270
2,14:22,2,6,CLE 24,7,20,Jerome Ford left end for 11 yards (tackle by Tony Adams and Ashtyn Davis),0.270,1.270
2,13:38,1,10,CLE 35,7,20,"Penalty on Solomon Thomas: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.270,2.000
2,13:29,1,5,CLE 40,7,20,"Joe Flacco pass complete short right to David Njoku for 15 yards. David Njoku fumbles (forced by C.J. Mosley), recovered by C.J. Mosley at NYJ-35 (tackle by C.J. Mosley)",2.000,-1.270
2,13:18,1,10,NYJ 35,7,20,Breece Hall left end for 2 yards (tackle by Sione Takitaki),1.270,0.990
2,12:43,2,8,NYJ 37,7,20,Trevor Siemian pass incomplete short left intended for Garrett Wilson (defended by Martin Emerson),0.990,0.300
2,12:34,3,8,NYJ 37,7,20,Trevor Siemian pass complete short right to Garrett Wilson for 3 yards (tackle by Greg Newsome),0.300,-0.720
2,11:55,4,5,NYJ 40,7,20,Thomas Morstead punts 39 yards out of bounds,-0.720,-0.340
2,11:47,1,10,CLE 21,7,20,Joe Flacco pass complete short right to Elijah Moore for 6 yards (tackle by Sauce Gardner),0.340,0.610
2,11:12,2,4,CLE 27,7,20,Joe Flacco pass complete short left to Elijah Moore for 1 yard (tackle by Tony Adams and D.J. Reed),0.610,0.040
2,10:37,3,3,CLE 28,7,20,Joe Flacco pass complete deep right to Elijah Moore for 24 yards (tackle by Jordan Whitehead),0.040,2.390
2,9:49,1,10,NYJ 48,7,20,Joe Flacco pass complete deep left to Jordan Akins for 28 yards (tackle by D.J. Reed),2.390,4.240
2,9:01,1,10,NYJ 20,7,20,Pierre Strong left end for 4 yards (tackle by Bruce Hector and Solomon Thomas),4.240,4.280
2,8:21,2,6,NYJ 16,7,20,Joe Flacco pass complete short left to Harrison Bryant for 5 yards (tackle by Quincy Williams and C.J. Mosley),4.280,4.590
2,7:45,3,1,NYJ 11,7,20,Joe Flacco right guard for 3 yards (tackle by John Franklin-Myers),4.590,5.370
2,7:08,1,8,NYJ 8,7,20,Joe Flacco pass incomplete short right intended for Elijah Moore,5.370,4.570
2,7:01,2,8,NYJ 8,7,20,Jerome Ford right guard for no gain (tackle by Jermaine Johnson),4.570,3.580
2,6:20,3,8,NYJ 8,7,26,"Joe Flacco pass complete short left to Elijah Moore for 8 yards, touchdown",3.580,7.000
2,6:15,,,NYJ 15,7,27,Riley Patterson kicks extra point good,0.000,0.000
2,6:15,,,CLE 35,7,27,"Riley Patterson kicks off 65 yards, touchback.",0.000,0.610
2,6:15,1,10,NYJ 25,7,27,Trevor Siemian sacked by Myles Garrett for -7 yards,0.610,-0.980
2,5:34,2,17,NYJ 18,7,27,Trevor Siemian pass incomplete short right intended for Xavier Gipson (defended by Greg Newsome),-0.980,-1.720
2,5:29,3,17,NYJ 18,7,27,Trevor Siemian pass complete short right to Xavier Gipson for 15 yards (tackle by Martin Emerson),-1.720,-1.180
2,4:47,4,2,NYJ 33,7,27,"Thomas Morstead punts 49 yards, fair catch by James Proche at CLE-18",-1.180,-0.040
2,4:39,1,10,CLE 18,7,27,Joe Flacco pass complete short left to Harrison Bryant for 9 yards (tackle by C.J. Mosley),0.040,0.820
2,4:04,2,1,CLE 27,7,27,Kareem Hunt right tackle for 5 yards (tackle by Quincy Williams and C.J. Mosley),0.820,1.070
2,3:21,1,10,CLE 32,7,27,"Kareem Hunt left guard for 3 yards (tackle by Solomon Thomas and Quinnen Williams). Penalty on Quinnen Williams: Face Mask (15 Yards), 15 yards (accepted)",1.070,2.260
2,2:55,1,10,CLE 50,7,27,Jerome Ford left tackle for no gain (tackle by Quinnen Williams and Ashtyn Davis),2.260,1.710
2,2:13,2,10,CLE 50,13,27,"Joe Flacco pass short left intended for David Njoku is intercepted by Jermaine Johnson at CLE-37 and returned for 37 yards, touchdown",1.710,-7.000
2,2:02,,,CLE 15,14,27,Greg Zuerlein kicks extra point good,0.000,0.000
2,2:02,,,NYJ 35,14,27,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,2:02,1,10,CLE 25,14,27,Jerome Ford left guard for 3 yards (tackle by Micheal Clemons),0.610,0.470
2,1:58,2,7,CLE 28,14,27,Joe Flacco pass complete deep left to Elijah Moore for 22 yards (tackle by C.J. Mosley),0.470,2.260
2,1:41,,,,,,Timeout #1 by Cleveland Browns,,
2,1:41,1,10,NYJ 50,14,33,"Joe Flacco pass complete short left to Jerome Ford for 50 yards, touchdown",2.260,7.000
2,1:25,,,NYJ 15,14,34,Riley Patterson kicks extra point good,0.000,0.000
2,1:25,,,CLE 35,14,34,"Riley Patterson kicks off 65 yards, touchback.",0.000,0.610
2,1:25,1,10,NYJ 25,14,34,"Penalty on Myles Garrett: Defensive Offside, 5 yards (accepted) (no play)",0.610,1.340
2,1:25,1,5,NYJ 30,14,34,Trevor Siemian pass complete short middle to Breece Hall for 1 yard (tackle by Jeremiah Owusu-Koramoah and Sione Takitaki),1.340,0.870
2,1:05,2,4,NYJ 31,14,34,Trevor Siemian pass complete short left to Garrett Wilson for 10 yards (tackle by Martin Emerson),0.870,1.660
2,0:56,,,,,,Timeout #1 by New York Jets,,
2,0:56,1,10,NYJ 41,14,34,Trevor Siemian pass complete short right to Tyler Conklin for 7 yards (tackle by Sione Takitaki),1.660,2.070
2,0:33,2,3,NYJ 48,14,34,Trevor Siemian pass complete deep left to Tyler Conklin for 20 yards (tackle by D'Anthony Bell),2.070,3.450
2,0:19,,,,,,Timeout #2 by New York Jets,,
2,0:19,1,10,CLE 32,14,34,"Trevor Siemian pass complete short middle to Breece Hall for no gain (tackle by Shelby Harris). Penalty on Mekhi Becton: Offensive Holding, 10 yards (accepted) (no play)",3.450,2.790
2,0:19,1,20,CLE 42,14,34,Trevor Siemian pass complete short right to Xavier Gipson for 14 yards (tackle by Ronnie Hickman and Jeremiah Owusu-Koramoah),2.790,3.440
2,0:03,,,,,,Timeout #3 by New York Jets,,
2,0:03,2,6,CLE 28,17,34,Greg Zuerlein 46 yard field goal good,3.440,3.000
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,17,34,"Riley Patterson kicks off 61 yards, returned by Xavier Gipson for 25 yards (tackle by Mohamoud Diabate)",0.000,0.870
3,14:56,1,10,NYJ 29,17,34,Breece Hall right tackle for 4 yards (tackle by Shelby Harris),0.870,0.870
3,14:16,2,6,NYJ 33,17,34,Breece Hall right tackle for 17 yards (tackle by Denzel Ward),0.870,2.260
3,13:41,1,10,NYJ 50,17,34,Breece Hall right tackle for 6 yards (tackle by D'Anthony Bell),2.260,2.520
3,13:01,2,4,CLE 44,17,34,Israel Abanikanda right guard for 3 yards (tackle by Jordan Elliott),2.520,2.210
3,12:24,,,,,,Timeout #1 by New York Jets,,
3,12:24,3,1,CLE 41,17,34,Breece Hall left end for 10 yards (tackle by Sione Takitaki),2.210,3.510
3,11:44,1,10,CLE 31,17,34,Trevor Siemian pass complete short left to Breece Hall for 1 yard (tackle by Tony Fields and Shelby Harris),3.510,3.100
3,10:59,2,9,CLE 30,17,34,Trevor Siemian pass complete deep middle to Jason Brownlee for 24 yards (tackle by Juan Thornhill),3.100,5.830
3,10:21,1,6,CLE 6,17,34,Breece Hall left guard for -2 yards (tackle by D'Anthony Bell),5.830,4.570
3,9:40,2,8,CLE 8,17,34,Trevor Siemian pass incomplete short left intended for Xavier Gipson,4.570,3.580
3,9:35,3,8,CLE 8,17,34,Trevor Siemian pass incomplete short right intended for Garrett Wilson (defended by Greg Newsome),3.580,2.950
3,9:31,4,8,CLE 8,17,34,"Penalty on NYJ: Delay of Game, 5 yards (accepted) (no play)",2.950,2.570
3,9:31,4,13,CLE 13,17,34,Greg Zuerlein 31 yard field goal no good blocked by Shelby Harris,2.570,-0.340
3,9:27,1,10,CLE 21,17,34,Joe Flacco pass complete short left to David Bell for 1 yard (tackle by D.J. Reed),0.340,-0.510
3,8:51,2,9,CLE 17,17,34,"Jerome Ford right tackle for no gain. Jerome Ford fumbles (forced by Jordan Whitehead), recovered by Jordan Whitehead at CLE-19 (tackle by Jordan Whitehead) Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. Jerome Ford right tackle for no gain (tackle by Jordan Whitehead)",-0.510,-1.200
3,8:45,3,9,CLE 17,17,34,Joe Flacco pass complete short left to David Bell for 6 yards (tackle by Tony Adams),-1.200,-1.830
3,8:02,4,3,CLE 23,17,34,Matt Haack punts 44 yards,-1.830,-1.140
3,7:54,1,10,NYJ 33,17,34,Trevor Siemian pass complete short right to Xavier Gipson for 6 yards (tackle by Duron Harmon and Jeremiah Owusu-Koramoah),1.140,1.400
3,7:21,2,4,NYJ 39,17,34,Breece Hall left tackle for -2 yards (tackle by Duron Harmon),1.400,0.430
3,6:39,3,6,NYJ 37,17,34,Trevor Siemian pass complete short left to Nick Bawden for 8 yards,0.430,1.930
3,6:06,1,10,NYJ 45,17,34,Trevor Siemian pass complete short left to Breece Hall for 2 yards (tackle by Duron Harmon),1.930,1.650
3,5:26,2,8,NYJ 47,17,34,Breece Hall right guard for 7 yards (tackle by Jeremiah Owusu-Koramoah),1.650,1.880
3,4:43,3,1,CLE 46,17,34,Trevor Siemian right guard for 2 yards (tackle by Sione Takitaki),1.880,2.650
3,4:01,1,10,CLE 44,17,34,"Penalty on Irvin Charles: False Start, 5 yards (accepted) (no play)",2.650,2.320
3,3:41,1,15,CLE 49,17,34,Trevor Siemian pass complete short right to Jason Brownlee for 4 yards (tackle by Sione Takitaki),2.320,1.980
3,3:04,2,11,CLE 45,17,34,Trevor Siemian pass incomplete short right intended for Garrett Wilson,1.980,1.290
3,2:59,3,11,CLE 45,17,34,Trevor Siemian scrambles up the middle for 1 yard (tackle by Za'Darius Smith),1.290,0.330
3,2:14,4,10,CLE 44,17,34,"Thomas Morstead punts 34 yards, fair catch by James Proche at CLE-10",0.330,0.380
3,2:07,1,10,CLE 10,17,34,Joe Flacco pass incomplete deep right intended for David Njoku (defended by Sauce Gardner),-0.380,-0.780
3,2:00,2,10,CLE 10,17,34,Joe Flacco pass incomplete short left intended for Cedric Tillman (defended by D.J. Reed),-0.780,-1.420
3,1:55,3,10,CLE 10,17,34,"Joe Flacco pass incomplete short left intended for Cedric Tillman. Penalty on D.J. Reed: Defensive Holding, 5 yards (accepted) (no play)",-1.420,-0.220
3,1:49,1,10,CLE 15,17,34,Jerome Ford right tackle for 5 yards (tackle by Quincy Williams and Jordan Whitehead),-0.220,0.080
3,1:11,2,5,CLE 20,17,34,"Joe Flacco aborted snap, recovered by Jerome Ford at CLE-15 (tackle by Bruce Hector)",0.080,-1.000
3,0:25,3,7,CLE 18,17,34,Joe Flacco pass incomplete short right intended for David Bell,-1.000,-2.240
3,0:17,4,7,CLE 18,17,34,"Matt Haack punts 55 yards, returned by Xavier Gipson for 20 yards (tackle by Harrison Bryant)",-2.240,-2.060
3,0:04,1,10,NYJ 47,17,34,Xavier Gipson right end for 8 yards (tackle by Martin Emerson),2.060,2.600
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,CLE 45,17,34,Breece Hall right guard for 2 yards (tackle by Myles Garrett),2.600,2.720
4,14:26,1,10,CLE 43,17,34,Trevor Siemian pass complete short right to Garrett Wilson for 9 yards (tackle by Denzel Ward),2.720,3.390
4,13:42,2,1,CLE 34,17,34,"Penalty on Mekhi Becton: False Start, 5 yards (accepted) (no play)",3.390,2.720
4,13:42,2,6,CLE 39,17,34,Trevor Siemian pass incomplete short left,2.720,2.010
4,13:39,3,6,CLE 39,17,34,Trevor Siemian pass incomplete short left intended for Garrett Wilson,2.010,0.660
4,13:35,4,6,CLE 39,17,34,"Penalty on NYJ: Delay of Game, 5 yards (accepted) (no play)",0.660,0.330
4,13:35,4,11,CLE 44,17,34,"Thomas Morstead punts 34 yards, fair catch by James Proche at CLE-10",0.330,0.380
4,13:29,1,10,CLE 10,17,34,Pierre Strong right guard for 7 yards (tackle by Jamien Sherwood and Jalyn Holmes),-0.380,-0.090
4,12:50,2,3,CLE 17,17,34,Pierre Strong up the middle for 15 yards (tackle by Jamien Sherwood),-0.090,1.070
4,12:06,1,10,CLE 32,17,34,"Pierre Strong right tackle for 3 yards. Pierre Strong fumbles (forced by Quincy Williams), recovered by Jermaine Johnson at CLE-35 (tackle by Quincy Williams)",1.070,-3.250
4,11:55,1,10,CLE 35,17,34,Trevor Siemian pass complete short right to Garrett Wilson for 6 yards (tackle by Sione Takitaki),3.250,3.510
4,11:24,2,4,CLE 29,17,34,Trevor Siemian pass incomplete short left intended for Xavier Gipson (defended by Martin Emerson),3.510,2.810
4,11:19,3,4,CLE 29,17,34,Trevor Siemian pass complete short left to Tyler Conklin for 3 yards (tackle by Sione Takitaki),2.810,1.890
4,10:56,4,1,CLE 26,17,34,Trevor Siemian right guard for no gain (tackle by Jordan Elliott) (no play),1.890,4.240
4,10:51,1,10,CLE 20,17,34,Trevor Siemian pass complete short right to Xavier Gipson for -2 yards (tackle by D'Anthony Bell),4.240,3.420
4,10:18,2,12,CLE 22,17,34,"Penalty on Joe Tippmann: False Start, 5 yards (accepted) (no play)",3.420,2.750
4,10:18,2,17,CLE 27,17,34,Trevor Siemian pass complete short middle to Breece Hall for 2 yards (tackle by Sione Takitaki),2.750,2.340
4,9:40,3,15,CLE 25,17,34,Trevor Siemian sacked by Alex Wright for -1 yards,2.340,1.740
4,8:54,4,16,CLE 26,20,34,Greg Zuerlein 44 yard field goal good,1.740,3.000
4,8:50,,,NYJ 35,20,34,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,8:50,1,10,CLE 25,20,34,Joe Flacco pass incomplete short left intended for Kareem Hunt,0.610,0.060
4,8:45,2,10,CLE 25,20,34,Kareem Hunt right tackle for no gain (tackle by Jermaine Johnson and C.J. Mosley),0.060,-0.620
4,8:09,3,10,CLE 25,20,34,Joe Flacco pass complete short left to David Njoku for 6 yards (tackle by Tony Adams),-0.620,-1.310
4,7:25,4,4,CLE 31,20,34,"Matt Haack punts 56 yards, returned by Xavier Gipson for 10 yards (tackle by Harrison Bryant)",-1.310,-0.480
4,7:13,1,10,NYJ 23,20,34,Trevor Siemian pass complete short right to Breece Hall for -4 yards (tackle by Jeremiah Owusu-Koramoah),0.480,-0.670
4,6:37,2,14,NYJ 19,20,34,Trevor Siemian pass complete short right to Breece Hall for 5 yards (tackle by Denzel Ward),-0.670,-0.630
4,6:13,3,9,NYJ 24,20,34,Trevor Siemian pass complete short left to Breece Hall for 3 yards (tackle by Sione Takitaki),-0.630,-1.570
4,5:38,4,6,NYJ 27,20,34,Trevor Siemian scrambles left end for 5 yards (tackle by Jeremiah Owusu-Koramoah),-1.570,-3.450
4,5:21,1,10,NYJ 32,20,34,Kareem Hunt right guard for 8 yards (tackle by Jordan Whitehead),3.450,3.980
4,4:37,2,2,NYJ 24,20,34,Kareem Hunt right guard for 4 yards (tackle by Jermaine Johnson),3.980,4.240
4,3:55,1,10,NYJ 20,20,34,Kareem Hunt right guard for 3 yards (tackle by Quincy Williams),4.240,4.120
4,3:10,2,7,NYJ 17,20,34,Kareem Hunt right tackle for -1 yards (tackle by Tony Adams),4.120,3.220
4,3:03,,,,,,Timeout #2 by New York Jets,,
4,3:03,3,8,NYJ 18,20,34,Kareem Hunt right guard for 4 yards (tackle by Quincy Williams and Tony Adams),3.220,2.580
4,2:58,,,,,,Timeout #3 by New York Jets,,
4,2:58,4,4,NYJ 14,20,37,Riley Patterson 33 yard field goal good,2.580,3.000
4,2:54,,,CLE 35,20,37,"Riley Patterson kicks off 66 yards, returned by Xavier Gipson for 23 yards (tackle by Duron Harmon)",0.000,0.410
4,2:49,1,10,NYJ 22,20,37,Trevor Siemian pass complete short right to Kenny Yeboah for 8 yards (tackle by Denzel Ward),0.410,0.950
4,2:27,2,2,NYJ 30,20,37,Trevor Siemian pass incomplete short middle intended for Israel Abanikanda,0.950,0.230
4,2:23,3,2,NYJ 30,20,37,"Penalty on Mekhi Becton: False Start, 4 yards (accepted) (no play)",0.230,-0.290
4,2:23,3,6,NYJ 26,20,37,Trevor Siemian pass complete short left to Tyler Conklin for 9 yards (tackle by Sione Takitaki and Greg Newsome),-0.290,1.270
4,2:04,1,10,NYJ 35,20,37,Trevor Siemian pass incomplete short left intended for Israel Abanikanda,1.270,0.720
4,2:00,2,10,NYJ 35,20,37,Trevor Siemian pass complete short middle to Israel Abanikanda for 8 yards (tackle by Jeremiah Owusu-Koramoah and Sione Takitaki),0.720,1.090
4,1:36,3,2,NYJ 43,20,37,Trevor Siemian pass complete short right to Tyler Conklin for 6 yards (tackle by Juan Thornhill and Sione Takitaki),1.090,2.190
4,1:13,1,10,NYJ 49,20,37,Trevor Siemian pass complete short right to Israel Abanikanda for 10 yards (tackle by Jeremiah Owusu-Koramoah),2.190,2.850
4,0:51,1,10,CLE 41,20,37,Trevor Siemian pass complete short middle to Israel Abanikanda for 1 yard (tackle by Ronnie Hickman),2.850,2.440
4,0:27,2,9,CLE 40,20,37,Trevor Siemian pass complete short middle to Israel Abanikanda for 8 yards (tackle by Sione Takitaki),2.440,2.810
4,0:12,,,,,,Timeout #1 by Cleveland Browns,,
4,0:12,3,1,CLE 32,20,37,Trevor Siemian pass incomplete short middle intended for Israel Abanikanda (defended by Alex Wright),2.810,1.310
4,0:08,4,1,CLE 32,20,37,Trevor Siemian pass complete short middle to Kenny Yeboah for 20 yards (tackle by Greg Newsome and Jeremiah Owusu-Koramoah),1.310,2.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
