0,1
Officials,Officials
Referee,Tom White
Umpire,Jim Quirk
Head Linesman,Ed Camp
Line Judge,Bill Spyksma
Back Judge,Robert Lawing
Side Judge,Joe Larrew
Field Judge,Boris Cheek
