Quarter,Time,Down,ToGo,Location,MIA,NYG,Detail,EPB,EPA
2,11:14,1,10,NYG 48,0,0,Myles Gaskin right end for 1 yard (tackle by David Mayo and Sam Beal),2.390,1.980
2,10:39,2,9,NYG 47,0,0,Ryan Fitzpatrick pass complete short right to Mike Gesicki for 6 yards (tackle by Julian Love),1.980,2.080
2,9:53,3,3,NYG 41,0,0,Ryan Fitzpatrick pass complete short right to Albert Wilson for 21 yards (tackle by Deandre Baker),2.080,4.240
2,9:08,1,10,NYG 20,6,0,"Ryan Fitzpatrick pass complete deep middle to DeVante Parker for 20 yards, touchdown, touchdown",4.240,7.000
2,9:03,,,NYG 15,7,0,Jason Sanders kicks extra point good,0.000,0.000
2,9:03,,,MIA 35,7,0,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,9:03,1,10,NYG 25,7,0,Eli Manning pass incomplete deep middle intended for Darius Slayton (defended by Samuel Eguavoen),0.610,0.060
2,8:57,2,10,NYG 25,7,0,Saquon Barkley left guard for no gain (tackle by Davon Godchaux),0.060,-0.620
2,8:17,3,10,NYG 25,7,0,"Eli Manning pass incomplete deep left intended for Darius Slayton (defended by Nate Brooks). Penalty on Nate Brooks: Defensive Pass Interference, 24 yards (no play)",-0.620,2.190
2,8:12,1,10,NYG 49,7,6,"Eli Manning pass complete deep middle to Golden Tate for 51 yards, touchdown. Penalty on Nik Needham: Defensive Pass Interference (Declined)",2.190,7.000
2,8:01,,,MIA 15,7,7,Aldrick Rosas kicks extra point good,0.000,0.000
2,8:01,,,NYG 35,7,7,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,8:01,1,10,MIA 25,7,7,Ryan Fitzpatrick sacked by Dalvin Tomlinson for -5 yards,0.610,-0.610
2,7:18,2,15,MIA 20,7,7,Ryan Fitzpatrick pass complete deep right to Mike Gesicki for 24 yards (tackle by Sam Beal),-0.610,1.860
2,6:38,1,10,MIA 44,7,7,Myles Gaskin right end for 1 yard (tackle by David Mayo),1.860,1.450
2,6:02,2,9,MIA 45,7,7,Ryan Fitzpatrick pass complete short left to Albert Wilson for 7 yards (tackle by Deone Bucannon),1.450,1.690
2,5:16,3,2,NYG 48,7,7,Ryan Fitzpatrick pass incomplete short middle intended for DeVante Parker (defended by Deandre Baker),1.690,0.070
2,5:12,4,2,NYG 48,7,7,Matt Haack punts 47 yards downed by Mack Hollins,0.070,0.380
2,5:03,1,10,NYG 1,7,7,Saquon Barkley up the middle for 3 yards (tackle by Zach Sieler and Avery Moss),-0.380,-0.560
2,4:20,2,7,NYG 4,7,7,Saquon Barkley right tackle for 6 yards (tackle by Nik Needham),-0.560,-0.370
2,3:42,3,1,NYG 10,7,7,Saquon Barkley right guard for 3 yards (tackle by Avery Moss),-0.370,-0.320
2,3:01,1,10,NYG 13,7,7,Eli Manning pass complete short right to Sterling Shepard for 3 yards (tackle by Jerome Baker),-0.320,-0.440
2,2:16,2,7,NYG 16,7,7,Eli Manning pass complete short right to Saquon Barkley for 6 yards (tackle by Jerome Baker),-0.440,-0.350
2,2:00,3,1,NYG 22,7,7,Saquon Barkley up the middle for 11 yards (tackle by Linden Stephens and Davon Godchaux),-0.350,1.140
2,1:35,1,10,NYG 33,7,7,Eli Manning pass complete short left to Saquon Barkley for 8 yards (tackle by Eric Rowe),1.140,1.670
2,1:31,2,2,NYG 41,7,7,"Eli Manning pass complete short right to Javorius Allen for -2 yards (tackle by Montre Hartage). Penalty on Will Hernandez: Offensive Holding, 10 yards (no play)",1.670,0.320
2,1:26,2,12,NYG 31,7,7,Eli Manning pass short left intended for Sterling Shepard is intercepted by Vince Biegel at NYG-35 and returned for 7 yards,0.320,-3.710
2,1:20,1,10,NYG 28,7,7,Ryan Fitzpatrick pass incomplete short middle intended for Clive Walford,3.710,3.170
2,1:16,2,10,NYG 28,7,7,Ryan Fitzpatrick pass complete short right to Patrick Laird for no gain (tackle by Deone Bucannon),3.170,2.480
2,1:09,,,,,,Timeout #1 by New York Giants,,
2,1:09,3,10,NYG 28,7,7,Ryan Fitzpatrick pass complete short right to DeVante Parker for 13 yards (tackle by Sam Beal),2.480,4.580
2,1:05,1,10,NYG 15,7,7,Ryan Fitzpatrick pass incomplete short right intended for Isaiah Ford (defended by Sam Beal),4.580,3.950
2,1:00,2,10,NYG 15,7,7,Ryan Fitzpatrick pass incomplete short right intended for Patrick Laird,3.950,3.100
2,0:55,3,10,NYG 15,7,7,Ryan Fitzpatrick pass complete short right to Allen Hurns for 9 yards (tackle by Sam Beal),3.100,3.020
2,0:47,,,,,,Timeout #2 by New York Giants,,
2,0:47,,,,,,Timeout #1 by Miami Dolphins,,
2,0:47,4,1,NYG 6,10,7,Jason Sanders 24 yard field goal good,3.020,3.000
2,0:44,,,MIA 35,10,7,"Jason Sanders kicks off 68 yards, returned by Cody Latimer for 28 yards (tackle by Patrick Laird)",0.000,0.610
2,0:39,1,10,NYG 25,10,7,Eli Manning pass complete short middle to Kaden Smith for 9 yards (tackle by Jomal Wiltz),0.610,1.280
2,0:20,2,1,NYG 34,10,7,Eli Manning pass complete short middle to Saquon Barkley for 11 yards (tackle by Jerome Baker),1.280,1.930
2,0:12,,,,,,Timeout #3 by New York Giants,,
2,0:12,1,10,NYG 45,10,7,Eli Manning pass incomplete deep left intended for Golden Tate,1.930,1.380
2,0:06,,,,,,Timeout #2 by Miami Dolphins,,
2,0:06,2,10,NYG 45,10,7,Eli Manning pass deep left intended for Golden Tate is intercepted by Nik Needham at MIA-24 and returned for 23 yards,1.380,2.460
Quarter,Time,Down,ToGo,Location,MIA,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,10,7,"Jason Sanders kicks off 56 yards, returned by Cody Latimer for 21 yards (tackle by Vince Biegel and Jomal Wiltz)",0.000,0.940
3,14:54,1,10,NYG 30,10,7,Eli Manning pass complete deep left to Darius Slayton for 26 yards (tackle by Nate Brooks),0.940,2.650
3,14:31,1,10,MIA 44,10,7,Saquon Barkley right tackle for 1 yard (tackle by Jerome Baker),2.650,2.250
3,13:59,2,9,MIA 43,10,7,Eli Manning pass complete short left to Saquon Barkley for 6 yards (tackle by Jerome Baker),2.250,2.350
3,13:12,3,3,MIA 37,10,7,Eli Manning pass complete short left to Cody Latimer for 21 yards (tackle by Nate Brooks),2.350,4.510
3,12:24,1,10,MIA 16,10,7,"Saquon Barkley right guard for 6 yards (tackle by Jomal Wiltz and Jerome Baker). Penalty on Andrew Van Ginkel: Illegal Use of Hands, 5 yards",4.510,6.060
3,11:59,1,5,MIA 5,10,13,"Eli Manning pass complete short left to Darius Slayton for 5 yards, touchdown",6.060,7.000
3,11:53,,,MIA 15,10,14,Aldrick Rosas kicks extra point good,0.000,0.000
3,11:53,,,NYG 35,10,14,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
3,11:53,1,10,MIA 25,10,14,Ryan Fitzpatrick pass incomplete short left intended for Mike Gesicki,0.610,0.060
3,11:49,2,10,MIA 25,10,14,Ryan Fitzpatrick pass incomplete short middle intended for Albert Wilson (defended by Antoine Bethea),0.060,-0.620
3,11:44,3,10,MIA 25,10,14,"Ryan Fitzpatrick left end for 5 yards (tackle by Leonard Williams and Alec Ogletree). Ryan Fitzpatrick fumbles (forced by Leonard Williams), recovered by Sean Chandler at MIA-33",-0.620,-3.380
3,11:33,1,10,MIA 33,10,14,Saquon Barkley right guard for 8 yards (tackle by Raekwon McMillan and Jerome Baker),3.380,3.920
3,11:02,2,2,MIA 25,10,14,Saquon Barkley right tackle for 1 yard (tackle by Jerome Baker),3.920,3.340
3,10:21,3,1,MIA 24,10,14,Eli Manning pass short middle intended for Cody Latimer is intercepted by Jerome Baker at MIA-15 and returned for 34 yards,3.340,-2.190
3,10:07,1,10,MIA 49,10,14,Patrick Laird right end for 18 yards (tackle by Alec Ogletree),2.190,3.380
3,9:39,1,10,NYG 33,10,14,Ryan Fitzpatrick right end for 4 yards (tackle by David Mayo),3.380,3.380
3,8:59,2,6,NYG 29,10,14,Ryan Fitzpatrick pass incomplete short left intended for DeVante Parker,3.380,2.680
3,8:54,3,6,NYG 29,10,14,Ryan Fitzpatrick pass incomplete short left intended for Patrick Laird,2.680,1.520
3,8:49,4,6,NYG 29,13,14,Jason Sanders 47 yard field goal good,1.520,3.000
3,8:44,,,MIA 35,13,14,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,8:44,1,10,NYG 25,13,14,Eli Manning pass complete short left to Sterling Shepard for 10 yards (tackle by Linden Stephens),0.610,1.270
3,8:09,1,10,NYG 35,13,14,Saquon Barkley right end for 1 yard (tackle by Nik Needham),1.270,0.860
3,7:33,2,9,NYG 36,13,14,Saquon Barkley right tackle for 6 yards (tackle by Vince Biegel and Raekwon McMillan),0.860,0.960
3,6:49,3,3,NYG 42,13,14,Eli Manning pass incomplete short left intended for Saquon Barkley,0.960,-0.590
3,6:44,4,3,NYG 42,13,14,"Riley Dixon punts 53 yards downed by Colin Holba. Penalty on Trent Harris: Offensive Holding, 2 yards",-0.590,0.380
3,6:24,1,10,MIA 3,13,14,"Penalty on J'Marcus Webb: False Start, 1 yard (no play)",-0.380,-0.420
3,6:24,1,11,MIA 2,13,16,"Patrick Laird right tackle for -2 yards (tackle by Sam Beal), safety.",-0.420,-2.000
3,6:20,,,MIA 20,13,16,"Matt Haack kicks off 54 yards, returned by Da'Mari Scott for 34 yards (tackle by Andrew Van Ginkel and Matt Haack)",0.000,2.920
3,6:10,1,10,MIA 40,13,16,Eli Manning pass complete short middle to Sterling Shepard for 15 yards (tackle by Adrian Colbert),2.920,3.910
3,5:35,1,10,MIA 25,13,16,Eli Manning pass complete deep right to Sterling Shepard for 24 yards,3.910,6.970
3,5:26,1,1,MIA 1,13,16,Penalty on MIA: Defensive Too Many Men on Field (no play),6.970,6.970
3,5:22,1,1,MIA 1,13,22,"Saquon Barkley left end for 1 yard, touchdown",6.970,7.000
3,5:17,,,MIA 15,13,23,Aldrick Rosas kicks extra point good,0.000,0.000
3,5:17,,,NYG 35,13,23,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
3,5:17,1,10,MIA 25,13,23,Ryan Fitzpatrick pass incomplete short left intended for Albert Wilson (defended by Alec Ogletree),0.610,0.060
3,5:13,2,10,MIA 25,13,23,Myles Gaskin left end for no gain (tackle by B.J. Hill),0.060,-0.620
3,4:29,3,10,MIA 25,13,23,Ryan Fitzpatrick pass incomplete short left intended for Mike Gesicki (defended by Lorenzo Carter),-0.620,-1.700
3,4:24,4,10,MIA 25,13,23,"Matt Haack punts 50 yards, returned by Da'Mari Scott for 9 yards (tackle by De'Lance Turner)",-1.700,-1.200
3,4:13,1,10,NYG 34,13,23,Saquon Barkley right tackle for 6 yards (tackle by Raekwon McMillan),1.200,1.470
3,3:40,2,4,NYG 40,13,23,Saquon Barkley right guard for 4 yards (tackle by Taco Charlton),1.470,1.860
3,2:56,1,10,NYG 44,13,23,Eli Manning pass complete short right to Kaden Smith for 2 yards (tackle by Eric Rowe),1.860,1.590
3,2:16,2,8,NYG 46,13,23,Eli Manning pass complete deep left to Sterling Shepard for 24 yards (tackle by Nate Brooks). Penalty on Jomal Wiltz: Defensive Holding (Declined),1.590,3.580
3,1:51,1,10,MIA 30,13,23,Eli Manning pass complete short left to Sterling Shepard for 5 yards (tackle by Nate Brooks),3.580,3.710
3,1:11,2,5,MIA 25,13,23,Saquon Barkley right guard for 8 yards (tackle by Jomal Wiltz and Adrian Colbert),3.710,4.440
3,0:32,1,10,MIA 17,13,23,Saquon Barkley right guard for 7 yards (tackle by Jomal Wiltz and Eric Rowe),4.440,5.100
Quarter,Time,Down,ToGo,Location,MIA,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,MIA 10,13,29,"Saquon Barkley left end for 10 yards, touchdown",5.100,7.000
4,14:54,,,MIA 15,13,30,Aldrick Rosas kicks extra point good,0.000,0.000
4,14:54,,,NYG 35,13,30,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
4,14:54,1,10,MIA 25,13,30,Ryan Fitzpatrick pass complete short middle to Myles Gaskin for 9 yards (tackle by Antoine Bethea),0.610,1.280
4,14:25,2,1,MIA 34,13,30,Myles Gaskin right end for 27 yards (tackle by Antoine Bethea),1.280,2.980
4,13:48,1,10,NYG 39,13,30,Ryan Fitzpatrick pass incomplete short right intended for Myles Gaskin,2.980,2.440
4,13:45,2,10,NYG 39,13,30,Ryan Fitzpatrick pass complete short right to Mike Gesicki for 5 yards (tackle by Julian Love),2.440,2.410
4,13:02,3,5,NYG 34,13,30,Ryan Fitzpatrick sacked by and Markus Golden for -10 yards and Oshane Ximines for -10 yards. Penalty on Myles Gaskin: Offensive Holding (Declined),2.410,0.330
4,12:52,4,15,NYG 44,13,30,Matt Haack punts 29 yards out of bounds,0.330,0.220
4,12:45,1,10,NYG 15,13,30,Saquon Barkley right tackle for 3 yards (tackle by Adrian Colbert),-0.220,-0.280
4,12:10,2,7,NYG 18,13,30,Saquon Barkley left guard for 4 yards (tackle by Christian Wilkins and John Jenkins),-0.280,-0.510
4,11:28,3,3,NYG 22,13,30,Eli Manning pass complete short middle to Sterling Shepard for 7 yards (tackle by Jomal Wiltz),-0.510,0.870
4,10:42,1,10,NYG 29,13,30,Javorius Allen left guard for 5 yards (tackle by Samuel Eguavoen and Davon Godchaux),0.870,1.000
4,9:58,2,5,NYG 34,13,30,Javorius Allen up the middle for 4 yards (tackle by John Jenkins),1.000,0.830
4,9:16,3,1,NYG 38,13,30,Elijhaa Penny left guard for -2 yards (tackle by Jerome Baker and Jomal Wiltz),0.830,-0.980
4,8:44,4,3,NYG 36,13,30,Riley Dixon punts 41 yards out of bounds,-0.980,-0.480
4,8:37,1,10,MIA 23,13,30,Patrick Laird left guard for 16 yards (tackle by Deandre Baker and Lorenzo Carter),0.480,1.530
4,8:04,1,10,MIA 39,13,30,"Ryan Fitzpatrick pass incomplete short left intended for DeVante Parker (defended by Deandre Baker). Penalty on Deandre Baker: Defensive Pass Interference, 7 yards (no play)",1.530,1.990
4,8:00,1,10,MIA 46,13,30,Ryan Fitzpatrick pass incomplete deep right intended for Albert Wilson (defended by Corey Ballentine),1.990,1.450
4,7:55,2,10,MIA 46,13,30,Patrick Laird left tackle for no gain (tackle by Markus Golden),1.450,0.760
4,7:13,3,10,MIA 46,13,30,Ryan Fitzpatrick sacked by R.J. McIntosh for -2 yards. Penalty on Daniel Kilgore: Offensive Holding (Declined),0.760,-0.460
4,6:40,4,12,MIA 44,13,30,Ryan Fitzpatrick pass incomplete short right intended for Isaiah Ford,-0.460,-2.650
4,6:35,1,10,MIA 44,13,30,Javorius Allen left guard for -1 yards (tackle by Davon Godchaux and Jerome Baker),2.650,1.980
4,5:50,2,11,MIA 45,13,30,Javorius Allen left guard for 3 yards (tackle by Davon Godchaux and Jerome Baker),1.980,1.690
4,5:43,,,,,,Timeout #1 by Miami Dolphins,,
4,5:43,3,8,MIA 42,13,30,Eli Manning pass complete short middle to Sterling Shepard for 22 yards (tackle by Jomal Wiltz),1.690,4.240
4,4:56,1,10,MIA 20,13,30,Javorius Allen right end for 19 yards (tackle by Eric Rowe),4.240,6.970
4,4:46,,,,,,Timeout #1 by New York Giants,,
4,4:46,1,1,MIA 1,13,36,"Javorius Allen right tackle for 1 yard, touchdown",6.970,7.000
4,4:41,,,MIA 15,13,36,Aldrick Rosas kicks extra point no good wide left,0.000,-1.000
4,4:41,,,NYG 35,13,36,"Aldrick Rosas kicks off 65 yards, returned by Trevor Davis for 25 yards (tackle by Cody Latimer and Michael Thomas)",0.000,0.610
4,4:35,1,10,MIA 25,13,36,Ryan Fitzpatrick pass complete short right to Myles Gaskin for 20 yards (tackle by Markus Golden and Alec Ogletree),0.610,1.930
4,3:56,1,10,MIA 45,13,36,Myles Gaskin up the middle for 8 yards (tackle by Deone Bucannon and Sam Beal),1.930,2.460
4,3:26,2,2,NYG 47,13,36,Ryan Fitzpatrick pass complete short right to Isaiah Ford for 7 yards (tackle by Sam Beal),2.460,2.920
4,3:22,1,10,NYG 40,13,36,Ryan Fitzpatrick pass complete short right to Isaiah Ford for 8 yards (tackle by Sam Beal),2.920,3.450
4,3:17,2,2,NYG 32,13,36,Myles Gaskin right end for 1 yard (tackle by Deone Bucannon),3.450,2.870
4,2:34,3,1,NYG 31,13,36,Ryan Fitzpatrick pass incomplete deep right intended for Mike Gesicki (defended by Julian Love),2.870,1.410
4,2:26,4,1,NYG 31,13,36,Myles Gaskin left tackle for 2 yards (tackle by R.J. McIntosh and Deone Bucannon),1.410,3.640
4,2:01,1,10,NYG 29,19,36,"Ryan Fitzpatrick pass complete deep left to DeVante Parker for 29 yards, touchdown",3.640,7.000
4,1:54,,,NYG 15,20,36,Jason Sanders kicks extra point good,0.000,0.000
4,1:54,,,MIA 35,20,36,"Jason Sanders kicks off 33 yards,",0.000,1.070
4,1:54,1,10,NYG 32,20,36,Javorius Allen right tackle for -1 yards (tackle by Vince Biegel),1.070,0.390
4,1:50,,,,,,Timeout #2 by Miami Dolphins,,
4,1:50,2,11,NYG 31,20,36,Javorius Allen up the middle for -2 yards (tackle by Vince Biegel),0.390,-0.560
4,1:45,,,,,,Timeout #3 by Miami Dolphins,,
4,1:45,3,13,NYG 29,20,36,Alex Tanney pass complete short middle to Scott Simonson for 1 yard (tackle by Adrian Colbert),-0.560,-1.370
4,0:59,,,,,,Timeout #2 by New York Giants,,
4,0:59,4,12,NYG 30,20,36,Riley Dixon punts 44 yards,-1.370,-0.670
4,0:46,1,10,MIA 26,20,36,Patrick Laird right guard for 5 yards (tackle by Deone Bucannon and Sam Beal),0.670,0.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
