#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,10:40,NYG 39,5,3:42,-8,Punt
2,1,2:18,NYG 13,5,2:31,44,Punt
3,2,9:03,NYG 25,3,1:02,75,Touchdown
4,2,5:03,NYG 1,8,3:43,30,Interception
5,2,0:44,NYG 25,4,0:44,20,Interception
6,3,15:00,NYG 30,6,3:07,70,Touchdown
7,3,11:33,MIA 33,3,1:26,9,Interception
8,3,8:44,NYG 25,4,2:20,17,Punt
9,3,6:20,MIA 40,3,1:03,40,Touchdown
10,3,4:13,NYG 34,8,4:19,66,Touchdown
11,4,12:45,NYG 15,6,4:08,21,Punt
12,4,6:35,MIA 44,5,1:54,44,Touchdown
13,4,1:54,NYG 32,3,1:08,-2,Punt
