Quarter,Time,Down,ToGo,Location,JAX,PIT,Detail,EPB,EPA
1,9:07,3,1,PIT 22,0,0,Isaac Redman right guard for 11 yards (tackle by William Middleton and Jeremy Mincey),-0.350,1.140
1,8:28,1,10,PIT 33,0,0,Rashard Mendenhall right guard for 2 yards (tackle by Matt Roth and D'Anthony Smith),1.140,0.860
1,7:47,2,8,PIT 35,0,0,Ben Roethlisberger pass complete short right to Heath Miller for 13 yards (tackle by Rashean Mathis),0.860,2.130
1,7:09,1,10,PIT 48,0,0,Rashard Mendenhall right guard for 6 yards (tackle by William Middleton),2.130,2.390
1,6:29,2,4,JAX 46,0,0,Rashard Mendenhall right tackle for 1 yard (tackle by Jeremy Mincey),2.390,1.820
1,5:47,3,3,JAX 45,0,0,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 32 yards (tackle by Rashean Mathis and Drew Coleman),1.820,4.710
1,5:12,1,10,JAX 13,0,0,Rashard Mendenhall right guard for 5 yards (tackle by Paul Posluszny and Russell Allen),4.710,4.960
1,4:30,2,5,JAX 8,0,6,"Rashard Mendenhall right end for 8 yards, touchdown",4.960,7.000
1,,,,JAX 2,0,7,Shaun Suisham kicks extra point good,0.000,0.000
1,,,,PIT 35,0,7,"Shaun Suisham kicks off 67 yards, returned by Deji Karim for 33 yards (tackle by Shaun Suisham)",0.000,1.000
1,4:17,1,10,JAX 31,0,7,Blaine Gabbert pass incomplete deep middle intended for Jarett Dillard,1.000,0.460
1,4:09,2,10,JAX 31,0,7,Maurice Jones-Drew left guard for 4 yards (tackle by William Gay and Ryan Clark),0.460,0.300
1,3:25,3,6,JAX 35,0,7,Blaine Gabbert sacked by Brett Keisel for -6 yards,0.300,-1.440
1,3:02,4,12,JAX 29,0,7,"Nick Harris punts 43 yards, fair catch by Antonio Brown",-1.440,-0.810
1,2:55,1,10,PIT 28,0,7,Ben Roethlisberger pass incomplete deep middle intended for Mike Wallace (defended by Dawan Landry),0.810,0.260
1,2:47,2,10,PIT 28,0,7,Rashard Mendenhall left tackle for 12 yards (tackle by Dawan Landry),0.260,1.600
1,2:06,1,10,PIT 40,0,7,Ben Roethlisberger pass complete short right to Hines Ward for 19 yards (tackle by Paul Posluszny),1.600,2.850
1,1:21,1,10,JAX 41,0,7,Rashard Mendenhall left end for 1 yard (tackle by Russell Allen and Jeremy Mincey),2.850,2.440
1,0:41,2,9,JAX 40,0,7,Isaac Redman up the middle for 5 yards (tackle by Jeremy Mincey),2.440,2.410
Quarter,Time,Down,ToGo,Location,JAX,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,JAX 35,0,7,Ben Roethlisberger pass complete short middle to Hines Ward for 9 yards (tackle by Drew Coleman),2.410,3.840
2,14:29,1,10,JAX 26,0,7,Ben Roethlisberger pass complete short right to Heath Miller for -2 yards (tackle by Dawan Landry and Leger Douzable),3.840,3.030
2,13:47,2,12,JAX 28,0,13,"Ben Roethlisberger pass complete deep left to Mike Wallace for 28 yards, touchdown",3.030,7.000
2,,,,JAX 2,0,14,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,PIT 35,0,14,"Shaun Suisham kicks off 69 yards, returned by Deji Karim for 29 yards (tackle by Curtis Brown)",0.000,0.610
2,13:34,1,10,JAX 25,0,14,"Penalty on Guy Whimper: False Start, 5 yards (no play)",0.610,0.280
2,13:34,1,15,JAX 20,0,14,Maurice Jones-Drew right guard for 5 yards (tackle by Brett Keisel and James Farrior),0.280,0.060
2,12:53,2,10,JAX 25,0,14,Blaine Gabbert pass incomplete short right intended for Marcedes Lewis,0.060,-0.620
2,12:44,,,,0,14,Timeout #1 by Jacksonville Jaguars,0.000,-0.620
2,12:44,3,10,JAX 25,0,14,Blaine Gabbert pass incomplete deep middle intended for Marcedes Lewis,-0.620,-1.700
2,12:23,4,10,JAX 25,0,14,"Nick Harris punts 42 yards, returned by Antonio Brown for -9 yards (tackle by Kyle Bosworth)",-1.700,-0.810
2,12:23,1,10,PIT 28,0,14,"Rashard Mendenhall up the middle for 68 yards (tackle by Drew Coleman). Penalty on Rashean Mathis: Face Mask (15 Yards), 2 yards",0.810,6.740
2,11:49,1,2,JAX 2,0,14,Rashard Mendenhall right guard for -1 yards (tackle by Dwight Lowery and Paul Posluszny),6.740,5.530
2,11:11,2,3,JAX 3,0,14,Ben Roethlisberger pass incomplete short middle intended for Hines Ward (defended by William Middleton),5.530,4.720
2,11:06,3,3,JAX 3,0,14,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,4.720,3.040
2,11:01,4,3,JAX 3,0,17,Shaun Suisham 21 yard field goal good,3.040,3.000
2,,,,PIT 35,0,17,"Shaun Suisham kicks off 65 yards, returned by Deji Karim for 25 yards (tackle by Arnaz Battle)",0.000,0.610
2,10:52,1,10,JAX 25,0,17,Maurice Jones-Drew up the middle for 19 yards (tackle by William Gay),0.610,1.860
2,10:25,1,10,JAX 44,0,17,Maurice Jones-Drew left guard for 6 yards (tackle by Larry Foote),1.860,2.130
2,9:58,2,4,JAX 50,0,17,Blaine Gabbert pass incomplete short left intended for Marcedes Lewis (defended by Brett Keisel),2.130,1.420
2,9:54,3,4,JAX 50,0,17,"Penalty on LaMarr Woodley: Neutral Zone Infraction, 5 yards (no play)",1.420,2.590
2,9:52,1,10,PIT 45,0,17,Deji Karim left guard for 12 yards (tackle by Ryan Clark),2.590,3.380
2,9:28,1,10,PIT 33,0,17,"Blaine Gabbert pass incomplete short right intended for Jason Hill. Penalty on Ike Taylor: Defensive Holding, 5 yards (no play)",3.380,3.710
2,9:21,1,10,PIT 28,0,17,Blaine Gabbert pass complete short right to Mike Thomas for 4 yards (tackle by William Gay),3.710,3.710
2,9:07,2,6,PIT 24,0,17,Blaine Gabbert pass incomplete short right intended for Jason Hill,3.710,3.010
2,9:02,3,6,PIT 24,0,17,Blaine Gabbert sacked by LaMarr Woodley for -4 yards,3.010,1.590
2,8:49,4,10,PIT 28,3,17,Josh Scobee 46 yard field goal good,1.590,3.000
2,,,,JAX 35,3,17,"Josh Scobee kicks off 65 yards, touchback",0.000,0.280
2,8:44,1,10,PIT 20,3,17,Isaac Redman right guard for 1 yard (tackle by D'Anthony Smith and Paul Posluszny),0.280,-0.130
2,8:04,2,9,PIT 21,3,17,Ben Roethlisberger pass incomplete deep middle intended for Emmanuel Sanders,-0.130,-0.820
2,7:55,,,,3,17,Timeout #1 by Pittsburgh Steelers,0.000,-0.820
2,7:55,3,9,PIT 21,3,17,Ben Roethlisberger pass complete deep right to Mike Wallace for 48 yards (tackle by Rashean Mathis),-0.820,3.510
2,7:09,1,10,JAX 31,3,17,Isaac Redman right tackle for 5 yards (tackle by Paul Posluszny),3.510,3.640
2,6:34,2,5,JAX 26,3,17,"Isaac Redman right guard for -1 yards (tackle by Paul Posluszny). Penalty on Maurkice Pouncey: Offensive Holding, 10 yards (no play)",3.640,2.290
2,6:04,2,15,JAX 36,3,17,"Ben Roethlisberger pass incomplete short middle intended for Hines Ward (defended by Jeremy Mincey). Penalty on Jonathan Scott: Illegal Use of Hands, 10 yards (no play)",2.290,0.940
2,5:58,2,25,JAX 46,3,17,Ben Roethlisberger pass complete short middle to Heath Miller for 11 yards (tackle by D'Anthony Smith),0.940,1.750
2,5:17,3,14,JAX 35,3,17,"Penalty on Jeremy Mincey: Encroachment, 5 yards (no play)",1.750,2.410
2,4:51,3,9,JAX 30,3,17,Ben Roethlisberger pass complete short middle to Isaac Redman for 2 yards (tackle by Paul Posluszny),2.410,1.590
2,4:08,4,7,JAX 28,3,17,Shaun Suisham 46 yard field goal no good,1.590,-1.330
2,4:05,1,10,JAX 36,3,17,Blaine Gabbert right end for 1 yard (tackle by Larry Foote),1.330,0.930
2,3:42,2,9,JAX 37,3,17,Blaine Gabbert pass incomplete short right intended for Marcedes Lewis (defended by James Farrior),0.930,0.230
2,3:37,3,9,JAX 37,3,17,Blaine Gabbert sacked by James Farrior for -6 yards,0.230,-1.310
2,3:23,4,15,JAX 31,3,17,"Nick Harris punts 46 yards, returned by Antonio Brown for -1 yards (tackle by Zach Miller). Penalty on Ryan Mundy: Offensive Holding, 10 yards",-1.310,0.350
2,3:12,1,10,PIT 12,3,17,Rashard Mendenhall up the middle for 1 yard (tackle by Austen Lane and D'Anthony Smith),-0.350,-0.700
2,2:42,2,9,PIT 13,3,17,Rashard Mendenhall right guard for 6 yards (tackle by D'Anthony Smith and Paul Posluszny),-0.700,-0.600
2,2:00,3,3,PIT 19,3,17,Ben Roethlisberger pass complete short middle to Antonio Brown for 16 yards (tackle by William Middleton and Chris Prosinski),-0.600,1.270
2,1:36,1,10,PIT 35,3,17,Ben Roethlisberger pass incomplete short left intended for Mike Wallace (defended by Rashean Mathis),1.270,0.720
2,1:32,2,10,PIT 35,3,17,Ben Roethlisberger pass incomplete deep right intended for Mike Wallace,0.720,0.040
2,1:25,,,,3,17,Timeout #2 by Jacksonville Jaguars,0.000,0.040
2,1:25,3,10,PIT 35,3,17,Ben Roethlisberger pass incomplete short right intended for Emmanuel Sanders,0.040,-1.040
2,1:20,4,10,PIT 35,3,17,Daniel Sepulveda punts 43 yards,-1.040,-0.410
2,1:06,1,10,JAX 22,3,17,Blaine Gabbert pass incomplete short right intended for Marcedes Lewis,0.410,-0.130
2,1:01,2,10,JAX 22,3,17,Blaine Gabbert pass complete short left to Maurice Jones-Drew for -3 yards (tackle by Brett Keisel),-0.130,-1.290
2,0:19,3,13,JAX 19,3,17,Maurice Jones-Drew right guard for 2 yards (tackle by Ryan Clark and Brett Keisel),-1.290,-1.960
2,0:13,4,11,JAX 21,3,17,Nick Harris punts 34 yards,-1.960,-1.930
2,0:06,1,10,PIT 45,3,17,"Penalty on Antonio Brown: False Start, 5 yards (no play)",1.930,1.600
2,0:06,1,15,PIT 40,3,17,Ben Roethlisberger kneels for -1 yards,1.600,0.570
Quarter,Time,Down,ToGo,Location,JAX,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,3,17,"Josh Scobee kicks off 74 yards, returned by Antonio Brown for 34 yards (tackle by Austen Lane)",0.000,0.610
3,14:53,1,10,PIT 25,3,17,Rashard Mendenhall right tackle for 6 yards (tackle by William Middleton and Paul Posluszny),0.610,0.870
3,14:19,2,4,PIT 31,3,17,Rashard Mendenhall up the middle for no gain (tackle by Jeremy Mincey and Dawan Landry),0.870,0.170
3,13:36,3,4,PIT 31,3,17,Ben Roethlisberger pass complete short right to Hines Ward for 19 yards (tackle by Chris Prosinski),0.170,2.260
3,12:56,1,10,JAX 50,3,17,Ben Roethlisberger pass incomplete deep middle intended for Emmanuel Sanders,2.260,1.710
3,12:48,2,10,JAX 50,3,17,Rashard Mendenhall right tackle for -2 yards (tackle by Matt Roth and D'Anthony Smith),1.710,0.760
3,12:03,3,12,PIT 48,3,17,Ben Roethlisberger left guard for 7 yards (tackle by Paul Posluszny),0.760,0.270
3,12:03,4,5,JAX 45,3,17,"Daniel Sepulveda punts 45 yards, touchback",0.270,-0.280
3,11:21,1,10,JAX 20,3,17,Maurice Jones-Drew left tackle for no gain (tackle by James Farrior and LaMarr Woodley),0.280,-0.270
3,10:44,2,10,JAX 20,3,17,Maurice Jones-Drew left guard for 11 yards (tackle by Troy Polamalu),-0.270,1.000
3,10:07,1,10,JAX 31,3,17,Maurice Jones-Drew up the middle for -1 yards (tackle by Ryan Clark),1.000,0.320
3,9:31,2,11,JAX 30,3,17,Blaine Gabbert pass incomplete short right intended for Mike Thomas,0.320,-0.360
3,9:26,3,11,JAX 30,3,17,"Blaine Gabbert left end for 14 yards (tackle by Ryan Mundy). Penalty on Will Rackley: Offensive Holding, 10 yards (no play)",-0.360,-1.680
3,8:54,3,21,JAX 20,3,17,Blaine Gabbert pass incomplete short middle intended for Marcedes Lewis,-1.680,-2.030
3,8:48,4,21,JAX 20,3,17,"Nick Harris punts 23 yards, out of bounds. Penalty on Ryan Mundy: Roughing the Kicker, 15 yards (no play)",-2.030,1.270
3,8:42,1,10,JAX 35,3,17,"Maurice Jones-Drew right tackle for 7 yards (tackle by James Farrior). Penalty on LaMarr Woodley: Unnecessary Roughness (Offsetting), Penalty on Greg Jones: Unnecessary Roughness (Offsetting)",1.270,1.670
3,8:07,2,3,JAX 42,3,17,Maurice Jones-Drew left tackle for 1 yard (tackle by James Farrior and Ryan Clark),1.670,1.090
3,7:26,3,2,JAX 43,3,17,Maurice Jones-Drew left end for 6 yards (tackle by Ryan Clark and James Farrior),1.090,2.190
3,6:43,1,10,JAX 49,3,17,Blaine Gabbert pass incomplete short right intended for Deji Karim,2.190,1.650
3,6:33,2,10,JAX 49,3,17,Deji Karim left guard for -1 yards (tackle by Larry Foote),1.650,0.830
3,5:51,3,11,JAX 48,3,17,Blaine Gabbert pass complete short left to Marcedes Lewis for 8 yards (tackle by Ryan Mundy),0.830,0.330
3,5:09,4,3,PIT 44,3,17,Blaine Gabbert up the middle for 5 yards (tackle by Larry Foote and James Farrior),0.330,2.980
3,4:27,1,10,PIT 39,3,17,Maurice Jones-Drew up the middle for 3 yards (tackle by Ryan Clark),2.980,2.850
3,3:50,2,7,PIT 36,3,17,Maurice Jones-Drew up the middle for 6 yards (tackle by Troy Polamalu),2.850,2.940
3,3:11,3,1,PIT 30,3,17,Deji Karim left guard for 14 yards (tackle by Ryan Clark),2.940,4.510
3,2:33,1,10,PIT 16,3,17,Deji Karim right guard for -2 yards (tackle by Troy Polamalu and Steve McLendon),4.510,3.640
3,1:53,2,12,PIT 18,9,17,"Blaine Gabbert pass complete deep middle to Jason Hill for 18 yards, touchdown",3.640,7.000
3,,,,PIT 2,10,17,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 35,10,17,"Josh Scobee kicks off 65 yards, touchback",0.000,0.280
3,1:46,1,10,PIT 20,10,17,Rashard Mendenhall up the middle for 5 yards (tackle by Paul Posluszny and Jeremy Mincey),0.280,0.410
3,1:12,2,5,PIT 25,10,17,Rashard Mendenhall right end for 10 yards (tackle by William Middleton),0.410,1.270
3,0:33,1,10,PIT 35,10,17,Rashard Mendenhall right tackle for no gain (tackle by Paul Posluszny),1.270,0.720
Quarter,Time,Down,ToGo,Location,JAX,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,PIT 35,10,17,Ben Roethlisberger pass incomplete short right intended for Heath Miller,0.720,0.040
4,14:54,3,10,PIT 35,10,17,Ben Roethlisberger pass incomplete deep right intended for Heath Miller,0.040,-1.040
4,14:49,4,10,PIT 35,10,17,"Daniel Sepulveda punts 55 yards, returned by Cecil Shorts for 7 yards (tackle by Cortez Allen)",-1.040,0.060
4,14:38,1,10,JAX 17,10,17,Blaine Gabbert pass complete short right to Greg Jones for no gain,-0.060,-0.580
4,13:54,2,10,JAX 17,10,17,Maurice Jones-Drew right guard for 3 yards (tackle by Larry Foote and Brett Keisel),-0.580,-0.870
4,13:14,3,7,JAX 20,10,17,Blaine Gabbert pass incomplete short middle intended for Mike Thomas,-0.870,-2.030
4,13:08,4,7,JAX 20,10,17,"Nick Harris punts 47 yards, fair catch by Antonio Brown",-2.030,-1.140
4,13:00,1,10,PIT 33,10,17,Jonathan Dwyer right guard for 7 yards (tackle by Tyson Alualu),1.140,1.540
4,12:27,2,3,PIT 40,10,17,Jonathan Dwyer right tackle for 1 yard (tackle by William Middleton),1.540,0.960
4,11:39,3,2,PIT 41,10,17,"Penalty on Ben Roethlisberger: Delay of Game, 5 yards (no play)",0.960,0.300
4,11:12,3,7,PIT 36,10,17,Ben Roethlisberger sacked by Tyson Alualu for -3 yards,0.300,-1.180
4,10:52,4,10,PIT 33,10,17,Daniel Sepulveda punts 46 yards,-1.180,-0.340
4,10:43,1,10,JAX 21,10,17,Maurice Jones-Drew up the middle for 7 yards (tackle by Ike Taylor),0.340,0.750
4,10:09,2,3,JAX 28,10,17,Maurice Jones-Drew right guard for 2 yards (tackle by Ike Taylor),0.750,0.300
4,9:36,3,1,JAX 30,10,17,Maurice Jones-Drew up the middle for no gain (tackle by Troy Polamalu),0.300,-1.370
4,8:52,4,1,JAX 30,10,17,"Nick Harris punts 47 yards, returned by Antonio Brown for 14 yards (tackle by Kyle Bosworth)",-1.370,-1.400
4,8:38,1,10,PIT 37,10,17,Rashard Mendenhall right tackle for no gain (tackle by William Middleton and Matt Roth),1.400,0.860
4,8:01,2,10,PIT 37,10,17,Ben Roethlisberger pass incomplete deep left intended for Mike Wallace,0.860,0.170
4,7:51,3,10,PIT 37,10,17,"Ben Roethlisberger sacked by John Chick for -8 yards. Ben Roethlisberger fumbles (forced by John Chick), recovered by Trai Essex at PIT-29",0.170,-1.440
4,7:24,4,18,PIT 29,10,17,Daniel Sepulveda punts 23 yards,-1.440,-2.130
4,7:13,1,10,JAX 48,10,17,Blaine Gabbert pass complete deep right to Marcedes Lewis for 21 yards (tackle by James Farrior and Ryan Mundy),2.130,3.510
4,6:31,1,10,PIT 31,10,17,Maurice Jones-Drew up the middle for 1 yard (tackle by LaMarr Woodley and Ryan Clark),3.510,3.100
4,5:49,2,9,PIT 30,10,17,Maurice Jones-Drew right guard for 5 yards (tackle by James Farrior and LaMarr Woodley),3.100,3.070
4,5:07,3,4,PIT 25,10,17,Deji Karim right tackle for -2 yards (tackle by LaMarr Woodley),3.070,1.700
4,4:22,,,,10,17,Timeout #1 by Jacksonville Jaguars,0.000,1.700
4,4:22,4,6,PIT 27,13,17,Josh Scobee 45 yard field goal good,1.700,3.000
4,,,,JAX 35,13,17,"Josh Scobee kicks off 65 yards, touchback",0.000,0.280
4,4:17,1,10,PIT 20,13,17,Rashard Mendenhall right guard for 4 yards (tackle by Paul Posluszny and Matt Roth),0.280,0.270
4,3:37,2,6,PIT 24,13,17,Rashard Mendenhall up the middle for 4 yards (tackle by Tyson Alualu and Jeremy Mincey),0.270,0.100
4,2:54,3,2,PIT 28,13,17,Ben Roethlisberger left guard for 3 yards (tackle by Paul Posluszny),0.100,1.000
4,2:31,,,,13,17,Timeout #2 by Jacksonville Jaguars,0.000,1.000
4,2:31,1,10,PIT 31,13,17,Rashard Mendenhall right tackle for 1 yard (tackle by D'Anthony Smith),1.000,0.600
4,2:25,,,,13,17,Timeout #3 by Jacksonville Jaguars,0.000,0.600
4,2:25,2,9,PIT 32,13,17,Rashard Mendenhall left guard for 5 yards (tackle by D'Anthony Smith and Paul Posluszny),0.600,0.560
4,2:00,3,4,PIT 37,13,17,Ben Roethlisberger sacked by Matt Roth for -4 yards,0.560,-1.180
4,1:10,,,,13,17,Timeout #1 by Pittsburgh Steelers,0.000,-1.180
4,1:10,4,8,PIT 33,13,17,"Daniel Sepulveda punts 44 yards, fair catch by Cecil Shorts",-1.180,-0.480
4,1:01,1,10,JAX 23,13,17,Blaine Gabbert sacked by Brett Keisel for -10 yards,0.480,-1.500
4,0:36,2,20,JAX 13,13,17,Blaine Gabbert for 10 yards (tackle by Keenan Lewis),-1.500,-0.760
4,0:26,3,10,JAX 23,13,17,Blaine Gabbert pass complete short right to Maurice Jones-Drew for 11 yards (tackle by Ryan Mundy),-0.760,1.200
4,0:18,1,10,JAX 34,13,17,Blaine Gabbert pass complete deep right to Mike Thomas for 18 yards (tackle by Keenan Lewis),1.200,2.390
4,0:03,1,10,PIT 48,13,17,Blaine Gabbert spiked the ball,2.390,1.850
4,0:02,2,10,PIT 48,13,17,Blaine Gabbert pass incomplete deep middle intended for Jarett Dillard,1.850,1.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
