Quarter,Time,Tm,Detail,BAL,PIT
1.0,0:04,Ravens,Mark Clayton 35 yard pass from Steve McNair (Matt Stover kick),7,0
2.0,3:26,Ravens,Daniel Wilcox 1 yard pass from Steve McNair (Matt Stover kick),14,0
,0:07,Steelers,Heath Miller 1 yard pass from Ben Roethlisberger (Jeff Reed kick),14,7
3.0,10:39,Ravens,Demetrius Williams 25 yard pass from Steve McNair (Matt Stover kick),21,7
4.0,7:27,Ravens,Matt Stover 26 yard field goal,24,7
,1:57,Ravens,Jamal Lewis 1 yard rush (Matt Stover kick),31,7
