Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
1,8:42,4,4,PIT 38,0,0,"Chris Gardocki punts 47 yards, returned by Cory Ross for 5 yards (tackle by Sean Morey). Penalty on Dennis Haley: Illegal Block Above the , 10 yards",-0.850,0.380
1,8:30,1,10,BAL 10,0,0,Steve McNair pass complete short middle to Mark Clayton for 14 yards (tackle by Anthony Smith),-0.380,0.540
1,7:47,1,10,BAL 24,0,0,"Penalty on Jason Brown: False Start, 5 yards (no play)",0.540,0.130
1,7:26,1,15,BAL 19,0,0,Steve McNair pass complete short middle to Mark Clayton for 20 yards (tackle by Anthony Smith and Bryant McFadden),0.130,1.530
1,6:46,1,10,BAL 39,0,0,Jamal Lewis left guard for 14 yards (tackle by James Farrior and Troy Polamalu),1.530,2.460
1,6:05,1,10,PIT 47,0,0,Jamal Lewis middle for no gain (tackle by Larry Foote and Brett Keisel),2.460,1.910
1,5:23,2,10,PIT 47,0,0,Steve McNair pass incomplete short right intended for Mark Clayton,1.910,1.220
1,5:18,,,,0,0,Timeout #1 by Baltimore Ravens,0.000,1.220
1,5:18,3,10,PIT 47,0,0,"Penalty on Adam Terry: False Start, 5 yards (no play)",1.220,0.560
1,5:18,3,15,BAL 48,0,0,Steve McNair pass incomplete deep left intended for Derrick Mason,0.560,-0.190
1,5:12,4,15,BAL 48,0,0,Sam Koch punts 48 yards,-0.190,0.380
1,5:05,1,10,PIT 4,0,0,Willie Parker right guard for -1 yards (tackle by Kelly Gregg),-0.380,-0.850
1,4:26,2,11,PIT 3,0,0,Willie Parker right tackle for 6 yards (tackle by Ed Reed and Adalius Thomas),-0.850,-0.840
1,3:42,3,5,PIT 9,0,0,Ben Roethlisberger sacked by Ray Lewis and Terrell Suggs for -1 yards,-0.840,-2.490
1,3:00,4,6,PIT 8,0,0,"Chris Gardocki punts 35 yards, returned by Cory Ross for -2 yards (tackle by John Kuhn)",-2.490,-2.590
1,2:49,1,10,PIT 45,0,0,Jamal Lewis right guard for 3 yards (tackle by Brett Keisel and Joey Porter),2.590,2.450
1,2:16,2,7,PIT 42,0,0,Jamal Lewis left guard for 2 yards (tackle by Brett Keisel and Aaron Smith),2.450,2.010
1,1:36,3,5,PIT 40,0,0,Steve McNair pass complete short left to Mark Clayton for 4 yards (tackle by Tyrone Carter),2.010,0.890
1,1:00,4,1,PIT 36,0,0,Steve McNair middle for 1 yard (tackle by Joey Porter and Larry Foote),0.890,3.250
1,0:11,1,10,PIT 35,6,0,"Steve McNair pass complete deep middle to Mark Clayton for 35 yards, touchdown",3.250,7.000
1,,,,PIT 2,7,0,"Matt Stover kicks extra point good. Penalty on Bryant McFadden: Defensive Offside, 5 yards",0.000,0.000
1,,,,BAL 35,7,0,"Matt Stover kicks off 66 yards, returned by Najeh Davenport for 25 yards (tackle by Corey Ivy)",0.000,0.540
Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 24,7,0,Ben Roethlisberger pass complete deep left to Hines Ward for 17 yards (tackle by Bart Scott),0.540,1.660
2,14:43,1,10,PIT 41,7,0,Willie Parker right guard for 3 yards (tackle by Dwan Edwards),1.660,1.530
2,14:08,2,7,PIT 44,7,0,Willie Parker right tackle for no gain (tackle by Ray Lewis),1.530,0.830
2,13:26,3,7,PIT 44,7,0,Ben Roethlisberger pass incomplete short middle intended for Hines Ward,0.830,-0.460
2,13:16,4,7,PIT 44,7,0,"Chris Gardocki punts 56 yards, touchback",-0.460,-0.280
2,13:08,1,10,BAL 20,7,0,Steve McNair pass incomplete short middle intended for Mark Clayton,0.280,-0.270
2,13:03,2,10,BAL 20,7,0,Steve McNair pass complete short left to Mark Clayton for 10 yards (tackle by Bryant McFadden and Larry Foote),-0.270,0.940
2,12:28,1,10,BAL 30,7,0,Jamal Lewis middle for 2 yards (tackle by Joey Porter),0.940,0.660
2,11:48,2,8,BAL 32,7,0,Steve McNair pass incomplete short right intended for Derrick Mason (defended by Ike Taylor),0.660,-0.030
2,11:42,3,8,BAL 32,7,0,Steve McNair pass incomplete short middle intended for Demetrius Williams,-0.030,-1.240
2,11:36,4,8,BAL 32,7,0,Sam Koch punts 51 yards,-1.240,0.060
2,11:27,1,10,PIT 17,7,0,Ben Roethlisberger pass complete short left to Hines Ward for 5 yards (tackle by Samari Rolle),-0.060,0.210
2,10:49,2,5,PIT 22,7,0,Ben Roethlisberger sacked by Haloti Ngata for -3 yards,0.210,-1.000
2,10:11,3,8,PIT 19,7,0,Ben Roethlisberger pass incomplete deep middle intended for Nate Washington,-1.000,-2.140
2,10:06,4,8,PIT 19,7,0,"Chris Gardocki punts 39 yards, fair catch by Cory Ross",-2.140,-1.730
2,9:58,1,10,BAL 42,7,0,Steve McNair pass complete short right to Derrick Mason for 10 yards (tackle by Deshea Townsend),1.730,2.390
2,9:18,1,10,PIT 48,7,0,Jamal Lewis right end for 4 yards (tackle by Aaron Smith and James Farrior),2.390,2.390
2,8:35,2,6,PIT 44,7,0,"Penalty on Adam Terry: False Start, 5 yards (no play)",2.390,1.710
2,8:11,2,11,PIT 49,7,0,Steve McNair pass complete short left to Ovie Mughelli for 13 yards (tackle by Troy Polamalu),1.710,3.180
2,7:39,1,10,PIT 36,7,0,Ovie Mughelli right guard for 12 yards (tackle by Anthony Smith),3.180,3.970
2,6:59,1,10,PIT 24,7,0,Jamal Lewis right guard for no gain (tackle by Travis Kirschke and Rodney Bailey),3.970,3.430
2,6:21,2,10,PIT 24,7,0,Steve McNair pass complete short middle to Jamal Lewis for 9 yards (tackle by Joey Porter),3.430,4.170
2,5:28,3,1,PIT 15,7,0,"Jamal Lewis right guard for 3 yards (tackle by Casey Hampton). Penalty on Joey Porter: Unnecessary Roughness, 6 yards",4.170,5.830
2,4:56,1,6,PIT 6,7,0,Mike Anderson middle for 5 yards (tackle by Anthony Smith),5.830,5.910
2,4:56,2,1,PIT 1,7,0,Mike Anderson left guard for no gain (tackle by Casey Hampton),5.910,5.170
2,3:31,3,1,PIT 1,13,0,"Steve McNair pass complete short right to Daniel Wilcox for 1 yard, touchdown",5.170,7.000
2,,,,PIT 2,14,0,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,14,0,"Matt Stover kicks off 70 yards, returned by Sean Morey for 23 yards (tackle by Jarret Johnson)",0.000,0.480
2,3:20,1,10,PIT 23,14,0,Ben Roethlisberger pass incomplete deep right intended for Hines Ward,0.480,-0.070
2,3:15,2,10,PIT 23,14,0,Ben Roethlisberger sacked by Dawan Landry for -8 yards,-0.070,-2.150
2,2:41,3,18,PIT 15,14,0,Ben Roethlisberger pass complete short left to Heath Miller for 5 yards (tackle by Ray Lewis),-2.150,-2.030
2,2:33,,,,14,0,Timeout #2 by Baltimore Ravens,0.000,-2.030
2,2:33,4,13,PIT 20,14,0,Chris Gardocki punts 49 yards,-2.030,-1.000
2,2:21,1,10,BAL 31,14,0,Mike Anderson right tackle for no gain (tackle by Aaron Smith and James Harrison),1.000,0.460
2,2:00,2,10,BAL 31,14,0,Steve McNair pass incomplete short right intended for Mark Clayton is intercepted by Deshea Townsend at BAL-46 and returned for 6 yards,0.460,-2.920
2,1:51,1,10,BAL 40,14,0,Ben Roethlisberger pass complete short right to Hines Ward for 9 yards (tackle by Corey Ivy),2.920,3.590
2,1:22,2,1,BAL 31,14,0,Ben Roethlisberger left guard for 8 yards,3.590,4.040
2,0:51,1,10,BAL 23,14,0,"Ben Roethlisberger pass complete short left to Nate Washington for 9 yards (tackle by Corey Ivy). Penalty on Terrell Suggs: Unnecessary Roughness, 7 yards",4.040,5.600
2,0:48,,,,14,0,Timeout #1 by Pittsburgh Steelers,0.000,5.600
2,0:48,1,7,BAL 7,14,0,Ben Roethlisberger sacked by Adalius Thomas and Kelly Gregg for -5 yards,5.600,3.860
2,0:41,,,,14,0,Timeout #2 by Pittsburgh Steelers,0.000,3.860
2,0:41,2,12,BAL 12,14,0,Ben Roethlisberger middle for 5 yards (tackle by Bart Scott),3.860,3.810
2,0:33,,,,14,0,Timeout #3 by Pittsburgh Steelers,0.000,3.810
2,0:28,3,7,BAL 7,14,0,Ben Roethlisberger pass complete short right to Heath Miller for 6 yards (tackle by Bart Scott and Chris McAlister),3.810,3.550
2,0:11,,,,14,0,Timeout #3 by Baltimore Ravens,0.000,3.550
2,0:11,4,1,BAL 1,14,6,"Ben Roethlisberger pass complete short middle to Heath Miller for 1 yard, touchdown. Penalty on Jarret Johnson: Defensive Holding (Declined)",3.550,7.000
2,,,,BAL 2,14,7,"Jeff Reed kicks extra point good. Penalty on Chris McAlister: Defensive Offside, 5 yards",0.000,0.000
2,,,,PIT 35,14,7,"Jeff Reed kicks off 41 yards, returned by Jarret Johnson for 8 yards (tackle by Sean Morey)",0.000,1.070
2,0:01,1,10,BAL 32,14,7,Steve McNair kneels for -1 yards,1.070,0.390
Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,,,"Jeff Reed kicks off 63 yards, returned by Cory Ross for 24 yards",,
3,14:53,1,10,BAL 31,14,7,Steve McNair pass complete short left to Todd Heap for 9 yards (tackle by Bryant McFadden and James Farrior),1.000,1.680
3,14:19,2,1,BAL 40,14,7,Ovie Mughelli middle for 5 yards (tackle by Troy Polamalu and Aaron Smith),1.680,1.930
3,13:43,1,10,BAL 45,14,7,Steve McNair pass complete short right to Todd Heap for 4 yards (tackle by Troy Polamalu),1.930,1.920
3,13:00,2,6,BAL 49,14,7,Steve McNair pass complete short left to Mark Clayton for 11 yards (tackle by Bryant McFadden),1.920,2.920
3,12:18,1,10,PIT 40,14,7,Jamal Lewis middle for 2 yards (tackle by Clark Haggans and Aaron Smith),2.920,2.640
3,11:34,2,8,PIT 38,14,7,Steve McNair pass incomplete short right intended for Derrick Mason,2.640,1.950
3,11:30,3,8,PIT 38,14,7,"Penalty on Derrick Mason: False Start, 5 yards (no play)",1.950,1.290
3,11:30,3,13,PIT 43,14,7,Steve McNair pass complete short middle to Todd Heap for 18 yards (tackle by James Farrior),1.290,3.910
3,10:46,1,10,PIT 25,20,7,"Steve McNair pass complete deep left to Demetrius Williams for 25 yards, touchdown",3.910,7.000
3,,,,PIT 2,21,7,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,21,7,"Matt Stover kicks off 68 yards, returned by Najeh Davenport for 32 yards (tackle by Tim Johnson)",0.000,1.200
3,10:32,1,10,PIT 34,21,7,"Willie Parker middle for no gain (tackle by Ray Lewis and Kelly Gregg). Penalty on Trevor Pryce: Defensive Holding, 5 yards (no play)",1.200,1.530
3,10:32,1,10,PIT 39,21,7,Willie Parker middle for no gain (tackle by Ed Reed and Haloti Ngata),1.530,0.990
3,9:11,2,10,PIT 39,21,7,Willie Parker middle for 4 yards (tackle by Adalius Thomas and Haloti Ngata),0.990,0.830
3,8:44,3,6,PIT 43,21,7,"Penalty on Kendall Simmons: False Start, 5 yards (no play)",0.830,0.170
3,8:20,3,11,PIT 38,21,7,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes,0.170,-0.850
3,8:16,4,11,PIT 38,21,7,"Chris Gardocki punts 44 yards, returned by Cory Ross for 3 yards (tackle by Greg Warren)",-0.850,-0.340
3,8:05,1,10,BAL 21,21,7,Steve McNair pass complete short middle to Todd Heap for 19 yards (tackle by Anthony Smith),0.340,1.600
3,7:26,1,10,BAL 40,21,7,Jamal Lewis left tackle for 3 yards (tackle by Clark Haggans),1.600,1.460
3,6:43,2,7,BAL 43,21,7,Steve McNair pass incomplete short middle intended for Todd Heap,1.460,0.760
3,6:39,3,7,BAL 43,21,7,Steve McNair pass complete deep right to Demetrius Williams for 20 yards (tackle by Ike Taylor and Tyrone Carter),0.760,3.120
3,5:57,1,10,PIT 37,21,7,Ovie Mughelli middle for 2 yards (tackle by Joey Porter and Larry Foote),3.120,2.840
3,5:17,2,8,PIT 35,21,7,"Steve McNair pass complete short right to Daniel Wilcox for 4 yards (tackle by Deshea Townsend). Daniel Wilcox fumbles (forced by Deshea Townsend), recovered by Bryant McFadden at PIT-29 (tackle by Quinn Sypniewski)",2.840,-0.870
3,5:07,1,10,PIT 29,21,7,Ben Roethlisberger pass complete short left to Hines Ward for 8 yards (tackle by Samari Rolle and Adalius Thomas),0.870,1.410
3,4:30,2,2,PIT 37,21,7,Willie Parker right tackle for no gain (tackle by Trevor Pryce and Haloti Ngata),1.410,0.700
3,3:57,3,2,PIT 37,21,7,Ben Roethlisberger pass incomplete short middle intended for Hines Ward,0.700,-0.910
3,3:53,,,,21,7,Timeout #1 by Pittsburgh Steelers,0.000,-0.910
3,3:53,4,2,PIT 37,21,7,Ben Roethlisberger pass incomplete short middle intended for Hines Ward (defended by Bart Scott),-0.910,-3.120
3,3:48,1,10,PIT 37,21,7,"Penalty on Jason Brown: False Start, 5 yards (no play)",3.120,2.790
3,3:48,1,15,PIT 42,21,7,Jamal Lewis right tackle for 11 yards (tackle by Anthony Smith),2.790,3.380
3,3:06,2,4,PIT 31,21,7,Jamal Lewis left guard for 7 yards (tackle by Anthony Smith and Troy Polamalu),3.380,3.970
3,2:22,1,10,PIT 24,21,7,Steve McNair pass incomplete deep left intended for Demetrius Williams is intercepted by Bryant McFadden at PIT-2,3.970,0.380
3,2:16,1,10,PIT 2,21,7,Willie Parker left guard for 2 yards (tackle by Kelly Gregg),-0.380,-0.630
3,1:38,2,8,PIT 4,21,7,Ben Roethlisberger pass incomplete short middle intended for Hines Ward (defended by Adalius Thomas),-0.630,-1.190
3,1:31,3,8,PIT 4,21,7,"Ben Roethlisberger pass incomplete deep right intended for Hines Ward. Penalty on Chris McAlister: Defensive Pass Interfere, 17 yards (no play)",-1.190,0.340
,,,,,,,"BAL challenged the ruling, and the play was upheld.",,
3,1:26,1,10,PIT 21,21,7,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes,0.340,-0.200
3,1:22,2,10,PIT 21,21,7,Ben Roethlisberger pass complete deep right to Santonio Holmes for 31 yards (tackle by Chris McAlister),-0.200,2.390
3,0:57,1,10,BAL 48,21,7,Willie Parker right tackle for 3 yards (tackle by Terrell Suggs and Ray Lewis),2.390,2.250
3,0:16,2,7,BAL 45,21,7,Ben Roethlisberger pass incomplete short middle intended for Nate Washington (defended by Corey Ivy),2.250,1.550
3,0:12,3,7,BAL 45,21,7,"Ben Roethlisberger pass incomplete short left intended for Santonio Holmes (defended by Ray Lewis). Penalty on Bart Scott: Defensive Holding, 5 yards (no play)",1.550,2.920
3,0:07,1,10,BAL 40,21,7,Ben Roethlisberger sacked by Corey Ivy for 0 yards,2.920,2.370
Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,BAL 40,21,7,Ben Roethlisberger pass complete short left to Hines Ward for 9 yards (tackle by Bart Scott),2.370,2.870
4,14:16,3,1,BAL 31,21,7,Ben Roethlisberger middle for 20 yards (tackle by Samari Rolle),2.870,4.840
4,13:36,1,10,BAL 11,21,7,"Willie Parker middle for 8 yards (tackle by Corey Ivy). Willie Parker fumbles (forced by Corey Ivy), recovered by Ed Reed at BAL-3 and returned for 32 yards (tackle by Ben Roethlisberger)",4.840,-1.270
,,,,,,,"PIT challenged the ruling, and the play was upheld.",,
4,13:23,1,10,BAL 35,21,7,Jamal Lewis left end for 1 yard (tackle by Clark Haggans and Joey Porter),1.270,0.860
4,12:52,2,9,BAL 36,21,7,Steve McNair pass complete short right to Jamal Lewis for 12 yards (tackle by Clark Haggans),0.860,2.130
4,12:25,1,10,BAL 48,21,7,Jamal Lewis middle for no gain (tackle by Aaron Smith and Larry Foote),2.130,1.580
4,11:44,2,10,BAL 48,21,7,Steve McNair pass complete short left to Derrick Mason for no gain,1.580,0.890
4,10:56,3,10,BAL 48,21,7,Steve McNair pass incomplete short right intended for Mike Anderson,0.890,-0.190
4,10:56,4,10,BAL 48,21,7,"Sam Koch punts 30 yards, fair catch by Santonio Holmes. Penalty on Sean Morey: Defensive Holding (Declined), Penalty on Sean Morey: Unnecessary Roughness, 11 yards",-0.190,0.370
4,10:49,1,10,PIT 11,21,7,Ben Roethlisberger pass complete short left to Hines Ward for 12 yards (tackle by Samari Rolle),-0.370,0.480
4,10:49,1,10,PIT 23,21,7,Najeh Davenport right tackle for 1 yard (tackle by Bart Scott),0.480,0.070
4,9:56,2,9,PIT 24,21,7,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes,0.070,-0.630
4,9:52,3,9,PIT 24,21,7,"Penalty on Heath Miller: False Start, 5 yards (no play)",-0.630,-1.360
4,9:52,3,14,PIT 19,21,7,"Ben Roethlisberger pass incomplete deep left intended for Hines Ward is intercepted by Dawan Landry at PIT-37 and returned for 36 yards. Penalty on Ed Reed: Unsportsmanlike Conduct, 15 yards",-1.360,-4.510
,,,,,,,"PIT challenged the ruling, and the original play was overturned.",,
4,9:39,1,10,PIT 16,21,7,Jamal Lewis left tackle for 4 yards (tackle by James Farrior),4.510,4.570
4,8:55,2,6,PIT 12,21,7,Jamal Lewis left guard for 4 yards (tackle by Troy Polamalu),4.570,4.620
4,8:13,3,2,PIT 8,21,7,Jamal Lewis left guard for no gain (tackle by Brett Keisel and Casey Hampton),4.620,2.990
4,7:31,4,2,PIT 8,24,7,Matt Stover 26 yard field goal good,2.990,3.000
4,,,,BAL 30,24,7,"Matt Stover kicks off 66 yards, muffed catch by Sean Morey, ball out of bounds at PIT-5",0.000,-0.380
4,7:26,1,10,PIT 5,24,7,Ben Roethlisberger pass complete short right to Cedrick Wilson for 8 yards (tackle by Chris McAlister),-0.380,-0.190
4,6:56,2,2,PIT 13,24,7,Ben Roethlisberger pass incomplete short left intended for Nate Washington,-0.190,-0.480
4,6:51,3,2,PIT 13,24,7,Ben Roethlisberger pass complete to Santonio Holmes for 13 yards (tackle by Samari Rolle),-0.480,0.670
4,6:46,1,10,PIT 26,24,7,Ben Roethlisberger pass complete short left to Santonio Holmes for 11 yards (tackle by Samari Rolle),0.670,1.400
4,6:16,1,10,PIT 37,24,7,Willie Parker left end for -5 yards (tackle by Haloti Ngata),1.400,0.180
4,5:46,2,15,PIT 32,24,7,Ben Roethlisberger pass incomplete deep middle intended for Nate Washington is intercepted by Ed Reed at BAL-46 and returned for 37 yards,0.180,-4.440
4,5:31,1,10,PIT 17,24,7,Jamal Lewis middle for 4 yards (tackle by Aaron Smith and James Harrison),4.440,4.500
4,4:49,2,6,PIT 13,24,7,Jamal Lewis right tackle for 3 yards (tackle by Ike Taylor),4.500,4.340
4,4:05,3,3,PIT 10,24,7,Jamal Lewis right guard for 4 yards (tackle by James Farrior and Ike Taylor),4.340,5.830
4,3:21,1,6,PIT 6,24,7,Jamal Lewis right tackle for 3 yards (tackle by Larry Foote),5.830,5.530
4,2:38,2,3,PIT 3,24,7,Ovie Mughelli middle for 2 yards (tackle by Casey Hampton and Chris Hoke),5.530,5.170
4,2:00,3,1,PIT 1,30,7,"Jamal Lewis middle for 1 yard, touchdown",5.170,7.000
4,,,,PIT 2,31,7,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,31,7,"Matt Stover kicks off 63 yards, returned by Santonio Holmes for 21 yards (tackle by Evan Oglesby)",0.000,0.810
4,1:50,1,10,PIT 28,31,7,Charlie Batch pass complete short right to Cedrick Wilson for 7 yards (tackle by Derrick Martin),0.810,1.210
4,1:21,2,3,PIT 35,31,7,Charlie Batch pass incomplete short right intended for Cedrick Wilson,1.210,0.500
4,1:21,3,3,PIT 35,31,7,Charlie Batch pass incomplete short left intended for Hines Ward,0.500,-1.040
4,1:16,4,3,PIT 35,31,7,Charlie Batch pass complete short left to Hines Ward for 7 yards (tackle by Gerome Sapp),-1.040,1.730
4,0:54,1,10,PIT 42,31,7,Charlie Batch pass incomplete deep left intended for Santonio Holmes,1.730,1.190
4,0:48,2,10,PIT 42,31,7,Charlie Batch pass complete short left to Santonio Holmes for 11 yards. Penalty on Kelly Gregg: Defensive Offside (Declined),1.190,2.460
4,0:42,1,10,BAL 47,31,7,Charlie Batch pass incomplete short left intended for Najeh Davenport,2.460,1.910
4,0:42,2,10,BAL 47,31,7,Charlie Batch pass complete deep middle to Santonio Holmes for 24 yards (tackle by Dawan Landry),1.910,4.040
4,0:13,1,10,BAL 23,31,7,Charlie Batch pass incomplete deep left intended for Hines Ward,4.040,3.500
4,0:07,2,10,BAL 23,31,7,Charlie Batch pass incomplete short left intended for Hines Ward,3.500,2.810
4,0:03,3,10,BAL 23,31,7,Charlie Batch pass incomplete deep left intended for Najeh Davenport,2.810,1.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
