Quarter,Time,Tm,Detail,DAL,NYG
1.0,4:39,Giants,Jeremy Shockey 17 yard pass from Eli Manning (Jay Feely kick),0,7
,1:28,Cowboys,Marion Barber III 1 yard rush (Martin Gramatica kick),7,7
2.0,0:01,Cowboys,Martin Gramatica 41 yard field goal,10,7
3.0,4:32,Giants,Jay Feely 23 yard field goal,10,10
,0:05,Cowboys,Martin Gramatica 35 yard field goal,13,10
4.0,9:44,Giants,Jay Feely 22 yard field goal,13,13
,3:33,Cowboys,Marion Barber III 7 yard rush (Martin Gramatica kick),20,13
,1:06,Giants,Plaxico Burress 5 yard pass from Eli Manning (Jay Feely kick),20,20
,0:01,Cowboys,Martin Gramatica 46 yard field goal,23,20
