Quarter,Time,Tm,Detail,CLE,BAL
1.0,14:46,Browns,Richard Alston 93 yard kickoff return (Phil Dawson kick),7,0
,9:37,Ravens,Matt Stover 44 yard field goal,7,3
,1:22,Browns,Phil Dawson 50 yard field goal,10,3
2.0,10:45,Ravens,Matt Stover 39 yard field goal,10,6
,3:09,Ravens,Matt Stover 43 yard field goal,10,9
,0:00,Ravens,Matt Stover 36 yard field goal,10,12
4.0,14:14,Browns,Phil Dawson 29 yard field goal,13,12
,7:03,Ravens,Jamal Lewis 2 yard rush (Clarence Moore pass from Kyle Boller),13,20
,0:26,Ravens,Ed Reed 106 yard interception return (Matt Stover kick),13,27
