Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,BAL 30,6,0,"Wade Richey kicks off 63 yards, returned by Richard Alston for 93 yards, touchdown",0.000,7.000
1,,,,BAL 2,7,0,Phil Dawson kicks extra point good,0.000,0.000
1,,,,CLE 30,7,0,"Phil Dawson kicks off 64 yards, returned by B.J. Sams for 19 yards (tackle by Eric Westmoreland)",0.000,0.610
1,14:40,1,10,BAL 25,7,0,Kyle Boller pass complete to Travis Taylor for 4 yards (tackle by Robert Griffith),0.610,0.600
1,14:07,2,6,BAL 29,7,0,Kyle Boller pass incomplete intended for Clarence Moore,0.600,-0.100
1,14:03,3,6,BAL 29,7,0,Kyle Boller pass incomplete intended for Travis Taylor (defended by Kenard Lang),-0.100,-1.440
1,13:59,4,6,BAL 29,7,0,"Dave Zastudil punts 55 yards, returned by Dennis Northcutt for 15 yards (tackle by Harold Morrow)",-1.440,-1.000
1,13:47,1,10,CLE 31,7,0,"Penalty on Kelvin Garmon: False Start, 5 yards (no play)",1.000,0.670
1,13:46,1,15,CLE 26,7,0,William Green right end for 1 yard (tackle by Terrell Suggs and Ed Hartwell),0.670,-0.080
1,13:11,2,14,CLE 27,7,0,Jeff Garcia pass complete to William Green for 10 yards (tackle by Will Demps),-0.080,0.560
1,12:27,3,4,CLE 37,7,0,Jeff Garcia pass incomplete (defended by Chad Williams),0.560,-0.910
1,12:23,4,4,CLE 37,7,0,"Derrick Frost punts 39 yards, returned by B.J. Sams for 18 yards (tackle by Barry Gardner)",-0.910,-1.730
1,12:11,1,10,BAL 42,7,0,Kyle Boller pass incomplete intended for Deion Sanders,1.730,1.190
1,12:04,2,10,BAL 42,7,0,Jamal Lewis right guard for 6 yards (tackle by Ebenezer Ekuban and Chaun Thompson),1.190,1.290
1,11:21,3,4,BAL 48,7,0,"Kyle Boller pass complete to Kevin Johnson for 9 yards (tackle by Chris Crocker). Penalty on Kenard Lang: Roughing the Passer, 15 yards",1.290,3.710
1,11:21,1,10,CLE 28,7,0,Jamal Lewis right guard for 4 yards (tackle by Robert Griffith and Kenard Lang),3.710,3.710
1,10:25,2,6,CLE 24,7,0,Jamal Lewis left end for -2 yards (tackle by Robert Griffith),3.710,2.740
1,9:45,3,8,CLE 26,7,0,Kyle Boller pass incomplete intended for Travis Taylor,2.740,1.740
1,9:45,4,8,CLE 26,7,3,Matt Stover 44 yard field goal good,1.740,3.000
1,,,,BAL 30,7,3,"Wade Richey kicks off 69 yards, returned by Richard Alston for 19 yards (tackle by Corey Fuller)",0.000,0.280
1,9:32,1,10,CLE 20,7,3,Lee Suggs right guard for 1 yard (tackle by Ray Lewis),0.280,-0.130
1,8:49,2,9,CLE 21,7,3,"Penalty on Kelvin Garmon: False Start, 5 yards (no play)",-0.130,-0.940
1,8:33,2,14,CLE 16,7,3,Jeff Garcia pass complete to Steve Heiden for 3 yards (tackle by Anthony Weaver),-0.940,-1.140
1,7:48,3,11,CLE 19,7,3,Jeff Garcia pass incomplete intended for Antonio Bryant (defended by Marques Douglas),-1.140,-2.140
1,7:45,4,11,CLE 19,7,3,"Derrick Frost punts 51 yards, returned by B.J. Sams for 11 yards (tackle by Eric Westmoreland)",-2.140,-1.660
1,7:34,1,10,BAL 41,7,3,Jamal Lewis left tackle for 6 yards (tackle by Tyrone Rogers),1.660,1.930
1,6:57,2,4,BAL 47,7,3,Kyle Boller pass incomplete intended for Jamal Lewis,1.930,1.220
1,6:52,3,4,BAL 47,7,3,"Penalty on Ethan Brooks: False Start, 5 yards (no play)",1.220,0.560
1,6:52,3,9,BAL 42,7,3,Kyle Boller pass incomplete intended for Travis Taylor,0.560,-0.590
1,6:47,4,9,BAL 42,7,3,Dave Zastudil punts 33 yards,-0.590,-0.610
1,6:36,1,10,CLE 25,7,3,"Penalty on William Green: False Start, 5 yards (no play)",0.610,0.280
1,6:36,1,15,CLE 20,7,3,William Green right tackle for 2 yards (tackle by Ed Hartwell and Jarret Johnson),0.280,-0.340
1,6:08,2,13,CLE 22,7,3,Jeff Garcia pass incomplete intended for Dennis Northcutt,-0.340,-1.020
1,6:08,3,13,CLE 22,7,3,Jeff Garcia pass complete to Aaron Shea for 15 yards (tackle by Will Demps),-1.020,1.400
1,5:23,1,10,CLE 37,7,3,Jeff Garcia sacked by Terrell Suggs and Will Demps for -7 yards,1.400,-0.090
1,4:50,2,17,CLE 30,7,3,Lee Suggs right end for -1 yards (tackle by Ray Lewis),-0.090,-0.890
1,4:05,3,18,CLE 29,7,3,"Jeff Garcia sacked by Will Demps for -5 yards. Jeff Garcia fumbles (forced by Will Demps), recovered by Ryan Tucker at CLE-20",-0.890,-2.030
1,4:05,4,27,CLE 20,7,3,"Derrick Frost punts 51 yards, returned by B.J. Sams for 8 yards (tackle by Lewis Sanders)",-2.030,-1.400
1,3:04,1,10,BAL 37,7,3,"Kyle Boller for no gain. Kyle Boller fumbles, recovered by Ebenezer Ekuban at BAL-32",1.400,-3.380
1,2:55,1,10,BAL 33,7,3,"Penalty on Melvin Fowler: False Start, 5 yards (no play)",3.380,3.050
1,2:55,1,15,BAL 38,7,3,William Green right end for 1 yard (tackle by Ray Lewis),3.050,2.300
1,2:55,2,14,BAL 37,7,3,William Green up the middle for 5 yards (tackle by Adalius Thomas and Ray Lewis),2.300,2.280
1,1:34,3,9,BAL 32,7,3,Jeff Garcia pass incomplete (defended by Gary Baxter),2.280,1.240
1,1:25,4,9,BAL 32,10,3,Phil Dawson 50 yard field goal good,1.240,3.000
1,,,,CLE 30,10,3,"Phil Dawson kicks off 57 yards, returned by B.J. Sams for 14 yards (tackle by Barry Gardner)",0.000,0.740
1,1:22,1,10,BAL 27,10,3,Jamal Lewis left end for 3 yards (tackle by Anthony Henry),0.740,0.600
1,0:52,2,7,BAL 30,10,3,Jamal Lewis right tackle for no gain (tackle by Orpheus Roye),0.600,-0.100
1,0:08,3,7,BAL 30,10,3,Kyle Boller pass complete to Alan Ricard for 7 yards (tackle by Anthony Henry),-0.100,1.400
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 37,10,3,Jamal Lewis up the middle for 5 yards (tackle by Chaun Thompson),1.400,1.530
2,14:23,2,5,BAL 42,10,3,Jamal Lewis up the middle for no gain (tackle by Michael Myers and Kevin Bentley),1.530,0.830
2,13:40,3,5,BAL 42,10,3,Kyle Boller pass complete to Clarence Moore for 16 yards (tackle by Anthony Henry),0.830,2.790
2,12:59,1,10,CLE 42,10,3,Kyle Boller pass complete to Randy Hymes for 6 yards,2.790,3.050
2,12:36,2,4,CLE 36,10,3,Kyle Boller pass complete to Travis Taylor for 3 yards (tackle by Daylon McCutcheon),3.050,2.740
2,11:53,3,1,CLE 33,10,3,"Jamal Lewis left end for 2 yards. Penalty on Ebenezer Ekuban: Defensive Offside, 5 yards (no play)",2.740,3.710
2,11:36,1,10,CLE 28,10,3,Kyle Boller pass incomplete intended for Deion Sanders,3.710,3.170
2,11:31,2,10,CLE 28,10,3,Jamal Lewis right tackle for 7 yards (tackle by Robert Griffith and Chaun Thompson),3.170,3.400
2,10:54,3,3,CLE 21,10,3,Kyle Boller pass incomplete intended for Terry Jones (defended by Kenard Lang),3.400,2.160
2,10:48,4,3,CLE 21,10,6,Matt Stover 39 yard field goal good,2.160,3.000
2,,,,BAL 30,10,6,"Wade Richey kicks off 65 yards, returned by Richard Alston for 22 yards (tackle by Chad Williams)",0.000,0.740
2,10:39,1,10,CLE 27,10,6,Jeff Garcia pass complete to Steve Heiden for 9 yards (tackle by Ed Hartwell),0.740,1.410
2,10:14,2,1,CLE 36,10,6,Lee Suggs up the middle for 17 yards (tackle by Will Demps),1.410,2.460
2,9:32,1,10,BAL 47,10,6,Lee Suggs left guard for 1 yard (tackle by Ray Lewis),2.460,2.050
2,8:56,2,9,BAL 46,10,6,Jeff Garcia pass incomplete intended for Dennis Northcutt (defended by Chris McAlister),2.050,1.350
2,8:51,3,9,BAL 46,10,6,Jeff Garcia pass incomplete,1.350,0.200
2,8:46,4,9,BAL 46,10,6,Derrick Frost punts 22 yards,0.200,-0.540
2,8:38,1,10,BAL 24,10,6,Jamal Lewis right tackle for 3 yards (tackle by Alvin McKinley),0.540,0.400
2,7:57,2,7,BAL 27,10,6,Jamal Lewis left tackle for 2 yards,0.400,-0.030
2,7:17,3,5,BAL 29,10,6,Kyle Boller pass complete to Kevin Johnson for 6 yards (tackle by Daylon McCutcheon),-0.030,1.270
2,6:33,1,10,BAL 35,10,6,Kyle Boller pass complete to Jamal Lewis for 14 yards,1.270,2.190
2,6:00,1,10,BAL 49,10,6,Kyle Boller pass complete to Travis Taylor for 4 yards (tackle by Daylon McCutcheon),2.190,2.190
2,5:21,2,6,CLE 47,10,6,Alan Ricard up the middle for 14 yards (tackle by Chris Crocker),2.190,3.380
2,4:40,1,10,CLE 33,10,6,Kyle Boller pass incomplete intended for Clarence Moore,3.380,2.840
2,4:36,2,10,CLE 33,10,6,Jamal Lewis up the middle for no gain,2.840,2.150
2,3:58,3,10,CLE 33,10,6,Kyle Boller pass complete to Clarence Moore for 8 yards (tackle by Anthony Henry),2.150,1.930
2,3:08,4,2,CLE 25,10,9,Matt Stover 43 yard field goal good,1.930,3.000
2,,,,BAL 30,10,9,"Wade Richey kicks off 67 yards, returned by Richard Alston for 24 yards (tackle by T.J. Slaughter)",0.000,0.740
2,3:03,1,10,CLE 27,10,9,William Green up the middle for no gain (tackle by Gary Baxter),0.740,0.200
2,2:21,2,10,CLE 27,10,9,Jeff Garcia pass complete to Steve Heiden for 12 yards (tackle by Gary Baxter),0.200,1.530
2,2:00,1,10,CLE 39,10,9,Lee Suggs up the middle for 3 yards (tackle by Terrell Suggs),1.530,1.390
2,1:29,2,7,CLE 42,10,9,Jeff Garcia pass complete to Antonio Bryant for 10 yards (tackle by Corey Fuller),1.390,2.390
2,1:14,,,,10,9,Timeout #1 by Cleveland Browns,0.000,2.390
2,1:14,1,10,BAL 48,10,9,"Jeff Garcia sacked by Adalius Thomas for -4 yards. Jeff Garcia fumbles (forced by Adalius Thomas), recovered by Anthony Weaver at CLE-48. Penalty on Ross Verba: Offensive Holding (Declined)",2.390,-2.390
2,1:04,1,10,CLE 48,10,9,Chester Taylor up the middle for 3 yards (tackle by Ebenezer Ekuban),2.390,2.250
2,1:00,2,7,CLE 45,10,9,Kyle Boller pass complete to Travis Taylor for 3 yards (tackle by Chris Crocker),2.250,1.950
2,0:39,,,,10,9,Timeout #1 by Baltimore Ravens,0.000,1.950
2,0:39,3,4,CLE 42,10,9,Kyle Boller pass complete to Travis Taylor for 9 yards (tackle by Chris Crocker),1.950,3.380
2,0:34,,,,10,9,Timeout #2 by Baltimore Ravens,0.000,3.380
2,0:34,1,10,CLE 33,10,9,Kyle Boller pass complete to Kevin Johnson for 9 yards (tackle by Kevin Bentley),3.380,4.050
2,0:28,2,1,CLE 24,10,9,Kyle Boller pass incomplete intended for Randy Hymes,4.050,3.340
2,0:23,3,1,CLE 24,10,9,Kyle Boller up the middle for 1 yard (tackle by Gerard Warren and Ebenezer Ekuban),3.340,4.040
2,0:09,1,10,CLE 23,10,9,Kyle Boller pass complete to Daniel Wilcox for 5 yards (tackle by Anthony Henry),4.040,4.210
2,0:03,2,5,CLE 18,10,12,Matt Stover 36 yard field goal good,4.210,3.000
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,10,12,"Phil Dawson kicks off 57 yards, returned by B.J. Sams for 10 yards (tackle by Mason Unck)",0.000,0.480
3,14:55,1,10,BAL 23,10,12,Jamal Lewis right end for 8 yards (tackle by Chris Crocker and William Green),0.480,1.010
3,14:18,2,2,BAL 31,10,12,Jamal Lewis left tackle for 15 yards (tackle by Chris Crocker and Chaun Thompson),1.010,1.990
3,13:34,1,10,BAL 46,10,12,Jamal Lewis right tackle for 2 yards (tackle by Orpheus Roye and Warrick Holdman),1.990,1.720
3,12:58,2,8,BAL 48,10,12,Kyle Boller pass complete to Daniel Wilcox for 4 yards,1.720,1.550
3,12:19,3,4,CLE 48,10,12,Chester Taylor left tackle for 3 yards (tackle by Alvin McKinley and Robert Griffith),1.550,0.270
3,11:33,4,1,CLE 45,10,12,"Dave Zastudil punts 45 yards, touchback",0.270,-0.280
3,11:22,1,10,CLE 20,10,12,Jeff Garcia pass incomplete intended for Steve Heiden,0.280,-0.270
3,11:16,2,10,CLE 20,10,12,William Green right tackle for no gain (tackle by Chris McAlister),-0.270,-0.960
3,10:33,3,10,CLE 20,10,12,Jeff Garcia pass complete to Dennis Northcutt for 9 yards (tackle by Gary Baxter),-0.960,-1.440
3,9:45,4,1,CLE 29,10,12,"Penalty on Derrick Frost: Delay of Game, 5 yards (no play)",-1.440,-1.770
3,9:36,4,6,CLE 24,10,12,"Derrick Frost punts 46 yards, returned by B.J. Sams for -4 yards (tackle by Eric Westmoreland)",-1.770,-0.670
3,9:25,1,10,BAL 26,10,12,Kyle Boller pass complete to Travis Taylor for 19 yards (tackle by Daylon McCutcheon),0.670,1.930
3,8:40,1,10,BAL 45,10,12,Jamal Lewis left tackle for -1 yards (tackle by Michael Myers and Robert Griffith),1.930,1.250
3,8:00,2,11,BAL 44,10,12,Kyle Boller pass incomplete intended for Daniel Wilcox,1.250,0.560
3,7:54,3,11,BAL 44,10,12,Kyle Boller pass incomplete intended for Terry Jones,0.560,-0.460
3,7:48,4,11,BAL 44,10,12,"Dave Zastudil punts 49 yards, returned by Dennis Northcutt for 9 yards (tackle by Bart Scott)",-0.460,0.140
3,7:37,1,10,CLE 16,10,12,Lee Suggs up the middle for 2 yards (tackle by Ray Lewis),-0.140,-0.350
3,6:58,2,8,CLE 18,10,12,Lee Suggs left guard for 2 yards (tackle by Ed Hartwell),-0.350,-0.820
3,6:15,3,6,CLE 20,10,12,Jeff Garcia pass complete to Frisman Jackson for 13 yards (tackle by Corey Fuller),-0.820,1.140
3,5:46,1,10,CLE 33,10,12,Jeff Garcia pass complete to Steve Heiden for 7 yards (tackle by Ed Hartwell),1.140,1.540
3,5:05,2,3,CLE 40,10,12,Lee Suggs right end for 5 yards (tackle by Gary Baxter),1.540,1.930
3,4:20,1,10,CLE 45,10,12,Jeff Garcia pass complete to Aaron Shea for 5 yards (tackle by Chris McAlister),1.930,2.060
3,3:32,2,5,BAL 50,10,12,"Penalty on Jeff Garcia: Delay of Game, 5 yards (no play)",2.060,1.380
3,3:06,2,10,CLE 45,10,12,Jeff Garcia pass incomplete intended for Steve Heiden (defended by Will Demps),1.380,0.700
3,3:02,3,10,CLE 45,10,12,"Jeff Garcia pass incomplete intended for Antonio Bryant. Penalty on Gary Baxter: Defensive Pass Interference, 5 yards (no play)",0.700,2.260
3,2:59,1,10,BAL 50,10,12,Lee Suggs right end for 8 yards (tackle by Ed Reed),2.260,2.790
3,2:28,2,2,BAL 42,10,12,Lee Suggs left tackle for 9 yards (tackle by Ed Reed),2.790,3.380
3,1:46,1,10,BAL 33,10,12,Jeff Garcia left end for 21 yards (tackle by Gary Baxter),3.380,4.780
3,1:12,1,10,BAL 12,10,12,Lee Suggs up the middle for 2 yards (tackle by Ma'ake Kemoeatu and Jarret Johnson),4.780,4.450
3,0:27,2,8,BAL 10,10,12,"Lee Suggs left end for -6 yards (tackle by Gary Baxter). Lee Suggs fumbles (forced by Gary Baxter), recovered by Steve Heiden at BAL-16",4.450,2.930
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,14,BAL 16,10,12,Jeff Garcia pass complete to Antonio Bryant for 4 yards (tackle by Chad Williams),2.930,2.630
4,14:19,4,10,BAL 12,13,12,Phil Dawson 29 yard field goal good,2.630,3.000
4,,,,CLE 30,13,12,"Phil Dawson kicks off 66 yards, returned by B.J. Sams for 18 yards (tackle by Mason Unck)",0.000,0.410
4,14:08,1,10,BAL 22,13,12,Jamal Lewis right end for -2 yards (tackle by Robert Griffith),0.410,-0.400
4,13:27,2,12,BAL 20,13,12,Kyle Boller pass complete to Travis Taylor for 16 yards (tackle by Daylon McCutcheon),-0.400,1.330
4,12:53,1,10,BAL 36,13,12,Jamal Lewis up the middle for 4 yards (tackle by Kenard Lang and Anthony Henry),1.330,1.330
4,12:13,2,6,BAL 40,13,12,Jamal Lewis right tackle for 12 yards (tackle by Leigh Bodden and Alvin McKinley),1.330,2.390
4,11:30,1,10,CLE 48,13,12,Alan Ricard up the middle for 4 yards (tackle by Kenard Lang),2.390,2.390
4,10:45,2,6,CLE 44,13,12,Kyle Boller pass incomplete intended for Darnell Dinkins,2.390,1.690
4,10:37,3,6,CLE 44,13,12,Kyle Boller sacked by Ebenezer Ekuban for -8 yards,1.690,-0.190
4,10:18,4,14,BAL 48,13,12,Dave Zastudil punts 51 yards,-0.190,0.380
,,,,,,,"CLE challenged the ruling, and the play was upheld.",,
4,10:04,1,10,CLE 1,13,12,William Green left end for 2 yards (tackle by Ma'ake Kemoeatu and Kelly Gregg),-0.380,-0.630
4,9:22,2,8,CLE 3,13,12,William Green right guard for -1 yards (tackle by Ray Lewis and Gary Baxter),-0.630,-1.300
4,8:37,3,9,CLE 2,13,12,Jeff Garcia pass incomplete intended for Aaron Shea (defended by Marques Douglas),-1.300,-2.490
4,8:27,4,9,CLE 2,13,12,Derrick Frost punts 7 yards,-2.490,-5.140
4,8:27,1,9,CLE 9,13,12,Jamal Lewis right tackle for 4 yards (tackle by Kenard Lang),5.140,5.150
4,7:49,2,5,CLE 5,13,12,Jamal Lewis left guard for 3 yards,5.150,4.950
4,7:07,3,2,CLE 2,13,18,"Jamal Lewis up the middle for 2 yards, touchdown",4.950,7.000
4,7:03,,,,13,18,Timeout #2 by Cleveland Browns,0.000,0.000
4,,,,,13,20,"Two Point Attempt: Kyle Boller pass complete to Clarence Moore, conversion succeeds. Penalty on Orlando Brown: Personal Foul, 15 yards",1.000,1.000
4,,,,BAL 15,13,20,"Wade Richey kicks off 60 yards, returned by Richard Alston for 16 yards (tackle by Adalius Thomas)",0.000,1.660
4,6:57,1,10,CLE 41,13,20,Jeff Garcia pass incomplete intended for Dennis Northcutt,1.660,1.120
4,6:51,2,10,CLE 41,13,20,Lee Suggs up the middle for no gain (tackle by Ed Reed),1.120,0.430
4,6:08,3,10,CLE 41,13,20,Jeff Garcia pass complete to Frisman Jackson for 13 yards,0.430,2.520
4,5:40,1,10,BAL 46,13,20,Lee Suggs left tackle for 4 yards (tackle by Kelly Gregg and Marques Douglas),2.520,2.520
4,4:56,2,6,BAL 42,13,20,Lee Suggs left guard for 3 yards (tackle by Terrell Suggs),2.520,2.210
4,4:18,,,,13,20,Timeout #3 by Cleveland Browns,0.000,2.210
4,4:18,3,3,BAL 39,13,20,Jeff Garcia up the middle for 4 yards (tackle by Marques Douglas),2.210,3.250
4,3:38,1,10,BAL 35,13,20,Jeff Garcia pass complete to Antonio Bryant for 14 yards (tackle by Ed Hartwell),3.250,4.170
4,2:53,1,10,BAL 21,13,20,Lee Suggs left end for -1 yards (tackle by Corey Fuller),4.170,3.490
4,2:44,2,11,BAL 22,13,20,"Penalty on Jeff Garcia: Delay of Game, 5 yards (no play)",3.490,2.820
4,2:44,2,16,BAL 27,13,20,Jeff Garcia pass complete to Lee Suggs for 7 yards (tackle by Chris McAlister),2.820,3.070
4,2:00,3,9,BAL 20,13,20,Jeff Garcia pass complete to Antonio Bryant for 15 yards (tackle by Ray Lewis),3.070,6.060
4,1:24,1,5,BAL 5,13,20,Lee Suggs left guard for no gain (tackle by Chris McAlister and Will Demps),6.060,5.150
4,0:45,2,5,BAL 5,13,26,"Jeff Garcia pass incomplete intended for Aaron Shea is intercepted by Ed Reed and returned for 106 yards, touchdown",5.150,-7.000
4,,,,CLE 2,13,27,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,13,27,"Wade Richey kicks off 54 yards, returned by Richard Alston for 23 yards (tackle by Raymond Walls)",0.000,1.530
4,0:19,1,10,CLE 39,13,27,Lee Suggs right tackle for 7 yards (tackle by Marques Douglas),1.530,1.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
