Quarter,Time,Down,ToGo,Location,NYG,SEA,Detail,EPB,EPA
2,11:36,4,6,SEA 27,0,7,Tom Rouen punts 39 yards,-1.570,-1.200
2,11:25,1,10,NYG 34,0,7,"Penalty on Luke Petitgout: False Start, 5 yards (no play)",1.200,0.870
2,11:25,1,15,NYG 29,0,7,Tiki Barber left tackle for 1 yard (tackle by Grant Wistrom),0.870,0.120
2,10:49,2,14,NYG 30,0,7,"Penalty on Plaxico Burress: False Start, 5 yards (no play)",0.120,-0.560
2,10:27,2,19,NYG 25,0,7,Eli Manning pass complete to Jeremy Shockey for 12 yards (tackle by Lofa Tatupu),-0.560,0.370
2,9:40,3,7,NYG 37,0,7,"Penalty on David Diehl: False Start, 5 yards (no play)",0.370,-0.300
2,9:20,3,12,NYG 32,0,7,Eli Manning pass incomplete intended for Amani Toomer (defended by Marcus Trufant),-0.300,-1.240
2,9:14,4,12,NYG 32,0,7,"Penalty on Frank Walker: False Start, 5 yards (no play)",-1.240,-1.570
2,9:14,4,17,NYG 27,0,7,"Penalty on Frank Walker: False Start, 5 yards (no play)",-1.570,-1.900
2,9:14,4,22,NYG 22,0,7,"Jeff Feagles punts 33 yards, fair catch by Jimmy Williams",-1.900,-1.930
2,9:08,1,10,SEA 45,0,7,Shaun Alexander left tackle for 4 yards (tackle by Kendrick Clancy and Michael Strahan),1.930,1.920
2,8:40,2,6,SEA 49,0,7,Matt Hasselbeck pass incomplete intended for Bobby Engram,1.920,1.220
2,8:35,3,6,SEA 49,0,7,"Matt Hasselbeck pass complete to Bobby Engram for 8 yards (tackle by Will Allen). Bobby Engram fumbles (forced by Will Allen), recovered by Will Allen at NYG-43 (tackle by Bobby Engram)",1.220,-1.800
2,8:26,1,10,NYG 43,0,7,Tiki Barber left tackle for 3 yards (tackle by Lofa Tatupu and D.D. Lewis),1.800,1.660
2,7:46,2,7,NYG 46,0,7,Eli Manning pass incomplete intended for Plaxico Burress,1.660,0.960
2,7:42,3,7,NYG 46,0,7,"Eli Manning pass incomplete intended for Plaxico Burress. Penalty on Marcus Trufant: Defensive Pass Interfere, 12 yards (no play)",0.960,2.790
2,7:36,1,10,SEA 42,0,7,Eli Manning pass complete to Jeremy Shockey for 14 yards (tackle by D.D. Lewis),2.790,3.710
2,6:52,1,10,SEA 28,0,7,"Eli Manning sacked for -10 yards. Eli Manning fumbles, recovered by David Diehl at SEA-38",3.710,1.820
2,6:10,2,20,SEA 38,0,7,"Penalty on Luke Petitgout: False Start, 5 yards (no play)",1.820,1.140
2,5:49,2,25,SEA 43,0,7,Eli Manning pass complete to Jim Finn for 13 yards (tackle by Michael Boulware),1.140,2.210
2,5:05,3,12,SEA 30,0,7,Eli Manning pass complete to Plaxico Burress for 9 yards (tackle by Marcus Trufant),2.210,2.160
2,4:27,4,3,SEA 21,3,7,Jay Feely 39 yard field goal good,2.160,3.000
2,,,,NYG 30,3,7,"Jay Feely kicks off 62 yards, returned by Josh Scobey for 17 yards (tackle by David Tyree)",0.000,0.610
2,4:19,1,10,SEA 25,3,7,Matt Hasselbeck pass incomplete intended for Bobby Engram,0.610,0.060
2,4:15,2,10,SEA 25,3,7,"Matt Hasselbeck sacked by Osi Umenyiora for -8 yards. Matt Hasselbeck fumbles (forced by Osi Umenyiora), recovered by Walter Jones at SEA-17",0.060,-1.930
2,3:36,3,18,SEA 17,3,7,Matt Hasselbeck pass complete to Mack Strong for 11 yards (tackle by Antonio Pierce),-1.930,-1.500
2,3:26,,,,3,7,Timeout #1 by New York Giants,0.000,-1.500
2,3:26,4,7,SEA 28,3,7,"Tom Rouen punts 54 yards, returned by Chad Morton for 13 yards (tackle by Kevin Bentley). Penalty on Brandon Jacobs: Offensive Holding, 10 yards",-1.500,-0.340
2,3:16,1,10,NYG 21,3,7,Eli Manning pass complete to Amani Toomer for 20 yards,0.340,1.660
2,2:55,1,10,NYG 41,3,7,Tiki Barber left tackle for 7 yards (tackle by Michael Boulware),1.660,2.070
2,2:28,2,3,NYG 48,3,7,Eli Manning pass incomplete intended for Jim Finn,2.070,1.360
2,2:24,3,3,NYG 48,3,7,Eli Manning pass complete to Jeremy Shockey for 10 yards (tackle by Jordan Babineaux). Penalty on Grant Wistrom: Defensive Offside (Declined),1.360,2.790
2,2:03,1,10,SEA 42,3,7,Eli Manning pass complete to Amani Toomer for 8 yards (tackle by Lofa Tatupu),2.790,3.320
2,1:58,2,2,SEA 34,3,7,Tiki Barber left guard for 3 yards (tackle by Rodney Bailey),3.320,3.510
2,1:33,1,10,SEA 31,3,7,Eli Manning pass complete to Jeremy Shockey for 24 yards (tackle by Michael Boulware),3.510,5.600
2,1:23,,,,3,7,Timeout #2 by New York Giants,0.000,5.600
2,1:23,1,7,SEA 7,3,7,Eli Manning pass incomplete intended for Plaxico Burress,5.600,4.760
2,1:18,2,7,SEA 7,3,7,Eli Manning pass incomplete intended for Tim Carter (defended by Kelly Herndon),4.760,3.810
2,1:14,3,7,SEA 7,9,7,"Eli Manning pass complete to Jeremy Shockey for 7 yards, touchdown",3.810,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,,,,SEA 2,10,7,Jay Feely kicks extra point good,0.000,0.000
2,,,,NYG 30,10,7,"Jay Feely kicks off 52 yards, returned by Josh Scobey for 15 yards (tackle by Will Allen)",0.000,1.140
2,1:00,1,10,SEA 33,10,7,Matt Hasselbeck pass complete to Mack Strong for 3 yards (tackle by Antonio Pierce),1.140,1.000
2,0:44,2,7,SEA 36,10,7,Matt Hasselbeck sacked by Osi Umenyiora for -4 yards,1.000,-0.230
Quarter,Time,Down,ToGo,Location,NYG,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,10,7,"Josh Brown kicks off 65 yards, returned by Chad Morton for 26 yards (tackle by Joe Tafoya)",0.000,1.000
3,14:56,1,10,NYG 31,10,7,Tiki Barber left tackle for 5 yards (tackle by Marquand Manuel),1.000,1.140
3,14:24,2,5,NYG 36,10,7,Eli Manning pass complete to Jim Finn for 6 yards (tackle by LeRoy Hill),1.140,1.730
3,13:49,1,10,NYG 42,10,7,Tiki Barber right tackle for -2 yards (tackle by Bryce Fisher),1.730,0.920
3,13:16,2,12,NYG 40,10,7,Eli Manning pass complete to Tiki Barber for 7 yards (tackle by Lofa Tatupu),0.920,1.160
3,12:30,3,5,NYG 47,10,7,Eli Manning pass incomplete intended for Tiki Barber (defended by Lofa Tatupu),1.160,-0.260
3,12:22,4,5,NYG 47,10,7,"Jeff Feagles punts 38 yards, fair catch by Jimmy Williams",-0.260,0.220
3,12:15,1,10,SEA 15,10,7,Matt Hasselbeck pass complete to Bobby Engram for 5 yards (tackle by Corey Webster),-0.220,0.080
3,11:53,2,5,SEA 20,10,7,Shaun Alexander left guard for 1 yard (tackle by Kendrick Clancy and Michael Strahan),0.080,-0.630
3,11:17,3,4,SEA 21,10,7,Matt Hasselbeck pass incomplete intended for Jerramy Stevens is intercepted by Brent Alexander at SEA-30 and returned for 4 yards,-0.630,-3.840
3,11:08,1,10,SEA 26,10,7,Tiki Barber left tackle for 1 yard (tackle by D.D. Lewis),3.840,3.430
3,10:35,2,9,SEA 25,10,7,Eli Manning pass incomplete (defended by Grant Wistrom),3.430,2.740
3,10:29,3,9,SEA 25,10,7,Eli Manning pass incomplete intended for Jeremy Shockey,2.740,1.800
3,10:25,4,9,SEA 25,13,7,Jay Feely 43 yard field goal good,1.800,3.000
3,,,,NYG 30,13,7,"Jay Feely kicks off 57 yards, returned by Josh Scobey for 22 yards (tackle by James Butler)",0.000,1.270
3,10:15,1,10,SEA 35,13,7,Shaun Alexander right tackle for 1 yard (tackle by Kendrick Clancy),1.270,0.860
3,9:40,2,9,SEA 36,13,7,Shaun Alexander left tackle for 6 yards (tackle by Will Allen),0.860,0.960
3,9:09,3,3,SEA 42,13,7,Matt Hasselbeck pass incomplete intended for Jerramy Stevens (defended by Antonio Pierce). Penalty on Chris Gray: Offensive Holding (Declined),0.960,-0.590
3,9:01,4,3,SEA 42,13,7,"Tom Rouen punts 46 yards, returned by Chad Morton for 9 yards (tackle by Niko Koutouvides)",-0.590,-0.340
3,8:50,1,10,NYG 21,13,7,"Eli Manning pass incomplete intended for Amani Toomer. Penalty on Bryce Fisher: Defensive Holding, 5 yards (no play)",0.340,0.670
3,8:43,1,10,NYG 26,13,7,Tiki Barber right tackle for 20 yards (tackle by Craig Terrill),0.670,1.990
3,8:08,1,10,NYG 46,13,7,Tiki Barber left tackle for 7 yards (tackle by Michael Boulware and Marcus Trufant),1.990,2.400
3,7:30,2,3,SEA 47,13,7,Eli Manning pass complete to Jeremy Shockey for 11 yards (tackle by Marquand Manuel),2.400,3.180
3,6:55,1,10,SEA 36,13,7,Eli Manning pass incomplete intended for Amani Toomer is intercepted by Michael Boulware at SEA-4 and returned for 40 yards,3.180,-1.860
3,6:41,1,10,SEA 44,13,7,Shaun Alexander right tackle for 7 yards (tackle by Kendrick Clancy),1.860,2.260
3,6:15,2,3,NYG 49,13,7,Shaun Alexander left end for 4 yards (tackle by Gibril Wilson),2.260,2.590
3,5:43,1,10,NYG 45,13,7,Matt Hasselbeck pass incomplete intended for Bobby Engram,2.590,2.040
3,5:37,2,10,NYG 45,13,7,Shaun Alexander up the middle for 9 yards (tackle by Will Allen),2.040,2.540
3,5:08,3,1,NYG 36,13,7,Shaun Alexander left end for 20 yards (tackle by Gibril Wilson),2.540,4.510
3,4:42,1,10,NYG 16,13,13,"Matt Hasselbeck pass complete to Joe Jurevicius for 16 yards, touchdown",4.510,7.000
3,,,,NYG 2,13,14,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,13,14,"Josh Brown kicks off 65 yards, returned by Chad Morton for 25 yards (tackle by Josh Scobey)",0.000,0.940
3,4:32,1,10,NYG 30,13,14,Tiki Barber left tackle for 2 yards (tackle by Craig Terrill),0.940,0.660
3,3:58,2,8,NYG 32,13,14,Eli Manning pass incomplete intended for Amani Toomer (defended by Andre Dyson),0.660,-0.030
3,3:52,3,8,NYG 32,13,14,"Penalty on David Diehl: False Start, 5 yards (no play)",-0.030,-0.690
3,3:52,3,13,NYG 27,13,14,Eli Manning pass complete to Plaxico Burress for 20 yards (tackle by Kevin Bentley),-0.690,2.060
3,3:05,1,10,NYG 47,13,14,"Penalty on David Diehl: False Start, 5 yards (no play)",2.060,1.730
3,2:46,1,15,NYG 42,13,14,Eli Manning pass incomplete intended for Plaxico Burress,1.730,0.840
3,2:43,2,15,NYG 42,13,14,Eli Manning pass complete to Tiki Barber for no gain,0.840,0.170
3,1:58,3,15,NYG 42,13,14,Eli Manning sacked by Rocky Bernard for -10 yards. Penalty on Kareem McKenzie: Offensive Holding (Declined),0.170,-1.240
3,1:53,4,25,NYG 32,13,14,"Jeff Feagles punts 39 yards, fair catch by Jimmy Williams",-1.240,-0.870
3,1:46,1,10,SEA 29,13,14,Shaun Alexander right end for 5 yards (tackle by Osi Umenyiora and Brent Alexander),0.870,1.000
3,1:12,2,5,SEA 34,13,14,"Matt Hasselbeck right end for 8 yards (tackle by Carlos Emmons). Penalty on Sean Locklear: Offensive Holding (Offsetting), Penalty on Corey Webster: Defensive Holding (Offsetting) (no play)",1.000,1.000
3,0:56,2,5,SEA 34,13,14,Shaun Alexander left end for no gain (tackle by Osi Umenyiora),1.000,0.300
3,0:13,3,5,SEA 34,13,14,Matt Hasselbeck pass complete to Mack Strong for 4 yards (tackle by Corey Webster),0.300,-0.850
Quarter,Time,Down,ToGo,Location,NYG,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,SEA 38,13,14,"Tom Rouen punts 47 yards, fair catch by Chad Morton",-0.850,0.220
4,14:53,1,10,NYG 15,13,14,Eli Manning pass complete to Amani Toomer for 6 yards (tackle by Lofa Tatupu),-0.220,0.210
4,14:18,2,4,NYG 21,13,14,Tiki Barber right end for 7 yards (tackle by Marquand Manuel and Andre Dyson),0.210,0.810
4,13:40,1,10,NYG 28,13,14,"Tiki Barber right tackle for 4 yards (tackle by Lofa Tatupu and D.D. Lewis). Penalty on David Diehl: Offensive Holding, 10 yards (no play)",0.810,-0.040
4,13:22,1,20,NYG 18,13,14,Eli Manning pass complete to Plaxico Burress for 22 yards (tackle by Andre Dyson),-0.040,1.600
4,12:43,1,10,NYG 40,13,14,Tiki Barber left tackle for 3 yards (tackle by LeRoy Hill and Rocky Bernard),1.600,1.460
4,12:02,2,7,NYG 43,13,14,Eli Manning pass complete to Tiki Barber for 5 yards (tackle by Marcus Trufant),1.460,1.420
4,11:32,3,2,NYG 48,13,14,Eli Manning pass incomplete intended for Jeremy Shockey,1.420,-0.190
4,11:23,4,2,NYG 48,13,14,"Jeff Feagles punts 52 yards, touchback",-0.190,-0.280
4,11:14,1,10,SEA 20,13,14,Matt Hasselbeck pass complete to Joe Jurevicius for 11 yards (tackle by Osi Umenyiora),0.280,1.000
4,10:44,1,10,SEA 31,13,14,Shaun Alexander up the middle for 2 yards (tackle by Osi Umenyiora),1.000,0.730
4,10:14,2,8,SEA 33,13,14,Matt Hasselbeck pass complete to D.J. Hackett for 9 yards (tackle by Corey Webster),0.730,1.730
4,9:59,1,10,SEA 42,13,14,Shaun Alexander up the middle for 3 yards (tackle by Brent Alexander),1.730,1.590
4,9:15,2,7,SEA 45,13,14,Shaun Alexander left end for no gain (tackle by Gibril Wilson),1.590,0.890
4,8:33,3,7,SEA 45,13,14,Matt Hasselbeck pass complete to Joe Jurevicius for 19 yards (tackle by Corey Webster),0.890,3.180
4,7:51,1,10,NYG 36,13,14,Shaun Alexander left tackle for 1 yard (tackle by Antonio Pierce and Osi Umenyiora),3.180,2.770
4,7:16,2,9,NYG 35,13,14,Shaun Alexander up the middle for 2 yards (tackle by Osi Umenyiora),2.770,2.350
4,6:44,3,7,NYG 33,13,14,Matt Hasselbeck pass complete to Joe Jurevicius for 20 yards (tackle by James Butler),2.350,4.710
4,6:19,1,10,NYG 13,13,14,Shaun Alexander left tackle for 4 yards (tackle by Michael Strahan),4.710,4.770
4,5:43,2,6,NYG 9,13,14,"Matt Hasselbeck pass incomplete (defended by Gibril Wilson). Penalty on Robbie Tobeck: Illegal Touch Pass, 6 yards (no play)",4.770,3.760
4,5:40,2,12,NYG 15,13,14,Shaun Alexander right end for 1 yard (tackle by Will Allen),3.760,3.080
4,5:01,3,11,NYG 14,13,14,Matt Hasselbeck pass complete to Bobby Engram for 10 yards (tackle by Corey Webster),3.080,3.040
,,,,,,,"SEA challenged the ruling, and the play was upheld.",,
4,4:44,4,1,NYG 4,13,20,"Shaun Alexander left guard for 4 yards, touchdown",3.040,7.000
4,,,,NYG 2,13,21,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,13,21,"Josh Brown kicks off 63 yards, returned by Chad Morton for 32 yards (tackle by Isaiah Kacyvenski)",0.000,1.530
4,4:26,1,10,NYG 39,13,21,Eli Manning pass complete to Tiki Barber for 6 yards (tackle by Lofa Tatupu and LeRoy Hill),1.530,1.800
4,4:00,2,4,NYG 45,13,21,Eli Manning pass complete to Jeremy Shockey for 17 yards (tackle by Jordan Babineaux and Lofa Tatupu),1.800,3.050
4,3:36,1,10,SEA 38,13,21,Eli Manning left guard for 9 yards (tackle by Jordan Babineaux),3.050,3.720
4,3:10,2,1,SEA 29,13,21,Tiki Barber right guard for 4 yards (tackle by Lofa Tatupu),3.720,3.910
4,2:46,1,10,SEA 25,13,21,Eli Manning pass incomplete intended for Plaxico Burress (defended by Jordan Babineaux),3.910,3.360
4,2:42,2,10,SEA 25,13,21,Eli Manning pass incomplete intended for Tim Carter,3.360,2.680
4,2:37,3,10,SEA 25,13,21,Eli Manning pass complete to Jeremy Shockey for 13 yards (tackle by Marquand Manuel),2.680,4.780
4,2:07,1,10,SEA 12,13,21,"Penalty on Luke Petitgout: False Start, 6 yards (no play)",4.780,4.270
4,2:03,1,16,SEA 18,19,21,"Eli Manning pass complete to Amani Toomer for 18 yards, touchdown",4.270,7.000
,,,,,,,"SEA challenged the ruling, and the play was upheld.",,
4,1:59,,,,19,21,Timeout #1 by New York Giants,0.000,0.000
4,,,,,21,21,"Two Point Attempt: Eli Manning pass complete to Jeremy Shockey, conversion succeeds",1.000,1.000
4,,,,NYG 30,21,21,"Jay Feely kicks off 66 yards, returned by Josh Scobey for 21 yards (tackle by Chase Blackburn)",0.000,0.610
4,1:54,1,10,SEA 25,21,21,Matt Hasselbeck pass incomplete intended for Joe Jurevicius,0.610,0.060
4,1:50,2,10,SEA 25,21,21,"Shaun Alexander left end for 15 yards (tackle by Brent Alexander). Penalty on Walter Jones: Offensive Holding, 10 yards, Penalty on Joe Jurevicius: Offensive Holding (Declined) (no play)",0.060,-1.430
4,1:43,2,20,SEA 15,21,21,Matt Hasselbeck pass incomplete intended for Shaun Alexander,-1.430,-2.350
4,1:39,3,20,SEA 15,21,21,Matt Hasselbeck pass incomplete intended for Joe Jurevicius,-2.350,-2.440
4,1:34,4,20,SEA 15,21,21,"Tom Rouen punts 46 yards, returned by Chad Morton for 11 yards (tackle by Jean-Phillipe Darche)",-2.440,-2.260
4,1:23,1,10,SEA 50,21,21,Eli Manning pass incomplete intended for Tiki Barber (defended by Grant Wistrom),2.260,1.710
4,1:19,2,10,SEA 50,21,21,Eli Manning pass complete to Jeremy Shockey for 8 yards (tackle by Lofa Tatupu),1.710,2.080
4,0:55,3,2,SEA 42,21,21,Eli Manning pass complete to Plaxico Burress for 11 yards (tackle by Marquand Manuel),2.080,3.510
4,0:30,1,10,SEA 31,21,21,Tiki Barber right tackle for 6 yards (tackle by Rocky Bernard and Marquand Manuel),3.510,3.780
4,0:22,,,,21,21,Timeout #2 by New York Giants,0.000,3.780
4,0:22,2,4,SEA 25,21,21,Tiki Barber left tackle for 3 yards (tackle by D.D. Lewis and Michael Boulware),3.780,3.470
4,0:04,,,,21,21,Timeout #3 by New York Giants,0.000,3.470
4,0:04,3,1,SEA 22,21,21,Jay Feely 40 yard field goal no good,3.470,-0.300
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NYG,SEA,Detail,EPB,EPA
,,,,,,,"Seahawks won the coin toss, Seahawks to receive the overtime kickoff.",,
OT,15:00,3,1,NYG 30,21,21,"Jay Feely kicks off 72 yards, returned by Josh Scobey for 24 yards (tackle by Justin Tuck)",0.300,0.410
OT,14:55,1,10,SEA 22,21,21,Shaun Alexander left end for no gain (tackle by Kendrick Clancy),0.410,-0.130
OT,14:18,2,10,SEA 22,21,21,Matt Hasselbeck pass incomplete intended for Joe Jurevicius (defended by Will Allen),-0.130,-0.820
OT,14:11,3,10,SEA 22,21,21,Matt Hasselbeck sacked by Antonio Pierce for -9 yards. Penalty on Robbie Tobeck: Offensive Holding (Declined),-0.820,-2.490
OT,13:50,4,19,SEA 13,21,21,"Tom Rouen punts 40 yards, returned by Chad Morton for 2 yards (tackle by Jordan Babineaux)",-2.490,-2.190
OT,13:41,1,10,NYG 49,21,21,Tiki Barber right guard for -3 yards (tackle by Bryce Fisher),2.190,1.240
OT,13:08,2,13,NYG 46,21,21,Eli Manning pass incomplete intended for Tiki Barber,1.240,0.560
OT,13:03,3,13,NYG 46,21,21,Eli Manning pass complete to Plaxico Burress for 23 yards (tackle by Lofa Tatupu),0.560,3.510
OT,12:20,1,10,SEA 31,21,21,"Penalty on Luke Petitgout: False Start, 5 yards (no play)",3.510,3.180
OT,11:59,1,15,SEA 36,21,21,Eli Manning pass incomplete intended for Jeremy Shockey,3.180,2.290
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
OT,11:28,1,15,SEA 36,21,21,Timeout #1 by Seattle Seahawks,3.180,2.290
OT,11:28,2,15,SEA 36,21,21,Eli Manning sacked by Grant Wistrom for 0 yards,2.290,1.620
OT,10:51,3,15,SEA 36,21,21,Eli Manning pass incomplete intended for Plaxico Burress (defended by Andre Dyson),1.620,0.880
OT,10:48,4,15,SEA 36,21,21,Jay Feely 54 yard field goal no good,0.880,-1.860
OT,10:43,1,10,SEA 44,21,21,Matt Hasselbeck pass complete to Bobby Engram for 2 yards (tackle by Will Allen),1.860,1.590
OT,10:14,2,8,SEA 46,21,21,Shaun Alexander left tackle for 4 yards (tackle by Michael Strahan and Justin Tuck),1.590,1.420
OT,9:42,3,4,,21,21,Matt Hasselbeck pass complete to Bobby Engram for 5 yards (tackle by Brent Alexander),1.420,2.590
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
