Quarter,Time,Down,ToGo,Location,NYG,SEA,Detail,EPB,EPA
OT,9:00,1,10,NYG 45,21,21,Shaun Alexander left tackle for 1 yard (tackle by Will Allen),2.590,2.180
OT,8:30,2,9,NYG 44,21,21,Matt Hasselbeck pass complete to Shaun Alexander for 4 yards (tackle by Will Allen),2.180,2.010
OT,7:53,3,5,NYG 40,21,21,Matt Hasselbeck pass incomplete intended for D.J. Hackett,2.010,0.590
OT,7:50,4,5,NYG 40,21,21,"Penalty on Tom Rouen: Delay of Game, 6 yards (no play)",0.590,0.200
OT,7:50,4,11,NYG 46,21,21,"Tom Rouen punts 46 yards, touchback",0.200,-0.280
OT,7:40,1,10,NYG 20,21,21,Tiki Barber up the middle for 49 yards (tackle by Andre Dyson),0.280,3.510
OT,7:16,1,10,SEA 31,21,21,Eli Manning pass incomplete intended for Jeremy Shockey,3.510,2.970
OT,7:09,2,10,SEA 31,21,21,Tiki Barber up the middle for 4 yards (tackle by Grant Wistrom),2.970,2.810
OT,6:13,3,6,SEA 27,21,21,Eli Manning pass incomplete intended for Plaxico Burress (defended by Marcus Trufant),2.810,1.700
OT,6:08,4,6,SEA 27,21,21,Jay Feely 45 yard field goal no good,1.700,-1.270
OT,6:05,1,10,SEA 35,21,21,"Matt Hasselbeck pass incomplete intended for Shaun Alexander. Penalty on Matt Hasselbeck: Intentional Grounding, 11 yards",1.270,-0.760
OT,6:00,2,21,SEA 24,21,21,Matt Hasselbeck pass complete to D.J. Hackett for 38 yards (tackle by Gibril Wilson),-0.760,3.050
OT,5:18,1,10,NYG 38,21,21,Shaun Alexander up the middle for 8 yards (tackle by Gibril Wilson and James Butler),3.050,3.590
OT,4:45,2,2,NYG 30,21,21,Shaun Alexander left tackle for 13 yards (tackle by Will Allen),3.590,4.440
OT,4:37,1,10,NYG 17,21,21,Shaun Alexander up the middle for 2 yards (tackle by Michael Strahan and Kendrick Clancy),4.440,4.150
OT,3:53,2,8,NYG 15,21,21,Shaun Alexander left tackle for -4 yards (tackle by Kendrick Clancy),4.150,2.910
OT,3:21,3,12,NYG 19,21,21,Matt Hasselbeck right guard for 1 yard (tackle by Gibril Wilson),2.910,2.250
OT,2:49,4,11,NYG 18,21,24,Josh Brown 36 yard field goal good,2.250,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
