Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA
1,9:51,1,10,WAS 26,3,7,Rock Cartwright right tackle for -1 yards (tackle by Alfonso Boone and Bobby Gray),0.670,-0.010
1,9:11,2,11,WAS 25,3,7,Tim Hasselbeck pass incomplete intended for Darnerien McCants,-0.010,-0.690
1,9:06,3,11,WAS 25,3,7,Tim Hasselbeck pass complete to Rock Cartwright for 8 yards (tackle by Brian Urlacher),-0.690,-1.180
1,8:29,4,3,WAS 33,3,7,"Bryan Barker punts 35 yards, returned by R.W. McQuarters for 27 yards (tackle by Patrick Johnson). Penalty on Joe Tafoya: Illegal Block Above the Waist, 10 yards",-1.180,-0.670
1,8:17,1,10,CHI 26,3,7,Rex Grossman pass complete to Ahmad Merritt for 25 yards (tackle by Jeremiah Trotter),0.670,2.320
1,7:37,1,10,WAS 49,3,7,Anthony Thomas left guard for 6 yards (tackle by Matt Bowen),2.320,2.590
1,7:03,2,4,WAS 43,3,7,Anthony Thomas left guard for 2 yards (tackle by Renaldo Wynn and Jessie Armstead),2.590,2.150
1,6:18,3,2,WAS 41,3,7,Rex Grossman pass incomplete intended for John Gilmore (defended by Jeremiah Trotter),2.150,0.530
1,6:13,,,,3,7,Timeout #1 by Washington Redskins,0.000,0.530
1,6:13,4,2,WAS 41,3,7,Dez White right end for 12 yards (tackle by Ifeanyi Ohalete),0.530,3.640
1,5:34,1,10,WAS 29,3,7,Anthony Thomas right guard for 3 yards (tackle by Lional Dalton),3.640,3.510
1,4:58,2,7,WAS 26,3,7,Bobby Wade left guard for 5 yards (tackle by Rashad Bauman),3.510,3.470
1,4:21,3,2,WAS 21,3,7,Rex Grossman pass complete to Stanley Pritchett for 20 yards (tackle by Champ Bailey),3.470,6.970
1,3:37,1,1,WAS 1,3,7,Stanley Pritchett left guard for no gain (tackle by Peppi Zellner),6.970,5.910
1,2:59,2,1,WAS 1,3,7,Rex Grossman pass incomplete intended for Desmond Clark,5.910,5.170
1,2:53,3,1,WAS 1,3,7,Rex Grossman pass incomplete intended for Marty Booker,5.170,3.550
1,2:48,4,1,WAS 1,3,10,Paul Edinger 19 yard field goal good,3.550,3.000
1,,,,CHI 30,3,10,"Paul Edinger kicks off 44 yards, returned by Zeron Flemister for 11 yards (tackle by Rabih Abdullah)",0.000,1.400
1,2:40,1,10,WAS 37,3,10,Tim Hasselbeck pass complete to Laveranues Coles for 16 yards (tackle by Brian Urlacher),1.400,2.460
1,2:05,1,10,CHI 47,3,10,Tim Hasselbeck pass complete to Laveranues Coles for 6 yards (tackle by Brian Urlacher),2.460,2.720
1,1:33,2,4,CHI 41,3,10,Rock Cartwright right guard for 5 yards (tackle by Michael Haynes),2.720,3.180
1,0:57,1,10,CHI 36,9,10,"Rod Gardner pass complete to Chad Morton for 36 yards, touchdown",3.180,7.000
1,,,,CHI 2,10,10,John Hall kicks extra point good,0.000,0.000
1,,,,WAS 30,10,10,"John Hall kicks off 50 yards, returned by Rabih Abdullah for 17 yards (tackle by Lemar Marshall)",0.000,1.400
1,0:44,1,10,CHI 37,10,10,Anthony Thomas left guard for 14 yards (tackle by Fred Smoot and Rashad Bauman),1.400,2.320
Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 49,10,10,Anthony Thomas right guard for 3 yards (tackle by Jessie Armstead and Jeremiah Trotter),2.320,2.190
2,14:25,2,7,WAS 46,10,10,Rex Grossman pass incomplete intended for Desmond Clark,2.190,1.490
2,14:21,3,7,WAS 46,10,10,"Rex Grossman sacked by LaVar Arrington for -6 yards. Rex Grossman fumbles (forced by LaVar Arrington), recovered by Rabih Abdullah at CHI-48",1.490,-0.190
2,13:53,4,13,CHI 48,10,10,Brad Maynard punts 47 yards,-0.190,0.380
2,13:44,1,10,WAS 5,10,10,Rock Cartwright left guard for 5 yards (tackle by Mike Brown),-0.380,-0.420
2,13:08,2,5,WAS 10,10,10,Rock Cartwright right end for no gain (tackle by Phillip Daniels),-0.420,-0.840
2,12:27,3,5,WAS 10,10,10,Rock Cartwright left guard for 1 yard (tackle by Phillip Daniels),-0.840,-2.490
2,11:53,4,4,WAS 11,10,10,"Bryan Barker punts 49 yards, returned by R.W. McQuarters for 32 yards (tackle by Ifeanyi Ohalete)",-2.490,-3.710
2,11:38,1,10,WAS 28,10,10,Rex Grossman pass incomplete intended for Dez White (defended by Fred Smoot),3.710,3.170
2,11:32,2,10,WAS 28,10,10,Anthony Thomas right end for 5 yards (tackle by Ifeanyi Ohalete),3.170,3.140
2,10:53,3,5,WAS 23,10,10,Rex Grossman pass complete to Bobby Wade for 6 yards (tackle by Darrell Russell),3.140,4.440
2,10:15,1,10,WAS 17,10,10,Anthony Thomas right tackle for 5 yards (tackle by LaVar Arrington),4.440,4.690
2,9:45,2,5,WAS 12,10,10,Anthony Thomas left end for -4 yards (tackle by Darrell Russell),4.690,3.190
2,9:09,3,9,WAS 16,10,10,Rex Grossman pass complete to Desmond Clark for 4 yards (tackle by Rashad Bauman),3.190,2.680
2,8:24,4,5,WAS 12,10,10,Paul Edinger 30 yard field goal no good,2.680,-0.280
2,8:19,1,10,WAS 20,10,10,Tim Hasselbeck sacked by Bryan Robinson and Phillip Daniels for -3 yards,0.280,-0.790
2,7:47,2,13,WAS 17,10,10,Tim Hasselbeck pass complete to Laveranues Coles for 20 yards (tackle by R.W. McQuarters),-0.790,1.400
2,7:20,1,10,WAS 37,10,10,Tim Hasselbeck pass complete to Rock Cartwright for 7 yards (tackle by Bobby Gray),1.400,1.800
2,6:43,2,3,WAS 44,10,10,Rock Cartwright left end for 8 yards (tackle by Bobby Gray and Mike Brown),1.800,2.390
2,6:01,1,10,CHI 48,10,10,Tim Hasselbeck pass complete to Darnerien McCants for 28 yards (tackle by Mike Brown),2.390,4.240
2,5:13,1,10,CHI 20,10,10,"Tim Hasselbeck pass incomplete intended for Chad Morton. Penalty on Mike Brown: Illegal Contact, 5 yards (no play)",4.240,4.580
2,5:07,1,10,CHI 15,10,10,Tim Hasselbeck pass incomplete intended for Darnerien McCants,4.580,3.950
2,5:03,2,10,CHI 15,10,10,Chad Morton left tackle for no gain (tackle by Alex Brown and Brian Urlacher),3.950,3.100
2,4:15,3,10,CHI 15,10,10,Tim Hasselbeck pass complete to Chad Morton for 2 yards (tackle by R.W. McQuarters),3.100,2.570
2,3:29,4,8,CHI 13,10,10,John Hall 31 yard field goal no good,2.570,-0.340
2,3:24,1,10,CHI 21,10,10,Rex Grossman sacked by Bruce Smith for -5 yards,0.340,-1.010
2,2:50,2,15,CHI 16,10,10,Rex Grossman pass complete to Marty Booker for 5 yards (tackle by Jeremiah Trotter),-1.010,-0.890
2,2:00,3,10,CHI 21,10,10,"Rex Grossman pass incomplete intended for Marty Booker. Penalty on Bruce Smith: Defensive Offside, 5 yards (no play)",-0.890,-0.230
2,1:54,3,5,CHI 26,10,10,Rex Grossman pass incomplete intended for Marty Booker,-0.230,-1.630
2,1:51,4,5,CHI 26,10,10,"Brad Maynard punts 44 yards, returned by Chad Morton for 20 yards (tackle by Warrick Holdman)",-1.630,-2.260
2,1:39,1,10,CHI 50,10,10,Tim Hasselbeck pass complete to Darnerien McCants for 12 yards (tackle by Charles Tillman),2.260,0.000
2,,,,,10,10,--,0.000,3.050
2,1:21,1,10,CHI 38,10,10,Tim Hasselbeck pass complete to Zeron Flemister for 11 yards (tackle by Brian Urlacher),3.050,3.780
2,1:16,1,10,CHI 27,10,10,Tim Hasselbeck pass complete to Rod Gardner for 15 yards (tackle by Mike Brown),3.780,4.780
2,1:04,,,,10,10,Timeout #2 by Washington Redskins,0.000,4.780
2,1:04,1,10,CHI 12,10,10,Chad Morton right end for -2 yards (tackle by Brian Urlacher),4.780,3.790
2,0:29,2,12,CHI 14,10,10,Rod Gardner pass incomplete intended for Tim Hasselbeck,3.790,3.060
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:20,3,12,CHI 14,16,10,"Tim Hasselbeck pass complete to Laveranues Coles for 14 yards, touchdown",3.060,7.000
2,,,,CHI 2,17,10,John Hall kicks extra point good,0.000,0.000
2,,,,WAS 30,17,10,"John Hall kicks off 45 yards, returned by Joe Tafoya for 19 yards (tackle by Bryan Johnson)",0.000,1.860
2,0:09,1,10,CHI 44,17,10,Rex Grossman pass complete to Bobby Wade for 10 yards (tackle by Ifeanyi Ohalete),1.860,2.520
Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,17,10,"John Hall kicks off 51 yards, returned by Jerry Azumah for 13 yards (tackle by Andre Lott)",0.000,1.070
3,14:56,1,10,CHI 32,17,10,Anthony Thomas right guard for 6 yards (tackle by Ade Jimoh),1.070,1.340
3,14:21,2,4,CHI 38,17,10,Stanley Pritchett left end for 18 yards (tackle by Ifeanyi Ohalete),1.340,2.650
3,13:54,1,10,WAS 44,17,10,Rex Grossman pass incomplete intended for Ahmad Merritt,2.650,2.110
3,13:47,2,10,WAS 44,17,10,Anthony Thomas right end for 3 yards (tackle by Bruce Smith and Jessie Armstead),2.110,1.820
3,13:10,3,7,WAS 41,17,10,Rex Grossman pass complete to Marty Booker for 8 yards (tackle by Ade Jimoh),1.820,3.380
3,12:32,1,10,WAS 33,17,10,Anthony Thomas right guard for 7 yards (tackle by Ifeanyi Ohalete),3.380,3.780
3,11:51,2,3,WAS 26,17,10,Anthony Thomas right guard for 2 yards (tackle by Jessie Armstead),3.780,3.340
3,11:09,3,1,WAS 24,17,10,Anthony Thomas right tackle for 3 yards (tackle by Matt Bowen),3.340,4.170
3,10:32,,,,17,10,Timeout #1 by Washington Redskins,0.000,4.170
3,10:32,1,10,WAS 21,17,10,Anthony Thomas right end for 3 yards (tackle by Ade Jimoh and Ifeanyi Ohalete),4.170,4.040
3,9:56,2,7,WAS 18,17,10,Rex Grossman pass complete to Justin Gage for 12 yards (tackle by Rashad Bauman),4.040,5.830
3,8:46,1,6,WAS 6,17,10,"Anthony Thomas right end for 6 yards. Penalty on Aaron Gibson: Illegal Formation, 5 yards (no play)",5.830,4.770
3,8:42,1,11,WAS 11,17,10,Rex Grossman pass incomplete intended for Anthony Thomas,4.770,4.020
3,8:34,2,11,WAS 11,17,10,Rex Grossman pass incomplete intended for Stanley Pritchett,4.020,3.120
3,8:30,3,11,WAS 11,17,16,"Rex Grossman pass complete to Justin Gage for 11 yards, touchdown",3.120,7.000
3,,,,WAS 2,17,17,Paul Edinger kicks extra point good,0.000,0.000
3,,,,CHI 30,17,17,"Paul Edinger kicks off 63 yards, returned by Chad Morton for 28 yards (tackle by Joe Tafoya)",0.000,1.270
3,8:16,1,10,WAS 35,17,17,Tim Hasselbeck pass incomplete intended for Laveranues Coles (defended by Alfonso Boone),1.270,0.720
3,8:12,2,10,WAS 35,17,17,Tim Hasselbeck pass incomplete intended for Rock Cartwright (defended by Alex Brown),0.720,0.040
3,8:07,3,10,WAS 35,17,17,Tim Hasselbeck right end for 4 yards (tackle by Phillip Daniels),0.040,-0.780
3,7:26,4,6,WAS 39,17,17,Bryan Barker punts 42 yards,-0.780,-0.150
3,7:15,1,10,CHI 19,17,17,Anthony Thomas left end for 11 yards (tackle by LaVar Arrington),0.150,0.940
3,6:51,1,10,CHI 30,17,17,"Stanley Pritchett left tackle for 6 yards (tackle by Antonio Pierce). Penalty on Regan Upshaw: Illegal Use of Hands, 5 yards",0.940,1.660
3,6:31,1,10,CHI 41,17,17,Rex Grossman pass complete to Anthony Thomas for 3 yards (tackle by Jeremiah Trotter),1.660,1.530
3,5:51,2,7,CHI 44,17,17,Anthony Thomas right end for 1 yard (tackle by Ifeanyi Ohalete),1.530,0.960
3,5:05,3,6,CHI 45,17,17,Rex Grossman pass complete to Justin Gage for 10 yards (tackle by Jeremiah Trotter),0.960,2.590
3,4:26,1,10,WAS 45,17,17,Anthony Thomas right tackle for 6 yards (tackle by Ade Jimoh),2.590,2.850
3,3:48,2,4,WAS 39,17,17,Anthony Thomas right end for 2 yards (tackle by Rashad Bauman),2.850,2.410
3,3:06,3,2,WAS 37,17,17,Rex Grossman pass complete to Anthony Thomas for 8 yards (tackle by Ifeanyi Ohalete),2.410,3.640
,,,,,,,"WAS challenged the ruling, and the play was upheld.",,
3,2:33,1,10,WAS 29,17,17,Anthony Thomas right end for 16 yards (tackle by Antonio Pierce),3.640,4.710
3,1:55,1,10,WAS 13,17,17,Anthony Thomas left tackle for 3 yards (tackle by LaVar Arrington),4.710,4.580
3,1:19,2,7,WAS 10,17,17,Stanley Pritchett left tackle for 7 yards (tackle by Todd Franz),4.580,6.510
3,0:36,1,3,WAS 3,17,23,"Anthony Thomas right guard for 3 yards, touchdown",6.510,7.000
3,,,,WAS 2,17,24,Paul Edinger kicks extra point good,0.000,0.000
3,,,,CHI 30,17,24,"Paul Edinger kicks off 44 yards, returned by Zeron Flemister for 11 yards (tackle by Ahmad Merritt)",0.000,1.400
3,0:29,1,10,WAS 37,17,24,Rock Cartwright right guard for 3 yards (tackle by Warrick Holdman),1.400,1.260
Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,WAS 40,17,24,Tim Hasselbeck pass complete to Rod Gardner for 14 yards (tackle by Charles Tillman),1.260,2.520
4,14:36,1,10,CHI 46,17,24,Tim Hasselbeck pass complete to Laveranues Coles for 9 yards (tackle by Brian Urlacher),2.520,3.190
4,13:48,2,1,CHI 37,17,24,Tim Hasselbeck pass complete to Zeron Flemister for 18 yards (tackle by Bobby Gray),3.190,4.310
4,13:00,1,10,CHI 19,23,24,"Tim Hasselbeck pass complete to Laveranues Coles for 19 yards, touchdown",4.310,7.000
4,,,,CHI 2,24,24,John Hall kicks extra point good,0.000,0.000
4,,,,WAS 30,24,24,"John Hall kicks off 57 yards, returned by Jerry Azumah for 18 yards (tackle by Ifeanyi Ohalete)",0.000,1.000
4,12:48,1,10,CHI 31,24,24,Anthony Thomas right end for 1 yard (tackle by Renaldo Wynn),1.000,0.600
4,12:08,2,9,CHI 32,24,24,Anthony Thomas left tackle for 16 yards (tackle by Matt Bowen),0.600,2.130
4,11:25,1,10,CHI 48,24,24,Anthony Thomas left tackle for 7 yards (tackle by Fred Smoot),2.130,2.530
4,10:44,2,3,WAS 45,24,24,"Anthony Thomas right tackle for 1 yard (tackle by Lional Dalton). Penalty on Bernard Holsey: Defensive Offside, 5 yards (no play)",2.530,2.920
4,10:19,1,10,WAS 40,24,24,Rex Grossman pass complete to Dez White for 20 yards (tackle by Fred Smoot),2.920,4.240
4,9:52,1,10,WAS 20,24,24,Anthony Thomas left guard for 3 yards (tackle by Bernard Holsey and Ifeanyi Ohalete),4.240,4.120
4,9:07,2,7,WAS 17,24,24,Anthony Thomas right tackle for 2 yards (tackle by Ifeanyi Ohalete),4.120,3.700
4,8:19,3,5,WAS 15,24,24,Rex Grossman pass incomplete intended for Dez White,3.700,2.490
4,8:13,4,5,WAS 15,24,24,Paul Edinger 33 yard field goal no good,2.490,-0.480
4,8:09,1,10,WAS 23,24,24,Tim Hasselbeck right guard for 1 yard (tackle by Alfonso Boone and Michael Haynes),0.480,0.070
4,7:32,2,9,WAS 24,24,24,Tim Hasselbeck pass complete to Laveranues Coles for 10 yards (tackle by R.W. McQuarters),0.070,1.200
4,6:55,1,10,WAS 34,24,24,Rock Cartwright left tackle for 7 yards (tackle by Mike Brown),1.200,1.600
4,6:18,2,3,WAS 41,24,24,Rock Cartwright right tackle for 2 yards (tackle by Warrick Holdman),1.600,1.160
4,5:42,3,1,WAS 43,24,24,Tim Hasselbeck right guard for no gain (tackle by Lance Briggs),1.160,-0.520
4,5:29,4,1,WAS 43,24,24,"Penalty on Derrick Dockery: False Start, 5 yards (no play)",-0.520,-0.850
4,5:24,4,6,WAS 38,24,24,"Bryan Barker punts 42 yards, returned by R.W. McQuarters for 26 yards (tackle by John Simon). Penalty on Brock Forsey: Illegal Block Above the Waist, 10 yards",-0.850,-0.340
4,5:12,1,10,CHI 21,24,24,Rex Grossman pass incomplete intended for David Terrell,0.340,-0.200
4,5:07,2,10,CHI 21,24,24,Rex Grossman pass complete to Marty Booker for 8 yards (tackle by Fred Smoot),-0.200,0.170
4,4:26,3,2,CHI 29,24,24,Anthony Thomas left tackle for 3 yards (tackle by Antonio Pierce),0.170,1.070
4,3:48,1,10,CHI 32,24,24,Anthony Thomas right end for -1 yards (tackle by LaVar Arrington),1.070,0.390
4,3:10,2,11,CHI 31,24,24,Rex Grossman pass incomplete intended for Marty Booker (defended by Jeremiah Trotter),0.390,-0.290
4,3:05,3,11,CHI 31,24,24,Rex Grossman pass complete to David Terrell for 22 yards (tackle by Ade Jimoh),-0.290,2.460
4,2:27,1,10,WAS 47,24,24,Anthony Thomas right tackle for 3 yards (tackle by Antonio Pierce),2.460,2.320
4,2:00,2,7,WAS 44,24,24,Anthony Thomas right tackle for 4 yards (tackle by Matt Bowen),2.320,2.150
4,1:22,3,3,WAS 40,24,24,Anthony Thomas right tackle for 2 yards (tackle by Andre Lott),2.150,0.720
4,0:51,4,1,WAS 38,24,24,Anthony Thomas left guard for 1 yard (tackle by Peppi Zellner),0.720,3.120
4,0:35,,,,24,24,Timeout #1 by Chicago Bears,0.000,3.120
4,0:35,1,10,WAS 37,24,24,Rex Grossman pass complete to Dez White for 9 yards (tackle by Fred Smoot),3.120,3.790
4,0:26,,,,24,24,Timeout #2 by Chicago Bears,0.000,3.790
4,0:26,2,1,WAS 28,24,24,Rex Grossman pass complete to Stanley Pritchett for no gain,3.790,3.070
4,0:10,,,,24,24,Timeout #3 by Chicago Bears,0.000,0.000
4,0:10,,,,24,24,Timeout #3 by Washington Redskins,0.000,3.070
4,0:10,3,1,WAS 28,24,27,Paul Edinger 45 yard field goal good,3.070,3.000
4,,,,CHI 30,24,27,"Paul Edinger kicks off 55 yards, returned by Patrick Johnson for 21 yards (tackle by Bryan Knight)",0.000,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
