Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Diontae Johnson,PIT,16,12,111,0,4,78,6.5,33,2.8,6.4,0,,0,0.0,0,93.5
Chase Claypool,PIT,8,4,59,1,3,52,13.0,7,1.8,17.5,0,,1,12.5,0,114.1
Eric Ebron,PIT,7,4,36,1,2,22,5.5,14,3.5,7.7,0,,0,0.0,0,110.7
Ray-Ray McCloud,PIT,4,4,20,0,1,-3,-0.8,23,5.8,-0.8,0,,0,0.0,0,87.5
JuJu Smith-Schuster,PIT,5,4,19,0,,3,0.8,16,4.0,4.6,0,,0,0.0,0,82.5
James Conner,PIT,3,3,10,0,1,-8,-2.7,18,6.0,-2.7,0,,0,0.0,0,80.6
James Washington,PIT,3,1,12,0,1,12,12.0,0,0.0,21.3,0,,0,0.0,1,6.9
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
DJ Chark,JAX,8,4,41,0,2,20,5.0,21,5.3,11.3,0,,0,0.0,1,25.5
Devine Ozigbo,JAX,3,3,5,0,,1,0.3,4,1.3,0.3,0,,0,0.0,0,79.2
Keelan Cole,JAX,5,2,26,0,1,23,11.5,3,1.5,10.2,0,,0,0.0,0,57.1
Tyler Eifert,JAX,5,2,32,0,2,31,15.5,1,0.5,15.4,0,,0,0.0,2,22.5
James Robinson,JAX,2,2,21,0,1,8,4.0,13,6.5,4.0,0,,0,0.0,0,110.4
Chris Conley,JAX,4,1,13,0,1,-1,-1.0,14,14.0,10.5,0,,1,25.0,0,40.6
Ben Ellefson,JAX,3,1,10,0,1,7,7.0,3,3.0,11.0,0,,0,0.0,1,4.2
Eric Saubert,JAX,1,1,3,0,,3,3.0,0,0.0,3.0,0,,0,0.0,0,79.2
Dare Ogunbowale,JAX,2,0,0,0,,0,,0,,1.5,0,,0,0.0,0,39.6
