Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
2,2:57,1,10,PIT 39,10,3,James Conner left end for 17 yards (tackle by Taven Bryan),1.530,2.650
2,2:20,1,10,JAX 44,10,3,Ben Roethlisberger pass complete short left to Eric Ebron for 2 yards (tackle by Joe Schobert),2.650,2.380
2,2:00,2,8,JAX 42,10,3,Ben Roethlisberger pass complete short right to James Conner for -2 yards (tackle by D.J. Hayden),2.380,1.420
2,1:17,3,10,JAX 44,10,3,Ben Roethlisberger pass complete deep left to Diontae Johnson for 20 yards (tackle by Jarrod Wilson),1.420,3.970
2,1:08,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,1:08,1,10,JAX 24,10,3,Ben Roethlisberger pass incomplete deep left intended for Eric Ebron,3.970,3.430
2,1:02,2,10,JAX 24,10,3,Ben Roethlisberger pass complete deep left to Diontae Johnson for 23 yards (tackle by Tre Herndon),3.430,6.970
2,0:48,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:48,1,1,JAX 1,16,3,"Benny Snell right end for 1 yard, touchdown",6.970,7.000
2,0:44,,,JAX 15,17,3,Chris Boswell kicks extra point good,0.000,0.000
2,0:44,,,PIT 35,17,3,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,0:44,1,10,JAX 25,17,3,Jake Luton pass complete short left to DJ Chark for 19 yards (tackle by Vince Williams),0.610,1.860
2,0:36,,,,,,Timeout #3 by Jacksonville Jaguars,,
2,0:36,1,10,JAX 44,17,3,Jake Luton pass deep middle intended for Tyler Eifert is intercepted by Terrell Edmunds at PIT-25 and returned for 4 yards,1.860,-0.870
2,0:29,1,10,PIT 29,17,3,Ben Roethlisberger pass complete short left to Diontae Johnson for 6 yards (tackle by Myles Jack),0.870,1.140
2,0:25,2,4,PIT 35,17,3,Ben Roethlisberger pass incomplete deep right intended for JuJu Smith-Schuster (defended by Andrew Wingard),1.140,0.430
2,0:20,3,4,PIT 35,17,3,James Conner up the middle for 12 yards (tackle by Joe Schobert),0.430,2.060
2,0:15,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,0:15,1,10,PIT 47,17,3,"Ben Roethlisberger pass incomplete deep right intended for Chase Claypool. Penalty on Chris Claybrooks: Defensive Pass Interference, 29 yards (no play)",2.060,3.970
2,0:09,1,10,JAX 24,17,3,Ben Roethlisberger pass deep middle intended for James Washington is intercepted by Daniel Thomas at JAC-0 and returned for 53 yards,3.970,2.590
Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,17,3,"Logan Cooke kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PIT 25,17,3,Ben Roethlisberger pass complete short middle to Ray-Ray McCloud for -2 yards (tackle by Myles Jack and Joe Schobert),0.610,-0.210
3,14:22,2,12,PIT 23,17,3,Anthony McFarland up the middle for 1 yard (tackle by D.J. Hayden and DaVon Hamilton),-0.210,-0.760
3,13:39,3,11,PIT 24,17,3,Ben Roethlisberger pass incomplete deep right intended for James Washington,-0.760,-1.770
3,13:34,4,11,PIT 24,17,3,"Jordan Berry punts 55 yards, returned by Keelan Cole for 10 yards (tackle by Olasunkanmi Adeniyi)",-1.770,-1.000
3,13:21,1,10,JAX 31,17,3,James Robinson up the middle for 10 yards (tackle by Terrell Edmunds and Cameron Sutton),1.000,1.660
3,12:43,1,10,JAX 41,17,3,James Robinson up the middle for 2 yards (tackle by Cameron Heyward and Robert Spillane),1.660,1.390
3,12:00,2,8,JAX 43,17,3,Jake Luton pass incomplete deep middle intended for Keelan Cole,1.390,0.700
3,11:55,3,8,JAX 43,17,3,Jake Luton pass complete short right to Tyler Eifert for 15 yards (tackle by Terrell Edmunds),0.700,2.790
3,11:17,1,10,PIT 42,17,3,James Robinson up the middle for 1 yard (tackle by Joe Haden),2.790,2.380
3,10:54,2,9,PIT 41,17,3,"Penalty on Bud Dupree: Defensive Offside, 5 yards (no play)",2.380,3.050
3,10:37,2,4,PIT 36,17,3,"Penalty on James Robinson: False Start, 5 yards (no play)",3.050,2.380
3,10:18,2,9,PIT 41,17,3,Jake Luton pass incomplete short right intended for Tyler Eifert (defended by Stephon Tuitt),2.380,1.680
3,10:13,3,9,PIT 41,17,3,"Penalty on Jawaan Taylor: False Start, 5 yards (no play)",1.680,1.030
3,10:13,3,14,PIT 46,17,3,"Jake Luton sacked by Stephon Tuitt for -9 yards. Jake Luton fumbles (forced by Stephon Tuitt), recovered by Jake Luton at JAC-45",1.030,-0.390
3,9:39,4,23,JAX 45,17,3,"Logan Cooke punts 55 yards, touchback.",-0.390,-0.280
3,9:31,1,10,PIT 20,17,3,Ben Roethlisberger pass complete short right to Diontae Johnson for 5 yards (tackle by Chris Claybrooks),0.280,0.410
3,8:52,2,5,PIT 25,17,3,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 4 yards (tackle by Andrew Wingard and Chris Claybrooks),0.410,0.230
3,8:41,3,1,PIT 29,17,3,Benny Snell up the middle for 2 yards (tackle by Chris Claybrooks),0.230,1.000
3,7:58,1,10,PIT 31,17,3,Ben Roethlisberger pass complete short middle to Ray-Ray McCloud for 1 yard (tackle by Jarrod Wilson),1.000,0.600
3,7:27,2,9,PIT 32,17,3,Ben Roethlisberger pass incomplete short middle intended for Diontae Johnson,0.600,-0.100
3,7:23,3,9,PIT 32,17,3,Ben Roethlisberger pass complete short left to Ray-Ray McCloud for 8 yards (tackle by Jarrod Wilson and Myles Jack),-0.100,-0.720
3,6:39,4,1,PIT 40,17,3,"Jordan Berry punts 40 yards, returned by Keelan Cole for no gain (tackle by James Pierre)",-0.720,-0.280
3,6:30,1,10,JAX 20,17,3,Jake Luton pass complete short left to DJ Chark for 8 yards (tackle by Robert Spillane),0.280,0.810
3,5:53,2,2,JAX 28,17,3,James Robinson up the middle for 1 yard (tackle by Bud Dupree and Cameron Heyward),0.810,0.230
3,5:12,3,1,JAX 29,17,3,Jake Luton pass incomplete short right intended for DJ Chark,0.230,-1.440
3,5:07,4,1,JAX 29,17,3,"Penalty on JAX: Delay of Game, 5 yards (no play)",-1.440,-1.770
3,5:07,4,6,JAX 24,17,3,"Logan Cooke punts 47 yards, fair catch by Ray-Ray McCloud at PIT-29",-1.770,-0.870
3,4:59,1,10,PIT 29,17,3,James Conner up the middle for 2 yards (tackle by Joe Schobert and Adam Gotsis),0.870,0.600
3,4:19,2,8,PIT 31,17,3,Ben Roethlisberger pass complete short left to Diontae Johnson for 3 yards (tackle by Tre Herndon),0.600,0.300
3,3:46,3,5,PIT 34,17,3,Ben Roethlisberger pass complete short middle to Diontae Johnson for 4 yards (tackle by Chris Claybrooks),0.300,-0.850
3,3:02,4,1,PIT 38,17,3,James Conner right end for 17 yards (tackle by D.J. Hayden),-0.850,2.590
3,2:27,1,10,JAX 45,17,3,James Conner up the middle for no gain (tackle by Jarrod Wilson and Chris Claybrooks),2.590,2.040
3,1:52,2,10,JAX 45,17,3,"Penalty on Matt Feiler: False Start, 5 yards (no play)",2.040,1.370
3,1:28,2,15,PIT 50,17,3,Ben Roethlisberger pass complete short right to Diontae Johnson for 2 yards (tackle by Jarrod Wilson),1.370,0.960
3,0:50,3,13,JAX 48,17,3,Ben Roethlisberger pass incomplete short middle intended for Eric Ebron,0.960,0.070
3,0:45,4,13,JAX 48,17,3,"Jordan Berry punts 48 yards, touchback.",0.070,-0.280
3,0:37,1,10,JAX 20,17,3,James Robinson up the middle for 8 yards (tackle by Terrell Edmunds),0.280,0.810
3,0:04,2,2,JAX 28,17,3,"Jake Luton pass incomplete short middle intended for Keelan Cole. Penalty on Terrell Edmunds: Defensive Pass Interference, 7 yards (no play)",0.810,1.270
3,0:00,1,10,JAX 35,17,3,Jake Luton pass incomplete short right intended for Keelan Cole,1.270,0.720
Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,JAX 35,17,3,Jake Luton pass incomplete short left intended for Dare Ogunbowale,0.720,0.040
4,14:56,3,10,JAX 35,17,3,Jake Luton sacked by Bud Dupree for -9 yards,0.040,-1.630
4,14:25,4,19,JAX 26,17,3,"Logan Cooke punts 62 yards, returned by Ray-Ray McCloud for 14 yards (tackle by Joe Giles-Harris)",-1.630,-0.670
4,14:11,1,10,PIT 26,17,3,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 9 yards (tackle by Jarrod Wilson and D.J. Hayden),0.670,1.350
4,13:32,2,1,PIT 35,17,3,Ben Roethlisberger pass incomplete deep right intended for Chase Claypool,1.350,0.630
4,13:25,3,1,PIT 35,17,3,Ben Roethlisberger pass complete short left to Eric Ebron for 9 yards (tackle by Joe Schobert),0.630,1.860
4,12:48,1,10,PIT 44,17,3,Ben Roethlisberger pass incomplete short left intended for Diontae Johnson (defended by Tre Herndon),1.860,1.320
4,12:44,2,10,PIT 44,17,3,Ben Roethlisberger pass incomplete deep right intended for Chase Claypool,1.320,0.630
4,12:39,3,10,PIT 44,17,3,"Ben Roethlisberger pass incomplete deep right intended for Chase Claypool. Penalty on D.J. Hayden: Defensive Pass Interference, 21 yards (no play)",0.630,3.250
4,12:32,1,10,JAX 35,17,3,Ben Roethlisberger pass complete short right to Chase Claypool for 8 yards (tackle by Doug Costin and Luq Barcoo),3.250,3.780
4,11:48,2,2,JAX 27,17,3,"Penalty on Chukwuma Okorafor: False Start, 5 yards (no play)",3.780,3.110
4,11:47,2,7,JAX 32,17,3,Ben Roethlisberger pass complete short middle to Eric Ebron for 5 yards (tackle by Jarrod Wilson),3.110,3.070
4,11:00,3,2,JAX 27,17,3,Ben Roethlisberger pass complete short right to James Conner for -2 yards (tackle by K'Lavon Chaisson),3.070,1.560
4,10:26,4,4,JAX 29,20,3,Chris Boswell 47 yard field goal good,1.560,3.000
4,10:21,,,PIT 35,20,3,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
4,10:21,1,10,JAX 25,20,3,Jake Luton pass complete short left to James Robinson for 6 yards (tackle by Vince Williams),0.610,0.870
4,9:58,2,4,JAX 31,20,3,Jake Luton pass complete deep middle to Tyler Eifert for 17 yards (tackle by Cameron Sutton),0.870,2.130
4,9:32,1,10,JAX 48,20,3,James Robinson up the middle for 1 yard (tackle by T.J. Watt),2.130,1.720
4,9:12,2,9,JAX 49,20,3,Jake Luton pass incomplete deep right intended for Chris Conley,1.720,1.020
4,9:06,3,9,JAX 49,20,3,"Jake Luton pass complete short middle to Keelan Cole for 12 yards (tackle by Mike Hilton). Penalty on Jawaan Taylor: Offensive Holding, 10 yards (no play)",1.020,-0.290
4,8:41,3,19,JAX 39,20,3,Jake Luton pass deep left intended for DJ Chark is intercepted by Terrell Edmunds at PIT-43 and returned for 7 yards,-0.290,-2.260
4,8:32,1,10,PIT 50,20,3,James Conner up the middle for 3 yards (tackle by Doug Costin and Joe Schobert),2.260,2.120
4,7:51,2,7,JAX 47,20,3,James Conner up the middle for -1 yards (tackle by Jarrod Wilson),2.120,1.290
4,7:06,3,8,JAX 48,20,3,"Ben Roethlisberger pass complete short left to Ray-Ray McCloud for 13 yards (tackle by Josiah Scott). Penalty on Josiah Scott: Lowering the Head to Initiate Contact, 15 yards",1.290,4.240
4,6:46,1,10,JAX 20,26,3,"Ben Roethlisberger pass complete short middle to Eric Ebron for 20 yards, touchdown",4.240,7.000
4,6:40,,,JAX 15,27,3,Chris Boswell kicks extra point good,0.000,0.000
4,6:40,,,PIT 35,27,3,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
4,6:40,1,10,JAX 25,27,3,Jake Luton pass incomplete short right intended for Ben Ellefson (defended by Cameron Sutton),0.610,0.060
4,6:35,2,10,JAX 25,27,3,Jake Luton pass incomplete short right,0.060,-0.620
4,6:29,3,10,JAX 25,27,3,Jake Luton pass complete short middle to Ben Ellefson for 10 yards (tackle by Minkah Fitzpatrick),-0.620,1.270
4,6:05,1,10,JAX 35,27,3,Jake Luton pass deep middle intended for Ben Ellefson is intercepted by Minkah Fitzpatrick at PIT-41 and returned for no gain,1.270,-1.660
4,5:57,1,10,PIT 41,27,3,Benny Snell left end for 5 yards (tackle by Kamalei Correa),1.660,1.800
4,5:11,2,5,PIT 46,27,3,Benny Snell up the middle for 3 yards (tackle by Andrew Wingard),1.800,1.490
4,4:24,3,2,PIT 49,27,3,Benny Snell up the middle for 1 yard (tackle by Andrew Wingard),1.490,-0.060
4,3:37,4,1,PIT 50,27,3,"Penalty on PIT: Delay of Game, 5 yards (no play)",-0.060,-0.390
4,3:37,4,6,PIT 45,27,3,"Jordan Berry punts 40 yards, fair catch by Keelan Cole at JAC-15",-0.390,0.220
4,3:30,1,10,JAX 15,27,3,Jake Luton pass complete short left to Devine Ozigbo for -1 yards (tackle by James Pierre),-0.220,-0.820
4,2:52,2,11,JAX 14,27,3,Jake Luton pass complete short right to Eric Saubert for 3 yards (tackle by Cameron Sutton),-0.820,-1.120
4,2:15,3,8,JAX 17,27,3,Jake Luton pass complete short right to Devine Ozigbo for 3 yards (tackle by Alex Highsmith),-1.120,-2.030
4,2:07,4,5,JAX 20,27,3,Jake Luton pass complete short right to Devine Ozigbo for 3 yards (tackle by Alex Highsmith),-2.030,-4.040
4,2:00,1,10,JAX 23,27,3,Mason Rudolph kneels for -1 yards,4.040,3.360
4,1:18,2,11,JAX 24,27,3,Mason Rudolph kneels for -2 yards,3.360,2.410
4,0:34,3,13,JAX 26,27,3,Mason Rudolph kneels for -1 yards,2.410,1.670
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
