Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Dede Westbrook,JAX,6,5,66,0,3,34,6.8,32,6.4,6.8,1,5.0,0,0.0,0,112.5
DJ Chark,JAX,8,4,44,0,2,33,8.3,11,2.8,13.1,1,4.0,0,0.0,0,66.7
Geoff Swaim,JAX,4,3,17,0,1,6,2.0,11,3.7,4.3,0,,1,25.0,0,82.3
Leonard Fournette,JAX,3,2,20,0,1,-2,-1.0,22,11.0,-0.3,0,,1,33.3,0,85.4
Ryquell Armstead,JAX,1,1,7,1,1,0,0.0,7,7.0,0.0,0,,0,0.0,0,135.4
Keelan Cole,JAX,1,1,19,0,1,19,19.0,0,0.0,19.0,0,,0,0.0,0,118.7
Chris Conley,JAX,4,1,17,0,1,8,8.0,9,9.0,24.8,0,,1,25.0,0,44.8
Marqise Lee,JAX,1,1,5,0,1,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5
James O'Shaughnessy,JAX,4,1,18,1,1,11,11.0,7,7.0,12.3,1,1.0,0,0.0,0,85.4
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Courtland Sutton,DEN,9,6,62,2,4,43,7.2,19,3.2,7.0,0,,0,0.0,0,125.9
Emmanuel Sanders,DEN,9,5,104,0,4,62,12.4,42,8.4,15.0,2,2.5,0,0.0,1,56.9
Royce Freeman,DEN,6,4,34,0,2,5,1.3,29,7.3,0.8,0,,1,16.7,0,81.2
DaeSean Hamilton,DEN,5,3,57,0,3,28,9.3,29,9.7,7.4,1,3.0,1,20.0,0,99.6
Noah Fant,DEN,4,2,31,1,1,0,0.0,31,15.5,8.8,0,,1,25.0,0,115.6
Phillip Lindsay,DEN,1,1,7,0,1,-3,-3.0,10,10.0,-3.0,0,,0,0.0,0,95.8
Diontae Spencer,DEN,1,1,8,0,,0,0.0,8,8.0,0.0,0,,0,0.0,0,100.0
