Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Dolphins to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,MIA 25,0,0,Ryan Fitzpatrick pass complete short middle to Patrick Laird for 12 yards (tackle by Patrick Chung),0.610,1.400
1,14:16,1,10,MIA 37,0,0,Ryan Fitzpatrick pass complete short middle to Albert Wilson for 7 yards (tackle by J.C. Jackson),1.400,1.800
1,13:42,2,3,MIA 44,0,0,Patrick Laird up the middle for 4 yards (tackle by Lawrence Guy and Danny Shelton),1.800,2.130
1,13:02,1,10,MIA 48,0,0,Ryan Fitzpatrick sacked by Lawrence Guy for -8 yards,2.130,0.500
1,12:21,2,18,MIA 40,0,0,Ryan Fitzpatrick pass complete short left to Mike Gesicki for 6 yards (tackle by Patrick Chung),0.500,0.630
1,11:37,3,12,MIA 46,0,0,Ryan Fitzpatrick pass complete short left to Isaiah Ford for 9 yards (tackle by Joejuan Williams),0.630,0.270
1,10:51,4,3,NWE 45,0,0,Matt Haack pass incomplete deep right intended for Deon Lacey,0.270,-1.930
1,10:45,1,10,NWE 45,0,0,Sony Michel right guard for 4 yards (tackle by Trent Harris),1.930,1.920
1,10:08,2,6,NWE 49,0,0,Tom Brady pass complete short left to N'Keal Harry for 4 yards (tackle by Andrew Van Ginkel),1.920,1.750
1,9:22,3,2,MIA 47,0,0,James White left tackle for -3 yards (tackle by Davon Godchaux),1.750,-0.060
1,8:45,4,5,NWE 50,0,0,"Jake Bailey punts 39 yards, muffed catch by Trevor Davis, recovered by Trevor Davis at MIA-11 (tackle by Samaje Perine)",-0.060,0.370
1,8:35,1,10,MIA 11,0,0,Patrick Laird left guard for 1 yard (tackle by Danny Shelton and Deatrich Wise),-0.370,-0.710
1,7:50,2,9,MIA 12,0,0,Ryan Fitzpatrick pass complete deep left to DeVante Parker for 28 yards (tackle by Stephon Gilmore),-0.710,1.600
1,7:20,1,10,MIA 40,0,0,Patrick Laird left guard for 4 yards (tackle by Danny Shelton),1.600,1.590
1,6:43,2,6,MIA 44,0,0,Isaiah Ford left end for 11 yards (tackle by Patrick Chung),1.590,2.590
1,5:55,1,10,NWE 45,0,0,Ryan Fitzpatrick pass complete short right to DeVante Parker for 21 yards (tackle by Stephon Gilmore and Devin McCourty),2.590,3.970
1,5:12,1,10,NWE 24,0,0,Patrick Laird right end for 1 yard (tackle by Danny Shelton and Kyle Van Noy),3.970,3.570
1,4:27,2,9,NWE 23,0,0,Ryan Fitzpatrick pass complete short right to Durham Smythe for 8 yards (tackle by Devin McCourty),3.570,4.170
1,3:43,3,1,NWE 15,0,0,Patrick Laird right guard for 4 yards (tackle by Kyle Van Noy),4.170,4.840
1,3:05,1,10,NWE 11,0,0,Ryan Fitzpatrick left guard for 1 yard (tackle by John Simon),4.840,4.320
1,2:28,2,9,NWE 10,0,0,Patrick Laird up the middle for 1 yard (tackle by John Simon and Dont'a Hightower),4.320,3.530
1,1:45,3,8,NWE 9,0,0,Ryan Fitzpatrick pass incomplete short left intended for Isaiah Ford,3.530,2.830
1,1:42,4,8,NWE 9,3,0,Jason Sanders 27 yard field goal good,2.830,3.000
1,1:38,,,MIA 35,3,0,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,1:38,1,10,NWE 25,3,0,Tom Brady pass complete short left to Rex Burkhead for 6 yards (tackle by Calvin Munson),0.610,0.870
1,1:07,2,4,NWE 31,3,0,Rex Burkhead right guard for 14 yards (tackle by Adrian Colbert and Nik Needham),0.870,1.930
1,0:22,1,10,NWE 45,3,0,Tom Brady pass incomplete deep left intended for Phillip Dorsett,1.930,1.380
1,0:15,2,10,NWE 45,3,0,Tom Brady pass incomplete deep left intended for Mohamed Sanu. Penalty on Tae Hayes: Defensive Pass Interference (Offsetting) . Penalty on De'Lance Turner: Offensive Holding (Offsetting) (no play),1.380,1.380
1,0:10,2,10,NWE 45,3,0,Tom Brady pass incomplete short right intended for Phillip Dorsett (defended by Tae Hayes),1.380,0.700
1,0:06,3,10,NWE 45,3,0,"Tom Brady pass complete short middle to Mohamed Sanu for 16 yards (tackle by Adrian Colbert). Penalty on Ben Watson: Offensive Pass Interference, 10 yards (no play)",0.700,-0.630
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,20,NWE 35,3,0,Tom Brady pass complete short middle to Julian Edelman for 14 yards (tackle by Nik Needham),-0.630,-0.130
2,14:25,4,6,NWE 49,3,0,Jake Bailey punts 47 yards downed by Justin Bethel,-0.130,0.380
2,14:11,1,10,MIA 4,3,0,Ryan Fitzpatrick pass complete short left to Albert Wilson for 11 yards (tackle by Kyle Van Noy),-0.380,-0.220
2,13:34,1,10,MIA 15,3,0,Samaje Perine up the middle for 9 yards (tackle by Devin McCourty),-0.220,0.620
2,12:57,2,1,MIA 24,3,0,Samaje Perine up the middle for 3 yards (tackle by Dont'a Hightower),0.620,0.740
2,12:21,1,10,MIA 27,3,0,Samaje Perine up the middle for no gain (tackle by John Simon),0.740,0.200
2,11:41,2,10,MIA 27,3,0,Ryan Fitzpatrick pass complete short middle to Patrick Laird for 5 yards (tackle by Duron Harmon),0.200,0.170
2,10:59,3,5,MIA 32,3,0,Ryan Fitzpatrick pass incomplete deep left intended for DeVante Parker (defended by Stephon Gilmore),0.170,-1.240
2,10:54,4,5,MIA 32,3,0,"Matt Haack punts 44 yards, returned by Mohamed Sanu for 7 yards (tackle by Walt Aikens)",-1.240,-1.000
2,10:45,1,10,NWE 31,3,0,Tom Brady pass incomplete short middle intended for Mohamed Sanu,1.000,0.460
2,10:41,2,10,NWE 31,9,0,"Tom Brady pass short right intended for Julian Edelman is intercepted by Eric Rowe at NE-35 and returned for 35 yards, touchdown",0.460,-7.000
2,10:31,,,NWE 15,10,0,Jason Sanders kicks extra point good,0.000,0.000
2,10:31,,,MIA 35,10,0,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,10:31,1,10,NWE 25,10,0,Sony Michel right guard for -1 yards (tackle by Davon Godchaux),0.610,-0.070
2,9:57,2,11,NWE 24,10,0,Tom Brady pass incomplete short left intended for Julian Edelman,-0.070,-0.760
2,9:50,3,11,NWE 24,10,0,"Tom Brady pass incomplete short left intended for Phillip Dorsett. Penalty on Nate Brooks: Defensive Pass Interference, 10 yards (no play)",-0.760,1.200
2,9:46,1,10,NWE 34,10,0,Sony Michel left tackle for 8 yards (tackle by Andrew Van Ginkel),1.200,1.740
2,9:22,2,2,NWE 42,10,0,Sony Michel up the middle for 9 yards (tackle by Eric Rowe and Jerome Baker),1.740,2.320
2,8:55,1,10,MIA 49,10,0,Sony Michel left tackle for 9 yards (tackle by Nate Brooks and Jerome Baker),2.320,3.000
2,8:25,2,1,MIA 40,10,0,Rex Burkhead left guard for 14 yards (tackle by Nate Brooks),3.000,3.840
2,7:49,1,10,MIA 26,10,0,Rex Burkhead up the middle for 1 yard (tackle by Davon Godchaux),3.840,3.430
2,7:14,2,9,MIA 25,10,0,Tom Brady pass complete deep left to N'Keal Harry for 18 yards (tackle by Nate Brooks),3.430,5.600
2,6:40,1,7,MIA 7,10,0,Sony Michel up the middle for no gain (tackle by Andrew Van Ginkel),5.600,4.760
2,6:03,2,7,MIA 7,10,0,Tom Brady pass incomplete short left intended for N'Keal Harry,4.760,3.810
2,5:59,3,7,MIA 7,10,0,Tom Brady pass incomplete short left intended for Mohamed Sanu,3.810,2.970
2,5:54,4,7,MIA 7,10,3,Nick Folk 25 yard field goal good,2.970,3.000
2,5:51,,,NWE 35,10,3,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
2,5:51,1,10,MIA 25,10,3,Ryan Fitzpatrick pass complete short middle to DeVante Parker for 18 yards (tackle by Devin McCourty),0.610,1.800
2,5:17,1,10,MIA 43,10,3,Samaje Perine up the middle for 1 yard (tackle by Dont'a Hightower and Danny Shelton),1.800,1.390
2,4:38,2,9,MIA 44,10,3,Ryan Fitzpatrick pass incomplete short middle intended for Albert Wilson,1.390,0.690
2,4:35,3,9,MIA 44,10,3,Ryan Fitzpatrick pass incomplete short right intended for Albert Wilson,0.690,-0.460
2,4:31,4,9,MIA 44,10,3,Matt Haack punts 38 yards downed by Mack Hollins,-0.460,-0.040
2,4:22,1,10,NWE 18,10,3,Sony Michel left guard for 2 yards (tackle by Jerome Baker and Walt Aikens),0.040,-0.130
2,3:52,2,8,NWE 20,10,3,"N'Keal Harry left end for 9 yards (tackle by Tae Hayes). Penalty on Jerome Baker: Unnecessary Roughness, 15 yards",-0.130,1.860
2,3:41,1,10,NWE 44,10,3,Tom Brady pass complete deep left to Phillip Dorsett for 50 yards (tackle by Adrian Colbert),1.860,5.830
2,2:54,1,6,MIA 6,10,3,Sony Michel left guard for 2 yards (tackle by Tae Hayes and Eric Rowe),5.830,5.340
2,2:10,2,4,MIA 4,10,9,"Sony Michel left guard for 4 yards, touchdown",5.340,7.000
2,2:05,,,MIA 15,10,10,Nick Folk kicks extra point good,0.000,0.000
2,2:05,,,NWE 35,10,10,"Jake Bailey kicks off 63 yards, returned by Trevor Davis for 18 yards (tackle by Nate Ebner)",0.000,0.280
2,2:01,1,10,MIA 20,10,10,Patrick Laird up the middle for no gain (tackle by Deatrich Wise and Ja'Whaun Bentley),0.280,-0.270
2,1:56,2,10,MIA 20,10,10,Ryan Fitzpatrick pass incomplete deep right intended for DeVante Parker,-0.270,-0.960
2,1:51,3,10,MIA 20,10,10,Patrick Laird left end for no gain (tackle by Jamie Collins and Joejuan Williams),-0.960,-2.030
2,1:05,4,10,MIA 20,10,10,"Matt Haack punts 55 yards, fair catch by Mohamed Sanu at NE-25",-2.030,-0.610
2,0:57,1,10,NWE 25,10,10,Sony Michel up the middle for -2 yards (tackle by Andrew Van Ginkel),0.610,-0.210
2,0:23,2,12,NWE 23,10,10,James White right guard for 7 yards (tackle by Trent Harris and Tae Hayes),-0.210,0.040
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,10,10,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NWE 25,10,10,Rex Burkhead left tackle for 6 yards (tackle by Eric Rowe and Tae Hayes),0.610,0.870
3,14:25,2,4,NWE 31,10,10,Rex Burkhead left tackle for -1 yards (tackle by Andrew Van Ginkel),0.870,0.040
3,13:45,3,5,NWE 30,10,10,Tom Brady pass complete short right to Mohamed Sanu for 3 yards (tackle by Eric Rowe),0.040,-1.180
3,13:16,4,2,NWE 33,10,10,"Jake Bailey punts 57 yards, returned by Trevor Davis for 7 yards (tackle by Nate Ebner)",-1.180,0.060
3,13:04,1,10,MIA 17,10,10,Ryan Fitzpatrick pass complete short middle to DeVante Parker for 10 yards (tackle by Stephon Gilmore),-0.060,0.740
3,12:28,1,10,MIA 27,10,10,Patrick Laird up the middle for 3 yards (tackle by Kyle Van Noy),0.740,0.600
3,11:43,2,7,MIA 30,10,10,Ryan Fitzpatrick pass complete short right to Isaiah Ford for 5 yards (tackle by Jonathan Jones),0.600,0.560
3,11:00,3,2,MIA 35,10,10,Ryan Fitzpatrick pass complete deep left to Albert Wilson for 24 yards (tackle by Jonathan Jones),0.560,2.850
