Quarter,Time,Down,ToGo,Location,PIT,BAL,Detail,EPB,EPA
1,5:04,2,9,PIT 46,0,3,Justice Hill right guard for 4 yards (tackle by Devin Bush),2.050,1.880
1,4:19,3,5,PIT 42,0,3,Gus Edwards right guard for 38 yards (tackle by Terrell Edmunds),1.880,6.280
1,3:34,1,4,PIT 4,0,3,Chris Moore right end for no gain (tackle by Devin Bush and Vince Williams),6.280,5.340
1,2:51,2,4,PIT 4,0,3,Robert Griffin pass incomplete short left intended for Jaleel Scott (defended by Steven Nelson),5.340,4.490
1,2:47,3,4,PIT 4,0,3,Robert Griffin pass incomplete short middle intended for Nick Boyle,4.490,3.030
1,2:42,4,4,PIT 4,0,6,Justin Tucker 22 yard field goal good,3.030,3.000
1,2:40,,,BAL 35,0,6,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,2:40,1,10,PIT 25,0,6,Benny Snell up the middle for 2 yards (tackle by Justin Ellis and Chris Wormley),0.610,0.330
1,2:09,2,8,PIT 27,0,6,Benny Snell right guard for 6 yards (tackle by Chuck Clark and Marcus Peters),0.330,0.430
1,1:27,3,2,PIT 33,0,6,Devlin Hodges pass complete short middle to Diontae Johnson for 11 yards (tackle by Marlon Humphrey). Penalty on Marlon Humphrey: Defensive Offside (Declined),0.430,1.860
1,1:13,1,10,PIT 44,0,6,Devlin Hodges pass incomplete short right,1.860,1.320
1,1:06,2,10,PIT 44,0,6,Kerrith Whyte right tackle for 3 yards (tackle by Patrick Onwuasor and Josh Bynes),1.320,1.030
1,0:21,3,7,PIT 47,0,6,Devlin Hodges pass complete deep left to Diontae Johnson for 21 yards,1.030,3.450
Quarter,Time,Down,ToGo,Location,PIT,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 32,0,6,Benny Snell left guard for 7 yards (tackle by Patrick Onwuasor),3.450,3.850
2,14:23,2,3,BAL 25,0,6,Benny Snell up the middle for 2 yards (tackle by Michael Pierce and Domata Peko),3.850,3.400
2,13:38,3,1,BAL 23,0,6,Benny Snell left guard for 19 yards (tackle by Chuck Clark),3.400,6.280
2,12:56,1,4,BAL 4,6,6,"Benny Snell left guard for 4 yards, touchdown",6.280,7.000
2,12:50,,,BAL 15,7,6,Chris Boswell kicks extra point good,0.000,0.000
2,12:50,,,PIT 35,7,6,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,12:50,1,10,BAL 25,7,6,Justice Hill left tackle for 1 yard (tackle by Bud Dupree),0.610,0.200
2,12:09,2,9,BAL 26,7,6,Robert Griffin pass complete short left to Marquise Brown for 8 yards (tackle by Steven Nelson),0.200,0.560
2,11:29,3,1,BAL 34,7,6,Gus Edwards right guard for 9 yards (tackle by Vince Williams),0.560,1.800
2,10:47,1,10,BAL 43,7,6,Robert Griffin sacked by Bud Dupree for no gain,1.800,1.250
2,10:07,2,10,BAL 43,7,6,Robert Griffin pass incomplete deep left intended for Miles Boykin (defended by Steven Nelson),1.250,0.560
2,10:01,3,10,BAL 43,7,6,"Penalty on T.J. Watt: Neutral Zone Infraction, 5 yards (no play)",0.560,1.220
2,10:01,3,5,BAL 48,7,6,Robert Griffin pass incomplete short middle intended for Seth Roberts,1.220,-0.190
2,9:57,4,5,BAL 48,7,6,"Sam Koch punts 44 yards, returned by Diontae Johnson for 11 yards (tackle by Brynden Trawick)",-0.190,-0.150
2,9:46,1,10,PIT 19,7,6,Devlin Hodges pass complete short middle to Vance McDonald for 7 yards (tackle by Chuck Clark),0.150,0.610
2,9:08,2,3,PIT 26,7,6,Benny Snell right guard for 4 yards (tackle by Brandon Carr),0.610,0.940
2,8:27,1,10,PIT 30,7,6,Kerrith Whyte right guard for 2 yards (tackle by Chris Wormley and Justin Ellis),0.940,0.660
2,7:44,2,8,PIT 32,7,6,Devlin Hodges pass incomplete short middle intended for James Washington,0.660,-0.030
2,7:38,3,8,PIT 32,7,6,Devlin Hodges pass complete short left to Vance McDonald for 12 yards (tackle by Chuck Clark). Penalty on Anthony Averett: Defensive Holding (Declined),-0.030,1.860
2,7:20,1,10,PIT 44,7,6,Kerrith Whyte left end for -4 yards (tackle by Anthony Averett). Penalty on Alejandro Villanueva: Offensive Holding (Declined),1.860,0.780
2,6:55,2,14,PIT 40,7,6,Devlin Hodges sacked by Brandon Carr for -7 yards,0.780,-0.820
2,6:08,3,21,PIT 33,7,6,Devlin Hodges pass complete short middle to Diontae Johnson for 14 yards (tackle by L.J. Fort),-0.820,-0.260
2,5:23,4,7,PIT 47,7,6,"Jordan Berry punts 53 yards, touchback.",-0.260,-0.280
2,5:16,1,10,BAL 20,7,6,Robert Griffin right end for 16 yards (tackle by Devin Bush),0.280,1.330
2,4:41,1,10,BAL 36,7,6,Robert Griffin left tackle for 4 yards (tackle by Terrell Edmunds),1.330,1.330
2,3:57,2,6,BAL 40,7,6,"Robert Griffin pass incomplete short right intended for Hayden Hurst. Penalty on T.J. Watt: Roughing the Passer, 15 yards (no play)",1.330,2.590
2,3:54,1,10,PIT 45,7,6,Robert Griffin right guard for -2 yards (tackle by Bud Dupree),2.590,1.770
2,3:10,2,12,PIT 47,7,6,Robert Griffin pass incomplete short right,1.770,1.090
2,3:00,3,12,PIT 47,7,6,Robert Griffin pass complete deep middle to Hayden Hurst for 20 yards (tackle by Cameron Sutton),1.090,3.780
2,2:18,1,10,PIT 27,7,6,Gus Edwards right guard for 4 yards (tackle by Daniel McCullers and Vince Williams),3.780,3.770
2,2:00,2,6,PIT 23,7,6,Gus Edwards up the middle for -1 yards (tackle by Mike Hilton),3.770,2.940
2,1:18,3,7,PIT 24,7,6,Robert Griffin pass incomplete short right intended for Justice Hill,2.940,1.870
2,1:14,4,7,PIT 24,7,9,Justin Tucker 42 yard field goal good,1.870,3.000
2,1:10,,,BAL 35,7,9,"Justin Tucker kicks off 57 yards, returned by Kerrith Whyte for 21 yards (tackle by Patrick Onwuasor)",0.000,0.870
2,1:05,1,10,PIT 29,7,9,Devlin Hodges pass complete short right to Jaylen Samuels for 16 yards (tackle by Marlon Humphrey),0.870,1.930
2,0:59,1,10,PIT 45,7,9,Devlin Hodges pass incomplete short right intended for JuJu Smith-Schuster,1.930,1.380
2,0:54,2,10,PIT 45,7,9,"Devlin Hodges sacked by Matt Judon for -11 yards. Devlin Hodges fumbles (forced by Matt Judon), recovered by Michael Pierce at PIT-25 and returned for 2 yards (tackle by Matt Feiler)",1.380,-4.040
2,0:45,1,10,PIT 23,7,9,"Penalty on Marquise Brown: False Start, 5 yards (no play)",4.040,3.710
2,0:45,1,15,PIT 28,7,9,Robert Griffin pass complete short left to Gus Edwards for 2 yards (tackle by Mark Barron),3.710,3.090
2,0:37,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:37,2,13,PIT 26,7,9,Robert Griffin pass complete short middle to Willie Snead for 8 yards (tackle by Devin Bush),3.090,3.490
2,0:32,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:32,3,5,PIT 18,7,9,Robert Griffin pass complete short right to Justice Hill for 10 yards (tackle by Terrell Edmunds),3.490,5.370
2,0:26,1,8,PIT 8,7,15,"Justice Hill up the middle for 8 yards, touchdown",5.370,7.000
2,0:21,,,PIT 15,7,16,Justin Tucker kicks extra point good,0.000,0.000
2,0:21,,,BAL 35,7,16,"Justin Tucker kicks off 44 yards, returned by Benny Snell for 8 yards",0.000,0.870
2,0:18,1,10,PIT 29,7,16,Devlin Hodges kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,PIT,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,7,16,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PIT 25,7,16,Benny Snell up the middle for 2 yards (tackle by Chuck Clark and Justin Ellis),0.610,0.330
3,14:25,2,8,PIT 27,7,16,Devlin Hodges pass incomplete short right,0.330,-0.360
3,14:18,3,8,PIT 27,7,16,Devlin Hodges pass incomplete deep left intended for James Washington,-0.360,-1.570
3,14:13,4,8,PIT 27,7,16,"Jordan Berry punts 51 yards, returned by De'Anthony Thomas for -4 yards (tackle by Justin Layne)",-1.570,-0.040
3,14:02,1,10,BAL 18,7,16,Gus Edwards right guard for 14 yards (tackle by Minkah Fitzpatrick and Terrell Edmunds),0.040,1.070
3,13:25,1,10,BAL 32,7,16,Robert Griffin pass incomplete short right intended for Willie Snead (defended by T.J. Watt),1.070,0.530
3,13:21,2,10,BAL 32,7,16,"Gus Edwards right guard for no gain (tackle by T.J. Watt). Gus Edwards fumbles (forced by T.J. Watt), recovered by Joe Haden at BAL-37 and returned for 3 yards (tackle by Nick Boyle)",0.530,-3.310
3,13:16,1,10,BAL 34,7,16,Benny Snell left guard for 15 yards (tackle by Marlon Humphrey),3.310,4.310
3,12:42,1,10,BAL 19,7,16,Benny Snell left guard for 4 yards (tackle by Domata Peko and Chuck Clark),4.310,4.350
3,12:06,2,6,BAL 15,7,16,Benny Snell right guard for 2 yards (tackle by Josh Bynes and Chuck Clark),4.350,3.960
3,11:22,3,4,BAL 13,7,16,"Devlin Hodges pass incomplete short right intended for Diontae Johnson. Penalty on Marlon Humphrey: Defensive Holding, 5 yards (no play)",3.960,5.370
3,11:17,1,8,BAL 8,7,16,Benny Snell up the middle for 2 yards (tackle by Chris Wormley),5.370,4.950
3,10:40,2,6,BAL 6,7,16,Benny Snell left guard for -2 yards (tackle by Michael Pierce),4.950,3.580
3,10:02,,,,,,Timeout #1 by Pittsburgh Steelers,,
3,10:02,3,8,BAL 8,7,16,Devlin Hodges pass incomplete short left intended for JuJu Smith-Schuster,3.580,2.950
3,9:58,4,8,BAL 8,10,16,Chris Boswell 26 yard field goal good,2.950,3.000
3,9:55,,,PIT 35,10,16,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,9:55,1,10,BAL 25,10,16,Robert Griffin pass complete short left to Marquise Brown for 7 yards (tackle by Steven Nelson),0.610,1.010
3,9:05,2,3,BAL 32,10,16,Gus Edwards left guard for 3 yards (tackle by Devin Bush),1.010,1.270
3,8:21,1,10,BAL 35,10,16,Gus Edwards right guard for 15 yards (tackle by Steven Nelson),1.270,2.260
3,7:33,1,10,BAL 50,10,16,Robert Griffin sacked by Cameron Heyward for -7 yards,2.260,0.770
3,6:47,2,17,BAL 43,10,16,Robert Griffin pass complete short middle to Willie Snead for 10 yards (tackle by Mike Hilton),0.770,1.420
3,6:03,3,7,PIT 47,10,16,Robert Griffin pass complete short right to Willie Snead for 4 yards (tackle by Terrell Edmunds),1.420,0.400
3,5:07,4,3,PIT 43,10,16,"Penalty on Parker Ehinger: False Start, 5 yards (no play)",0.400,0.070
3,4:57,4,8,PIT 48,10,16,"Sam Koch punts 42 yards, returned by Diontae Johnson for 13 yards (tackle by Brynden Trawick)",0.070,-0.150
3,4:46,1,10,PIT 19,10,16,Benny Snell right tackle for no gain (tackle by Patrick Onwuasor and Chris Wormley),0.150,-0.390
3,4:06,2,10,PIT 19,10,16,Devlin Hodges pass complete short right to JuJu Smith-Schuster for -5 yards (tackle by Brandon Carr),-0.390,-1.920
3,3:27,3,15,PIT 14,10,16,Devlin Hodges pass complete short middle to Diontae Johnson for 8 yards (tackle by Anthony Levine),-1.920,-1.900
3,2:51,4,7,PIT 22,10,16,"Jordan Berry punts 47 yards, returned by De'Anthony Thomas for 6 yards (tackle by Robert Spillane)",-1.900,-1.400
3,2:42,1,10,BAL 37,10,16,Gus Edwards right guard for 1 yard (tackle by Daniel McCullers and Javon Hargrave),1.400,0.990
3,2:00,2,9,BAL 38,10,16,Robert Griffin pass incomplete short middle intended for Miles Boykin,0.990,0.300
3,1:57,3,9,BAL 38,10,16,"Penalty on Cameron Heyward: Encroachment, 5 yards (no play)",0.300,0.960
3,1:57,3,4,BAL 43,10,16,Robert Griffin right guard for 8 yards (tackle by T.J. Watt),0.960,2.320
3,1:15,1,10,PIT 49,10,16,Justice Hill up the middle for 13 yards (tackle by Minkah Fitzpatrick),2.320,3.180
3,0:35,1,10,PIT 36,10,16,Justice Hill up the middle for 1 yard (tackle by Devin Bush and Vince Williams),3.180,2.770
Quarter,Time,Down,ToGo,Location,PIT,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,PIT 35,10,16,Robert Griffin pass complete short middle to Nick Boyle for 6 yards (tackle by T.J. Watt),2.770,2.870
4,14:16,3,3,PIT 29,10,16,Gus Edwards left guard for no gain (tackle by Cameron Heyward and Javon Hargrave),2.870,1.580
4,13:34,4,3,PIT 29,10,19,Justin Tucker 47 yard field goal good,1.580,3.000
4,13:29,,,BAL 35,10,19,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,13:29,1,10,PIT 25,10,19,Devlin Hodges pass incomplete short right,0.610,0.060
4,13:23,2,10,PIT 25,10,19,Benny Snell left guard for 8 yards (tackle by Chuck Clark and Brandon Carr),0.060,0.430
4,12:43,3,2,PIT 33,10,19,Devlin Hodges pass complete short middle to JuJu Smith-Schuster for 11 yards (tackle by Chuck Clark and L.J. Fort),0.430,1.860
4,12:03,1,10,PIT 44,10,19,Benny Snell left guard for 6 yards (tackle by Michael Pierce and Patrick Onwuasor),1.860,2.130
4,11:35,2,4,PIT 50,10,19,Devlin Hodges pass incomplete deep left intended for Diontae Johnson,2.130,1.420
4,11:29,3,4,PIT 50,10,19,"Devlin Hodges pass incomplete short right. Penalty on Devlin Hodges: Intentional Grounding, 11 yards",1.420,-0.780
4,11:24,4,15,PIT 39,10,19,"Penalty on L.J. Fort: Neutral Zone Infraction, 5 yards (no play)",-0.780,-0.460
4,11:24,4,10,PIT 44,10,19,Jordan Berry punts 54 yards downed by Justin Layne,-0.460,0.380
4,11:14,1,10,BAL 2,10,19,Gus Edwards right guard for 3 yards (tackle by Vince Williams),-0.380,-0.560
4,10:38,2,7,BAL 5,10,19,Robert Griffin pass complete short middle to Jaleel Scott for 6 yards (tackle by Joe Haden),-0.560,-0.370
4,9:52,,,,,,Timeout #1 by Baltimore Ravens,,
4,9:52,3,1,BAL 11,10,19,Robert Griffin left end for no gain (tackle by Minkah Fitzpatrick),-0.370,-2.490
4,9:19,4,1,BAL 11,10,19,Anthony Levine up the middle for 2 yards (tackle by Robert Spillane),-2.490,-0.320
4,9:07,1,10,BAL 13,10,19,Robert Griffin up the middle for 5 yards (tackle by Javon Hargrave),-0.320,-0.140
4,8:29,2,5,BAL 18,10,19,Gus Edwards right guard for 6 yards (tackle by Tyson Alualu),-0.140,0.540
4,7:45,1,10,BAL 24,10,19,Gus Edwards right guard for 1 yard (tackle by Vince Williams),0.540,0.130
4,7:03,2,9,BAL 25,10,19,Justice Hill right guard for 2 yards (tackle by Devin Bush and Cameron Heyward),0.130,-0.300
4,6:17,3,7,BAL 27,10,19,Justice Hill left end for 5 yards (tackle by Steven Nelson),-0.300,-1.240
4,5:28,4,2,BAL 32,10,19,"Penalty on BAL: Delay of Game, 5 yards (no play)",-1.240,-1.570
4,5:07,4,7,BAL 27,10,19,Sam Koch punts 54 yards downed by Chris Moore,-1.570,-0.150
4,4:54,1,10,PIT 19,10,19,Devlin Hodges pass incomplete short left intended for James Washington,0.150,-0.390
4,4:50,2,10,PIT 19,10,19,Devlin Hodges pass incomplete short middle intended for JuJu Smith-Schuster,-0.390,-1.070
4,4:46,3,10,PIT 19,10,19,Devlin Hodges pass incomplete short right intended for Diontae Johnson,-1.070,-2.140
4,4:41,4,10,PIT 19,10,25,"Jordan Berry aborted snap, recovered by Jordan Berry at PIT-3 and returned for -19 yards. Jordan Berry fumbles (forced by Chris Board), recovered by Jordan Richards at PIT--3, touchdown",-2.140,-7.000
4,4:36,,,PIT 15,10,26,Justin Tucker kicks extra point good,0.000,0.000
4,4:36,,,BAL 35,16,20,"Justin Tucker kicks off 62 yards, returned by Kerrith Whyte for 3 yards (tackle by Patrick Onwuasor)",0.000,-0.380
4,4:32,1,10,PIT 6,10,26,Devlin Hodges pass incomplete short middle intended for Jaylen Samuels,-0.380,-0.780
4,4:27,2,10,PIT 6,10,28,"Devlin Hodges pass incomplete short right. Penalty on Devlin Hodges: Intentional Grounding, 6 yards",-0.780,-2.000
4,4:21,,,,,,Timeout #2 by Baltimore Ravens,,
4,4:21,,,PIT 20,10,28,"Jordan Berry kicks off 50 yards, returned by Willie Snead for 19 yards (tackle by Anthony Chickillo). Penalty on De'Anthony Thomas: Illegal Block Above the Waist, 10 yards",0.000,1.530
4,4:13,1,10,BAL 39,10,28,Robert Griffin pass incomplete deep left intended for Jaleel Scott,1.530,0.990
4,4:08,2,10,BAL 39,10,28,Gus Edwards right guard for 2 yards (tackle by Tyson Alualu),0.990,0.560
4,3:25,3,8,BAL 41,10,28,Robert Griffin right guard for 10 yards (tackle by Devin Bush),0.560,2.320
4,2:41,1,10,PIT 49,10,28,Gus Edwards right guard for 2 yards (tackle by Devin Bush),2.320,2.050
4,2:00,2,8,PIT 47,10,28,Gus Edwards left guard for 2 yards (tackle by Cameron Heyward),2.050,1.620
4,1:17,3,6,PIT 45,10,28,Willie Snead right end for no gain (tackle by Devin Bush and Tyson Alualu),1.620,0.270
4,0:30,,,,,,Timeout #3 by Baltimore Ravens,,
4,0:30,4,6,PIT 45,10,28,Robert Griffin pass short middle (defended by Cameron Heyward) intended for Willie Snead is intercepted by Joe Haden at PIT-40 and returned for no gain,0.270,-1.600
4,0:24,1,10,PIT 40,10,28,Benny Snell left guard for 9 yards (tackle by Matt Judon),1.600,2.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
