Player,Pos
Bradley Bozeman,G/C
Willie Snead,WR/RS
Patrick Mekari,G/C
James Hurst,G/T
Robert Griffin III,QB
Gus Edwards,RB
Miles Boykin,WR
Marquise Brown,WR
Nick Boyle,TE
Orlando Brown Jr.,T
Parker Ehinger,G
Chris Wormley,DE
Domata Peko,DT
Michael Pierce,DT
Jaylon Ferguson,OLB
Matt Judon,OLB
Josh Bynes,ILB
Marlon Humphrey,CB
Brandon Carr,CB
Marcus Peters,CB
Anthony Averett,CB
Chuck Clark,S
