Quarter,Time,Down,ToGo,Location,ARI,PHI,Detail,EPB,EPA
2,12:02,1,10,ARI 44,7,7,Donovan McNabb pass complete to Todd Pinkston for 8 yards (tackle by Adrian Wilson),2.650,3.190
2,11:36,2,2,ARI 36,7,7,Duce Staley middle for 2 yards (tackle by Raynoch Thompson),3.190,3.310
2,11:14,1,10,ARI 34,7,7,Donovan McNabb pass complete to Duce Staley for 28 yards (tackle by Duane Starks),3.310,5.830
2,10:49,1,6,ARI 6,7,7,Brian Westbrook left guard for 3 yards (tackle by Russell Davis and Adrian Wilson),5.830,5.530
2,10:05,2,3,ARI 3,7,7,Donovan McNabb pass incomplete intended for Duce Staley,5.530,4.720
2,10:00,3,3,ARI 3,7,13,"Donovan McNabb pass complete to Dorsey Levens for 3 yards, touchdown",4.720,7.000
2,10:00,,,ARI 3,7,14,David Akers kicks extra point good,0.000,0.000
2,10:00,,,PHI 30,7,14,"David Akers kicks off 58 yards, returned by Damien Anderson for 19 yards (tackle by Dameane Douglas). Penalty on Jeff Thomason: Face Mask (15 Yards), 15 yards",0.000,1.990
2,9:50,1,10,ARI 46,7,14,Jake Plummer pass complete to Joel Makovicka for 5 yards (tackle by Ike Reese and Levon Kirkland),1.990,2.130
2,9:07,2,5,PHI 49,7,14,Marcel Shipp right guard for -2 yards (tackle by Hugh Douglas),2.130,1.160
2,8:28,3,7,ARI 49,7,14,Jake Plummer sacked by Ike Reese and N.D. Kalu for -9 yards,1.160,-0.720
2,8:16,4,16,ARI 40,7,14,"Scott Player punts 44 yards. Penalty on Dameane Douglas: Personal Foul, 8 yards",-0.720,0.380
2,8:01,1,10,PHI 8,7,14,Donovan McNabb pass incomplete is intercepted by Adrian Wilson at PHI-37 and returned for 35 yards,-0.380,-6.740
2,7:47,1,2,PHI 2,13,14,"Jake Plummer pass complete to Joel Makovicka for 2 yards, touchdown",6.740,7.000
2,7:47,,,PHI 2,14,14,Bill Gramatica kicks extra point good,0.000,0.000
2,7:47,,,ARI 30,14,14,"Bill Gramatica kicks off 55 yards, returned by Dameane Douglas for 23 yards (tackle by Raynoch Thompson)",0.000,1.470
2,7:38,1,10,PHI 38,14,14,Duce Staley right guard for 2 yards (tackle by Fred Wakefield and Wendell Bryant),1.470,1.190
2,7:04,2,8,PHI 40,14,14,Donovan McNabb pass complete to Antonio Freeman for 5 yards (tackle by Kwamie Lassiter),1.190,1.160
2,6:23,3,3,PHI 45,14,14,Dorsey Levens right end for 5 yards (tackle by Ronald McKinnon),1.160,2.260
2,6:01,1,10,,14,14,Donovan McNabb pass incomplete intended for Duce Staley,2.260,1.710
2,5:56,2,10,,14,14,Dorsey Levens right tackle for 2 yards (tackle by Ronald McKinnon),1.710,1.290
2,5:10,3,8,ARI 48,14,14,Donovan McNabb pass complete to Jeff Thomason for 10 yards (tackle by Adrian Wilson),1.290,3.050
2,4:31,1,10,ARI 38,14,14,Duce Staley right tackle for 9 yards (tackle by Ronald McKinnon and Dennis Johnson),3.050,3.720
2,3:55,2,1,ARI 29,14,14,Brian Westbrook right tackle for 2 yards (tackle by Barron Tanner),3.720,3.780
2,3:17,1,10,ARI 27,14,20,"Donovan McNabb pass complete to Todd Pinkston for 27 yards, touchdown",3.780,7.000
2,3:17,,,ARI 27,14,21,David Akers kicks extra point good,0.000,0.000
2,3:17,,,PHI 30,14,21,"David Akers kicks off 63 yards, returned by Damien Anderson for 17 yards (tackle by N.D. Kalu)",0.000,0.540
2,3:07,1,10,ARI 24,14,21,Thomas Jones middle for 1 yard (tackle by N.D. Kalu),0.540,0.130
2,2:38,2,9,ARI 25,14,21,Jake Plummer pass incomplete intended for Thomas Jones (defended by Shawn Barber),0.130,-0.560
2,2:31,3,9,ARI 25,14,21,Jake Plummer pass incomplete intended for Thomas Jones,-0.560,-1.700
2,2:28,4,9,ARI 25,14,21,"Scott Player punts 41 yards, returned by Brian Mitchell for 4 yards (tackle by Mike Banks)",-1.700,-1.470
2,2:16,1,10,PHI 38,14,21,Duce Staley middle for 3 yards (tackle by Rob Fredrickson),1.470,1.330
2,2:00,2,7,PHI 41,14,21,Donovan McNabb pass complete to Duce Staley for 45 yards (tackle by Renaldo Hill),1.330,4.650
2,1:15,1,10,ARI 14,14,21,Donovan McNabb pass complete to James Thrash for 5 yards,4.650,4.900
2,1:12,2,5,ARI 9,14,27,"Donovan McNabb pass complete to Duce Staley for 9 yards, touchdown",4.900,7.000
2,1:12,,,ARI 9,14,28,David Akers kicks extra point good,0.000,0.000
2,1:12,,,PHI 30,14,28,"David Akers kicks off 47 yards, returned by Michael Young for 10 yards (tackle by Michael Lewis)",0.000,1.140
2,0:57,1,10,ARI 33,14,28,Jake Plummer pass complete to Marcel Shipp for 14 yards (tackle by Hugh Douglas),1.140,2.060
2,0:48,1,10,ARI 33,,,Timeout #1 by Arizona Cardinals,1.140,2.060
2,0:48,1,10,ARI 47,14,28,Jake Plummer pass incomplete intended for Jason McAddley (defended by Troy Vincent),2.060,1.520
2,0:42,2,10,ARI 47,14,28,Jake Plummer pass incomplete intended for Jason McAddley (defended by Troy Vincent),1.520,0.830
2,0:36,3,10,ARI 47,14,28,Jake Plummer pass complete to Marcel Shipp for 14 yards (tackle by Shawn Barber),0.830,2.980
2,0:28,3,10,ARI 47,,,Timeout #2 by Arizona Cardinals,0.830,2.980
2,0:28,1,10,PHI 39,14,28,Jake Plummer sacked by Hugh Douglas for -13 yards,2.980,0.690
2,0:10,2,23,ARI 48,14,28,Jake Plummer pass incomplete,0.690,0.040
2,0:08,3,23,ARI 48,14,28,Jake Plummer pass incomplete intended for Marcel Shipp,0.040,-0.190
2,0:03,4,23,ARI 48,14,28,Jake Plummer pass incomplete intended for Jake Soliday (defended by Bobby Taylor),-0.190,2.130
Quarter,Time,Down,ToGo,Location,ARI,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,14,28,"David Akers kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,ARI 20,14,28,Jake Plummer pass complete to Freddie Jones for 24 yards (tackle by Bobby Taylor),0.280,1.860
3,13:58,1,10,ARI 44,14,28,Marcel Shipp left guard for 12 yards (tackle by Brian Dawkins),1.860,2.650
3,13:58,1,10,PHI 44,14,28,"Penalty on Darwin Walker: Roughing the Passer, 15 yards (no play)",2.650,3.640
3,13:50,1,10,PHI 29,14,28,Marcel Shipp middle for 1 yard (tackle by Darwin Walker),3.640,3.240
3,13:13,2,9,PHI 28,14,28,Jake Plummer sacked by Blaine Bishop for -9 yards,3.240,1.360
3,12:42,2,9,PHI 28,,,Timeout #1 by Arizona Cardinals,3.240,1.360
3,12:42,3,18,PHI 37,14,28,Jake Plummer pass incomplete intended for Marcel Shipp (defended by Shawn Barber),1.360,0.790
3,12:38,4,18,PHI 37,14,28,Scott Player punts 34 yards,0.790,0.380
3,12:27,1,10,PHI 3,14,28,Duce Staley right tackle for no gain (tackle by Raynoch Thompson),-0.380,-0.780
3,11:51,2,10,PHI 3,14,28,Duce Staley right tackle for 11 yards (tackle by Adrian Wilson),-0.780,-0.280
3,11:16,1,10,PHI 14,14,28,Duce Staley left tackle for 2 yards (tackle by Barron Tanner),-0.280,-0.510
3,10:42,2,8,PHI 16,14,28,Donovan McNabb pass complete to James Thrash for 12 yards (tackle by Raynoch Thompson and Duane Starks),-0.510,0.810
3,10:03,1,10,PHI 28,14,28,Dorsey Levens right guard for 34 yards (tackle by Duane Starks),0.810,3.050
3,9:21,1,10,ARI 38,14,28,Donovan McNabb pass complete to Cecil Martin for 7 yards (tackle by David Barrett),3.050,3.450
3,8:38,2,3,ARI 31,14,28,Dorsey Levens right tackle for 6 yards (tackle by Justin Lucas),3.450,3.910
3,7:58,1,10,ARI 25,14,28,Duce Staley right tackle for 8 yards (tackle by Kyle Vanden Bosch and Raynoch Thompson),3.910,4.550
3,7:18,2,2,ARI 17,14,28,Duce Staley left guard for 1 yard (tackle by Kyle Vanden Bosch),4.550,4.060
3,6:37,3,1,ARI 16,14,28,Duce Staley right tackle for no gain (tackle by Raynoch Thompson and Ronald McKinnon),4.060,2.530
3,5:59,4,1,ARI 16,14,31,David Akers 34 yard field goal good,2.530,3.000
3,5:59,,,PHI 30,14,31,"David Akers kicks off 72 yards, returned by Damien Anderson for 24 yards (tackle by Lito Sheppard)",0.000,0.410
3,5:50,1,10,ARI 22,14,31,Marcel Shipp left guard for 56 yards (tackle by Troy Vincent),0.410,4.110
3,5:05,1,10,PHI 22,14,31,Jake Plummer pass complete to Freddie Jones for 7 yards (tackle by Ike Reese),4.110,4.650
3,4:35,2,3,PHI 15,14,31,Thomas Jones left tackle for 2 yards (tackle by Hugh Douglas),4.650,4.390
3,3:49,3,1,PHI 13,14,31,Marcel Shipp left tackle for no gain (tackle by Brian Dawkins),4.390,2.720
3,3:23,4,1,PHI 13,14,31,Marcel Shipp middle for -5 yards (tackle by Darwin Walker and Blaine Bishop),2.720,-0.040
3,3:16,1,10,PHI 18,14,31,Duce Staley right guard for 5 yards (tackle by Marcus Bell),0.040,0.280
3,2:42,2,5,PHI 23,14,31,Donovan McNabb pass complete to Antonio Freeman for 10 yards (tackle by Levar Fisher),0.280,1.140
3,2:42,1,10,PHI 33,14,31,"Penalty on Doug Brzezinski: False Start, 5 yards (no play)",1.140,0.810
3,1:52,1,15,PHI 28,14,31,Duce Staley right guard for 10 yards (tackle by Levar Fisher),0.810,1.270
3,1:06,2,5,PHI 38,14,31,Duce Staley left tackle for 1 yard (tackle by Fred Wakefield),1.270,0.700
3,0:24,3,4,PHI 39,14,31,"Donovan McNabb pass complete to Freddie Mitchell for 18 yards (tackle by David Barrett and Adrian Wilson). Freddie Mitchell fumbles (forced by David Barrett), recovered by James Thrash at ARI-43 and returned for 2 yards",0.700,2.850
Quarter,Time,Down,ToGo,Location,ARI,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 41,14,31,Duce Staley middle for 5 yards (tackle by Levar Fisher),2.850,2.980
4,14:28,2,5,ARI 36,14,31,"Duce Staley right end for 8 yards (tackle by Kwamie Lassiter). Penalty on Doug Brzezinski: Personal Foul, 15 yards",2.980,2.720
4,14:05,1,10,ARI 43,14,31,Donovan McNabb pass complete to James Thrash for 6 yards (tackle by Kwamie Lassiter),2.720,2.990
4,13:26,2,4,ARI 37,14,31,Duce Staley middle for 5 yards (tackle by Levar Fisher),2.990,3.450
4,12:45,1,10,ARI 32,14,31,"Duce Staley left end for 2 yards (tackle by Levar Fisher). Penalty on James Thrash: Offensive Holding, 10 yards",3.450,2.920
4,12:21,1,18,ARI 40,14,31,Donovan McNabb pass complete to Jeff Thomason for 10 yards (tackle by Levar Fisher),2.920,3.170
4,11:44,2,8,ARI 30,14,31,Duce Staley right tackle for -1 yards (tackle by Raynoch Thompson and Barron Tanner),3.170,2.340
4,10:58,3,9,ARI 31,14,31,Donovan McNabb pass complete to Antonio Freeman for 12 yards (tackle by Coby Rhinehart),2.340,4.310
4,10:17,1,10,ARI 19,14,31,Dorsey Levens left tackle for 2 yards (tackle by Kyle Vanden Bosch),4.310,4.030
4,9:38,2,8,ARI 17,14,31,Duce Staley right end for 13 yards (tackle by Kwamie Lassiter),4.030,6.280
4,9:06,1,4,ARI 4,14,31,Duce Staley right guard for no gain (tackle by Ronald McKinnon),6.280,5.340
4,8:26,2,4,ARI 4,14,37,"James Thrash left end for 4 yards, touchdown",5.340,7.000
4,8:26,,,ARI 4,14,38,David Akers kicks extra point good,0.000,0.000
4,8:26,,,PHI 30,14,38,"David Akers kicks off 65 yards, returned by Damien Anderson for 21 yards (tackle by Keith Adams)",0.000,0.670
4,8:14,1,10,ARI 26,14,38,Jake Plummer pass complete to Marcel Shipp for 1 yard (tackle by Corey Simon),0.670,0.270
4,7:49,2,9,ARI 27,14,38,Jake Plummer pass complete to Freddie Jones for 6 yards (tackle by Shawn Barber),0.270,0.370
4,7:19,3,3,ARI 33,14,38,Jake Plummer left end for 15 yards (tackle by Al Harris),0.370,2.130
4,6:46,1,10,ARI 48,14,38,Jake Plummer sacked by Paul Grasmanis for -8 yards,2.130,0.500
4,6:20,2,18,ARI 40,14,38,Jake Plummer pass complete to Arnold Jackson for 10 yards (tackle by Bobby Taylor),0.500,1.160
4,5:44,3,8,,14,38,Jake Plummer pass complete to Jake Soliday for 16 yards (tackle by Troy Vincent),1.160,3.310
4,5:13,1,10,PHI 34,14,38,Jake Plummer pass incomplete intended for Freddie Jones (defended by Ike Reese),3.310,2.770
4,5:09,2,10,PHI 34,14,38,Jake Plummer pass incomplete intended for Jake Soliday,2.770,2.080
4,5:03,3,10,PHI 34,14,38,Jake Plummer pass incomplete intended for Freddie Jones (defended by Corey Simon),2.080,1.060
4,4:58,4,10,PHI 34,14,38,Jake Plummer pass incomplete intended for Jake Soliday is intercepted by Bobby Taylor at PHI-25 and returned for 3 yards,1.060,-0.810
4,4:49,1,10,PHI 28,14,38,Duce Staley right end for 9 yards (tackle by Michael Young),0.810,1.480
4,4:05,2,1,PHI 37,14,38,"Penalty on Doug Brzezinski: False Start, 5 yards (no play)",1.480,0.800
4,4:04,2,6,PHI 32,14,38,Duce Staley left end for 3 yards (tackle by Adrian Wilson),0.800,0.500
4,3:20,3,3,PHI 35,14,38,Duce Staley middle for 8 yards (tackle by Dennis Johnson),0.500,1.800
4,2:40,1,10,PHI 43,14,38,Duce Staley right tackle for 1 yard (tackle by LeVar Woods),1.800,1.390
4,2:00,2,9,PHI 44,14,38,Duce Staley right end for no gain (tackle by Wendell Bryant),1.390,0.690
4,1:54,2,9,PHI 44,,,Timeout #2 by Arizona Cardinals,1.390,0.690
4,1:54,3,9,PHI 44,14,38,Duce Staley left end for 1 yard (tackle by David Barrett),0.690,-0.390
4,1:44,3,9,PHI 44,,,Timeout #3 by Arizona Cardinals,0.690,-0.390
4,1:44,4,8,PHI 45,14,38,"Sean Landeta punts 39 yards. Penalty on Dameane Douglas: Fair Catch Interference, 15 yards",-0.390,-1.000
4,1:23,1,10,ARI 31,14,38,Jake Plummer pass complete to Marcel Shipp for 5 yards (tackle by Jeremy Slechta),1.000,1.140
4,1:08,2,5,ARI 36,14,38,Jake Plummer pass complete to Jake Soliday for 4 yards,1.140,0.960
4,1:03,3,1,ARI 40,14,38,Jake Plummer pass incomplete intended for Freddie Jones,0.960,-0.720
4,0:56,4,1,ARI 40,14,38,Marcel Shipp for 7 yards (tackle by N.D. Kalu),-0.720,2.060
4,0:34,1,10,ARI 47,14,38,Jake Plummer pass complete to Arnold Jackson for 7 yards (tackle by Al Harris),2.060,2.460
4,0:10,2,3,PHI 46,14,38,Jake Plummer pass incomplete intended for Frank Sanders (defended by Al Harris),2.460,1.750
4,0:03,3,3,PHI 46,14,38,Jake Plummer pass complete to Marcel Shipp for 16 yards (tackle by Lito Sheppard),1.750,1.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
