Quarter,Time,Down,ToGo,Location,CAR,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,CAR 49,7,7,Jake Delhomme up the middle for 3 yards (tackle by Ronald McKinnon),1.550,2.390
2,14:41,1,10,ARI 48,7,7,Jake Delhomme pass incomplete intended for DeShaun Foster (defended by Dennis Johnson),2.390,1.850
2,14:36,2,10,ARI 48,7,7,Jake Delhomme pass incomplete intended for Steve Smith,1.850,1.160
2,14:31,3,10,ARI 48,7,7,Jake Delhomme pass complete to Muhsin Muhammad for 11 yards (tackle by Adrian Wilson),1.160,3.120
2,13:52,1,10,ARI 37,7,7,DeShaun Foster left tackle for 1 yard (tackle by Ronald McKinnon),3.120,2.710
2,13:12,2,9,ARI 36,7,7,"Jake Delhomme sacked by Fred Wakefield for -7 yards. Jake Delhomme fumbles (forced by Fred Wakefield), recovered by LeVar Woods at ARI-41 (tackle by Jordan Gross)",2.710,-1.660
2,13:06,1,10,ARI 41,7,7,"Marcel Shipp up the middle for 7 yards (tackle by Brian L. Allen). Penalty on Freddie Jones: Offensive Holding, 10 yards (no play)",1.660,1.000
2,12:37,1,20,ARI 31,7,7,Marcel Shipp right end for 8 yards (tackle by Brian L. Allen),1.000,0.850
2,11:52,2,12,ARI 39,7,7,Marcel Shipp left tackle for 8 yards (tackle by Deon Grant and Brian L. Allen),0.850,1.220
2,11:05,3,4,ARI 47,7,7,Josh McCown pass complete to Nate Poole for 10 yards (tackle by Terry Cousin),1.220,2.720
2,10:30,1,10,CAR 43,7,7,Josh McCown pass complete to Bryan Gilmore for 9 yards (tackle by Ricky Manning),2.720,3.390
2,9:57,2,1,CAR 34,7,7,Emmitt Smith left end for 2 yards (tackle by Will Witherspoon),3.390,3.450
2,9:18,1,10,CAR 32,7,7,Marcel Shipp right tackle for 12 yards (tackle by Brian L. Allen),3.450,4.240
2,8:36,1,10,CAR 20,7,7,Marcel Shipp right end for -3 yards (tackle by Julius Peppers and Mike Minter),4.240,3.290
2,7:48,2,13,CAR 23,7,7,Josh McCown pass complete to Anquan Boldin for 4 yards (tackle by Deon Grant),3.290,3.100
2,6:54,,,,7,7,Timeout #1 by Arizona Cardinals,0.000,3.100
2,6:54,3,9,CAR 19,7,7,Josh McCown pass complete to Anquan Boldin for 15 yards (tackle by Terry Cousin),3.100,6.280
2,6:09,1,4,CAR 4,7,13,"Emmitt Smith up the middle for 4 yards, touchdown",6.280,7.000
2,,,,CAR 2,7,14,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,7,14,"Neil Rackers kicks off 70 yards, returned by Rod Smart for 25 yards (tackle by Damien Anderson). Penalty on Lester Towns: Offensive Holding, 10 yards",0.000,-0.370
2,5:53,1,10,CAR 11,7,14,Stephen Davis left tackle for no gain (tackle by Barron Tanner),-0.370,-0.780
2,5:12,2,10,CAR 11,7,14,Jake Delhomme pass complete to Stephen Davis for 17 yards (tackle by Russell Davis),-0.780,0.810
2,4:27,1,10,CAR 28,7,14,Jake Delhomme pass complete to DeShaun Foster for 8 yards (tackle by Dexter Jackson),0.810,1.340
2,3:58,2,2,CAR 36,7,14,DeShaun Foster left end for 16 yards (tackle by David Barrett),1.340,2.390
2,3:17,1,10,ARI 48,7,14,Jake Delhomme pass incomplete intended for Ricky Proehl,2.390,1.850
2,3:10,2,10,ARI 48,7,14,Jake Delhomme pass complete to Steve Smith for 6 yards (tackle by Adrian Wilson),1.850,1.950
2,2:30,3,4,ARI 42,7,14,DeShaun Foster left end for -2 yards (tackle by Renaldo Hill),1.950,0.330
2,2:00,4,6,ARI 44,7,14,Todd Sauerbrun punts 41 yards,0.330,0.380
2,1:50,1,10,ARI 3,7,14,Marcel Shipp up the middle for 5 yards (tackle by Colin Branch and Mike Minter),-0.380,-0.420
2,1:42,,,,7,14,Timeout #1 by Carolina Panthers,0.000,-0.420
2,1:42,2,5,ARI 8,7,14,Marcel Shipp up the middle for 13 yards (tackle by Colin Branch),-0.420,0.340
2,0:55,1,10,ARI 21,7,14,Marcel Shipp left tackle for 2 yards (tackle by Brentson Buckner),0.340,0.070
2,0:17,2,8,ARI 23,7,14,Emmitt Smith up the middle for -3 yards (tackle by Mike Minter),0.070,-1.020
2,0:10,,,,7,14,Timeout #2 by Carolina Panthers,0.000,-1.020
2,0:10,3,11,ARI 20,7,14,Emmitt Smith left tackle for 3 yards (tackle by Will Witherspoon),-1.020,-1.830
2,0:04,,,,7,14,Timeout #3 by Carolina Panthers,0.000,-1.830
2,0:03,4,8,ARI 23,7,14,Scott Player punts 33 yards,-1.830,0.480
Quarter,Time,Down,ToGo,Location,CAR,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,7,14,"Neil Rackers kicks off 64 yards, returned by Rod Smart for 25 yards (tackle by Coby Rhinehart)",0.000,1.000
3,14:52,1,10,CAR 31,7,14,Stephen Davis up the middle for 4 yards (tackle by Renaldo Hill),1.000,1.000
3,14:06,2,6,CAR 35,7,14,Jake Delhomme pass complete to Stephen Davis for 6 yards (tackle by LeVar Woods),1.000,1.660
3,13:27,1,10,CAR 41,7,14,Jake Delhomme pass complete to Nick Goings for 8 yards (tackle by Dexter Jackson),1.660,2.200
3,13:05,2,2,CAR 49,7,14,Stephen Davis up the middle for no gain (tackle by Wendell Bryant and Russell Davis),2.200,1.490
3,12:27,3,2,CAR 49,7,14,Jake Delhomme pass incomplete intended for Steve Smith (defended by Ronald McKinnon),1.490,-0.130
3,12:23,4,2,CAR 49,7,14,"Todd Sauerbrun punts 33 yards, fair catch by Anquan Boldin",-0.130,-0.040
3,12:17,1,10,ARI 18,7,14,Marcel Shipp up the middle for 6 yards (tackle by Brian L. Allen and Will Witherspoon),0.040,0.410
3,11:41,2,4,ARI 24,7,14,Marcel Shipp left tackle for 2 yards (tackle by Mike Minter and Al Wallace),0.410,-0.140
3,10:55,3,2,ARI 26,7,14,Josh McCown right end for 4 yards (tackle by Brian L. Allen),-0.140,0.940
3,10:13,1,10,ARI 30,7,14,Josh McCown pass incomplete intended for Anquan Boldin,0.940,0.390
3,10:07,2,10,ARI 30,7,14,Marcel Shipp left tackle for 1 yard (tackle by Al Wallace),0.390,-0.160
3,9:20,3,9,ARI 31,7,14,Josh McCown up the middle for 3 yards (tackle by Kemp Rasmussen),-0.160,-1.110
3,8:40,4,6,ARI 34,7,14,Scott Player punts 36 yards,-1.110,-0.940
3,8:32,1,10,CAR 30,7,14,"Jake Delhomme pass complete to Steve Smith for 36 yards (tackle by Dexter Jackson). Penalty on Dexter Jackson: Personal Foul, 15 yards",0.940,4.310
3,8:04,1,10,ARI 19,7,14,Jake Delhomme pass complete to Kris Mangum for 11 yards (tackle by Gerald Hayes),4.310,5.370
3,7:25,1,8,ARI 8,7,14,Stephen Davis right tackle for 3 yards (tackle by LeVar Woods and Wendell Bryant),5.370,5.150
3,6:46,2,5,ARI 5,7,14,Stephen Davis right end for 2 yards (tackle by Gerald Hayes),5.150,4.720
3,6:10,3,3,ARI 3,7,14,Jake Delhomme pass incomplete intended for Ricky Proehl,4.720,3.040
3,6:10,4,3,ARI 3,10,14,John Kasay 21 yard field goal good,3.040,3.000
3,,,,CAR 30,10,14,"John Kasay kicks off 56 yards, returned by Josh Scobey for 21 yards (tackle by Karl Hankton)",0.000,1.270
3,5:55,1,10,ARI 35,10,14,Anquan Boldin left end for 11 yards (tackle by Deon Grant and Will Witherspoon),1.270,1.990
3,5:09,1,10,ARI 46,10,14,Marcel Shipp up the middle for -1 yards (tackle by Al Wallace),1.990,1.320
3,5:09,2,11,ARI 45,10,14,"Penalty on Anthony Clement: False Start, 5 yards (no play)",1.320,0.640
3,4:06,2,16,ARI 40,10,14,Josh McCown pass complete to Anquan Boldin for 14 yards (tackle by William Hampton),0.640,1.820
3,3:20,3,2,CAR 46,10,14,Marcel Shipp up the middle for 2 yards (tackle by Brentson Buckner),1.820,2.650
3,2:37,1,10,CAR 44,10,14,Marcel Shipp left tackle for no gain (tackle by Kris Jenkins),2.650,2.110
3,1:50,2,10,CAR 44,10,14,Josh McCown pass incomplete,2.110,1.420
3,1:42,,,,10,14,Timeout #1 by Arizona Cardinals,0.000,1.420
3,1:42,3,10,CAR 44,10,14,Josh McCown pass incomplete intended for Anquan Boldin,1.420,0.330
3,1:37,4,10,CAR 44,10,14,Scott Player punts 37 yards,0.330,0.380
3,1:28,1,10,CAR 7,10,14,Stephen Davis right end for 4 yards (tackle by Gerald Hayes),-0.380,-0.490
3,0:43,2,6,CAR 11,10,14,Jake Delhomme pass complete to Steve Smith for 8 yards (tackle by LeVar Woods),-0.490,0.150
Quarter,Time,Down,ToGo,Location,CAR,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 19,10,14,Jake Delhomme pass incomplete intended for Muhsin Muhammad,0.150,-0.390
4,14:55,2,10,CAR 19,10,14,Jake Delhomme pass complete to Stephen Davis for 11 yards (tackle by Wendell Bryant),-0.390,0.940
4,14:20,1,10,CAR 30,10,14,Stephen Davis up the middle for 8 yards (tackle by LeVar Woods),0.940,1.470
4,13:46,2,2,CAR 38,10,14,Stephen Davis left end for 6 yards (tackle by Adrian Wilson),1.470,1.860
4,13:04,1,10,CAR 44,10,14,Jake Delhomme pass complete to Kris Mangum for 19 yards (tackle by David Barrett),1.860,3.120
4,12:19,1,10,ARI 37,10,14,Jake Delhomme pass complete to Steve Smith for 6 yards (tackle by Gerald Hayes),3.120,3.380
4,11:52,2,4,ARI 31,16,14,"Jake Delhomme pass complete to DeShaun Foster for 31 yards, touchdown",3.380,7.000
,,,,,,,"CAR challenged the ruling, and the original play was overturned.",,
4,,,,ARI 2,17,14,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,17,14,Todd Sauerbrun kicks off 68 yards,0.000,1.600
4,11:29,1,10,ARI 40,17,14,Emmitt Smith up the middle for 11 yards (tackle by Brian L. Allen),1.600,2.320
4,10:51,1,10,CAR 49,17,14,Josh McCown pass incomplete intended for Bryan Gilmore,2.320,1.780
4,10:44,2,10,CAR 49,17,14,Josh McCown pass incomplete intended for Anquan Boldin,1.780,1.090
4,10:39,3,10,CAR 49,17,14,"Josh McCown pass incomplete intended for Anquan Boldin. Penalty on Will Witherspoon: Roughing the Passer, 15 yards (no play)",1.090,3.310
4,10:30,1,10,CAR 34,17,14,Marcel Shipp right end for 21 yards (tackle by Dante Wesley),3.310,4.710
4,9:51,1,10,CAR 13,17,14,Marcel Shipp right tackle for -1 yards (tackle by Shane Burton),4.710,3.900
4,9:11,2,11,CAR 14,17,14,Josh McCown sacked by Al Wallace for -3 yards,3.900,2.880
4,8:34,3,14,CAR 17,17,14,Josh McCown pass incomplete intended for Anquan Boldin,2.880,2.310
4,8:29,4,14,CAR 17,17,14,Neil Rackers 35 yard field goal no good,2.310,-0.610
4,8:25,1,10,CAR 25,17,14,Stephen Davis left end for 1 yard (tackle by David Barrett),0.610,0.200
4,7:47,2,9,CAR 26,17,14,Jake Delhomme pass complete to Brad Hoover for 4 yards (tackle by David Barrett),0.200,0.040
4,7:04,3,5,CAR 30,17,14,Jake Delhomme pass incomplete intended for Brad Hoover (defended by Renaldo Hill),0.040,-1.370
4,7:00,4,5,CAR 30,17,14,Todd Sauerbrun punts 40 yards,-1.370,-0.940
4,6:54,1,10,ARI 30,17,14,Josh McCown pass complete to Anquan Boldin for 6 yards (tackle by Will Witherspoon),0.940,1.200
4,6:23,2,4,ARI 36,17,14,Marcel Shipp up the middle for -6 yards (tackle by Kris Jenkins),1.200,-0.300
4,5:57,3,10,ARI 30,17,14,"Josh McCown left end for 14 yards (tackle by Terry Cousin). Penalty on L.J. Shelton: Offensive Holding, 10 yards (no play)",-0.300,-1.620
4,5:12,3,20,ARI 20,17,14,Josh McCown pass complete to Anquan Boldin for 24 yards,-1.620,1.860
4,4:48,1,10,ARI 44,17,14,Emmitt Smith up the middle for no gain (tackle by Kemp Rasmussen),1.860,1.320
4,4:12,2,10,ARI 44,17,14,Josh McCown pass complete to Nate Poole for 12 yards (tackle by Mike Minter),1.320,2.650
4,3:27,1,10,CAR 44,17,14,Josh McCown pass incomplete intended for Anquan Boldin,2.650,2.110
4,3:23,2,10,CAR 44,17,14,Josh McCown left end for 8 yards (tackle by Will Witherspoon),2.110,2.480
4,3:17,3,2,CAR 36,17,14,Marcel Shipp up the middle for 3 yards (tackle by Mike Minter and Brian L. Allen),2.480,3.380
4,2:36,1,10,CAR 33,17,14,Josh McCown pass complete to Freddie Jones for 22 yards (tackle by Will Witherspoon),3.380,4.840
4,2:00,1,10,CAR 11,17,14,Josh McCown sacked by Brian L. Allen for -1 yards,4.840,3.980
4,1:45,,,,17,14,Timeout #1 by Carolina Panthers,0.000,3.980
4,1:45,2,11,CAR 12,17,14,Josh McCown pass incomplete intended for Freddie Jones (defended by Mike Minter),3.980,3.110
4,1:40,3,11,CAR 12,17,14,"Josh McCown left end for 8 yards (tackle by Julius Peppers). Penalty on Cameron Spikes: Offensive Holding, 10 yards (no play)",3.110,2.150
4,1:28,3,21,CAR 22,17,14,Josh McCown sacked by Julius Peppers for -4 yards,2.150,1.740
4,1:15,,,,17,14,Timeout #2 by Carolina Panthers,0.000,1.740
4,1:15,4,25,CAR 26,17,17,Neil Rackers 44 yard field goal good,1.740,3.000
4,,,,ARI 30,17,17,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
4,1:09,1,10,CAR 20,17,17,Jake Delhomme pass complete to Steve Smith for 9 yards (tackle by Coby Rhinehart),0.280,0.950
4,1:05,2,1,CAR 29,17,17,"Penalty on Bruce Nelson: False Start, 5 yards (no play)",0.950,0.270
4,1:05,2,6,CAR 24,17,17,Jake Delhomme pass complete to Steve Smith for 7 yards (tackle by David Barrett),0.270,1.000
4,1:00,1,10,CAR 31,17,17,Jake Delhomme pass incomplete intended for Ricky Proehl (defended by Dexter Jackson),1.000,0.460
4,0:52,2,10,CAR 31,17,17,Jake Delhomme pass complete to Steve Smith for 7 yards (tackle by David Barrett),0.460,0.700
4,0:31,3,3,CAR 38,17,17,Jake Delhomme pass complete to DeShaun Foster for 11 yards (tackle by James Darling),0.700,2.190
4,0:21,,,,17,17,Timeout #3 by Carolina Panthers,0.000,2.190
4,0:21,1,10,CAR 49,17,17,Jake Delhomme pass incomplete intended for Nick Goings,2.190,1.650
4,0:17,2,10,CAR 49,17,17,Jake Delhomme pass complete to Steve Smith for 13 yards,1.650,3.050
4,0:12,1,10,ARI 38,17,17,Jake Delhomme pass complete to Steve Smith for 7 yards,3.050,3.450
4,0:08,2,3,ARI 31,20,17,John Kasay 49 yard field goal good,3.450,3.000
4,,,,CAR 30,20,17,"Todd Sauerbrun kicks off 36 yards, returned by Josh Scobey for no gain. Penalty on Josh Scobey: Illegal Forward Pass (Declined)",0.000,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
