Quarter,Time,Tm,Detail,CAR,ARI
1.0,11:24,Panthers,Mike Minter 35 yard interception return (John Kasay kick),7,0
,0:36,Cardinals,Josh McCown 16 yard rush (Neil Rackers kick),7,7
2.0,6:04,Cardinals,Emmitt Smith 4 yard rush (Neil Rackers kick),7,14
3.0,6:01,Panthers,John Kasay 21 yard field goal,10,14
4.0,11:29,Panthers,DeShaun Foster 31 yard pass from Jake Delhomme (John Kasay kick),17,14
,1:09,Cardinals,Neil Rackers 44 yard field goal,17,17
,0:04,Panthers,John Kasay 49 yard field goal,20,17
