Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
1,9:36,2,6,PIT 39,7,0,Jay Cutler pass complete short right to Brandon Stokley for 12 yards (tackle by Troy Polamalu),2.720,3.780
1,8:57,1,10,PIT 27,7,0,Jay Cutler pass complete short right to Tony Scheffler for 3 yards (tackle by Ike Taylor),3.780,3.640
1,8:25,2,7,PIT 24,7,0,Travis Henry right tackle for 8 yards (tackle by Troy Polamalu),3.640,4.510
1,7:45,1,10,PIT 16,7,0,Travis Henry up the middle for 1 yard (tackle by Aaron Smith and Clark Haggans),4.510,4.050
1,7:08,2,9,PIT 15,7,0,Travis Henry right end for no gain (tackle by Casey Hampton and Clark Haggans),4.050,3.220
1,6:24,3,9,PIT 15,7,6,"Jay Cutler pass complete short right to Brandon Stokley for 15 yards, touchdown",3.220,7.000
1,,,,PIT 2,7,7,Jason Elam kicks extra point good,0.000,0.000
1,,,,DEN 30,7,7,"Todd Sauerbrun kicks off 72 yards, returned by Allen Rossum for 24 yards (tackle by Jamie Winborn)",0.000,0.410
1,6:12,1,10,PIT 22,7,7,Willie Parker left tackle for 7 yards (tackle by Nick Ferguson),0.410,0.810
1,5:34,2,3,PIT 29,7,7,Ben Roethlisberger pass incomplete deep middle intended for Santonio Holmes (defended by Dre' Bly),0.810,0.100
1,5:29,3,3,PIT 29,7,7,Ben Roethlisberger pass incomplete short middle intended for Hines Ward,0.100,-1.440
1,5:25,4,3,PIT 29,7,7,"Daniel Sepulveda punts 46 yards, fair catch by Glenn Martinez",-1.440,-0.670
1,5:18,1,10,DEN 26,7,7,--,0.670,0.340
1,5:18,1,15,DEN 21,7,7,Travis Henry left guard for 3 yards (tackle by James Harrison),0.340,-0.140
1,4:42,2,12,DEN 24,7,7,Jay Cutler pass incomplete deep left intended for Brandon Stokley,-0.140,-0.820
1,4:36,3,12,DEN 24,7,7,Jay Cutler pass complete short left to Brandon Stokley for 16 yards (tackle by Deshea Townsend),-0.820,1.600
1,3:59,1,10,DEN 40,7,7,"Travis Henry left tackle for 3 yards (tackle by Larry Foote). Travis Henry fumbles (forced by Larry Foote), recovered by Matt Lepsis at DEN-43",1.600,1.460
1,3:23,2,7,DEN 43,7,7,Jay Cutler pass incomplete deep middle intended for Glenn Martinez,1.460,0.760
1,3:16,3,7,DEN 43,7,7,Jay Cutler pass complete short left to Tony Scheffler for 4 yards (tackle by William Gay),0.760,-0.260
1,2:53,4,3,DEN 47,7,7,Todd Sauerbrun punts 41 yards,-0.260,0.350
1,2:44,1,10,PIT 12,7,7,Ben Roethlisberger pass complete short right to Santonio Holmes for 4 yards (tackle by Elvis Dumervil),-0.350,-0.370
1,2:03,2,6,PIT 16,7,7,Ben Roethlisberger pass incomplete deep left intended for Santonio Holmes is intercepted by Dre' Bly at DEN-37,-0.370,-1.400
1,1:53,1,10,DEN 37,7,7,Travis Henry right guard for 6 yards (tackle by Casey Hampton and Troy Polamalu),1.400,1.670
1,1:18,2,4,DEN 43,7,7,Jay Cutler pass complete short left to Brandon Stokley for 10 yards (tackle by Deshea Townsend),1.670,2.460
1,0:37,1,10,PIT 47,7,7,Jay Cutler pass complete short right to Brian Clark for 7 yards (tackle by Clark Haggans),2.460,2.860
Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,PIT 40,7,7,Jay Cutler pass incomplete deep middle intended for Brandon Marshall is intercepted by Aaron Smith at PIT-0,2.860,-0.280
2,14:52,1,10,PIT 20,7,7,Willie Parker up the middle for 4 yards (tackle by Dre' Bly and D.J. Williams),0.280,0.270
2,14:10,2,6,PIT 24,7,7,Willie Parker left tackle for 27 yards (tackle by D.J. Williams),0.270,2.320
2,13:22,1,10,DEN 49,7,7,Najeh Davenport up the middle for 3 yards (tackle by John Engelberger and Nate Webster),2.320,2.190
2,12:40,2,7,DEN 46,7,7,Willie Parker up the middle for 3 yards (tackle by Ian Gold),2.190,1.880
2,11:56,3,4,DEN 43,7,7,Ben Roethlisberger pass incomplete deep middle intended for Hines Ward,1.880,0.400
2,11:46,4,4,DEN 43,7,7,"Daniel Sepulveda punts 30 yards, fair catch by Glenn Martinez",0.400,0.280
2,11:38,1,10,DEN 14,7,7,Travis Henry left guard for 4 yards (tackle by James Harrison and Casey Hampton),-0.280,-0.210
2,11:04,2,6,DEN 18,7,7,Travis Henry left tackle for 1 yard (tackle by Larry Foote),-0.210,-0.800
2,10:23,3,5,DEN 19,7,7,Jay Cutler pass incomplete short left intended for Brandon Marshall,-0.800,-2.140
2,10:18,4,5,DEN 19,7,7,Todd Sauerbrun punts 50 yards,-2.140,-1.070
2,10:08,1,10,PIT 32,7,7,Willie Parker left tackle for -1 yards (tackle by D.J. Williams),1.070,0.390
2,9:28,2,11,PIT 31,7,7,Willie Parker up the middle for -3 yards (tackle by Jarvis Moss),0.390,-0.690
2,8:46,3,14,PIT 28,7,7,Ben Roethlisberger pass complete short left to Santonio Holmes for 16 yards,-0.690,1.860
2,8:12,1,10,PIT 44,7,7,Ben Roethlisberger pass incomplete short right intended for Hines Ward (defended by Domonique Foxworth),1.860,1.320
,,,,,,,"PIT challenged the ruling, and the play was upheld.",,
2,8:06,2,10,PIT 44,7,7,Willie Parker left tackle for 1 yard (tackle by Alvin McKinley and Nick Ferguson),1.320,0.760
2,7:23,3,9,PIT 45,7,7,Ben Roethlisberger pass incomplete deep middle intended for Hines Ward is intercepted by D.J. Williams at DEN-39,0.760,-1.530
2,7:16,1,10,DEN 39,7,7,Jay Cutler pass complete short left to Brandon Marshall for 9 yards (tackle by Troy Polamalu),1.530,2.200
2,6:35,2,1,DEN 48,7,7,Travis Henry right guard for 6 yards (tackle by Ryan Clark),2.200,2.520
2,5:55,1,10,PIT 46,7,7,"Jay Cutler up the middle for 31 yards (tackle by Troy Polamalu). Penalty on Troy Polamalu: Unnecessary Roughness, 8 yards",2.520,5.600
2,5:29,1,7,PIT 7,7,7,Travis Henry up the middle for 6 yards (tackle by James Harrison),5.600,5.910
2,4:45,2,1,PIT 1,7,7,Travis Henry left guard for no gain (tackle by Larry Foote),5.910,5.170
2,4:05,3,1,PIT 1,7,13,"Jay Cutler pass complete short right to Cecil Sapp for 1 yard, touchdown",5.170,7.000
2,,,,PIT 2,7,14,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,7,14,"Todd Sauerbrun kicks off 61 yards, returned by Najeh Davenport for 19 yards (tackle by Jordan Beck)",0.000,0.810
2,3:56,1,10,PIT 28,7,14,Willie Parker right end for 7 yards (tackle by Ian Gold),0.810,1.210
2,3:13,2,3,PIT 35,7,14,Ben Roethlisberger pass complete deep middle to Heath Miller for 27 yards (tackle by Domonique Foxworth). Penalty on Nate Webster: Defensive Holding (Declined),1.210,3.050
2,2:50,1,10,DEN 38,7,14,Ben Roethlisberger pass incomplete short left intended for Willie Parker,3.050,2.510
2,2:45,2,10,DEN 38,7,20,"Ben Roethlisberger sacked by Elvis Dumervil for -12 yards. Ben Roethlisberger fumbles (forced by Elvis Dumervil), recovered by Tim Crowder at tm_-50 and returned for 50 yards, touchdown",2.510,-7.000
2,,,,PIT 2,7,21,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,7,21,"Todd Sauerbrun kicks off 66 yards, returned by Allen Rossum for 21 yards (tackle by Jordan Beck)",0.000,0.610
2,2:25,1,10,PIT 25,7,21,Ben Roethlisberger sacked by Alvin McKinley for -4 yards,0.610,-0.480
2,2:01,2,14,PIT 21,7,21,Ben Roethlisberger pass complete deep left to Hines Ward for 18 yards (tackle by John Lynch),-0.480,1.530
2,1:51,1,10,PIT 39,7,21,Ben Roethlisberger pass complete short right to Hines Ward for 9 yards (tackle by Domonique Foxworth),1.530,2.200
2,1:33,2,1,PIT 48,7,21,Ben Roethlisberger pass incomplete short left intended for Najeh Davenport (defended by D.J. Williams),2.200,1.490
2,1:28,3,1,PIT 48,7,21,Najeh Davenport up the middle for 3 yards (tackle by D.J. Williams),1.490,2.320
2,1:03,1,10,DEN 49,7,21,Ben Roethlisberger pass complete deep middle to Hines Ward for 18 yards (tackle by John Lynch),2.320,3.510
2,0:35,1,10,DEN 31,7,21,Ben Roethlisberger pass incomplete deep left intended for Santonio Holmes (defended by Dre' Bly). Penalty on Santonio Holmes: Illegal Touch Pass (Declined),3.510,2.970
2,0:22,2,10,DEN 31,7,21,"Ben Roethlisberger pass complete short right to Hines Ward for 12 yards (tackle by Karl Paymah). Penalty on Kendall Simmons: Offensive Holding, 10 yards (no play)",2.970,1.620
2,0:14,2,20,DEN 41,7,21,Ben Roethlisberger sacked by Elvis Dumervil for -6 yards,1.620,0.170
2,0:03,,,,7,21,Timeout #3 by Pittsburgh Steelers,0.000,0.170
2,0:03,3,26,DEN 47,7,21,Jeff Reed 65 yard field goal no good,0.170,2.520
Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,7,21,"Jeff Reed kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,DEN 20,7,21,Jay Cutler pass complete short left to Brandon Marshall for 13 yards (tackle by James Harrison),0.280,1.140
3,14:27,1,10,DEN 33,7,21,Travis Henry up the middle for 6 yards (tackle by James Farrior),1.140,1.400
3,13:54,2,4,DEN 39,7,21,Travis Henry left tackle for 1 yard (tackle by Clark Haggans),1.400,0.830
3,13:12,3,3,DEN 40,7,21,Jay Cutler pass complete short left to Brandon Marshall for 5 yards (tackle by James Harrison),0.830,1.930
3,12:32,1,10,DEN 45,7,21,Jay Cutler pass incomplete short middle intended for Tony Scheffler is intercepted by Larry Foote at PIT-45 and returned for 14 yards (tackle by Montrae Holland),1.930,-2.850
3,12:21,1,10,DEN 41,7,21,Willie Parker left tackle for 1 yard (tackle by Domonique Foxworth),2.850,2.440
3,11:38,2,9,DEN 40,7,21,Willie Parker left tackle for 1 yard (tackle by D.J. Williams),2.440,1.880
3,10:57,3,8,DEN 39,7,21,Ben Roethlisberger up the middle for 11 yards (tackle by Jeff Shoate),1.880,3.710
3,10:19,1,10,DEN 28,7,21,Willie Parker up the middle for 15 yards (tackle by John Lynch),3.710,4.710
3,9:47,1,10,DEN 13,7,21,Willie Parker up the middle for 4 yards (tackle by Nick Ferguson),4.710,4.770
3,9:01,2,6,DEN 9,7,21,Willie Parker up the middle for -4 yards (tackle by Nick Ferguson),4.770,3.120
3,8:17,3,10,DEN 13,13,21,"Ben Roethlisberger pass complete short left to Santonio Holmes for 13 yards, touchdown",3.120,7.000
3,,,,DEN 2,14,21,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,14,21,"Jeff Reed kicks off 74 yards, returned by Selvin Young for 25 yards (tackle by Carey Davis)",0.000,0.340
3,8:05,1,10,DEN 21,14,21,Jay Cutler pass complete deep right to Brandon Marshall for 19 yards (tackle by Troy Polamalu),0.340,1.600
3,7:28,1,10,DEN 40,14,21,Travis Henry left tackle for 3 yards (tackle by Larry Foote),1.600,1.460
3,6:49,2,7,DEN 43,14,21,Jay Cutler right end for 6 yards (tackle by Clark Haggans),1.460,1.550
3,6:18,3,1,DEN 49,14,21,Cecil Sapp up the middle for 3 yards (tackle by James Harrison),1.550,2.390
3,5:40,1,10,PIT 48,14,21,Jay Cutler sacked by James Harrison for -3 yards,2.390,1.440
3,5:04,2,13,DEN 49,14,21,Travis Henry up the middle for -1 yards (tackle by James Harrison and Larry Foote),1.440,0.630
3,4:19,3,14,DEN 48,14,21,Jay Cutler pass complete short left to Selvin Young for 16 yards (tackle by William Gay),0.630,3.180
3,3:30,1,10,PIT 36,14,21,"Jay Cutler sacked by LaMarr Woodley for -14 yards. Jay Cutler fumbles (forced by LaMarr Woodley), recovered by Brandon Marshall at DEN-47 and returned for 6 yards",3.180,1.150
3,2:42,2,21,PIT 47,14,21,Jay Cutler pass complete short right to Brian Clark for 7 yards (tackle by Ike Taylor),1.150,1.420
3,1:55,3,14,PIT 40,14,21,Jay Cutler pass complete short right to Brandon Stokley for 17 yards (tackle by James Farrior),1.420,4.040
3,1:13,1,10,PIT 23,14,21,Jay Cutler pass complete short left to Brandon Marshall for 22 yards (tackle by Ryan Clark),4.040,6.970
3,0:41,1,1,PIT 1,14,21,Travis Henry left guard for no gain (tackle by Chris Hoke),6.970,5.910
3,0:05,2,1,PIT 1,14,27,"Jay Cutler pass complete short right to Tony Scheffler for 1 yard, touchdown",5.910,7.000
3,,,,PIT 2,14,28,Jason Elam kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,,,,DEN 30,14,28,"Todd Sauerbrun kicks off 67 yards, returned by Allen Rossum for 3 yards (tackle by Steve Cargile)",0.000,-0.380
4,14:57,1,10,PIT 6,14,28,Ben Roethlisberger pass complete short right to Hines Ward for 3 yards (tackle by Ian Gold),-0.380,-0.560
4,14:16,2,7,PIT 9,14,28,"Ben Roethlisberger pass complete short left to Santonio Holmes for 10 yards (tackle by John Lynch). Penalty on John Lynch: Unnecessary Roughness, 15 yards",-0.560,1.200
4,13:57,1,10,PIT 34,14,28,Willie Parker left tackle for -3 yards (tackle by John Engelberger and Nate Webster),1.200,0.250
4,13:14,2,13,PIT 31,14,28,Ben Roethlisberger pass complete short left to Willie Parker for 22 yards (tackle by Dre' Bly),0.250,2.460
4,12:24,1,10,DEN 47,14,28,Willie Parker right tackle for 24 yards (tackle by Domonique Foxworth),2.460,4.040
4,11:56,1,10,DEN 23,14,28,Ben Roethlisberger pass incomplete short left intended for Hines Ward,4.040,3.500
4,11:53,,,,14,28,Timeout #1 by Pittsburgh Steelers,0.000,3.500
4,11:53,2,10,DEN 23,14,28,Ben Roethlisberger up the middle for 8 yards (tackle by Elvis Dumervil),3.500,4.050
4,11:10,3,2,DEN 15,14,28,Willie Parker left tackle for 1 yard (tackle by D.J. Williams and Domonique Foxworth),4.050,2.660
4,10:40,4,1,DEN 14,14,28,Ben Roethlisberger up the middle for 1 yard (tackle by Ian Gold),2.660,4.710
4,10:16,1,10,DEN 13,20,28,"Ben Roethlisberger pass complete short middle to Matt Spaeth for 13 yards, touchdown",4.710,7.000
4,,,,DEN 2,21,28,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,21,28,"Jeff Reed kicks off 71 yards, returned by Glenn Martinez for 31 yards (tackle by William Gay)",0.000,0.940
4,10:00,1,10,DEN 30,21,28,Brandon Stokley up the middle for -6 yards (tackle by Larry Foote),0.940,-0.420
4,9:27,2,16,DEN 24,21,28,Selvin Young up the middle for 2 yards (tackle by James Farrior and Nick Eason),-0.420,-0.820
4,8:39,,,,21,28,Timeout #1 by Denver Broncos,0.000,-0.820
4,8:39,3,14,DEN 26,21,28,Jay Cutler up the middle for 4 yards (tackle by Travis Kirschke and Brett Keisel),-0.820,-1.370
4,8:01,4,10,DEN 30,21,28,"Todd Sauerbrun punts 64 yards, returned by Allen Rossum for 16 yards (tackle by Karl Paymah)",-1.370,-0.410
4,7:47,1,10,PIT 22,21,28,Ben Roethlisberger pass complete short left to Santonio Holmes for 9 yards (tackle by Nate Webster),0.410,1.080
4,7:19,2,1,PIT 31,21,28,Ben Roethlisberger pass complete short right to Santonio Holmes for 2 yards (tackle by Dre' Bly),1.080,1.140
4,6:36,1,10,PIT 33,21,28,Willie Parker up the middle for 1 yard (tackle by Ian Gold and D.J. Williams),1.140,0.730
4,5:56,2,9,PIT 34,21,28,Willie Parker up the middle for 1 yard (tackle by Ian Gold),0.730,0.170
4,5:13,3,8,PIT 35,21,28,Ben Roethlisberger pass complete short middle to Hines Ward for 16 yards (tackle by D.J. Williams),0.170,2.320
4,4:29,1,10,DEN 49,21,28,Ben Roethlisberger pass complete short left to Willie Parker for 12 yards (tackle by Domonique Foxworth),2.320,3.120
4,3:39,1,10,DEN 37,21,28,Ben Roethlisberger sacked by John Engelberger for -8 yards. Penalty on Kendall Simmons: Offensive Holding (Declined),3.120,1.490
4,3:30,2,18,DEN 45,21,28,Ben Roethlisberger pass complete short middle to Hines Ward for 8 yards (tackle by Domonique Foxworth),1.490,1.880
4,2:46,3,10,DEN 37,21,28,Ben Roethlisberger pass complete short right to Cedrick Wilson for 12 yards (tackle by Nick Ferguson),1.880,3.910
4,2:07,1,10,DEN 25,21,28,Willie Parker left tackle for 4 yards (tackle by Nate Webster),3.910,3.900
4,2:00,2,6,DEN 21,21,28,Ben Roethlisberger pass complete short right to Carey Davis for 9 yards (tackle by Domonique Foxworth),3.900,4.780
4,1:16,1,10,DEN 12,27,28,"Ben Roethlisberger pass complete short right to Heath Miller for 12 yards, touchdown",4.780,7.000
4,,,,DEN 2,28,28,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,28,28,"Jeff Reed kicks off 70 yards, touchback",0.000,0.280
4,1:10,1,10,DEN 20,28,28,Jay Cutler pass complete short middle to Tony Scheffler for 16 yards (tackle by Troy Polamalu). Penalty on Clark Haggans: Defensive Offside (Declined),0.280,1.330
4,1:03,1,10,DEN 36,28,28,Jay Cutler pass incomplete deep right intended for Brandon Marshall,1.330,0.790
4,0:59,2,10,DEN 36,28,28,Jay Cutler pass complete short right to Brandon Marshall for 9 yards (tackle by Ike Taylor),0.790,1.290
4,0:43,3,1,DEN 45,28,28,"Jay Cutler up the middle for 1 yard (tackle by Clark Haggans). Penalty on James Harrison: Defensive Offside, 5 yards (no play)",1.290,2.260
4,0:41,1,10,,28,28,Jay Cutler pass complete short left to Glenn Martinez for 11 yards (tackle by William Gay),2.260,2.980
4,0:33,,,,28,28,Timeout #2 by Denver Broncos,0.000,2.980
4,0:33,1,10,PIT 39,28,28,Jay Cutler pass complete short middle to Daniel Graham for 9 yards (tackle by Ryan Clark),2.980,3.660
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
4,0:20,2,1,PIT 30,28,28,Selvin Young left tackle for -1 yards (tackle by James Harrison),3.660,2.810
4,0:02,,,,28,28,Timeout #2 by Pittsburgh Steelers,0.000,2.810
4,0:02,3,2,PIT 31,28,31,Jason Elam 49 yard field goal good,2.810,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
