Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Steelers won the coin toss, Steelers to receive the opening kickoff.",,
1,15:00,,,DEN 30,0,0,Todd Sauerbrun kicks off 68 yards,0.000,1.600
1,15:00,1,10,PIT 40,0,0,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes (defended by John Lynch),1.600,1.050
1,14:55,2,10,PIT 40,0,0,Ben Roethlisberger pass complete short left to Heath Miller for 3 yards (tackle by Nick Ferguson). Penalty on Sean Mahan: Ineligible Downfield Pass (Declined),1.050,0.760
1,14:26,3,7,PIT 43,0,0,Ben Roethlisberger pass complete deep middle to Nate Washington for 40 yards (tackle by Nick Ferguson),0.760,4.440
1,13:42,1,10,DEN 17,0,0,Willie Parker left end for no gain (tackle by Alvin McKinley),4.440,3.850
1,13:02,2,10,DEN 17,0,0,Ben Roethlisberger pass complete short right to Hines Ward for 6 yards (tackle by D.J. Williams),3.850,4.100
1,12:18,3,4,DEN 11,0,0,Ben Roethlisberger pass complete short right to Heath Miller for 7 yards (tackle by Nick Ferguson),4.100,6.280
1,11:37,1,4,DEN 4,0,0,Willie Parker up the middle for 3 yards (tackle by Domonique Foxworth and John Lynch),6.280,5.910
1,11:06,,,,0,0,Timeout #1 by Pittsburgh Steelers,0.000,5.910
1,11:06,2,1,DEN 1,6,0,"Ben Roethlisberger pass complete short right to Heath Miller for 1 yard, touchdown",5.910,7.000
1,,,,DEN 2,7,0,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,7,0,"Jeff Reed kicks off 61 yards, returned by Selvin Young for 22 yards (tackle by Ike Taylor)",0.000,1.000
1,10:54,1,10,DEN 31,7,0,Jay Cutler pass incomplete short right intended for Brandon Marshall,1.000,0.460
1,10:52,2,10,DEN 31,7,0,Jay Cutler pass complete deep middle to Tony Scheffler for 26 yards (tackle by Ryan Clark),0.460,2.720
1,10:13,1,10,PIT 43,7,0,Travis Henry left tackle for 4 yards (tackle by Aaron Smith),2.720,2.720
