Quarter,Time,Down,ToGo,Location,DAL,DET,Detail,EPB,EPA
1,7:19,3,7,DAL 32,0,0,"Chad Hutchinson sacked for -6 yards. Penalty on James Hall: Defensive Offside, 5 yards (no play)",0.040,0.700
1,6:54,3,2,DAL 37,0,0,Troy Hambrick left end for 1 yard (tackle by Chris Claiborne),0.700,-0.850
1,6:15,4,1,DAL 38,0,0,"Filip Filipovic punts 42 yards, returned by Az-Zahir Hakim for 1 yard (tackle by Troy Hambrick)",-0.850,-0.340
1,6:03,1,10,DET 21,0,0,Joey Harrington pass complete to Bill Schroeder for 5 yards (tackle by Mario Edwards and Randal Williams),0.340,0.480
1,5:40,2,5,DET 26,0,0,James Stewart right tackle for no gain (tackle by Ebenezer Ekuban),0.480,-0.230
1,4:55,3,5,DET 26,0,0,Joey Harrington pass incomplete intended for Az-Zahir Hakim (defended by Kevin Hardy),-0.230,-1.630
1,4:51,4,5,DET 26,0,0,"John Jett punts 55 yards, returned by Reggie Swinton for 15 yards (tackle by Bradford Banta)",-1.630,-1.200
1,4:37,1,10,DAL 34,0,0,Emmitt Smith middle for 2 yards (tackle by Luther Elliss),1.200,0.930
1,4:04,2,8,DAL 36,0,0,Chad Hutchinson pass incomplete intended for Darnay Scott (defended by Barrett Green),0.930,0.230
1,4:01,3,8,DAL 36,0,0,Chad Hutchinson pass incomplete intended for Darnay Scott,0.230,-0.980
1,3:56,4,8,DAL 36,0,0,"Filip Filipovic punts 41 yards. Penalty on Peppi Zellner: Ineligible Downfield Kick, 5 yards (no play)",-0.980,-1.310
1,3:45,4,13,DAL 31,0,0,Filip Filipovic punts 31 yards,-1.310,-1.470
1,3:35,1,10,DET 38,0,0,Joey Harrington pass incomplete intended for Cory Schlesinger,1.470,0.920
1,3:30,2,10,DET 38,0,0,James Stewart right end for 1 yard (tackle by Peppi Zellner),0.920,0.370
1,3:30,3,9,DET 39,0,0,"Penalty on Ebenezer Ekuban: Defensive Offside, 5 yards (no play)",0.370,1.020
1,2:30,3,4,DET 44,0,0,Joey Harrington pass complete to Cory Schlesinger for -1 yards (tackle by Derek Ross),1.020,-0.520
1,2:00,4,5,DET 43,0,0,"John Jett punts 48 yards, returned by Reggie Swinton for 5 yards (tackle by Andre' Goodman)",-0.520,0.280
1,1:50,1,10,DAL 14,0,0,Chad Hutchinson pass complete to James Whalen for 11 yards (tackle by Donte Curry),-0.280,0.610
1,1:12,1,10,DAL 25,0,0,Antonio Bryant left end for 3 yards (tackle by Chris Cash),0.610,0.470
1,0:31,2,7,DAL 28,0,0,Chad Hutchinson pass complete to Joey Galloway for 7 yards,0.470,1.270
Quarter,Time,Down,ToGo,Location,DAL,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DAL 35,0,0,"Penalty on Antonio Bryant: False Start (Declined), Penalty on Flozell Adams: Personal Foul, 15 yards (no play)",1.270,0.280
2,15:00,1,25,DAL 20,0,0,Emmitt Smith left tackle for 3 yards (tackle by Robert Porcher),0.280,-0.900
2,14:24,2,22,DAL 23,0,0,Chad Hutchinson pass complete to Robert Thomas for 4 yards (tackle by Corey Harris),-0.900,-1.020
2,13:44,3,18,DAL 27,0,0,Chad Hutchinson pass complete to Troy Hambrick for 5 yards (tackle by Corey Harris),-1.020,-1.240
2,12:59,4,13,DAL 32,0,0,"Filip Filipovic punts 40 yards, returned by Az-Zahir Hakim for no gain",-1.240,-0.810
2,12:50,1,10,DET 28,0,0,Joey Harrington pass incomplete intended for Az-Zahir Hakim,0.810,0.260
2,12:46,2,10,DET 28,0,0,James Stewart middle for 2 yards (tackle by Kevin Hardy and Peppi Zellner),0.260,-0.160
2,12:05,3,8,DET 30,0,0,Joey Harrington pass incomplete intended for James Stewart (defended by Brandon Noble),-0.160,-1.370
2,11:55,4,8,DET 30,0,0,"John Jett punts 46 yards, returned by Reggie Swinton for 1 yard (tackle by Jimmy Wyrick)",-1.370,-0.610
2,11:45,1,10,DAL 25,0,0,Chad Hutchinson pass complete to Darnay Scott for 11 yards (tackle by Chris Claiborne),0.610,1.330
2,11:08,1,10,DAL 36,0,0,Emmitt Smith left end for 4 yards (tackle by Chris Claiborne),1.330,1.330
2,10:29,2,6,DAL 40,0,0,Chad Hutchinson pass complete to Robert Thomas for 3 yards (tackle by Corey Harris and Chris Cash),1.330,1.030
2,9:50,3,3,DAL 43,0,0,Troy Hambrick middle for 2 yards (tackle by Kalimba Edwards),1.030,-0.390
2,9:12,4,1,DAL 45,0,0,"Filip Filipovic punts 55 yards, touchback. Penalty on Duane Hawthorne: Illegal Touch Kick (Declined)",-0.390,-0.280
2,8:59,1,10,DET 20,0,0,James Stewart middle for 1 yard (tackle by Markus Steele),0.280,-0.130
2,8:21,2,9,DET 21,0,0,"Joey Harrington pass complete to Az-Zahir Hakim for 14 yards (tackle by Kevin Hardy). Penalty on Ray Brown: Tripping, 10 yards (no play)",-0.130,-1.440
2,8:08,2,19,DET 11,0,0,Joey Harrington pass incomplete intended for Mikhael Ricks (defended by Dexter Coakley),-1.440,-2.470
2,8:03,3,19,DET 11,0,0,Joey Harrington pass complete to James Stewart for 7 yards (tackle by Kevin Hardy),-2.470,-2.240
2,7:31,4,12,DET 18,0,0,"John Jett punts 48 yards, returned by Reggie Swinton for 3 yards",-2.240,-1.400
2,7:22,1,10,DAL 37,0,0,"Chad Hutchinson sacked by Donte Curry for -9 yards. Chad Hutchinson fumbles (forced by Donte Curry), recovered by James Hall at DAL-32",1.400,-3.450
2,7:16,1,10,DAL 32,0,0,Joey Harrington pass incomplete intended for James Stewart,3.450,2.900
2,7:12,2,10,DAL 32,0,0,Joey Harrington pass incomplete intended for Bill Schroeder is intercepted by Derek Ross at DAL-0,2.900,-0.280
2,7:03,1,10,DAL 20,0,0,Chad Hutchinson pass complete to Tony McGee for 9 yards (tackle by Todd Lyght and Donte Curry),0.280,0.950
2,6:30,2,1,DAL 29,0,0,Chad Hutchinson pass complete to Joey Galloway for 6 yards (tackle by Todd Lyght),0.950,1.270
2,5:54,1,10,DAL 35,0,0,Emmitt Smith right tackle for 13 yards (tackle by Corey Harris),1.270,2.130
2,5:15,1,10,DAL 48,0,0,Emmitt Smith left end for -3 yards (tackle by James Hall),2.130,1.180
2,4:32,2,13,DAL 45,0,0,Chad Hutchinson pass incomplete intended for Tony McGee,1.180,0.500
2,4:30,3,13,DAL 45,0,0,Chad Hutchinson pass complete to Troy Hambrick for 12 yards (tackle by Corey Harris),0.500,0.400
2,4:15,4,1,DET 43,0,0,Filip Filipovic punts 38 yards,0.400,0.380
2,4:00,1,10,DET 5,0,0,Joey Harrington pass incomplete intended for Az-Zahir Hakim,-0.380,-0.780
2,3:57,2,10,DET 5,0,0,James Stewart middle for 2 yards (tackle by Kevin Hardy),-0.780,-1.190
2,3:18,2,10,DET 5,,,Timeout #1 by Detroit Lions,-0.780,-1.190
2,3:18,3,8,DET 7,0,0,Joey Harrington pass incomplete intended for Aveion Cason,-1.190,-2.490
2,3:15,4,8,DET 7,0,0,"John Jett punts 55 yards, returned by Reggie Swinton for 26 yards (tackle by Donte Curry)",-2.490,-3.180
2,3:00,1,10,DET 36,0,0,Chad Hutchinson sacked by Chris Claiborne for -9 yards,3.180,1.420
2,2:37,2,19,DET 45,0,0,Chad Hutchinson pass incomplete intended for Antonio Bryant,1.420,0.760
2,2:32,3,19,DET 45,0,0,Chad Hutchinson pass incomplete intended for Antonio Bryant,0.760,0.270
2,2:29,4,19,DET 45,0,0,"Filip Filipovic punts 45 yards, touchback",0.270,-0.280
2,2:17,1,10,DET 20,0,0,Joey Harrington pass incomplete intended for Bill Schroeder,0.280,-0.270
2,2:12,2,10,DET 20,0,0,Joey Harrington pass complete to Bill Schroeder for 11 yards (tackle by Markus Steele),-0.270,1.000
2,2:00,1,10,DET 31,0,0,Joey Harrington sacked by La'Roi Glover for -8 yards,1.000,-0.620
2,1:23,2,18,DET 23,0,0,"Joey Harrington pass complete to Mikhael Ricks for 18 yards (tackle by Dexter Coakley). Penalty on Stockar McDougle: Personal Foul, 11 yards (no play)",-0.620,-2.170
2,1:14,2,29,DET 12,0,0,James Stewart middle for 6 yards (tackle by Kevin Hardy and Dexter Coakley),-2.170,-2.190
2,1:06,2,29,DET 12,,,Timeout #1 by Dallas Cowboys,-2.170,-2.190
2,1:06,3,23,DET 18,0,0,Joey Harrington pass incomplete intended for Az-Zahir Hakim,-2.190,-2.240
2,1:00,4,23,DET 18,0,0,"John Jett punts 48 yards, returned by Ken-Yon Rambo for 1 yard (tackle by Stephen Trejo). Penalty on Louis Mackey: Illegal Block Above the Waist, 10 yards",-2.240,-0.610
2,0:48,4,23,DET 18,,,Timeout #2 by Dallas Cowboys,-2.240,-0.610
2,0:48,1,10,DAL 25,0,0,Michael Wiley left tackle for 10 yards (tackle by Jeff Gooch),0.610,1.270
2,0:01,1,10,DAL 35,0,0,Chad Hutchinson kneels for -1 yards,1.270,0.590
Quarter,Time,Down,ToGo,Location,DAL,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,0,0,"Jason Hanson kicks off 65 yards, returned by Reggie Swinton for 18 yards (tackle by Kalimba Edwards)",0.000,0.480
3,14:54,1,10,DAL 23,0,0,Chad Hutchinson pass complete to Joey Galloway for 2 yards (tackle by Chris Cash),0.480,0.200
3,14:22,2,8,DAL 25,0,0,"Chad Hutchinson sacked by Donte Curry for -8 yards. Chad Hutchinson fumbles (forced by Donte Curry), recovered by Robert Porcher at DAL-17",0.200,-4.440
3,14:14,1,10,DAL 17,0,0,James Stewart right end for -1 yards (tackle by Peppi Zellner),4.440,3.720
3,13:49,2,11,DAL 18,0,0,James Stewart left end for no gain (tackle by Ebenezer Ekuban),3.720,3.000
3,13:07,3,11,DAL 18,0,0,"Joey Harrington pass complete to James Stewart for -2 yards (tackle by Dexter Coakley). Penalty on Jeff Backus: Personal Foul, 15 yards (no play)",3.000,1.090
3,12:56,3,26,DAL 33,0,0,Joey Harrington pass complete to James Stewart for 9 yards (tackle by Randal Williams),1.090,1.870
3,12:11,4,17,DAL 24,0,3,Jason Hanson 42 yard field goal good,1.870,3.000
3,12:11,,,DET 30,0,3,"Jason Hanson kicks off 62 yards, returned by Reggie Swinton for 27 yards (tackle by Chris Cash). Penalty on Michael Wiley: Offensive Holding, 10 yards",0.000,0.410
3,12:06,1,10,DAL 22,0,3,Chad Hutchinson pass complete to James Whalen for 6 yards (tackle by Barrett Green),0.410,0.680
3,12:06,2,4,DAL 28,0,3,Emmitt Smith right tackle for 2 yards (tackle by Donte Curry),0.680,0.230
3,10:52,3,2,DAL 30,0,3,Chad Hutchinson pass complete to Joey Galloway for 3 yards (tackle by Chris Cash),0.230,1.140
3,10:19,1,10,DAL 33,0,3,"Chad Hutchinson sacked by Robert Porcher for -7 yards. Chad Hutchinson fumbles (forced by Robert Porcher), recovered by Emmitt Smith at DAL-12",1.140,-2.310
3,9:24,2,31,DAL 12,0,3,Michael Wiley left tackle for 6 yards (tackle by Andre' Goodman),-2.310,-2.350
3,8:52,3,25,DAL 18,0,3,Chad Hutchinson pass incomplete intended for Darnay Scott,-2.350,-2.240
3,8:45,4,25,DAL 18,0,3,"Filip Filipovic punts 46 yards, returned by Az-Zahir Hakim for 18 yards (tackle by Troy Hambrick)",-2.240,-2.520
3,8:36,1,10,DAL 46,0,3,James Stewart left end for 9 yards (tackle by Mario Edwards),2.520,3.190
3,8:05,2,1,DAL 37,0,3,James Stewart left tackle for no gain (tackle by Randal Williams and Kevin Hardy),3.190,2.480
3,7:26,3,1,DAL 37,0,3,Joey Harrington pass complete to Bill Schroeder for 7 yards (tackle by Markus Steele),2.480,3.580
3,6:54,1,10,DAL 30,0,3,Joey Harrington pass incomplete intended for Mikhael Ricks,3.580,3.030
3,6:48,2,10,DAL 30,0,3,James Stewart right end for 4 yards (tackle by Derek Ross),3.030,2.870
3,6:19,3,6,DAL 26,0,3,Joey Harrington pass incomplete intended for Mikhael Ricks (defended by Tony Dixon),2.870,1.760
3,6:12,4,6,DAL 26,0,6,Jason Hanson 44 yard field goal good,1.760,3.000
3,6:12,,,DET 30,0,6,"Jason Hanson kicks off 57 yards, returned by Reggie Swinton for 14 yards (tackle by Aveion Cason)",0.000,0.740
3,6:03,1,10,DAL 27,0,6,Emmitt Smith left end for 7 yards (tackle by Chris Cash),0.740,1.140
3,5:27,2,3,DAL 34,0,6,Chad Hutchinson pass complete to Tony McGee for 7 yards (tackle by Chris Claiborne and Donte Curry),1.140,1.660
3,4:50,1,10,DAL 41,0,6,Emmitt Smith left end for 4 yards,1.660,1.660
3,4:10,2,6,DAL 45,0,6,Chad Hutchinson pass incomplete intended for Joey Galloway,1.660,0.960
3,4:06,3,6,DAL 45,0,6,Chad Hutchinson pass complete to Joey Galloway for 8 yards,0.960,2.460
3,3:32,1,10,DET 47,0,6,Emmitt Smith left end for -3 yards (tackle by Barrett Green),2.460,1.510
3,2:51,2,13,,0,6,Chad Hutchinson pass incomplete intended for Troy Hambrick (defended by Kalimba Edwards),1.510,0.830
3,2:47,2,13,,,,Timeout #1 by Dallas Cowboys,1.510,0.830
3,2:47,3,13,,0,6,Chad Hutchinson pass incomplete intended for Ken-Yon Rambo (defended by Chris Cash),0.830,-0.060
3,2:42,4,13,,0,6,Filip Filipovic punts 44 yards,-0.060,0.380
3,2:32,1,10,DET 6,0,6,"Joey Harrington pass complete to Az-Zahir Hakim for 8 yards (tackle by Randal Williams). Penalty on Randal Williams: Personal Foul, 15 yards",-0.380,0.870
3,2:13,1,10,DET 29,0,6,"Joey Harrington pass incomplete intended for Scotty Anderson is intercepted by Derek Ross at DAL-35 and returned for 12 yards, lateral to Markus Steele for no gain",0.870,-2.060
3,2:00,1,10,DAL 47,0,6,Emmitt Smith left end for -3 yards (tackle by Chris Cash),2.060,1.110
3,1:22,2,13,DAL 44,0,6,Chad Hutchinson pass complete to Antonio Bryant for 6 yards (tackle by Andre' Goodman),1.110,1.220
3,0:43,3,7,,0,6,Chad Hutchinson pass incomplete intended for Joey Galloway,1.220,-0.060
3,0:38,4,7,,0,6,"Filip Filipovic punts 37 yards, returned by Az-Zahir Hakim for 19 yards (tackle by Robert Thomas)",-0.060,-1.070
3,0:26,1,10,DET 32,0,6,Az-Zahir Hakim right end for -3 yards (tackle by Randal Williams),1.070,0.120
Quarter,Time,Down,ToGo,Location,DAL,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,13,DET 29,0,6,James Stewart left end for 4 yards (tackle by Darren Woodson),0.120,-0.030
4,14:19,3,9,DET 33,0,6,Joey Harrington pass incomplete intended for Bill Schroeder (defended by Derek Ross),-0.030,-1.180
4,14:12,4,9,DET 33,0,6,"John Jett punts 50 yards, returned by Reggie Swinton for 3 yards (tackle by Donte Curry). Penalty on Donte Curry: Ineligible Downfield Kick, 5 yards (no play)",-1.180,-1.500
4,14:02,4,14,DET 28,0,6,"John Jett punts 48 yards, returned by Joey Galloway for 14 yards. Penalty on Pete Hunter: Illegal Block Above the Waist, 10 yards",-1.500,-0.280
4,13:48,1,10,DAL 20,0,6,Emmitt Smith left tackle for -4 yards (tackle by James Hall and Barrett Green),0.280,-0.940
4,13:07,2,14,DAL 16,0,6,Chad Hutchinson pass complete to Tony McGee for 17 yards (tackle by Corey Harris),-0.940,1.140
4,12:21,1,10,DAL 33,0,6,Chad Hutchinson pass complete to Darnay Scott for 8 yards (tackle by Barrett Green),1.140,1.670
4,11:37,2,2,DAL 41,0,6,Chad Hutchinson pass complete to Robert Thomas for 3 yards (tackle by Kelvin Pritchett),1.670,1.860
4,10:57,1,10,DAL 44,0,6,Robert Thomas right tackle for 1 yard (tackle by Robert Porcher),1.860,1.450
4,10:21,2,9,DAL 45,0,6,Chad Hutchinson pass incomplete intended for Tony McGee,1.450,0.760
4,10:15,3,9,DAL 45,0,6,Chad Hutchinson pass complete to Joey Galloway for 30 yards,0.760,3.910
4,9:52,1,10,DET 25,0,6,Emmitt Smith left end for 4 yards (tackle by Chris Claiborne),3.910,3.900
4,9:20,2,6,DET 21,0,6,Troy Hambrick left end for 5 yards (tackle by James Hall),3.900,4.060
4,8:53,3,1,DET 16,0,6,Troy Hambrick middle for 1 yard (tackle by Shaun Rogers),4.060,4.580
4,8:08,1,10,DET 15,0,6,"Chad Hutchinson pass complete to Darnay Scott for 8 yards (tackle by Eric Davis). Penalty on Kelvin Pritchett: Personal Foul, 4 yards",4.580,6.510
4,7:45,1,3,DET 3,6,6,"Troy Hambrick left tackle for 3 yards, touchdown",6.510,7.000
4,7:45,,,DET 3,7,6,Billy Cundiff kicks extra point good,0.000,0.000
4,7:45,,,DAL 30,7,6,"Billy Cundiff kicks off 73 yards, returned by Aveion Cason for 24 yards (tackle by Tony Dixon)",0.000,0.340
4,7:35,1,10,DET 21,7,6,James Stewart right tackle for 7 yards (tackle by Derek Ross),0.340,0.750
4,6:58,2,3,DET 28,7,6,Joey Harrington pass complete to John Owens for 12 yards (tackle by Kevin Hardy),0.750,1.600
4,6:32,1,10,DET 40,7,6,James Stewart right end for 4 yards (tackle by Markus Steele),1.600,1.590
4,5:50,2,6,DET 44,7,6,Joey Harrington pass incomplete intended for Az-Zahir Hakim,1.590,0.890
4,5:46,3,6,DET 44,7,6,Joey Harrington pass incomplete intended for Mikhael Ricks,0.890,-0.460
4,5:37,4,6,DET 44,7,6,"John Jett punts 35 yards, returned by Joey Galloway for 2 yards (tackle by Jimmy Wyrick)",-0.460,-0.480
4,5:31,1,10,DAL 23,7,6,Emmitt Smith middle for 6 yards (tackle by Kelvin Pritchett and Donte Curry),0.480,0.740
4,4:46,2,4,DAL 29,7,6,Emmitt Smith left end for 2 yards (tackle by Donte Curry),0.740,0.300
4,4:00,3,2,DAL 31,7,6,Chad Hutchinson pass incomplete intended for James Whalen (defended by Chris Cash),0.300,-1.310
4,3:55,4,2,DAL 31,7,6,"Filip Filipovic punts 36 yards, returned by Az-Zahir Hakim for 4 yards (tackle by Jeff Grau)",-1.310,-1.400
4,3:47,1,10,DET 37,7,6,Joey Harrington pass complete to James Stewart for 13 yards (tackle by Tony Dixon),1.400,2.260
4,3:01,1,10,,7,6,Joey Harrington pass complete to Mikhael Ricks for 2 yards (tackle by Dexter Coakley),2.260,1.980
4,2:17,2,8,DAL 48,7,6,James Stewart right end for 5 yards (tackle by Dexter Coakley),1.980,1.950
4,2:00,3,3,DAL 43,7,6,Joey Harrington pass incomplete intended for Bill Schroeder (defended by Mario Edwards),1.950,0.400
4,1:54,3,3,DAL 43,,,Timeout #1 by Detroit Lions,1.950,0.400
4,1:54,4,3,DAL 43,7,6,Joey Harrington pass complete to James Stewart for 12 yards,0.400,3.510
4,1:48,1,10,DAL 31,7,6,James Stewart middle for 4 yards (tackle by Randal Williams),3.510,3.510
4,1:42,1,10,DAL 31,,,Timeout #2 by Dallas Cowboys,3.510,3.510
4,1:42,2,6,DAL 27,7,6,James Stewart middle for 3 yards (tackle by Darren Woodson),3.510,3.200
4,1:36,2,6,DAL 27,,,Timeout #3 by Dallas Cowboys,3.510,3.200
4,1:36,3,3,DAL 24,7,6,James Stewart right tackle for -1 yards (tackle by Kevin Hardy),3.200,1.880
4,0:53,3,3,DAL 24,,,Timeout #2 by Detroit Lions,3.200,1.880
4,0:53,4,4,DAL 25,7,9,Jason Hanson 43 yard field goal good,1.880,3.000
4,0:53,,,DET 30,7,9,"Jason Hanson kicks off 70 yards, touchback",0.000,0.280
4,0:48,1,10,DAL 20,7,9,Chad Hutchinson sacked by Robert Porcher for -11 yards,0.280,-1.580
4,0:31,2,21,DAL 9,7,9,Chad Hutchinson pass incomplete. Penalty on DAL: Illegal Formation (Declined),-1.580,-2.710
4,0:31,3,21,DAL 9,7,9,Chad Hutchinson pass incomplete intended for Antonio Bryant,-2.710,-2.490
4,0:25,4,21,DAL 9,7,9,Chad Hutchinson pass complete to Ken-Yon Rambo for 28 yards (tackle by Andre' Goodman),-2.490,1.400
4,0:05,1,10,DAL 37,7,9,Chad Hutchinson pass incomplete,1.400,0.860
4,0:05,2,10,DAL 37,7,9,Chad Hutchinson pass incomplete intended for Antonio Bryant,0.860,0.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
