Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
2,0:24,3,8,STL 8,16,0,Russell Wilson pass incomplete short right intended for Doug Baldwin,3.580,2.950
2,0:19,4,8,STL 8,16,3,Steven Hauschka 26 yard field goal good,2.950,3.000
2,0:19,,,SEA 35,16,3,"Steven Hauschka kicks off 58 yards, returned by Tavon Austin for 7 yards",0.000,0.280
2,0:12,1,10,STL 14,16,3,Case Keenum kneels for -1 yards,-0.280,-0.850
Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,16,3,"Greg Zuerlein kicks off 60 yards, returned by Tyler Lockett for 28 yards (tackle by Daren Bates)",0.000,-1.140
3,14:54,1,10,SEA 33,16,3,Russell Wilson pass complete short middle to Doug Baldwin for 7 yards (tackle by Lamarcus Joyner),1.140,1.540
3,14:23,2,3,SEA 40,16,3,Christine Michael middle for 5 yards (tackle by William Hayes),1.540,1.930
3,13:45,1,10,SEA 45,16,3,Russell Wilson left guard for 8 yards (tackle by Akeem Ayers and James Laurinaitis),1.930,2.460
3,12:58,2,2,STL 47,16,3,"Penalty on Alvin Bailey: False Start, 5 yards (no play)",2.460,1.790
3,12:35,2,7,SEA 48,16,3,Russell Wilson pass incomplete short right intended for Cooper Helfet (defended by Akeem Ayers),1.790,1.090
3,12:32,3,7,SEA 48,16,3,"Russell Wilson pass incomplete short left intended for Cooper Helfet (defended by Maurice Alexander). Penalty on Aaron Donald: Roughing the Passer, 15 yards (no play)",1.090,3.120
3,12:25,1,10,STL 37,16,3,Christine Michael right guard for 4 yards (tackle by Maurice Alexander and Aaron Donald),3.120,3.110
3,11:53,2,6,STL 33,16,3,"Christine Michael right tackle for 16 yards (tackle by Trumaine Johnson). Penalty on Alvin Bailey: Clipping, 15 yards (no play)",3.110,1.090
3,11:29,2,21,STL 48,16,3,Russell Wilson pass incomplete short right intended for Bryce Brown,1.090,0.430
3,11:22,3,21,STL 48,16,3,"Russell Wilson pass complete short right to Fred Jackson for 11 yards (tackle by Akeem Ayers and Trumaine Johnson). Penalty on J.R. Sweezy: Offensive Holding, 10 yards (no play)",0.430,-0.890
3,10:56,3,31,SEA 42,16,3,Russell Wilson pass complete deep right to Doug Baldwin for 28 yards (tackle by James Laurinaitis),-0.890,1.480
3,10:25,4,3,STL 30,16,3,Russell Wilson pass complete short middle to Cooper Helfet for 13 yards (tackle by Maurice Alexander),1.480,4.440
3,9:48,1,10,STL 17,16,3,Bryce Brown left tackle for 2 yards (tackle by Akeem Ayers),4.440,4.150
3,9:11,2,8,STL 15,16,3,Russell Wilson sacked by William Hayes and Eugene Sims for -10 yards,4.150,2.150
3,8:28,3,18,STL 25,16,9,"Russell Wilson pass complete deep middle to Doug Baldwin for 25 yards, touchdown. Penalty on Maurice Alexander: Illegal Contact (Declined)",2.150,7.000
3,8:28,,,STL 25,16,10,Steven Hauschka kicks extra point good,0.000,0.000
3,8:28,,,SEA 35,16,10,"Steven Hauschka kicks off 65 yards, returned by Benny Cunningham for 18 yards (tackle by Cassius Marsh)",0.000,-0.040
3,8:18,1,10,STL 18,16,10,Todd Gurley right guard for 1 yard (tackle by Cliff Avril),0.040,-0.320
3,7:35,2,9,STL 19,16,10,Case Keenum pass incomplete short middle intended for Lance Kendricks (defended by K.J. Wright),-0.320,-1.040
3,7:32,3,9,STL 19,16,10,Case Keenum pass complete short middle to Benny Cunningham for 10 yards (tackle by Bobby Wagner),-1.040,0.870
3,6:50,1,10,STL 29,16,10,Tavon Austin right end for 8 yards (tackle by Bobby Wagner and Kelcie McCray),0.870,1.410
3,6:05,2,2,STL 37,16,10,Todd Gurley middle for 3 yards (tackle by Ahtyba Rubin and K.J. Wright),1.410,1.600
3,5:26,1,10,STL 40,16,10,Todd Gurley right tackle for 4 yards (tackle by Ahtyba Rubin),1.600,1.590
3,4:41,2,6,STL 44,16,10,Case Keenum pass complete short right to Todd Gurley for 7 yards (tackle by Brandon Mebane),1.590,2.320
3,4:06,1,10,SEA 49,16,10,Todd Gurley middle for 1 yard (tackle by Bobby Wagner),2.320,1.920
3,3:20,2,9,SEA 48,16,10,Case Keenum pass incomplete short middle intended for Lance Kendricks (defended by Bobby Wagner),1.920,1.220
3,3:16,3,9,SEA 48,16,10,Case Keenum pass incomplete deep right intended for Tavon Austin,1.220,0.070
3,3:10,4,9,SEA 48,16,10,"Johnny Hekker punts 38 yards, fair catch by Tyler Lockett",0.070,0.380
3,3:05,1,10,SEA 10,16,10,Russell Wilson pass complete short right to Doug Baldwin for 11 yards (tackle by Lamarcus Joyner),-0.380,0.340
3,2:27,1,10,SEA 21,16,10,Bryce Brown left tackle for 4 yards (tackle by Chris Long and James Laurinaitis),0.340,0.340
3,1:50,2,6,SEA 25,16,10,Bryce Brown left tackle for 2 yards (tackle by Akeem Ayers and Maurice Alexander),0.340,-0.100
3,1:07,3,4,SEA 27,16,10,Russell Wilson pass incomplete short middle intended for Tyler Lockett (defended by Janoris Jenkins),-0.100,-1.570
,,,,,,,"SEA challenged the incomplete pass ruling, and the play was upheld.",,
3,1:00,4,4,SEA 27,16,10,"Jon Ryan punts 35 yards, fair catch by Tavon Austin",-1.570,-1.470
3,0:53,1,10,STL 38,16,10,Case Keenum pass complete short right to Tavon Austin for 4 yards (tackle by Richard Sherman),1.470,1.460
3,0:25,2,6,STL 42,16,10,Todd Gurley middle for 1 yard (tackle by Ahtyba Rubin),1.460,0.890
Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,STL 43,16,10,Case Keenum pass complete short middle to Benny Cunningham for 8 yards (tackle by Bobby Wagner),0.890,2.320
4,14:25,1,10,SEA 49,16,10,Case Keenum pass incomplete deep left intended for Kenny Britt (defended by Jeremy Lane),2.320,1.780
4,14:18,2,10,SEA 49,16,10,Todd Gurley right tackle for 9 yards (tackle by Bobby Wagner),1.780,2.280
4,13:37,3,1,SEA 40,16,10,"Benny Cunningham left tackle for no gain (tackle by K.J. Wright). Benny Cunningham fumbles (forced by K.J. Wright), recovered by Tim Barnes at SEA-35",2.280,3.250
4,13:10,1,10,SEA 35,16,10,Case Keenum pass complete short left to Brian Quick for 6 yards (tackle by Jeremy Lane),3.250,3.510
4,12:34,2,4,SEA 29,16,10,"Todd Gurley left tackle for 18 yards (tackle by DeShawn Shead). Todd Gurley fumbles (forced by DeShawn Shead), recovered by Tim Barnes at SEA-2",3.510,6.740
4,11:56,1,2,SEA 2,16,10,"Todd Gurley middle for -1 yards (tackle by K.J. Wright and Cliff Avril). Penalty on Garrett Reynolds: Offensive Holding, 10 yards (no play)",6.740,4.640
4,11:28,1,12,SEA 12,16,10,Case Keenum pass incomplete short left intended for Tavon Austin,4.640,3.860
4,11:24,2,12,SEA 12,16,10,Todd Gurley left tackle for 10 yards (tackle by DeShawn Shead and Ahtyba Rubin),3.860,4.950
4,10:37,3,2,SEA 2,22,10,"Todd Gurley middle for 2 yards, touchdown",4.950,7.000
4,10:37,,,SEA 2,23,10,Greg Zuerlein kicks extra point good,0.000,0.000
4,10:37,,,STL 35,23,10,"Greg Zuerlein kicks off 64 yards, returned by Tyler Lockett for 22 yards (tackle by Rodney McLeod)",0.000,-0.480
4,10:28,1,10,SEA 23,23,10,Russell Wilson pass complete short middle to Fred Jackson for 8 yards (tackle by Akeem Ayers),0.480,1.010
4,10:00,2,2,SEA 31,23,10,Russell Wilson pass complete short left to Jermaine Kearse for 8 yards (tackle by Janoris Jenkins),1.010,1.530
4,9:37,1,10,SEA 39,23,10,Russell Wilson pass incomplete short right intended for Jermaine Kearse (defended by Rodney McLeod),1.530,0.990
4,9:31,2,10,SEA 39,23,10,"Penalty on Akeem Ayers: Neutral Zone Infraction, 5 yards (no play)",0.990,1.660
4,9:31,2,5,SEA 44,23,10,Russell Wilson pass incomplete short right intended for Fred Jackson,1.660,0.960
4,9:24,3,5,SEA 44,23,10,Russell Wilson pass complete short right to Fred Jackson for 14 yards (tackle by Rodney McLeod),0.960,2.790
4,8:58,1,10,STL 42,23,10,Russell Wilson pass incomplete short left intended for Fred Jackson,2.790,2.240
4,8:55,2,10,STL 42,23,10,Russell Wilson pass complete short left to Fred Jackson for 8 yards (tackle by Maurice Alexander),2.240,2.610
4,8:18,3,2,STL 34,23,10,"Russell Wilson for no gain. Patrick Lewis fumbles, recovered by Fred Jackson at STL-49",2.610,0.000
4,7:25,4,17,STL 49,23,10,Jon Ryan punts 43 yards,0.000,0.380
4,7:17,1,10,STL 6,23,10,Todd Gurley left guard for 7 yards (tackle by Bobby Wagner and Kelcie McCray),-0.380,-0.270
4,6:39,2,3,STL 13,23,10,Todd Gurley left tackle for 4 yards (tackle by Bobby Wagner),-0.270,-0.060
4,5:56,1,10,STL 17,23,10,Todd Gurley middle for 1 yard (tackle by Cliff Avril and K.J. Wright),-0.060,-0.420
4,5:11,2,9,STL 18,23,10,Case Keenum pass incomplete short right intended for Bradley Marquez (defended by Kelcie McCray),-0.420,-1.130
4,5:07,3,9,STL 18,23,10,Case Keenum pass complete short left to Benny Cunningham for -4 yards (tackle by Bobby Wagner),-1.130,-1.130
4,4:58,3,9,STL 18,23,10,Timeout #2 by Seattle Seahawks,-1.130,-2.470
4,4:57,4,13,STL 14,23,10,Johnny Hekker punts 36 yards,-2.470,-2.260
4,4:46,1,10,,23,10,Russell Wilson pass incomplete,2.260,1.710
4,4:39,2,10,,23,10,Russell Wilson sacked by William Hayes for -6 yards,1.710,0.230
4,4:14,3,16,SEA 44,23,10,Russell Wilson pass complete short middle to Cooper Helfet for 16 yards (tackle by Akeem Ayers),0.230,2.920
4,3:48,1,10,STL 40,23,10,Russell Wilson pass complete short left to Jermaine Kearse for 12 yards (tackle by Janoris Jenkins),2.920,3.710
4,3:23,1,10,STL 28,23,10,"Russell Wilson pass complete deep left to Jermaine Kearse for 25 yards (tackle by Maurice Alexander). Penalty on J.R. Sweezy: Offensive Holding, 10 yards (no play)",3.710,3.050
4,3:10,1,20,STL 38,23,10,Russell Wilson pass complete short right to Doug Baldwin for 7 yards (tackle by James Laurinaitis and Lamarcus Joyner),3.050,2.760
4,2:47,2,13,STL 31,23,10,"Russell Wilson right tackle for 20 yards (tackle by Eugene Sims). Russell Wilson fumbles (forced by Eugene Sims), recovered by Akeem Ayers at STL-8 (tackle by Russell Wilson)",2.760,0.380
,,,,,,,"STL challenged the runner was down by contact ruling, and the original play was overturned.",,
4,2:38,1,10,STL 8,23,10,Todd Gurley right end for 2 yards (tackle by Brandon Mebane),-0.380,-0.380
4,2:33,1,10,STL 8,23,10,Timeout #3 by Seattle Seahawks,-0.380,-0.630
4,2:33,2,8,STL 10,23,10,Todd Gurley left guard for 5 yards (tackle by Earl Thomas and Kelcie McCray),-0.630,-0.600
4,2:00,3,3,STL 15,23,10,Todd Gurley right guard for -3 yards (tackle by Bobby Wagner),-0.600,-0.600
4,1:15,3,3,STL 15,23,10,Timeout #1 by Los Angeles Rams,-0.600,-2.490
4,1:15,4,6,STL 12,23,10,"Johnny Hekker punts 36 yards, returned by Tyler Lockett for 13 yards (tackle by Chase Reynolds)",-2.490,-3.250
4,1:07,1,10,STL 35,23,10,Russell Wilson pass complete short middle to Fred Jackson for 9 yards (tackle by Eugene Sims and Akeem Ayers),3.250,3.920
4,0:46,2,1,STL 26,23,10,"Russell Wilson pass incomplete deep left intended for Jermaine Kearse. Penalty on Jermaine Kearse: False Start, 5 yards (no play)",3.920,3.240
4,0:38,2,6,STL 31,23,10,Russell Wilson pass incomplete deep left intended for Fred Jackson,3.240,2.540
4,0:32,3,6,STL 31,23,10,Russell Wilson pass complete short right to Cooper Helfet for 13 yards (tackle by Trumaine Johnson),2.540,4.370
4,0:27,1,10,STL 18,23,16,"Russell Wilson pass complete deep left to Jermaine Kearse for 18 yards, touchdown",4.370,7.000
4,0:27,,,STL 18,23,17,Steven Hauschka kicks extra point good,0.000,0.000
4,0:27,,,SEA 35,23,17,Steven Hauschka kicks onside 15 yards,0.000,-2.260
4,0:17,1,10,,23,17,Case Keenum kneels for -1 yards,2.260,1.580
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
