Quarter,Time,Tm,Detail,DEN,KAN
1.0,6:56,Chiefs,Patrick Mahomes 10 yard rush (Harrison Butker kick),0,7
,2:22,Chiefs,Harrison Butker 56 yard field goal,0,10
2.0,13:34,Broncos,Brandon McManus 42 yard field goal,3,10
3.0,5:35,Chiefs,Harrison Butker 45 yard field goal,3,13
4.0,13:26,Chiefs,Harrison Butker 26 yard field goal,3,16
,9:42,Chiefs,Daniel Sorensen 75 yard interception return (Harrison Butker kick failed),3,22
,5:12,Broncos,Javonte Williams 13 yard pass from Teddy Bridgewater (pass failed),9,22
