Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,KAN 35,0,0,"Harrison Butker kicks off 65 yards, touchback.",,
1,15:00,1,10,DEN 25,0,0,Javonte Williams up the middle for 9 yards (tackle by Juan Thornhill),,
1,14:22,2,1,DEN 34,0,0,Javonte Williams right tackle for -1 yards (tackle by Melvin Ingram and Anthony Hitchens),,
1,13:44,3,2,DEN 33,0,0,Teddy Bridgewater sacked by and Melvin Ingram for -7 yards and Willie Gay for -7 yards,,
1,13:09,4,9,DEN 26,0,0,"Sam Martin punts 56 yards, returned by Mike Hughes for 10 yards (tackle by Aaron Patrick and Nate Hairston)",,
1,12:59,1,10,KAN 28,0,0,Clyde Edwards-Helaire up the middle for 10 yards (tackle by Baron Browning),,
1,12:24,1,10,KAN 38,0,0,Patrick Mahomes pass complete short left to Demarcus Robinson for 9 yards (tackle by Ronald Darby),,
1,11:53,2,1,KAN 47,0,0,Clyde Edwards-Helaire left end for 2 yards (tackle by Ronald Darby),,
1,11:15,1,10,KAN 49,0,0,Patrick Mahomes pass complete short middle to Travis Kelce for 9 yards (tackle by Kenny Young),,
1,10:33,2,1,DEN 42,0,0,Patrick Mahomes pass incomplete short right,,
1,10:28,3,1,DEN 42,0,0,Michael Burton up the middle for 3 yards (tackle by Shamar Stephen),,
1,9:51,1,10,DEN 39,0,0,"Patrick Mahomes pass incomplete deep middle intended for Tyreek Hill. Penalty on Travis Kelce: Offensive Pass Interference, 10 yards (accepted) (no play)",,
1,9:45,1,20,DEN 49,0,0,Patrick Mahomes pass complete to Demarcus Robinson for 12 yards (tackle by Baron Browning),,
1,9:05,2,8,DEN 37,0,0,Patrick Mahomes pass complete short middle to Tyreek Hill for 13 yards (tackle by Dre'Mont Jones),,
1,8:24,1,10,DEN 24,0,0,Patrick Mahomes pass incomplete short right intended for Travis Kelce,,
1,8:21,2,10,DEN 24,0,0,Clyde Edwards-Helaire up the middle for 5 yards (tackle by DeShawn Williams),,
1,7:41,3,5,DEN 19,0,0,Patrick Mahomes pass complete short middle to Tyreek Hill for 9 yards (tackle by Kareem Jackson),,
1,7:05,1,10,DEN 10,0,6,"Patrick Mahomes scrambles right end for 10 yards, touchdown",,
1,6:56,,,DEN 15,0,7,Harrison Butker kicks extra point good,,
1,6:56,,,KAN 35,0,7,"Harrison Butker kicks off 66 yards, returned by Diontae Spencer for 26 yards (tackle by Ben Niemann)",,
1,6:51,1,10,DEN 25,0,7,Javonte Williams left end for 1 yard (tackle by Anthony Hitchens),,
1,6:15,2,9,DEN 26,0,7,Teddy Bridgewater pass incomplete short right intended for Courtland Sutton (defended by Willie Gay),,
1,6:12,3,9,DEN 26,0,7,Teddy Bridgewater pass incomplete short right,,
1,6:04,4,9,DEN 26,0,7,"Sam Martin punts 56 yards, returned by Mike Hughes for 3 yards (tackle by Mike Ford and Jonathon Cooper)",,
1,5:52,1,10,KAN 21,0,7,Clyde Edwards-Helaire right tackle for 4 yards (tackle by Kenny Young and Shamar Stephen),,
1,5:19,2,6,KAN 25,0,7,Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for 29 yards (tackle by Baron Browning),,
1,4:35,1,10,DEN 46,0,7,Patrick Mahomes pass incomplete deep right intended for Travis Kelce,,
1,4:29,2,10,DEN 46,0,7,Patrick Mahomes pass incomplete short middle intended for Byron Pringle,,
1,4:25,3,10,DEN 46,0,7,Patrick Mahomes pass complete short right to Byron Pringle for 14 yards (tackle by Baron Browning),,
1,3:47,1,10,DEN 32,0,7,Darrel Williams right end for 2 yards (tackle by Kenny Young and Baron Browning),,
1,3:10,2,8,DEN 30,0,7,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for -7 yards (tackle by Jonathon Cooper),,
1,2:33,3,15,DEN 37,0,7,Patrick Mahomes pass incomplete short right intended for Byron Pringle,,
1,2:27,4,15,DEN 37,0,10,Harrison Butker 56 yard field goal good,,
1,2:22,,,KAN 35,0,10,"Harrison Butker kicks off 65 yards, touchback.",,
1,2:22,1,10,DEN 25,0,10,Teddy Bridgewater pass complete deep left to Jerry Jeudy for 36 yards (tackle by Tyrann Mathieu),,
1,1:44,1,10,KAN 39,0,10,Teddy Bridgewater pass incomplete deep right intended for Tim Patrick,,
1,1:39,2,10,KAN 39,0,10,Javonte Williams right end for 14 yards (tackle by L'Jarius Sneed and Charvarius Ward),,
1,1:06,1,10,KAN 25,0,10,Javonte Williams right tackle for 2 yards (tackle by Tershawn Wharton and Nick Bolton),,
1,0:30,2,8,KAN 23,0,10,Teddy Bridgewater pass incomplete short left intended for Javonte Williams,,
1,0:25,3,8,KAN 23,0,10,Teddy Bridgewater scrambles right end for 9 yards (tackle by Ben Niemann),,
Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 14,0,10,"Teddy Bridgewater pass complete to Jerry Jeudy for no gain. Penalty on Courtland Sutton: Offensive Holding, 10 yards (declined) . Penalty on Courtland Sutton: Offensive Pass Interference, 10 yards (accepted) (no play)",,
2,14:30,1,20,KAN 24,0,10,"Teddy Bridgewater pass incomplete short right. Penalty on Teddy Bridgewater: Intentional Grounding, 10 yards (accepted)",,
2,14:24,2,30,KAN 34,0,10,Teddy Bridgewater pass incomplete deep right intended for Courtland Sutton,,
2,14:19,3,30,KAN 34,0,10,Teddy Bridgewater pass complete short middle to Albert Okwuegbunam for 10 yards (tackle by L'Jarius Sneed),,
2,13:38,4,20,KAN 24,3,10,Brandon McManus 42 yard field goal good,,
2,13:34,,,DEN 35,3,10,"Brandon McManus kicks off 65 yards, touchback.",,
2,13:34,1,10,KAN 25,3,10,Darrel Williams up the middle for 12 yards (tackle by DeShawn Williams and Shelby Harris),,
2,12:54,1,10,KAN 37,3,10,Patrick Mahomes pass incomplete deep middle intended for Tyreek Hill,,
2,12:48,2,10,KAN 37,3,10,"Patrick Mahomes pass incomplete short middle intended for Travis Kelce (defended by Kyle Fuller) DEN challenged the fumble ruling, and the play was upheld.",,
2,12:42,3,10,KAN 37,3,10,"Patrick Mahomes scrambles right end for 4 yards (tackle by Bradley Chubb). Penalty on Trey Smith: Offensive Holding, 10 yards (declined)",,
2,12:28,4,6,KAN 41,3,10,"Tommy Townsend punts 54 yards, returned by Diontae Spencer for no gain (tackle by Darrel Williams). Penalty on Aaron Patrick: Offensive Holding, 2 yards (accepted)",,
2,12:16,1,10,DEN 3,3,10,Javonte Williams up the middle for 6 yards (tackle by Willie Gay and Alex Okafor),,
2,11:41,2,4,DEN 9,3,10,Javonte Williams right end for 7 yards (tackle by Anthony Hitchens and Nick Bolton),,
2,11:05,1,10,DEN 16,3,10,Javonte Williams up the middle for 2 yards (tackle by Michael Danna and Derrick Nnadi),,
2,10:21,2,8,DEN 18,3,10,Mike Boone up the middle for 14 yards (tackle by Juan Thornhill and Tyrann Mathieu),,
2,9:36,1,10,DEN 32,3,10,Mike Boone right tackle for 3 yards (tackle by Jarran Reed and Frank Clark),,
2,9:01,2,7,DEN 35,3,10,Teddy Bridgewater pass incomplete deep middle intended for Courtland Sutton,,
2,8:54,3,7,DEN 35,3,10,Teddy Bridgewater pass complete short left to Javonte Williams for 10 yards (tackle by Tyrann Mathieu),,
2,8:06,1,10,DEN 45,3,10,Teddy Bridgewater pass complete short left to Albert Okwuegbunam for 6 yards (tackle by Nick Bolton),,
2,7:28,2,4,KAN 49,3,10,Teddy Bridgewater pass complete short left to Javonte Williams for 3 yards (tackle by Willie Gay),,
2,7:08,3,1,KAN 46,3,10,Javonte Williams left end for no gain (tackle by Deandre Baker and Michael Danna),,
2,6:28,,,,,,Timeout #1 by Kansas City Chiefs,,
2,6:28,4,1,KAN 46,3,10,Teddy Bridgewater up the middle for 1 yard (tackle by Anthony Hitchens and Chris Jones),,
2,5:48,1,10,KAN 45,3,10,Teddy Bridgewater pass complete short right to Noah Fant for 2 yards (tackle by Tyrann Mathieu),,
2,5:19,2,8,KAN 43,3,10,Javonte Williams left end for 1 yard (tackle by Anthony Hitchens),,
2,4:35,3,7,KAN 42,3,10,Teddy Bridgewater pass incomplete short left,,
2,4:27,4,7,KAN 42,3,10,Teddy Bridgewater pass complete short right to Courtland Sutton for 10 yards (tackle by Charvarius Ward),,
2,3:41,1,10,KAN 32,3,10,"Penalty on Melvin Ingram: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
2,3:19,1,5,KAN 27,3,10,Javonte Williams up the middle for 11 yards (tackle by Juan Thornhill and Charvarius Ward),,
2,2:42,1,10,KAN 16,3,10,Javonte Williams right end for 3 yards (tackle by Jarran Reed),,
2,2:00,2,7,KAN 13,3,10,Javonte Williams right tackle for 5 yards (tackle by Charvarius Ward and Derrick Nnadi),,
2,1:20,3,2,KAN 8,3,10,Teddy Bridgewater pass incomplete short right,,
2,1:12,4,2,KAN 8,3,10,Javonte Williams up the middle for -1 yards (tackle by Willie Gay and Melvin Ingram),,
2,1:09,1,10,KAN 9,3,10,Darrel Williams right end for 2 yards (tackle by Malik Reed),,
2,0:28,2,8,KAN 11,3,10,Darrel Williams for no gain (tackle by Dre'Mont Jones and Shelby Harris),,
2,0:20,,,,,,Timeout #2 by Denver Broncos,,
2,0:20,3,8,KAN 11,3,10,Patrick Mahomes pass incomplete short right,,
2,0:16,4,8,KAN 11,3,10,"Tommy Townsend punts 50 yards, returned by Diontae Spencer for 6 yards (tackle by Armani Watts)",,
2,0:04,1,10,DEN 45,3,10,Teddy Bridgewater pass incomplete short right intended for Javonte Williams (defended by Alex Okafor),,
2,0:01,2,10,DEN 45,3,10,Teddy Bridgewater pass complete deep middle to Javonte Williams for 34 yards (tackle by Ben Niemann),,
Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,3,10,"Brandon McManus kicks off 65 yards, touchback.",,
3,15:00,1,10,KAN 25,3,10,Clyde Edwards-Helaire up the middle for 5 yards (tackle by DeShawn Williams and Malik Reed),,
3,14:28,2,5,KAN 30,3,10,Clyde Edwards-Helaire left tackle for 4 yards (tackle by Shelby Harris and Kenny Young),,
3,13:49,3,1,KAN 34,3,10,Clyde Edwards-Helaire up the middle for 2 yards (tackle by DeShawn Williams and Patrick Surtain),,
