Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Leon Washington,SEA,1,16,16.0,0,16,2,44,22.0,0,36
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Earl Bennett,CHI,0,0,,0,0,1,7,7.0,0,7
Kahlil Bell,CHI,1,25,25.0,0,25,0,0,,0,0
Tyler Clutts,CHI,1,9,9.0,0,9,0,0,,0,0
Devin Hester,CHI,1,17,17.0,0,17,0,0,,0,0
Johnny Knox,CHI,1,23,23.0,0,23,0,0,,0,0
Matt Spaeth,CHI,1,7,7.0,0,7,0,0,,0,0
