Quarter,Time,Down,ToGo,Location,SEA,CHI,Detail,EPB,EPA
2,10:50,2,5,SEA 35,7,7,Marion Barber left tackle for 6 yards (tackle by K.J. Wright),3.050,3.640
2,10:08,1,10,SEA 29,7,7,Caleb Hanie pass incomplete short right intended for Dane Sanzenbacher (defended by Roy Lewis),3.640,3.100
2,10:02,2,10,SEA 29,7,7,"Caleb Hanie pass incomplete deep left intended for Kellen Davis is intercepted by Earl Thomas at SEA-2 and returned for 11 yards (tackle by Kellen Davis). Penalty on Richard Sherman: Illegal Block Above the Waist, 1 yards",3.100,0.380
2,9:49,1,10,SEA 1,7,7,Tarvaris Jackson pass incomplete short right intended for Michael Robinson,-0.380,-0.780
2,9:43,2,10,SEA 1,7,7,Tarvaris Jackson right guard for 2 yards (tackle by Matt Toeaina),-0.780,-1.190
2,9:11,3,8,SEA 3,7,7,Marshawn Lynch left end for 15 yards (tackle by Tim Jennings),-1.190,0.040
2,8:27,1,10,SEA 18,7,7,Marshawn Lynch left end for 2 yards (tackle by Brian Urlacher),0.040,-0.130
2,7:47,2,8,SEA 20,7,7,Marshawn Lynch left tackle for no gain (tackle by Lance Briggs),-0.130,-0.910
2,7:05,3,8,SEA 20,7,7,Tarvaris Jackson pass incomplete deep right intended for Golden Tate,-0.910,-2.030
2,6:59,4,8,SEA 20,7,7,Jon Ryan punts 37 yards,-2.030,-1.800
2,6:48,1,10,CHI 43,7,7,Marion Barber left end for 3 yards (tackle by LeRoy Hill),1.800,1.660
2,6:14,2,7,CHI 46,7,7,Marion Barber left end for 3 yards (tackle by Raheem Brock),1.660,1.350
2,5:33,3,4,CHI 49,7,7,Caleb Hanie right end for 4 yards (tackle by LeRoy Hill),1.350,2.460
2,5:00,1,10,SEA 47,7,7,Caleb Hanie pass incomplete deep middle intended for Dane Sanzenbacher (defended by Richard Sherman),2.460,1.910
2,4:55,2,10,SEA 47,7,7,Kahlil Bell left guard for 6 yards (tackle by K.J. Wright),1.910,2.010
2,4:20,3,4,SEA 41,7,7,Caleb Hanie pass complete short right to Dane Sanzenbacher for 8 yards (tackle by Roy Lewis),2.010,3.380
2,3:48,,,,7,7,Timeout #1 by Chicago Bears,0.000,3.380
2,3:48,1,10,SEA 33,7,7,Marion Barber left guard for 5 yards (tackle by David Hawthorne),3.380,3.510
2,3:12,2,5,SEA 28,7,7,Marion Barber left guard for 5 yards (tackle by Kam Chancellor),3.510,4.040
2,2:33,1,10,SEA 23,7,7,Marion Barber right guard for -2 yards (tackle by David Hawthorne),4.040,3.230
2,2:00,2,12,SEA 25,7,13,"Caleb Hanie pass complete deep left to Kahlil Bell for 25 yards, touchdown",3.230,7.000
2,,,,SEA 2,7,14,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 35,7,14,"Robbie Gould kicks off 60 yards, returned by Leon Washington for 16 yards (tackle by Dane Sanzenbacher)",0.000,0.340
2,1:47,1,10,SEA 21,7,14,Tarvaris Jackson pass incomplete short right intended for Ben Obomanu,0.340,-0.200
2,1:41,2,10,SEA 21,7,14,Justin Forsett right guard for 9 yards (tackle by Craig Steltz),-0.200,0.300
2,1:24,,,,7,14,Timeout #2 by Chicago Bears,0.000,0.300
2,1:24,3,1,SEA 30,7,14,Justin Forsett left guard for 2 yards (tackle by Matt Toeaina),0.300,1.070
2,1:01,1,10,SEA 32,7,14,Tarvaris Jackson pass incomplete deep right intended for Zach Miller,1.070,0.530
2,0:57,2,10,SEA 32,7,14,Tarvaris Jackson pass incomplete short middle intended for Doug Baldwin,0.530,-0.160
2,0:53,3,10,SEA 32,7,14,"Tarvaris Jackson for no gain. Tarvaris Jackson fumbles, recovered by Paul McQuistan at SEA-28",-0.160,-1.500
2,0:46,,,,7,14,Timeout #3 by Chicago Bears,0.000,-1.500
2,0:46,4,14,SEA 28,7,14,"Jon Ryan punts 46 yards, returned by Earl Bennett for 7 yards (tackle by Heath Farwell)",-1.500,-1.140
2,0:30,1,10,CHI 33,7,14,Kahlil Bell left tackle for 15 yards (tackle by David Hawthorne),1.140,2.130
2,0:11,1,10,CHI 48,7,14,Caleb Hanie spiked the ball,2.130,1.580
2,0:11,2,10,CHI 48,7,14,Caleb Hanie sacked by Chris Clemons for -12 yards,1.580,-0.690
Quarter,Time,Down,ToGo,Location,SEA,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,7,14,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,SEA 20,7,14,Tarvaris Jackson pass complete short right to Zach Miller for 1 yard (tackle by Craig Steltz),0.280,-0.130
3,14:18,2,9,SEA 21,7,14,Tarvaris Jackson pass incomplete short right intended for Cameron Morrah,-0.130,-0.820
3,14:14,3,9,SEA 21,7,14,Tarvaris Jackson pass complete short middle to Golden Tate for 33 yards (tackle by D.J. Moore),-0.820,2.520
3,13:35,,,,7,14,Timeout #1 by Chicago Bears,0.000,2.520
3,13:35,1,10,CHI 46,7,14,Tarvaris Jackson pass complete deep right to Ben Obomanu for 43 yards (tackle by Tim Jennings),2.520,6.510
3,13:07,1,3,CHI 3,13,14,"Marshawn Lynch right guard for 3 yards, touchdown",6.510,7.000
3,,,,CHI 2,14,14,Steven Hauschka kicks extra point good,0.000,0.000
3,,,,SEA 35,14,14,"Steven Hauschka kicks off 57 yards, returned by Devin Hester for 17 yards (tackle by Heath Farwell)",0.000,0.610
3,12:55,1,10,CHI 25,14,14,Marion Barber left end for 3 yards (tackle by Alan Branch),0.610,0.470
3,12:20,2,7,CHI 28,20,14,"Caleb Hanie pass incomplete short right intended for Kellen Davis is intercepted by Red Bryant at CHI-20 and returned for 20 yards, touchdown",0.470,-7.000
3,,,,CHI 2,21,14,Steven Hauschka kicks extra point good,0.000,0.000
3,,,,SEA 35,21,14,"Steven Hauschka kicks off 69 yards, returned by Devin Hester for 19 yards (tackle by Malcolm Smith). Penalty on SEA: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,,,,SEA 30,21,14,"Steven Hauschka kicks off 69 yards, returned by Kahlil Bell for 25 yards (tackle by Chris Maragos)",0.000,0.670
3,12:00,1,10,CHI 26,21,14,Marion Barber left end for 4 yards (tackle by K.J. Wright),0.670,0.670
3,11:29,2,6,CHI 30,21,14,"Marion Barber right tackle for 9 yards (tackle by David Hawthorne). Penalty on Kellen Davis: Offensive Holding, 10 yards (no play)",0.670,-0.680
3,11:05,2,16,CHI 20,21,14,Caleb Hanie pass complete short right to Kahlil Bell for 3 yards (tackle by Alan Branch),-0.680,-0.960
3,10:19,3,13,CHI 23,21,14,Caleb Hanie pass incomplete short left intended for Dane Sanzenbacher,-0.960,-1.830
3,10:12,4,13,CHI 23,21,14,"Adam Podlesh punts 43 yards, out of bounds. Penalty on SEA: Offensive Holding, 10 yards",-1.830,-0.540
3,10:04,1,10,SEA 24,21,14,Marshawn Lynch right end for 1 yard (tackle by Matt Toeaina),0.540,0.130
3,9:29,2,9,SEA 25,21,14,Tarvaris Jackson pass complete short middle to Mike Williams for 21 yards (tackle by Brandon Meriweather),0.130,1.990
3,8:56,1,10,SEA 46,21,14,Tarvaris Jackson pass complete short left to Mike Williams for 10 yards (tackle by Charles Tillman),1.990,2.650
3,8:17,1,10,CHI 44,21,14,Marshawn Lynch left tackle for -1 yards (tackle by Anthony Adams),2.650,1.980
3,7:40,2,11,CHI 45,21,14,Tarvaris Jackson pass complete short right to Marshawn Lynch for 2 yards (tackle by D.J. Moore),1.980,1.550
3,6:52,3,9,CHI 43,21,14,Justin Forsett right guard for no gain (tackle by Brian Urlacher),1.550,0.400
3,6:18,4,9,CHI 43,21,14,"Jon Ryan punts 32 yards, fair catch by Earl Bennett",0.400,0.370
3,6:10,1,10,CHI 11,21,14,Kahlil Bell left end for 3 yards (tackle by Alan Branch),-0.370,-0.530
3,5:30,2,7,CHI 14,21,14,"Caleb Hanie pass incomplete short middle intended for Kellen Davis. Penalty on J'Marcus Webb: Offensive Holding, 7 yards (no play)",-0.530,-1.070
3,5:24,2,14,CHI 7,21,14,Caleb Hanie right end for 8 yards (tackle by K.J. Wright),-1.070,-0.950
3,4:51,3,6,CHI 15,21,14,Caleb Hanie pass incomplete short left intended for Dane Sanzenbacher,-0.950,-2.440
3,4:45,4,6,CHI 15,21,14,"Adam Podlesh punts 39 yards, fair catch by Leon Washington",-2.440,-1.990
3,4:37,1,10,SEA 46,21,14,Tarvaris Jackson pass complete short right to Zach Miller for 4 yards (tackle by Lance Briggs),1.990,1.990
3,4:02,2,6,,21,14,Marshawn Lynch right end for 1 yard (tackle by Craig Steltz),1.990,1.420
3,3:15,3,5,CHI 49,21,14,"Tarvaris Jackson pass incomplete deep right intended for Golden Tate. Penalty on Tim Jennings: Defensive Pass Interference, 16 yards (no play)",1.420,3.380
3,3:10,1,10,CHI 33,21,14,Tarvaris Jackson pass complete short right to Deon Butler for 15 yards (tackle by Brandon Meriweather),3.380,4.370
3,2:35,1,10,CHI 18,21,14,Marshawn Lynch left tackle for no gain (tackle by Anthony Adams),4.370,3.800
3,1:57,2,10,CHI 18,21,14,Marshawn Lynch left tackle for 3 yards (tackle by Israel Idonije),3.800,3.460
3,1:14,3,7,CHI 15,21,14,Tarvaris Jackson pass incomplete short left intended for Golden Tate. Penalty on Cameron Morrah: Illegal Formation (Declined),3.460,2.440
3,1:08,4,7,CHI 15,24,14,Steven Hauschka 33 yard field goal good,2.440,3.000
3,,,,SEA 35,24,14,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
3,1:03,1,10,CHI 20,24,14,Kahlil Bell left guard for 1 yard (tackle by LeRoy Hill),0.280,-0.130
3,0:26,2,9,CHI 21,24,14,Caleb Hanie pass complete short right to Kahlil Bell for 7 yards (tackle by Brandon Mebane and Kam Chancellor),-0.130,0.100
Quarter,Time,Down,ToGo,Location,SEA,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,CHI 28,24,14,Caleb Hanie sacked by Chris Clemons for -9 yards,0.100,-2.140
4,14:39,4,11,CHI 19,24,14,"Adam Podlesh punts 46 yards, returned by Leon Washington for 36 yards (tackle by Adam Podlesh)",-2.140,-3.640
4,14:25,1,10,CHI 29,24,14,Tarvaris Jackson pass complete short right to Golden Tate for 11 yards (tackle by Zackary Bowman),3.640,4.370
,,,,,,,"SEA challenged the incomplete pass ruling, and the original play was overturned.",,
4,14:06,1,10,CHI 18,24,14,Tarvaris Jackson pass complete short right to Zach Miller for 6 yards (tackle by Craig Steltz),4.370,4.810
4,13:32,2,4,CHI 12,24,14,Tarvaris Jackson pass incomplete short right intended for Anthony McCoy,4.810,4.030
4,13:27,3,4,CHI 12,24,14,Tarvaris Jackson pass complete short right to Justin Forsett for 9 yards (tackle by Brandon Meriweather),4.030,6.510
4,13:18,1,3,CHI 3,24,14,Justin Forsett right guard for 1 yard (tackle by Brian Urlacher),6.510,5.720
4,12:44,2,2,CHI 2,30,14,"Tarvaris Jackson pass complete short right to Michael Robinson for 2 yards, touchdown",5.720,7.000
4,,,,CHI 2,31,14,Steven Hauschka kicks extra point good,0.000,0.000
4,,,,SEA 35,31,14,"Steven Hauschka kicks off 40 yards, returned by Matt Spaeth for 7 yards (tackle by Chris Maragos)",0.000,1.070
4,12:35,1,10,CHI 32,31,14,Caleb Hanie left end for 5 yards (tackle by K.J. Wright),1.070,1.200
4,12:09,2,5,CHI 37,31,14,Caleb Hanie pass complete short right to Roy E. Williams for 9 yards (tackle by David Hawthorne),1.200,1.990
4,11:34,1,10,CHI 46,31,14,Caleb Hanie pass incomplete,1.990,1.450
4,11:27,2,10,CHI 46,31,14,Caleb Hanie sacked by Raheem Brock for -6 yards,1.450,-0.030
4,10:56,3,16,CHI 40,31,14,Caleb Hanie sacked by Raheem Brock for -7 yards,-0.030,-1.180
4,10:34,4,23,CHI 33,31,14,Adam Podlesh punts 27 yards,-1.180,-1.600
4,10:24,1,10,SEA 40,31,14,Marshawn Lynch left end for -4 yards (tackle by Lance Briggs),1.600,0.510
4,9:39,2,14,SEA 36,31,14,Tarvaris Jackson pass complete short right to Golden Tate for 3 yards (tackle by Zackary Bowman),0.510,0.230
4,9:14,3,11,SEA 39,31,14,Tarvaris Jackson pass complete short middle to Zach Miller for 12 yards (tackle by D.J. Moore),0.230,2.320
4,8:37,1,10,CHI 49,31,14,Tarvaris Jackson pass complete short right to Deon Butler for 4 yards (tackle by Nick Roach),2.320,2.320
4,8:08,2,6,CHI 45,31,14,Marshawn Lynch left guard for 12 yards (tackle by Brandon Meriweather and Craig Steltz),2.320,3.380
4,7:23,1,10,CHI 33,31,14,Marshawn Lynch left end for 1 yard (tackle by Charles Tillman and Julius Peppers),3.380,2.970
4,6:41,2,9,CHI 32,31,14,Marshawn Lynch right tackle for -1 yards (tackle by Corey Wootton and Nick Roach),2.970,2.150
4,5:57,3,10,CHI 33,31,14,Leon Washington right tackle for 3 yards (tackle by Brian Urlacher),2.150,1.410
4,5:16,4,7,CHI 30,31,14,Tarvaris Jackson pass incomplete deep left intended for Ben Obomanu,1.410,-0.940
4,5:11,1,10,CHI 30,37,14,"Caleb Hanie pass incomplete short left intended for Roy E. Williams is intercepted by Brandon Browner at CHI-42 and returned for 42 yards, touchdown",0.940,-7.000
4,,,,CHI 2,38,14,Steven Hauschka kicks extra point good,0.000,0.000
4,,,,SEA 35,38,14,"Steven Hauschka kicks off 47 yards, returned by Tyler Clutts for 9 yards (tackle by Heath Farwell)",0.000,0.740
4,4:54,1,10,CHI 27,38,14,"Josh McCown left end for 5 yards (tackle by LeRoy Hill and Clinton McDonald). Penalty on J'Marcus Webb: Offensive Holding, 10 yards (no play)",0.740,-0.170
4,4:47,1,20,CHI 17,38,14,Josh McCown pass complete short right to Kahlil Bell for 12 yards (tackle by David Hawthorne),-0.170,0.470
4,4:21,2,8,CHI 29,38,14,Josh McCown pass incomplete intended for Roy E. Williams is intercepted by Richard Sherman at CHI-42 and returned for 5 yards (tackle by Dane Sanzenbacher),0.470,-3.120
4,4:14,1,10,CHI 37,38,14,Justin Forsett right end for 1 yard (tackle by Anthony Adams and Craig Steltz),3.120,2.710
4,3:25,2,9,CHI 36,38,14,Justin Forsett right end for -1 yards (tackle by Israel Idonije and Craig Steltz),2.710,1.880
4,2:46,3,10,CHI 37,38,14,Golden Tate left end for 2 yards (tackle by Brandon Meriweather and Matt Toeaina),1.880,0.970
4,2:00,4,8,CHI 35,38,14,Leon Washington left tackle for 5 yards (tackle by Brandon Meriweather),0.970,-1.000
4,1:53,1,10,CHI 31,38,14,Kahlil Bell right end for 9 yards (tackle by K.J. Wright). Penalty on SEA: Defensive 12 On-field (Declined),1.000,1.680
4,1:44,2,1,CHI 40,38,14,Kahlil Bell left end for 5 yards (tackle by Chris Clemons and Raheem Brock),1.680,1.930
4,1:03,1,10,CHI 45,38,14,Kahlil Bell left tackle for 4 yards (tackle by K.J. Wright),1.930,1.920
4,0:27,2,6,CHI 49,38,14,Kahlil Bell right guard for 2 yards (tackle by Anthony Hargrove),1.920,1.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
